회사명,거래소코드,회계년도,[U01B951020000]*주당순손익(요약)(IFRS연결)(원),[U01B951020000]*주당순손익(요약)(IFRS)(원),[U01219000]주당순이익(요약)(원),[U01B951020000]*주당순손익(IFRS연결)(원),[U01B951020000]*주당순손익(IFRS)(원),[U01290400]*주당순손익(연결)(원),[U01290400]*주당순손익(원),당기순이익(천원),주당순이익(원),주당순자산(원)
(주)제노텍,066830,2016/12,,-176,-176,,-176,,-176,-858579,-176,0
(주)제노텍,066830,2017/12,,-637,-637,,-637,,-637,-3138603,-637,0
(주)제노텍,066830,2018/12,,-202,-202,,-202,,-202,-994650,-202,0
(주)제노텍,066830,2019/12,,1,1,,1,,1,3733,1,0
(주)제노텍,066830,2020/12,,642,642,,642,,642,3552792,642,0
(주)제노텍,066830,2021/12,,557,557,,557,,557,3156418,557,0
(주)제노텍,066830,2022/12,,310,310,,310,,310,1754827,310,0
(주)제이엠멀티,254160,2021/12,,,552,,,,552,2849834,552,0
(주)제이엠멀티,254160,2022/12,,,-54,,,-54,-54,-276230,-54,0
(주)젬,248020,2021/12,,,-9399,,,,-9399,-685000,-1666,0
(주)젬,248020,2022/12,,,-539,,,-555,-539,-2569303,-539,0
(주)지앤이헬스케어,299480,2018/12,,,91,,,,91,925147,91,0
(주)지앤이헬스케어,299480,2019/12,,,-142,,,,-142,-1571530,-142,0
(주)지앤이헬스케어,299480,2020/12,,,49,,,,49,540358,49,0
(주)지앤이헬스케어,299480,2021/12,,,-85,,,,-85,-946614,-85,0
(주)지앤이헬스케어,299480,2022/12,,,-41,,,0,-41,-458202,-41,0
(주)지에프씨생명과학,388610,2022/12,,,251,,,,251,327303,251,0
(주)진코스텍,250030,2019/12,,,715,,,,715,1725664,715,0
(주)진코스텍,250030,2020/12,0,855,855,0,855,0,855,2057618,855,0
(주)진코스텍,250030,2021/12,0,-130,-130,-149,-130,-149,-130,-333442,-130,0
(주)진코스텍,250030,2022/12,-1798,-1798,-1798,-1798,-1798,-1798,-1798,-4656558,-1798,0
(주)질경이,233990,2015/12,,,275,,,,275,744346,275,0
(주)질경이,233990,2016/12,-1097,-1097,-1097,-1097,-1097,-1097,-1097,-13747117,-1097,0
(주)질경이,233990,2017/12,-130,-127,-127,-130,-127,-130,-127,-1701100,-127,0
(주)질경이,233990,2018/12,0,-206,-206,0,-206,-226,-206,-2774947,-206,0
(주)질경이,233990,2019/12,0,-98,-98,0,-98,0,-98,-1335084,-98,0
(주)질경이,233990,2020/12,0,-67,-67,0,-67,0,-67,-936700,-67,0
(주)질경이,233990,2021/12,0,-144,-144,-159,-144,-159,-144,-2005106,-144,0
(주)질경이,233990,2022/12,0,-78,-78,-79,-78,-79,-78,-1095595,-78,0
(주)카이바이오텍,446600,2022/12,,,-582,,,,-582,-571495,-582,0
(주)케이씨산업,112190,2016/12,,,87,,,,87,439210,87,0
(주)케이씨산업,112190,2017/12,,132,132,,132,,132,669687,132,0
(주)케이씨산업,112190,2018/12,,647,647,,647,,647,4288953,647,0
(주)케이씨산업,112190,2019/12,,231,231,,231,,231,1594732,231,0
(주)케이씨산업,112190,2020/12,,236,236,,236,,236,1680226,236,0
(주)케이씨산업,112190,2021/12,,170,170,,170,,170,1211299,170,0
(주)케이씨산업,112190,2022/12,,60,60,,60,,60,430988,60,0
(주)켈스,402420,2021/12,,,-26,,,,-26,-48513,-26,0
(주)켈스,402420,2022/12,,-36,-36,,-36,,-36,-80836,-36,0
(주)코나솔,176590,2022/12,,,246,,,,246,1432861,246,0
(주)코셋,189350,2013/12,,,409,,,,409,1635000,409,0
(주)코셋,189350,2014/12,,,-711,,,,-711,-2843303,-711,0
(주)코셋,189350,2015/12,,,230,,,,230,920120,230,0
(주)코셋,189350,2016/12,,,248,,,,248,993053,248,0
(주)코셋,189350,2017/12,,,143,,,,143,571618,143,0
(주)코셋,189350,2018/12,,,-664,,,,-664,-2656239,-664,0
(주)코셋,189350,2019/12,,,-790,,,,-790,-3161856,-790,0
(주)코셋,189350,2020/12,,,-60,,,,-60,-240791,-60,0
(주)코셋,189350,2021/12,,,-1248,,,,-1248,-5799631,-1248,0
(주)코셋,189350,2022/12,,,-361,,,,-361,-1734655,-361,0
(주)큐러블,086460,2013/12,,,-132,,,,-132,-237000,-132,0
(주)큐러블,086460,2014/12,,,831,,,,831,1421293,831,0
(주)큐러블,086460,2015/12,,,1435,,,,1435,2567821,1435,0
(주)큐러블,086460,2016/12,,,-667,,,,-667,-1217336,-667,0
(주)큐러블,086460,2017/12,,,641,,,,641,1169779,641,0
(주)큐러블,086460,2018/12,,,2884,,,,2884,5260856,2884,0
(주)큐러블,086460,2019/12,,,-2012,,,,-2012,-3668833,-2012,0
(주)큐러블,086460,2020/12,,,2359,,,,2359,4302065,2359,0
(주)큐러블,086460,2021/12,,,-2044,,,,-2044,-3695956,-2044,0
(주)큐러블,086460,2022/12,-1,-645,-645,-645,-645,-645,-645,-1355044,-645,0
(주)큐엠씨,136660,2014/12,,-5466,-5466,,-5466,,-5466,-4145107,-5466,0
(주)큐엠씨,136660,2015/12,,,-19159,,,,-19159,-13616100,-17957,0
(주)큐엠씨,136660,2016/12,,,-5510,,,,-5510,-4045860,-5336,0
(주)큐엠씨,136660,2017/12,3956,3433,3433,3956,3433,3956,3433,2789036,3433,0
(주)큐엠씨,136660,2018/12,0,236,236,0,236,246,236,2155494,236,0
(주)큐엠씨,136660,2019/12,,-907,-907,,-907,,-907,-8526276,-907,0
(주)큐엠씨,136660,2020/12,,-264,-264,,-264,,-264,-2447128,-264,0
(주)큐엠씨,136660,2021/12,,-632,-632,,-632,,-632,-5866086,-632,0
(주)큐엠씨,136660,2022/12,,-258,-258,,-258,,-258,-2395141,-258,0
(주)타스컴,336040,2019/12,,,-1011,,,,-1011,-2311088,-1011,0
(주)타스컴,336040,2020/12,,,-1474,,,,-1474,-2986338,-1275,0
(주)타스컴,336040,2021/12,,,-11766,,,,-11766,-40866576,-11766,0
(주)타스컴,336040,2022/12,,,-1147,,,,-1147,-4695289,-1147,0
(주)타이드,346010,2022/12,,,-454,,,,-454,-2207485,-454,0
(주)타임기술,318660,2021/12,,,79,,,,79,168808,79,0
(주)타임기술,318660,2022/12,,,87,,,,87,187481,87,0
(주)탈로스,434190,2022/12,,321,321,,321,,321,885239,321,0
(주)테크엔,308700,2018/12,,,144,,,,144,117140,144,0
(주)테크엔,308700,2019/12,,,-396,,,,-396,-1583005,-396,0
(주)테크엔,308700,2020/12,,,36,,,,36,143363,36,0
(주)테크엔,308700,2021/12,,,-299,,,,-299,-1196186,-299,0
(주)테크엔,308700,2022/12,,,-422,,,,-422,-1689540,-422,0
(주)테크트랜스,258050,2018/12,,,-388,,,,-388,-2010798,-388,0
(주)테크트랜스,258050,2019/12,,,0,,,,-315,-2152910,-315,0
(주)테크트랜스,258050,2020/12,,,-240,,,,-240,-1674524,-240,0
(주)테크트랜스,258050,2021/12,,,-138,,,,-138,-1060916,-138,0
(주)테크트랜스,258050,2022/12,,,-166,,,,-166,-1361828,-166,0
(주)티엘엔지니어링,413300,2022/12,,,-385,,,,-385,-474130,-385,0
(주)틸론,217880,2015/12,,,-586,,,,-586,-1527451,-586,0
(주)틸론,217880,2016/12,,,-71,,,,-71,137319,41,0
(주)틸론,217880,2017/12,,,-51,,,,-51,628672,188,0
(주)틸론,217880,2018/12,,,331,,,,331,917168,274,0
(주)틸론,217880,2019/12,,,-1730,,,,-1730,-6740743,-2025,0
(주)틸론,217880,2020/12,,,-2612,,,,-2612,-7851209,-2345,0
(주)틸론,217880,2021/12,,,241,,,,241,924454,241,0
(주)틸론,217880,2022/12,0,-365,-365,-369,-365,-369,-365,-1909110,-365,0
(주)파마리서치바이오,217950,2015/12,,,-319,,,,-319,-823471,-319,0
(주)파마리서치바이오,217950,2016/12,,,-1387,,,,-1387,-4457812,-1387,0
(주)파마리서치바이오,217950,2017/12,,,-1840,,,,-1840,-6305570,-1840,0
(주)파마리서치바이오,217950,2018/12,,,-418,,,,-418,-1632263,-418,0
(주)파마리서치바이오,217950,2019/12,,-210,-210,,-210,,-210,-851217,-210,0
(주)파마리서치바이오,217950,2020/12,,5,5,,5,,5,21230,5,0
(주)파마리서치바이오,217950,2021/12,,571,571,,571,,571,2310520,571,0
(주)파마리서치바이오,217950,2022/12,,1833,1833,,1833,,1833,7418259,1833,0
(주)파워풀엑스,266870,2017/12,,,210,,,,210,1135257,210,0
(주)파워풀엑스,266870,2018/12,,,33,,,,33,202282,33,0
(주)파워풀엑스,266870,2019/12,,-110,-110,,-110,,-110,-692234,-110,0
(주)파워풀엑스,266870,2020/12,,49,49,,49,,49,307472,49,0
(주)파워풀엑스,266870,2021/12,,-30,-30,,-30,,-30,-190180,-30,0
(주)파워풀엑스,266870,2022/12,,428,428,,428,,428,2700912,428,0
(주)판도라티비,202960,2014/12,,231,231,,231,,231,1197861,231,0
(주)판도라티비,202960,2015/12,-146,-140,-140,-146,-140,-146,-140,-1499891,-140,0
(주)판도라티비,202960,2016/12,40,26,26,40,26,40,26,282182,26,0
(주)판도라티비,202960,2017/12,160,77,77,160,77,160,77,869432,77,0
(주)판도라티비,202960,2018/12,0,-208,-208,0,-208,-201,-208,-2440186,-208,0
(주)판도라티비,202960,2019/12,-96,9,9,-96,9,-96,9,111246,9,0
(주)판도라티비,202960,2020/12,0,8,8,0,8,0,8,91749,8,0
(주)판도라티비,202960,2021/12,197,172,172,197,172,197,172,2029861,172,0
(주)판도라티비,202960,2022/12,0,37,37,67,37,67,37,443023,37,0
(주)펨토바이오메드,327610,2019/12,,-880,-880,,-880,,-880,-4548697,-880,0
(주)펨토바이오메드,327610,2020/12,,-1,-1,,-648,,-648,-3570699,-648,0
(주)펨토바이오메드,327610,2021/12,,-1116,-1116,,-1116,,-1116,-9335939,-1116,0
(주)펨토바이오메드,327610,2022/12,,-146,-146,,-146,,-146,-1225297,-146,0
(주)플럼라인생명과학,222670,2015/12,,,-3503,,,,-3503,-7023721,-3503,0
(주)플럼라인생명과학,222670,2016/12,,,-1356,,,,-1356,-3183301,-1356,0
(주)플럼라인생명과학,222670,2017/12,,,-1500,,,,-1500,-3579072,-1500,0
(주)플럼라인생명과학,222670,2018/12,,,-1448,,,,-1448,-3207419,-1448,0
(주)플럼라인생명과학,222670,2019/12,,,-1898,,,,-1898,-4390201,-1898,0
(주)플럼라인생명과학,222670,2020/12,,,-569,,,,-569,-1531637,-569,0
(주)플럼라인생명과학,222670,2021/12,,,-653,,,,-653,-1814877,-653,0
(주)플럼라인생명과학,222670,2022/12,,,-626,,,,-626,-1761415,-626,0
(주)피노텍,150440,2014/12,,,-353,,,,-353,-2369349,-353,0
(주)피노텍,150440,2015/12,,,-196,,,,-196,-1495145,-196,0
(주)피노텍,150440,2016/12,,-277,-277,,-277,,-277,-2422742,-277,0
(주)피노텍,150440,2017/12,,-386,-386,,-386,,-386,-3591269,-386,0
(주)피노텍,150440,2018/12,0,60,60,0,60,77,60,575093,60,0
(주)피노텍,150440,2019/12,0,-164,-164,-182,-164,-182,-164,-1564240,-164,0
(주)피노텍,150440,2020/12,,-104,-104,,-104,,-104,-990981,-104,0
(주)피노텍,150440,2021/12,,-268,-268,,-268,,-268,-2560990,-268,0
(주)피노텍,150440,2022/12,,-1054,-1054,,-1054,,-1054,-10082280,-1054,0
(주)한국미라클피플사,331660,2019/12,,,-2053,,,,-2053,-2242511,-2053,0
(주)한국미라클피플사,331660,2020/12,,492,492,,492,,492,597320,492,0
(주)한국미라클피플사,331660,2021/12,,-2693,-2693,,-2693,,-2693,-2947448,-2693,0
(주)한국미라클피플사,331660,2022/12,,-609,-609,,-609,,-609,-654851,-609,0
(주)한중엔시에스,107640,2013/12,0,150,150,0,150,0,150,923000,145,0
(주)한중엔시에스,107640,2014/12,,,-34,,,,-34,-207489,-34,0
(주)한중엔시에스,107640,2015/12,,,85,,,,85,576036,85,0
(주)한중엔시에스,107640,2016/12,-290,-292,-292,-290,-292,-290,-292,-1080603,-292,0
(주)한중엔시에스,107640,2017/12,-343,-156,-156,-343,-156,-343,-156,-579322,-156,0
(주)한중엔시에스,107640,2018/12,0,219,219,0,219,322,219,832221,219,0
(주)한중엔시에스,107640,2019/12,0,154,154,77,154,77,154,585976,154,0
(주)한중엔시에스,107640,2020/12,-1,-1036,-1036,-1125,-1036,-1125,-1036,-3931754,-1036,0
(주)한중엔시에스,107640,2021/12,-478,-431,-431,-478,-431,-478,-431,-1678455,-431,0
(주)한중엔시에스,107640,2022/12,0,-4000,-4000,0,-4000,0,-4000,-20985308,-4000,0
(주)휴벡셀,212310,2016/12,,,-709,,,,-709,-217746,-141,0
(주)휴벡셀,212310,2017/12,,,-792,,,,-792,-2456828,-1271,0
(주)휴벡셀,212310,2018/12,,,-471,,,-1310,-471,-955354,-471,0
(주)휴벡셀,212310,2019/12,,,-91409,,,-45779,-91409,-11775772,-91409,0
(주)휴벡셀,212310,2020/12,,,-1114,,,-1138,-1114,-4569781,-1114,0
(주)휴벡셀,212310,2021/12,,,-1068,,,0,-1068,-5236216,-1068,0
(주)휴벡셀,212310,2022/12,,,-491,,,-572,-491,-3062785,-491,0
대동고려삼(주),178600,2014/06,,,237,,,,237,1044405,237,0
대동고려삼(주),178600,2015/06,,,391,,,,391,1718657,391,0
대동고려삼(주),178600,2016/06,,,459,,,,459,2018000,459,0
대동고려삼(주),178600,2017/06,,,450,,,,450,1981142,450,0
대동고려삼(주),178600,2018/06,,,234,,,,234,1031000,234,0
대동고려삼(주),178600,2019/06,,,317,,,,317,1408953,317,0
대동고려삼(주),178600,2020/06,,,476,,,,476,2116018,476,0
대동고려삼(주),178600,2021/06,,,523,,,,523,2327425,523,0
대동고려삼(주),178600,2022/06,,,484,,,,484,2154681,484,0
대동고려삼(주),178600,2023/06,,,586,,,,586,2608367,586,0
도부마스크 (주),227420,2016/12,0,-207,-207,0,-207,0,-207,-1325079,-207,0
도부마스크 (주),227420,2017/12,-990,-732,-732,-990,-732,-990,-732,-5394905,-732,0
도부마스크 (주),227420,2018/12,-428,-435,-435,0,-435,-428,-435,-3303552,-435,0
도부마스크 (주),227420,2019/12,0,-713,-713,0,-713,0,-713,-4403837,-580,0
도부마스크 (주),227420,2020/12,,3432,3432,,3432,,3432,26351761,3432,0
도부마스크 (주),227420,2021/12,,-1158,-1158,,-1158,,-1158,-9974008,-1158,0
도부마스크 (주),227420,2022/12,,-909,-909,,-909,,-909,-15668206,-909,0
럭스피아(주),092590,2015/12,,,86,,,,86,632625,86,0
럭스피아(주),092590,2016/12,,,57,,,,57,421173,57,0
럭스피아(주),092590,2017/12,,,81,,,,81,591689,81,0
럭스피아(주),092590,2018/12,,,77,,,,77,564281,77,0
럭스피아(주),092590,2019/12,,,222,,,,222,1617527,222,0
럭스피아(주),092590,2020/12,,,454,,,,454,3310239,454,0
럭스피아(주),092590,2021/12,,,128,,,,128,933480,128,0
럭스피아(주),092590,2022/12,,,52,,,,52,381450,52,0
베른(주),322190,2020/12,,,-284,,,,-284,-1883159,-284,0
베른(주),322190,2021/12,,,-428,,,,-428,-3573082,-428,0
베른(주),322190,2022/12,,,-385,,,-392,-385,-3415086,-385,0
뿌리깊은나무들(주),266170,2017/12,0,59,59,0,59,0,59,116202,59,0
뿌리깊은나무들(주),266170,2018/12,0,-702,-702,0,-702,0,-702,-1438058,-702,0
뿌리깊은나무들(주),266170,2019/12,-2653,-2607,-2607,-2653,-2607,-2653,-2607,-5847649,-2607,0
뿌리깊은나무들(주),266170,2020/12,,110,110,,110,,110,588833,110,0
뿌리깊은나무들(주),266170,2021/12,0,-963,-963,0,-963,0,-963,-5585967,-963,0
뿌리깊은나무들(주),266170,2022/12,0,-222,-222,0,-222,0,-222,-1292534,-222,0
아이케이세미콘(주),149010,2014/12,,,192,,,,192,600304,192,0
아이케이세미콘(주),149010,2015/12,-642,-633,-633,-642,-633,-642,-633,-1931663,-633,0
아이케이세미콘(주),149010,2016/12,424,414,414,424,414,424,414,1267822,414,0
아이케이세미콘(주),149010,2017/12,154,166,166,154,166,154,166,514838,166,0
아이케이세미콘(주),149010,2018/12,0,134,134,0,134,137,134,419298,134,0
아이케이세미콘(주),149010,2019/12,0,190,190,194,190,194,190,591779,190,0
아이케이세미콘(주),149010,2020/12,0,190,190,196,190,196,190,592481,190,0
아이케이세미콘(주),149010,2021/12,1,566,566,593,566,593,566,1766914,566,0
아이케이세미콘(주),149010,2022/12,1,957,957,969,957,969,957,2985847,957,0
아퓨어스(주),149300,2015/12,,,,,,,,,,
아퓨어스(주),149300,2016/12,,,,,,,,,,
아퓨어스(주),149300,2017/12,,,,,,,,,,
아퓨어스(주),149300,2018/12,,,,,,,,,,
아퓨어스(주),149300,2019/12,,-289,-289,,-289,,-289,-7811481,-289,0
아퓨어스(주),149300,2020/12,,-417,-417,,-417,,-417,-11280079,-417,0
아퓨어스(주),149300,2021/12,,-83,-83,,-83,,-83,-2754976,-83,0
아퓨어스(주),149300,2022/12,,-144,-144,,-144,,-144,-5236804,-144,0
애니메디솔루션(주),390110,2022/12,,-791,-791,,-791,,-791,-7014810,-791,0
에스케이시그넷(주),260870,2017/12,,,-259,,,,-259,-1176752,-259,0
에스케이시그넷(주),260870,2018/12,,,-1664,,,,-1664,-7539176,-1664,0
에스케이시그넷(주),260870,2019/12,,,-442,,,,-442,-1802809,-442,0
에스케이시그넷(주),260870,2020/12,,,258,,,,258,1533645,258,0
에스케이시그넷(주),260870,2021/12,,,-499,,,,-499,-268706,-499,0
에스케이시그넷(주),260870,2022/12,,,356,,,343,356,7446019,356,0
에이치엔에스하이텍(주),044990,2015/12,-122,-138,-138,-122,-138,-122,-138,-997976,-138,0
에이치엔에스하이텍(주),044990,2016/12,-25,4,4,-25,4,-25,4,29373,4,0
에이치엔에스하이텍(주),044990,2017/12,0,208,208,0,208,0,208,1559542,208,0
에이치엔에스하이텍(주),044990,2018/12,0,152,152,0,152,0,152,1137637,152,0
에이치엔에스하이텍(주),044990,2019/12,0,-1432,-1432,0,-1432,0,-1432,-10740917,-1432,0
에이치엔에스하이텍(주),044990,2020/12,0,-13,-13,0,-13,0,-13,-98442,-13,0
에이치엔에스하이텍(주),044990,2021/12,0,1355,1355,0,1355,0,1355,10165184,1355,0
에이치엔에스하이텍(주),044990,2022/12,0,2844,2844,0,2844,0,2844,21335460,2844,0
에이치엘비사이언스(주),343090,2020/12,,,-789,,,,-789,-4351881,-797,0
에이치엘비사이언스(주),343090,2021/12,,,-926,,,,-926,-5051965,-926,0
에이치엘비사이언스(주),343090,2022/12,,,-416,,,,-416,-4768746,-416,0
에이펙스인텍(주),207490,2018/12,,,161,,,,161,580483,161,0
에이펙스인텍(주),207490,2019/12,,,162,,,,162,583251,162,0
에이펙스인텍(주),207490,2020/12,,207,207,,207,,207,746788,207,0
에이펙스인텍(주),207490,2021/12,,32,32,,32,,32,114677,32,0
에이펙스인텍(주),207490,2022/12,,22,22,,22,,22,78865,22,0
위월드(주),140660,2013/12,,,-406,,,,-406,-1007000,-406,0
위월드(주),140660,2014/12,,,-535,,,,-535,-1327030,-535,0
위월드(주),140660,2015/12,,,436,,,,436,2052887,436,0
위월드(주),140660,2016/12,,,522,,,,522,1297574,522,0
위월드(주),140660,2017/12,,,-384,,,,-384,-956109,-384,0
위월드(주),140660,2018/12,,,260,,,,260,645674,260,0
위월드(주),140660,2019/12,,,-159,,,,-159,-394942,-159,0
위월드(주),140660,2020/12,,,-401,,,,-401,-996474,-401,0
위월드(주),140660,2021/12,,,675,,,,675,1679246,675,0
위월드(주),140660,2022/12,,,513,,,,513,1276291,513,0
이성씨엔아이(주),379390,2021/12,,,-913,,,,-913,-2593552,-913,0
이성씨엔아이(주),379390,2022/12,,,-114,,,-576,-114,-322786,-114,0
인바이츠바이오코아(주),216400,2015/12,,,129,,,,129,814963,129,0
인바이츠바이오코아(주),216400,2016/12,,377,377,,377,,377,2552067,377,0
인바이츠바이오코아(주),216400,2017/12,,18,18,,18,,18,125520,18,0
인바이츠바이오코아(주),216400,2018/12,,-505,-505,,-505,,-505,-3451389,-505,0
인바이츠바이오코아(주),216400,2019/12,,162,162,,162,,162,1111589,162,0
인바이츠바이오코아(주),216400,2020/12,,273,273,,273,,273,1980588,273,0
인바이츠바이오코아(주),216400,2021/12,,93,93,,93,,93,708545,93,0
인바이츠바이오코아(주),216400,2022/12,0,-167,-167,0,-167,0,-167,-1279556,-167,0
코스텍시스템(주),169670,2022/12,,,444,,,,444,1274725,444,0
크로넥스(주),215570,2015/12,,,-309,,,,-309,-307170,-309,0
크로넥스(주),215570,2016/12,,,-1087,,,,-1087,-1083362,-1087,0
크로넥스(주),215570,2017/12,,,-511,,,,-511,-505807,-511,0
크로넥스(주),215570,2018/12,,,-627,,,,-627,-623718,-627,0
크로넥스(주),215570,2019/12,,,-460,,,,-460,-1440528,-460,0
크로넥스(주),215570,2020/12,,,-478,,,,-478,-1517609,-478,0
크로넥스(주),215570,2021/12,,,-560,,,,-560,-2280456,-560,0
크로넥스(주),215570,2022/12,,,-570,,,-570,-570,-2896292,-570,0
태양기계(주),116100,2013/12,,,218,,,,218,1360000,218,0
태양기계(주),116100,2014/12,,,-73,,,,-73,-453114,-73,0
태양기계(주),116100,2015/12,,,59,,,,59,366165,59,0
태양기계(주),116100,2016/12,,,45,,,,45,281259,45,0
태양기계(주),116100,2017/12,,,-1440,,,,-1440,-8987415,-1440,0
태양기계(주),116100,2018/12,,,6,,,,6,37012,6,0
태양기계(주),116100,2019/12,,,67,,,,67,417252,67,0
태양기계(주),116100,2020/12,,,-136,,,,-136,-849745,-136,0
태양기계(주),116100,2021/12,,,155,,,,155,966411,155,0
태양기계(주),116100,2022/12,,,128,,,,128,798579,128,0
퓨쳐메디신(주),341170,2022/12,-1,-755,-755,-785,-755,-785,-755,-6999528,-755,0
