회사명,거래소코드,회계년도,[U01210000]매출액(영업수익)(*)(천원),[U01110000]자산(*)(천원),[U01140000]부채(*)(천원),[U01160000]자본(*)(천원),[U01210000]매출액(영업수익)(*)(연결)(천원),[U01110000]자산(*)(연결)(천원),[U01140000]부채(*)(연결)(천원),[U01160000]자본(*)(연결)(천원),[U01B100000000]매출액(수익)(*)(IFRS)(천원),[U01A100000000]자산(*)(IFRS)(천원),[U01A800000000]부채(*)(IFRS)(천원),[U01A600000000]자본(*)(IFRS)(천원),[U01B100000000]매출액(수익)(*)(비교)(IFRS)(천원),[U01A100000000]자산(*)(비교)(IFRS)(천원),[U01A800000000]부채(*)(비교)(IFRS)(천원),[U01A600000000]자본(*)(비교)(IFRS)(천원),[U01B100000000]매출액(수익)(*)(IFRS연결)(천원),[U01A100000000]자산(*)(IFRS연결)(천원),[U01A800000000]부채(*)(IFRS연결)(천원),[U01A600000000]자본(*)(IFRS연결)(천원),[U01B100000000]매출액(수익)(*)(비교)(IFRS연결)(천원),[U01A100000000]자산(*)(비교)(IFRS연결)(천원),[U01A800000000]부채(*)(비교)(IFRS연결)(천원),[U01A600000000]자본(*)(비교)(IFRS연결)(천원),자기자본순이익률,자기자본순이익률(IFRS),자기자본순이익률(IFRS연결),매출채권회전률,매출채권회전률(IFRS),매출채권회전률(IFRS연결),종업원수증가율,종업원수증가율(IFRS),종업원수증가율(IFRS연결),설립일,상장일
(주)바른손,18700,2019/03,3506172.0,37155302.0,3033724.0,34121578.0,6551086.0,39243971.0,12234653.0,27009318.0,3506172.0,37155302.0,3033724.0,34121578.0,3506172.0,37155302.0,3033724.0,34121578.0,6551086.0,39243971.0,12234653.0,27009318.0,6551086.0,39243971.0,12234653.0,27009318.0,-20.22,-20.22,-23.11,38.02,38.02,21.47,156.34,156.34,,1985/12/27,1994/03/18
(주)바른손,18700,2020/03,3450308.0,54160335.0,5833044.0,48327291.0,5756312.0,54992970.0,7181927.0,47811043.0,3450308.0,54160335.0,5833044.0,48327291.0,3450308.0,54160335.0,5833044.0,48327291.0,5756312.0,54992970.0,7181927.0,47811043.0,5756312.0,54992970.0,7181927.0,47811043.0,-34.23,-34.23,-31.81,4.21,4.21,4.98,-86.26,-86.26,,1985/12/27,1994/03/18
(주)바른손,18700,2021/12,32056581.0,77360820.0,10044094.0,67316726.0,35640949.0,78809444.0,11299583.0,67509861.0,32056581.0,77360820.0,10044094.0,67316726.0,32056581.0,77360820.0,10044094.0,67316726.0,35640949.0,78809444.0,11299583.0,67509861.0,35640949.0,78809444.0,11299583.0,67509861.0,25.45,25.45,24.2,11.51,11.51,11.32,0.0,0.0,,1985/12/27,1994/03/18
(주)바른손,18700,2022/12,54674046.0,87497202.0,28053781.0,59443421.0,58667142.0,88928699.0,30030710.0,58897989.0,54674046.0,87497202.0,28053781.0,59443421.0,,,,,58667142.0,88928699.0,30030710.0,58897989.0,,,,,-39.18,-39.18,-39.73,16.68,16.68,16.01,99.23,99.23,,1985/12/27,1994/03/18
(주)바른손이앤에이,35620,2012/12,6077638.0,38596638.0,8647703.0,29948935.0,6499325.0,41503340.0,9916427.0,31586913.0,6077638.0,38596638.0,8647703.0,29948935.0,6077638.0,38596638.0,8647703.0,29948935.0,6499325.0,41503340.0,9916427.0,31586913.0,6499325.0,41503340.0,9916427.0,31586913.0,9.49,9.49,15.99,7.92,7.92,9.48,-16.15,-16.15,,1996/12/20,1999/08/13
(주)바른손이앤에이,35620,2013/12,3811626.0,44090031.0,16427722.0,27662309.0,4185616.0,43721997.0,17671329.0,26050668.0,3811626.0,44090031.0,16427722.0,27662309.0,3811626.0,44090031.0,16427722.0,27662309.0,4185616.0,43721997.0,17671329.0,26050668.0,4068744.0,43721997.0,17671329.0,26050668.0,-17.28,-17.28,-29.73,7.67,7.67,7.75,-9.32,-9.32,,1996/12/20,1999/08/13
(주)바른손이앤에이,35620,2014/12,2104162.0,36408403.0,12780332.0,23628070.0,2104162.0,34439524.0,13730527.0,20708997.0,2104162.0,36408403.0,12780332.0,23628070.0,2104162.0,36408403.0,12780332.0,23628070.0,2104162.0,34439524.0,13730527.0,20708997.0,2104162.0,34439524.0,13730527.0,20708997.0,-88.43,-88.43,-111.0,6.13,6.13,5.78,21.92,21.92,,1996/12/20,1999/08/13
(주)바른손이앤에이,35620,2015/12,15698007.0,47498518.0,17699148.0,29799370.0,15698007.0,47832856.0,18304729.0,29528127.0,15698007.0,47498518.0,17699148.0,29799370.0,15698007.0,47498518.0,17699148.0,29799370.0,15698007.0,47832856.0,18304729.0,29528127.0,15698007.0,47832856.0,18304729.0,29528127.0,-6.36,-6.36,-14.45,5.06,5.06,5.05,-77.53,-77.53,,1996/12/20,1999/08/13
(주)바른손이앤에이,35620,2016/12,41543823.0,76119603.0,19483302.0,56636300.0,41653823.0,68782257.0,23545151.0,45237106.0,41543823.0,76119603.0,19483302.0,56636300.0,41543823.0,76119603.0,19483302.0,56636300.0,41653823.0,68782257.0,23545151.0,45237106.0,41653823.0,68782257.0,23545151.0,45237106.0,58.02,58.02,98.97,5.73,5.73,5.74,-37.5,-37.5,,1996/12/20,1999/08/13
(주)바른손이앤에이,35620,2017/12,25074003.0,58622618.0,15600904.0,43021713.0,31430347.0,72073730.0,34780043.0,37293687.0,25074003.0,58622618.0,15600904.0,43021713.0,25074003.0,58622618.0,15600904.0,43021713.0,31430347.0,72073730.0,34780043.0,37293687.0,31430347.0,72073730.0,34780043.0,37293687.0,-29.98,-29.98,-82.89,4.85,4.85,5.49,16.0,16.0,,1996/12/20,1999/08/13
(주)바른손이앤에이,35620,2018/12,16665042.0,111896610.0,12876449.0,99020161.0,30044467.0,113995488.0,23264354.0,90731134.0,16665042.0,111896610.0,12876449.0,99020161.0,16665042.0,111896610.0,12876449.0,99020161.0,30044467.0,113995488.0,23264354.0,90731134.0,30044467.0,113995488.0,23264354.0,90731134.0,94.51,94.51,153.19,16.46,16.46,19.18,17.24,17.24,,1996/12/20,1999/08/13
(주)바른손이앤에이,35620,2019/12,16333644.0,106761431.0,21853034.0,84908397.0,16975339.0,103169274.0,32171070.0,70998205.0,16333644.0,106761431.0,21853034.0,84908397.0,16333644.0,106761431.0,21853034.0,84908397.0,16975339.0,103169274.0,32171070.0,70998205.0,16975339.0,103169274.0,32171070.0,70998205.0,-19.81,-19.81,-22.31,14.51,14.51,15.2,32.35,32.35,,1996/12/20,1999/08/13
(주)바른손이앤에이,35620,2020/12,11461637.0,117477048.0,21896703.0,95580345.0,15206735.0,104821779.0,31962479.0,72859300.0,11461637.0,117477048.0,21896703.0,95580345.0,11461637.0,117477048.0,21896703.0,95580345.0,15206735.0,104821779.0,31962479.0,72859300.0,15206735.0,104821779.0,31962479.0,72859300.0,2.14,2.14,-10.52,8.25,8.25,10.45,-68.89,-68.89,,1996/12/20,1999/08/13
(주)바른손이앤에이,35620,2021/12,8330590.0,148613444.0,27365693.0,121247751.0,10711421.0,140862622.0,31484769.0,109377852.0,8330590.0,148613444.0,27365693.0,121247751.0,8330590.0,148613444.0,27365693.0,121247751.0,10711421.0,140862622.0,31484769.0,109377852.0,10711421.0,140862622.0,31484769.0,109377852.0,2.81,2.81,9.55,6.65,6.65,7.59,14.29,14.29,,1996/12/20,1999/08/13
(주)바른손이앤에이,35620,2022/12,4683101.0,132125804.0,35685207.0,96440597.0,26032765.0,128074444.0,42405038.0,85669406.0,4683101.0,132125804.0,35685207.0,96440597.0,,,,,26032765.0,128074444.0,42405038.0,85669406.0,,,,,-12.8,-12.8,-13.52,3.85,3.85,17.52,81.25,81.25,,1996/12/20,1999/08/13
(주)바이브컴퍼니,301300,2016/12,12007050.0,18506995.0,14661619.0,3845376.0,,,,,,,,,,,,,,,,,,,,,-12.93,,,7.58,,,0.0,,,2000/07/08,2020/10/28
(주)바이브컴퍼니,301300,2017/12,14037498.0,22425135.0,17509855.0,4915280.0,,,,,,,,,13185481.0,21948020.0,17736769.0,4211251.0,,,,,,,,,24.43,,,5.9,,,0.0,,,2000/07/08,2020/10/28
(주)바이브컴퍼니,301300,2018/12,14100865.0,31844444.0,16405551.0,15438893.0,,,,,14100865.0,31844444.0,16405551.0,15438893.0,14100865.0,31844444.0,16468140.0,15376304.0,,,,,,,,,9.02,5.94,,5.69,7.9,,0.0,0.0,,2000/07/08,2020/10/28
(주)바이브컴퍼니,301300,2019/12,16298058.0,31453420.0,16541750.0,14911669.0,,,,,16298058.0,31453420.0,16541750.0,14911669.0,16298058.0,31453420.0,16541750.0,14911669.0,,,,,16298058.0,31453420.0,16541750.0,14911669.0,-5.12,-5.12,,7.82,7.82,,0.0,0.0,,2000/07/08,2020/10/28
(주)바이브컴퍼니,301300,2020/12,25571167.0,56592834.0,25841512.0,30751322.0,25571167.0,58993261.0,25958015.0,33035246.0,25571167.0,56592834.0,25841512.0,30751322.0,25571167.0,56592834.0,25841512.0,30751322.0,25571167.0,58993261.0,25958015.0,33035246.0,25571167.0,58993261.0,25958015.0,33035246.0,-9.87,-9.87,-8.09,15.13,15.13,25.6,0.0,0.0,,2000/07/08,2020/10/28
(주)바이브컴퍼니,301300,2021/12,44248008.0,95993420.0,65043394.0,30950025.0,44617205.0,99830727.0,65624053.0,34206674.0,44248008.0,95993420.0,65043394.0,30950025.0,44248008.0,95993420.0,65043394.0,30950025.0,44617205.0,99830727.0,65624053.0,34206674.0,44617205.0,99830727.0,65624053.0,34206674.0,-23.38,-23.38,-27.58,30.65,30.65,30.56,25.93,25.93,,2000/07/08,2020/10/28
(주)바이브컴퍼니,301300,2022/12,34592966.0,84944377.0,74349614.0,10594762.0,36578891.0,94700045.0,81899808.0,12800237.0,34592966.0,84944377.0,74349614.0,10594762.0,,,,,36578891.0,94700045.0,81899808.0,12800237.0,,,,,-97.7,-97.7,-96.47,15.0,15.0,13.02,-2.61,-2.61,,2000/07/08,2020/10/28
(주)바이오노트,377740,2014/12,15622955.0,19599020.0,2101931.0,17497089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003/03/28,2022/12/22
(주)바이오노트,377740,2015/12,20081262.0,30048787.0,7566100.0,22482687.0,,,,,,,,,,,,,,,,,,,,,20.14,,,8.21,,,0.0,,,2003/03/28,2022/12/22
(주)바이오노트,377740,2016/12,24899082.0,40265288.0,8215495.0,32049792.0,,,,,,,,,,,,,,,,,,,,,16.26,,,7.14,,,0.0,,,2003/03/28,2022/12/22
(주)바이오노트,377740,2017/12,33129195.0,58859570.0,10982336.0,47877234.0,,,,,,,,,,,,,,,,,,,,,15.72,,,6.56,,,0.0,,,2003/03/28,2022/12/22
(주)바이오노트,377740,2018/12,34391322.0,78746395.0,25722835.0,53023561.0,,,,,,,,,,,,,,,,,,,,,11.02,,,5.34,,,0.0,,,2003/03/28,2022/12/22
(주)바이오노트,377740,2019/12,40047497.0,114775000.0,16839928.0,97935072.0,,,,,,,,,40047497.0,131188841.0,20276845.0,110911996.0,,,,,40047497.0,130831361.0,20254541.0,110576820.0,11.32,,,4.93,,,0.0,,,2003/03/28,2022/12/22
(주)바이오노트,377740,2020/12,631310435.0,712853300.0,187528614.0,525324685.0,631504545.0,853440064.0,214744099.0,638695965.0,631310435.0,712853300.0,187528614.0,525324685.0,631310435.0,712853300.0,187528614.0,525324685.0,631504545.0,853440064.0,214744099.0,638695965.0,631504545.0,853440064.0,214744099.0,638695965.0,132.87,78.82,82.7,3.95,2.03,2.03,0.0,0.0,,2003/03/28,2022/12/22
(주)바이오노트,377740,2021/12,620046067.0,995141900.0,121424761.0,873717139.0,622355164.0,1483336237.0,216929134.0,1266407103.0,620046067.0,995141900.0,121424761.0,873717139.0,620046067.0,993760029.0,121424761.0,872335268.0,622355164.0,1483336237.0,216929134.0,1266407103.0,622355164.0,1488867273.0,216363049.0,1272504225.0,56.66,56.66,70.5,3.13,3.13,3.15,0.0,0.0,,2003/03/28,2022/12/22
(주)바이오노트,377740,2022/12,475158632.0,1096584391.0,49611854.0,1046972537.0,479657090.0,1757001766.0,156849684.0,1600152082.0,475158632.0,1096584391.0,49611854.0,1046972537.0,,,,,479657090.0,1757001766.0,156849684.0,1600152082.0,,,,,15.59,15.59,21.48,9.23,9.23,9.56,0.0,0.0,,2003/03/28,2022/12/22
(주)바이오니아,64550,2012/12,20128057.0,71433403.0,36082585.0,35350819.0,20533918.0,68131985.0,36708747.0,31423237.0,20128057.0,71433403.0,36082585.0,35350819.0,20128057.0,71433403.0,36082585.0,35350819.0,20533918.0,68131985.0,36708747.0,31423237.0,20533918.0,68131985.0,36708747.0,31423237.0,-14.48,-14.48,-23.16,1.23,1.23,1.81,-8.52,-8.52,,1992/08/28,2005/12/29
(주)바이오니아,64550,2013/12,23669427.0,70195687.0,39604791.0,30590896.0,23904101.0,69934207.0,40397236.0,29536970.0,23669427.0,70195687.0,39604791.0,30590896.0,23669427.0,70195687.0,39604791.0,30590896.0,23904101.0,69934207.0,40397236.0,29536970.0,23904101.0,69934207.0,40397236.0,29536970.0,-31.42,-31.42,-23.47,1.38,1.38,1.71,1.79,1.79,,1992/08/28,2005/12/29
(주)바이오니아,64550,2014/12,17210216.0,67268295.0,36290821.0,30977474.0,17853516.0,67359506.0,37157632.0,30201874.0,17210216.0,67268295.0,36290821.0,30977474.0,17210216.0,67268295.0,36290821.0,30977474.0,17853516.0,67359506.0,37157632.0,30201874.0,17853516.0,67359506.0,37157632.0,30201874.0,-44.74,-44.74,-45.39,1.08,1.08,1.23,0.35,0.35,,1992/08/28,2005/12/29
(주)바이오니아,64550,2015/12,20282027.0,71640245.0,36487477.0,35152768.0,20833715.0,71985448.0,37454010.0,34531438.0,20282027.0,71640245.0,36487477.0,35152768.0,20282027.0,71640245.0,36487477.0,35152768.0,20833715.0,71985448.0,37454010.0,34531438.0,20833715.0,71985448.0,37454010.0,34531438.0,-17.56,-17.56,-16.6,1.45,1.45,1.67,-3.51,-3.51,,1992/08/28,2005/12/29
(주)바이오니아,64550,2016/12,20975096.0,63509702.0,36583555.0,26926147.0,21703615.0,63709625.0,37594722.0,26114903.0,20975096.0,63509702.0,36583555.0,26926147.0,20975096.0,55961514.0,36583555.0,19377959.0,21703615.0,63709625.0,37594722.0,26114903.0,21703615.0,56161437.0,37594722.0,18566715.0,-46.62,-46.62,-47.55,1.84,1.84,2.17,22.18,22.18,,1992/08/28,2005/12/29
(주)바이오니아,64550,2017/12,22792648.0,58705528.0,30736047.0,27969481.0,23267735.0,58695411.0,31549597.0,27145814.0,22792648.0,58705528.0,30736047.0,27969481.0,22792648.0,58705528.0,30736047.0,27969481.0,23267735.0,58695411.0,31549597.0,27145814.0,23267735.0,58695411.0,31549597.0,27145814.0,-31.87,-31.87,-37.33,2.73,2.73,3.26,5.95,5.95,,1992/08/28,2005/12/29
(주)바이오니아,64550,2018/12,22155060.0,69333072.0,30206722.0,39126350.0,24077826.0,70807118.0,31770193.0,39036925.0,22155060.0,69333072.0,30206722.0,39126350.0,22155060.0,69333072.0,30206722.0,39126350.0,24077826.0,70807118.0,31770193.0,39036925.0,24077826.0,70807118.0,31770193.0,39036925.0,-29.42,-29.42,-26.67,3.21,3.21,4.14,6.74,6.74,,1992/08/28,2005/12/29
(주)바이오니아,64550,2019/12,22252596.0,74980585.0,48142735.0,26837849.0,36292397.0,82099866.0,50480711.0,31619155.0,22252596.0,74980585.0,48142735.0,26837849.0,22252596.0,74980585.0,48142735.0,26837849.0,36292397.0,82099866.0,50480711.0,31619155.0,36292397.0,82099866.0,50480711.0,31619155.0,-37.89,-37.89,-22.49,4.06,4.06,7.54,-0.79,-0.79,,1992/08/28,2005/12/29
(주)바이오니아,64550,2020/12,158174270.0,171571893.0,37447596.0,134124297.0,206987465.0,191165849.0,43206087.0,147959762.0,158174270.0,171571893.0,37447596.0,134124297.0,158174270.0,171571893.0,37447596.0,134124297.0,206987465.0,191165849.0,43206087.0,147959762.0,206987465.0,191165849.0,43206087.0,147959762.0,63.09,63.09,65.71,20.32,20.32,25.83,26.26,26.26,,1992/08/28,2005/12/29
(주)바이오니아,64550,2021/12,127260149.0,222880582.0,41378417.0,181502166.0,223743694.0,262418108.0,54826481.0,207591627.0,127260149.0,222880582.0,41378417.0,181502166.0,127260149.0,222880582.0,41378417.0,181502166.0,223743694.0,262418108.0,54826481.0,207591627.0,223743694.0,262418108.0,54826481.0,207591627.0,9.15,9.15,15.58,9.96,9.96,14.34,34.24,34.24,,1992/08/28,2005/12/29
(주)바이오니아,64550,2022/12,64771213.0,235940188.0,45238627.0,190701562.0,218394453.0,298737345.0,55197727.0,243539618.0,64771213.0,235940188.0,45238627.0,190701562.0,,,,,218394453.0,298737345.0,55197727.0,243539618.0,,,,,-6.56,-6.56,5.5,5.63,5.63,13.29,-2.19,-2.19,,1992/08/28,2005/12/29
(주)바이오다인,314930,2014/12,3024423.0,1700154.0,1378050.0,322104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999/10/08,2021/03/17
(주)바이오다인,314930,2015/12,3609446.0,3023723.0,860448.0,2163275.0,,,,,,,,,,,,,,,,,,,,,-7.24,,,4.34,,,0.0,,,1999/10/08,2021/03/17
(주)바이오다인,314930,2018/12,3770987.0,12915295.0,12493047.0,422249.0,,,,,3770987.0,12915295.0,12493047.0,422249.0,3770987.0,12915295.0,12493047.0,422249.0,,,,,,,,,,,,,,,,,,1999/10/08,2021/03/17
(주)바이오다인,314930,2019/12,4089310.0,23251218.0,16675099.0,6576119.0,,,,,4089310.0,23251218.0,16675099.0,6576119.0,4089310.0,23251218.0,16675099.0,6576119.0,,,,,,,,,-30.82,-30.82,,2.87,2.87,,0.0,0.0,,1999/10/08,2021/03/17
(주)바이오다인,314930,2020/12,3670995.0,25244519.0,18242431.0,7002088.0,,,,,3670995.0,25244519.0,18242431.0,7002088.0,3670995.0,25244519.0,18242431.0,7002088.0,,,,,,,,,-65.61,-65.61,,3.04,3.04,,0.0,0.0,,1999/10/08,2021/03/17
(주)바이오다인,314930,2021/12,3763251.0,45822781.0,7324409.0,38498372.0,,,,,3763251.0,45822781.0,7324409.0,38498372.0,3763251.0,45822781.0,7324409.0,38498372.0,,,,,,,,,-47.72,-47.72,,4.04,4.04,,12.5,12.5,,1999/10/08,2021/03/17
(주)바이오다인,314930,2022/12,12210426.0,45414187.0,1255399.0,44158789.0,,,,,12210426.0,45414187.0,1255399.0,44158789.0,,,,,,,,,,,,,13.58,13.58,,18.32,18.32,,-27.78,-27.78,,1999/10/08,2021/03/17
(주)바이오로그디바이스,208710,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014/10/23,2014/12/24
(주)바이오로그디바이스,208710,2015/12,39662169.0,30840976.0,10649160.0,20191816.0,44874010.0,42361952.0,13510940.0,28851012.0,39662169.0,30840976.0,10649160.0,20191816.0,39662169.0,30840976.0,10649160.0,20191816.0,44874010.0,42361952.0,13510940.0,28851012.0,44874010.0,42361952.0,13510940.0,28851012.0,-15.12,-15.12,12.28,6.04,6.04,5.68,0.0,0.0,,2014/10/23,2014/12/24
(주)바이오로그디바이스,208710,2016/12,57470448.0,36981690.0,13831300.0,23150390.0,68614604.0,52640799.0,16022605.0,36618194.0,57470448.0,36981690.0,13831300.0,23150390.0,57470448.0,36981690.0,13831300.0,23150390.0,68614604.0,52640799.0,16022605.0,36618194.0,68614604.0,52640799.0,16022605.0,36618194.0,6.63,6.63,19.87,4.3,4.3,4.71,14.71,14.71,,2014/10/23,2014/12/24
(주)바이오로그디바이스,208710,2017/12,55328672.0,44572583.0,18144731.0,26427852.0,70020158.0,63923411.0,21987475.0,41935936.0,55328672.0,44572583.0,18144731.0,26427852.0,55328672.0,44572583.0,18144731.0,26427852.0,70020158.0,63923411.0,21987475.0,41935936.0,70020158.0,63923411.0,21987475.0,41935936.0,-4.53,-4.53,8.77,3.13,3.13,3.87,15.38,15.38,,2014/10/23,2014/12/24
(주)바이오로그디바이스,208710,2018/12,62002906.0,53535174.0,28900990.0,24634184.0,81464285.0,76554499.0,30495602.0,46058897.0,62002906.0,53535174.0,28900990.0,24634184.0,62002906.0,53535174.0,28900990.0,24634184.0,81464285.0,76554499.0,30495602.0,46058897.0,81464285.0,76554499.0,30495602.0,46058897.0,1.89,1.89,13.28,2.84,2.84,3.37,8.89,8.89,,2014/10/23,2014/12/24
(주)바이오로그디바이스,208710,2019/12,64775997.0,53107447.0,26333550.0,26773897.0,90419017.0,88918610.0,32785181.0,56133430.0,64775997.0,53107447.0,26333550.0,26773897.0,64775997.0,53107447.0,26333550.0,26773897.0,90419017.0,88918610.0,32785181.0,56133430.0,90419017.0,88918610.0,32785181.0,56133430.0,-1.49,-1.49,11.98,3.01,3.01,3.33,0.0,0.0,,2014/10/23,2014/12/24
(주)바이오로그디바이스,208710,2020/12,73370441.0,66544936.0,45677256.0,20867680.0,91793147.0,101142229.0,63490930.0,37651299.0,73370441.0,66544936.0,45677256.0,20867680.0,73370441.0,66544936.0,45677256.0,20867680.0,91793147.0,101142229.0,63490930.0,37651299.0,91793147.0,101142229.0,63490930.0,37651299.0,-24.19,-24.19,-36.03,4.23,4.23,4.08,-20.41,-20.41,,2014/10/23,2014/12/24
(주)바이오로그디바이스,208710,2021/12,75962829.0,72592951.0,40869833.0,31723119.0,87279780.0,103770074.0,54324747.0,49445327.0,75962829.0,72592951.0,40869833.0,31723119.0,75962829.0,72592951.0,40869832.0,31723119.0,87279780.0,103770074.0,54324747.0,49445327.0,83834345.0,103770074.0,54324747.0,49445327.0,-21.03,-21.03,-16.55,3.79,3.79,3.83,-30.77,-30.77,,2014/10/23,2014/12/24
(주)바이오로그디바이스,208710,2022/12,100264953.0,64649137.0,28240298.0,36408839.0,106487949.0,86054898.0,34757189.0,51297709.0,100264953.0,64649137.0,28240298.0,36408839.0,,,,,106487949.0,86054898.0,34757189.0,51297709.0,,,,,10.54,10.54,0.51,4.46,4.46,4.69,11.11,11.11,,2014/10/23,2014/12/24
(주)바이오솔루션,86820,2013/12,4607821.0,6898071.0,989873.0,5908198.0,,,,,4607821.0,6261406.0,1500653.0,4760753.0,4607821.0,6261406.0,1500653.0,4760753.0,,,,,,,,,14.31,7.0,,1.73,1.73,,0.0,0.0,,2000/01/14,2018/08/20
(주)바이오솔루션,86820,2014/12,2961275.0,8643990.0,6396043.0,2247946.0,,,,,2961275.0,8643990.0,6396043.0,2247946.0,2961275.0,8643990.0,6396043.0,2247946.0,,,,,,,,,-61.68,-71.77,,1.12,1.12,,0.0,0.0,,2000/01/14,2018/08/20
(주)바이오솔루션,86820,2015/12,2170119.0,9799851.0,2395447.0,7404405.0,,,,,2170119.0,9799851.0,2395447.0,7404405.0,2170119.0,9799851.0,2395447.0,7404405.0,,,,,,,,,-62.21,-62.21,,0.94,0.94,,0.0,0.0,,2000/01/14,2018/08/20
(주)바이오솔루션,86820,2016/12,3203776.0,8820620.0,2698271.0,6122349.0,,,,,3203776.0,8820620.0,2698271.0,6122349.0,3203776.0,8820620.0,2698271.0,6122349.0,,,,,,,,,-45.66,-45.66,,1.55,1.55,,0.0,0.0,,2000/01/14,2018/08/20
(주)바이오솔루션,86820,2017/12,5010775.0,7377803.0,2960684.0,4417119.0,,,,,5010775.0,7377803.0,2960684.0,4417119.0,5010775.0,7377803.0,2960684.0,4417119.0,,,,,,,,,-34.28,-34.28,,2.93,2.93,,0.0,0.0,,2000/01/14,2018/08/20
(주)바이오솔루션,86820,2018/12,10525412.0,52865195.0,3801892.0,49063303.0,,,,,10525412.0,52865195.0,3801892.0,49063303.0,10525412.0,52865195.0,3801892.0,49063303.0,,,,,,,,,5.04,5.04,,5.23,5.23,,0.0,0.0,,2000/01/14,2018/08/20
(주)바이오솔루션,86820,2019/12,8882482.0,51807476.0,3710866.0,48096610.0,,,,,8882482.0,51807476.0,3710866.0,48096610.0,8882482.0,51807476.0,3710866.0,48096610.0,,,,,8882482.0,51807476.0,3710866.0,48096610.0,-1.44,-1.44,,2.89,2.89,,14.75,14.75,,2000/01/14,2018/08/20
(주)바이오솔루션,86820,2020/12,7744193.0,49798246.0,3134033.0,46664213.0,7744193.0,49798246.0,3134033.0,46664213.0,7744193.0,49798246.0,3134033.0,46664213.0,7744193.0,49798246.0,3134033.0,46664213.0,7744193.0,49798246.0,3134033.0,46664213.0,,,,,-3.8,-3.8,-3.86,2.52,2.52,2.84,4.29,4.29,,2000/01/14,2018/08/20
(주)바이오솔루션,86820,2021/12,11802259.0,94403952.0,49390986.0,45012966.0,,,,,11802259.0,94403952.0,49390986.0,45012966.0,11802259.0,94403952.0,49390986.0,45012966.0,,,,,,,,,-3.68,-3.68,,4.83,4.83,,16.44,16.44,,2000/01/14,2018/08/20
(주)바이오솔루션,86820,2022/12,10101643.0,91730551.0,47955452.0,43775099.0,,,,,10101643.0,91730551.0,47955452.0,43775099.0,,,,,,,,,,,,,-18.22,-18.22,,3.56,3.56,,12.94,12.94,,2000/01/14,2018/08/20
(주)바이오에프디엔씨,251120,2016/12,4610422.0,10911722.0,4172974.0,6738748.0,,,,,4610422.0,10911722.0,4172974.0,6738748.0,,,,,,,,,,,,,,,,,,,,,,2005/11/11,2022/02/21
(주)바이오에프디엔씨,251120,2019/12,8476472.0,15290610.0,5327356.0,9963255.0,,,,,8476472.0,15290610.0,5327356.0,9963255.0,8476472.0,15290610.0,5327356.0,9963255.0,,,,,,,,,,,,,,,,,,2005/11/11,2022/02/21
(주)바이오에프디엔씨,251120,2020/12,8639743.0,17626210.0,5201531.0,12424679.0,,,,,8639743.0,17626210.0,5201531.0,12424679.0,8639743.0,17626210.0,5201531.0,12424679.0,,,,,,,,,19.81,19.81,,10.67,10.67,,0.0,0.0,,2005/11/11,2022/02/21
(주)바이오에프디엔씨,251120,2021/12,11972174.0,23040032.0,7157264.0,15882768.0,,,,,11972174.0,23040032.0,7157264.0,15882768.0,11972174.0,23040032.0,7157264.0,15882768.0,,,,,,,,,20.54,20.54,,8.48,8.48,,0.0,0.0,,2005/11/11,2022/02/21
(주)바이오에프디엔씨,251120,2022/12,15855323.0,59035811.0,6058430.0,52977381.0,,,,,15855323.0,59035811.0,6058430.0,52977381.0,,,,,,,,,,,,,12.59,12.59,,11.12,11.12,,25.49,25.49,,2005/11/11,2022/02/21
(주)바이오인프라,199730,2014/12,8288906.0,6233052.0,4514596.0,1718455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007/05/23,2023/03/02
(주)바이오인프라,199730,2015/12,6363827.0,6571036.0,4558836.0,2012200.0,,,,,,,,,,,,,,,,,,,,,14.6,,,4.3,,,0.0,,,2007/05/23,2023/03/02
(주)바이오인프라,199730,2016/12,5815629.0,7406014.0,4372796.0,3033218.0,,,,,,,,,,,,,,,,,,,,,16.3,,,3.74,,,0.0,,,2007/05/23,2023/03/02
(주)바이오인프라,199730,2019/12,17290105.0,9673114.0,10310870.0,-637756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007/05/23,2023/03/02
(주)바이오인프라,199730,2020/12,19534966.0,15203145.0,12808824.0,2394321.0,,,,,,,,,19609952.0,17448329.0,13126607.0,4321722.0,,,,,,,,,126.64,,,8.29,,,0.0,,,2007/05/23,2023/03/02
(주)바이오인프라,199730,2021/12,30555327.0,33739564.0,22877457.0,10862106.0,,,,,30555327.0,33739564.0,22877457.0,10862106.0,30555327.0,33739564.0,22877457.0,10862106.0,,,,,,,,,94.05,57.39,,9.83,7.92,,0.0,0.0,,2007/05/23,2023/03/02
(주)바이오인프라,199730,2022/12,35427368.0,32589281.0,14679779.0,17909502.0,,,,,35427368.0,32589281.0,14679779.0,17909502.0,,,,,,,,,,,,,43.36,43.36,,9.95,9.95,,0.0,0.0,,2007/05/23,2023/03/02
