회사명,거래소코드,회계년도,[U01210000]매출액(영업수익)(*)(천원),[U01110000]자산(*)(천원),[U01140000]부채(*)(천원),[U01160000]자본(*)(천원),[U01210000]매출액(영업수익)(*)(연결)(천원),[U01110000]자산(*)(연결)(천원),[U01140000]부채(*)(연결)(천원),[U01160000]자본(*)(연결)(천원),[U01B100000000]매출액(수익)(*)(IFRS)(천원),[U01A100000000]자산(*)(IFRS)(천원),[U01A800000000]부채(*)(IFRS)(천원),[U01A600000000]자본(*)(IFRS)(천원),[U01B100000000]매출액(수익)(*)(비교)(IFRS)(천원),[U01A100000000]자산(*)(비교)(IFRS)(천원),[U01A800000000]부채(*)(비교)(IFRS)(천원),[U01A600000000]자본(*)(비교)(IFRS)(천원),[U01B100000000]매출액(수익)(*)(IFRS연결)(천원),[U01A100000000]자산(*)(IFRS연결)(천원),[U01A800000000]부채(*)(IFRS연결)(천원),[U01A600000000]자본(*)(IFRS연결)(천원),[U01B100000000]매출액(수익)(*)(비교)(IFRS연결)(천원),[U01A100000000]자산(*)(비교)(IFRS연결)(천원),[U01A800000000]부채(*)(비교)(IFRS연결)(천원),[U01A600000000]자본(*)(비교)(IFRS연결)(천원),자기자본순이익률,자기자본순이익률(IFRS),자기자본순이익률(IFRS연결),매출채권회전률,매출채권회전률(IFRS),매출채권회전률(IFRS연결),종업원수증가율,종업원수증가율(IFRS),종업원수증가율(IFRS연결),설립일,상장일
(주)가이아코퍼레이션,296520,2017/12,32290724.0,18922965.0,12195976.0,6726989.0,,,,,32290724.0,18922965.0,12195976.0,6726989.0,32290724.0,18922965.0,12195976.0,6726989.0,,,,,,,,,,,,,,,,,,2010/08/22,2023/06/20
(주)가이아코퍼레이션,296520,2018/12,32601806.0,19003949.0,14918170.0,4085779.0,,,,,32601806.0,19003949.0,14918170.0,4085779.0,32601806.0,19003949.0,14918170.0,4085779.0,,,,,,,,,-64.64,-64.64,,5.71,5.71,,0.0,0.0,,2010/08/22,2023/06/20
(주)가이아코퍼레이션,296520,2019/12,43168760.0,16971385.0,20040572.0,-3069187.0,,,,,43168760.0,16971385.0,20040572.0,-3069187.0,43168760.0,16971385.0,20040572.0,-3069187.0,,,,,,,,,0.0,0.0,,8.58,8.58,,0.0,0.0,,2010/08/22,2023/06/20
(주)가이아코퍼레이션,296520,2020/12,32823843.0,16668429.0,19614780.0,-2946351.0,,,,,32823843.0,16668429.0,19614780.0,-2946351.0,32823843.0,16668429.0,19614780.0,-2946351.0,,,,,33355485.0,16658291.0,19983065.0,-3324774.0,0.0,0.0,,7.29,7.29,,0.0,0.0,,2010/08/22,2023/06/20
(주)가이아코퍼레이션,296520,2021/12,31864093.0,13047925.0,13993215.0,-945290.0,32011281.0,12712709.0,14183765.0,-1471056.0,31864093.0,13047925.0,13993215.0,-945290.0,31864093.0,13047925.0,13993215.0,-945290.0,32011281.0,12712709.0,14183765.0,-1471056.0,32011281.0,12712709.0,14183765.0,-1471056.0,0.0,0.0,0.0,7.3,7.3,9.57,0.0,0.0,,2010/08/22,2023/06/20
(주)가이아코퍼레이션,296520,2022/12,37651492.0,16032988.0,8679127.0,7353861.0,37747914.0,15455148.0,8798126.0,6657022.0,37651492.0,16032988.0,8679127.0,7353861.0,,,,,37747914.0,15455148.0,8798126.0,6657022.0,,,,,0.0,0.0,26.56,9.14,9.14,10.52,0.0,0.0,,2010/08/22,2023/06/20
(주)굿센,243870,2013/12,12776474.0,19484954.0,2086266.0,17398688.0,,,,,,,,,,,,,,,,,,,,,9.68,,,9.23,,,0.0,,,2004/09/30,2016/10/31
(주)굿센,243870,2014/12,8528816.0,19114325.0,1438824.0,17675501.0,,,,,,,,,,,,,,,,,,,,,1.91,,,5.72,,,0.0,,,2004/09/30,2016/10/31
(주)굿센,243870,2015/12,7390747.0,18554572.0,725427.0,17829145.0,,,,,,,,,7360039.0,18735757.0,919044.0,17816712.0,,,,,,,,,1.55,,,5.46,,,0.0,,,2004/09/30,2016/10/31
(주)굿센,243870,2016/12,28614455.0,25215364.0,4347340.0,20868024.0,,,,,28614455.0,25215364.0,4347340.0,20868024.0,28614455.0,25215364.0,4347340.0,20868024.0,,,,,,,,,6.04,5.6,,7.1,4.19,,0.0,0.0,,2004/09/30,2016/10/31
(주)굿센,243870,2017/12,24112320.0,26923175.0,5736340.0,21186835.0,,,,,24112320.0,26923175.0,5736340.0,21186835.0,24112320.0,26923175.0,5736340.0,21186835.0,,,,,,,,,0.06,0.06,,3.57,3.57,,-22.45,-22.45,,2004/09/30,2016/10/31
(주)굿센,243870,2018/12,21161918.0,18517589.0,9118165.0,9399425.0,,,,,21161918.0,18517589.0,9118165.0,9399425.0,6008546.0,18517589.0,9118165.0,9399425.0,,,,,,,,,-20.21,-20.21,,3.95,3.95,,-9.21,-9.21,,2004/09/30,2016/10/31
(주)굿센,243870,2019/12,8116126.0,13582979.0,7902473.0,5680506.0,,,,,8116126.0,13582979.0,7902473.0,5680506.0,8116126.0,13582979.0,7902473.0,5680506.0,,,,,,,,,-55.19,-55.19,,3.02,3.02,,5.8,5.8,,2004/09/30,2016/10/31
(주)굿센,243870,2020/12,11710242.0,12202418.0,6537909.0,5664509.0,,,,,11710242.0,12202418.0,6537909.0,5664509.0,8090777.0,38995371.0,29432203.0,9563168.0,,,,,,,,,9.81,9.81,,7.96,7.96,,4.11,4.11,,2004/09/30,2016/10/31
(주)굿센,243870,2021/12,24709838.0,31371437.0,18012795.0,13358642.0,,,,,24709838.0,31371437.0,18012795.0,13358642.0,24709838.0,31371437.0,18012795.0,13358642.0,,,,,,,,,39.9,39.9,,7.56,7.56,,43.42,43.42,,2004/09/30,2016/10/31
(주)굿센,243870,2022/12,26176019.0,34755150.0,20975121.0,13780029.0,,,,,26176019.0,34755150.0,20975121.0,13780029.0,,,,,,,,,,,,,3.11,3.11,,4.25,4.25,,13.76,13.76,,2004/09/30,2016/10/31
(주)나눔테크,244880,2014/12,5014017.0,8023700.0,4056911.0,3966789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005/08/31,2016/06/01
(주)나눔테크,244880,2015/12,6511403.0,7465745.0,3784520.0,3681225.0,,,,,,,,,,,,,,,,,,,,,-7.85,,,4.54,,,0.0,,,2005/08/31,2016/06/01
(주)나눔테크,244880,2016/12,7836029.0,7042869.0,3126967.0,3915903.0,,,,,,,,,,,,,,,,,,,,,5.99,,,6.2,,,0.0,,,2005/08/31,2016/06/01
(주)나눔테크,244880,2017/12,10501915.0,8519030.0,2790607.0,5728423.0,,,,,,,,,,,,,,,,,,,,,36.69,,,10.16,,,12.2,,,2005/08/31,2016/06/01
(주)나눔테크,244880,2018/12,11471634.0,10103768.0,2620952.0,7482816.0,,,,,,,,,,,,,,,,,,,,,36.43,,,10.68,,,8.7,,,2005/08/31,2016/06/01
(주)나눔테크,244880,2019/12,13603799.0,12990902.0,2603090.0,10387811.0,,,,,,,,,,,,,,,,,,,,,32.51,,,12.61,,,20.0,,,2005/08/31,2016/06/01
(주)나눔테크,244880,2020/12,8841307.0,13078882.0,1140228.0,11938654.0,,,,,,,,,,,,,,,,,,,,,13.89,,,14.48,,,-5.0,,,2005/08/31,2016/06/01
(주)나눔테크,244880,2021/12,12772533.0,16130860.0,1845200.0,14285660.0,,,,,,,,,,,,,,,,,,,,,17.9,,,17.01,,,8.77,,,2005/08/31,2016/06/01
(주)나눔테크,244880,2022/12,14101351.0,20333517.0,2927605.0,17405912.0,,,,,,,,,,,,,,,,,,,,,19.69,,,11.35,,,20.97,,,2005/08/31,2016/06/01
(주)나라소프트,288490,2016/12,1030229.0,1635730.0,1564716.0,71014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002/12/09,2018/11/23
(주)나라소프트,288490,2017/12,2775135.0,2504214.0,1696864.0,807350.0,,,,,,,,,,,,,,,,,,,,,91.2,,,1.66,,,0.0,,,2002/12/09,2018/11/23
(주)나라소프트,288490,2018/12,3264397.0,2154043.0,926346.0,1227697.0,,,,,,,,,,,,,,,,,,,,,41.31,,,2.42,,,0.0,,,2002/12/09,2018/11/23
(주)나라소프트,288490,2019/12,1777578.0,7039829.0,7706577.0,-666747.0,,,,,,,,,2366242.0,7574991.0,8336520.0,-761529.0,,,,,,,,,0.0,,,3.25,,,-45.83,,,2002/12/09,2018/11/23
(주)나라소프트,288490,2020/12,3377734.0,11737702.0,7183086.0,4554616.0,,,,,3377734.0,11737702.0,7183086.0,4554616.0,526534.0,11737702.0,10034286.0,1703416.0,,,,,,,,,0.0,24.11,,78.04,137.3,,-53.85,0.0,,2002/12/09,2018/11/23
(주)나라소프트,288490,2021/12,249573.0,12833863.0,12582153.0,251710.0,,,,,249573.0,12833863.0,12582153.0,251710.0,249573.0,12833863.0,12582153.0,251710.0,,,,,,,,,-87.11,-87.11,,8.66,8.66,,0.0,0.0,,2002/12/09,2018/11/23
(주)나라소프트,288490,2022/12,1116914.0,9374707.0,9735603.0,-360896.0,,,,,1116914.0,9374707.0,9735603.0,-360896.0,,,,,,,,,,,,,0.0,0.0,,52.05,52.05,,-16.67,-16.67,,2002/12/09,2018/11/23
(주)나우코스,257990,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000/03/27,2020/12/30
(주)나우코스,257990,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000/03/27,2020/12/30
(주)나우코스,257990,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000/03/27,2020/12/30
(주)나우코스,257990,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000/03/27,2020/12/30
(주)나우코스,257990,2019/12,,,,,,,,,,,,,35656408.0,29261260.0,25289111.0,3972149.0,,,,,36210533.0,28738196.0,25334773.0,3403423.0,,,,,,,,,,2000/03/27,2020/12/30
(주)나우코스,257990,2020/12,47761969.0,33544351.0,27902761.0,5641590.0,47956928.0,35194641.0,29863312.0,5331330.0,47761969.0,33544351.0,27902761.0,5641590.0,47761969.0,33544351.0,27902761.0,5641590.0,47956928.0,35194641.0,29863312.0,5331330.0,47956928.0,35194641.0,29863312.0,5331330.0,,,,,,,,,,2000/03/27,2020/12/30
(주)나우코스,257990,2021/12,42712313.0,30396611.0,24519874.0,5876737.0,45364798.0,31414458.0,25514245.0,5900213.0,42712313.0,30396611.0,24519874.0,5876737.0,42712313.0,30396611.0,24519874.0,5876737.0,45364798.0,31414458.0,25514245.0,5900213.0,42462784.0,31414458.0,25514245.0,5900213.0,1.44,1.44,5.66,9.93,9.93,11.57,0.0,0.0,,2000/03/27,2020/12/30
(주)나우코스,257990,2022/12,41565340.0,39176902.0,23176339.0,16000564.0,42348412.0,39390613.0,23289011.0,16101602.0,41565340.0,39176902.0,23176339.0,16000564.0,,,,,42348412.0,39390613.0,23289011.0,16101602.0,,,,,-11.84,-11.84,-11.26,9.42,9.42,10.66,4.02,4.02,,2000/03/27,2020/12/30
(주)노드메이슨,317860,2018/12,20398460.0,11117372.0,2897683.0,8219689.0,,,,,20398460.0,11117372.0,2897683.0,8219689.0,21256561.0,10945109.0,2897683.0,8047427.0,,,,,,,,,,,,,,,,,,2013/08/21,2019/12/06
(주)노드메이슨,317860,2019/12,16894407.0,11347939.0,2571215.0,8776724.0,,,,,16894407.0,11347939.0,2571215.0,8776724.0,16907143.0,11365361.0,2588637.0,8776724.0,,,,,,,,,-7.31,-7.31,,6.77,6.77,,0.0,0.0,,2013/08/21,2019/12/06
(주)노드메이슨,317860,2020/12,19470825.0,13207601.0,3165790.0,10041811.0,,,,,19470825.0,13207601.0,3165790.0,10041811.0,19470825.0,13207601.0,3165790.0,10041811.0,,,,,,,,,13.38,13.38,,6.14,6.14,,21.74,21.74,,2013/08/21,2019/12/06
(주)노드메이슨,317860,2021/12,18631230.0,14085835.0,3783315.0,10302520.0,,,,,18631230.0,14085835.0,3783315.0,10302520.0,18631230.0,14085835.0,3783315.0,10302520.0,,,,,18631230.0,14085835.0,3783315.0,10302520.0,1.35,1.35,,4.26,4.26,,10.71,10.71,,2013/08/21,2019/12/06
(주)노드메이슨,317860,2022/12,15103694.0,24649620.0,12051022.0,12598599.0,16324672.0,26277495.0,14383602.0,11893893.0,15103694.0,24649620.0,12051022.0,12598599.0,,,,,16324672.0,26277495.0,14383602.0,11893893.0,,,,,-22.13,-22.13,-20.75,3.41,3.41,4.05,12.9,12.9,,2013/08/21,2019/12/06
(주)노보믹스,283100,2018/12,0.0,17531631.0,34429246.0,-16897616.0,0.0,17513582.0,34435590.0,-16922008.0,0.0,17531631.0,34429246.0,-16897616.0,0.0,17531631.0,34429246.0,-16897616.0,0.0,17513582.0,34435590.0,-16922008.0,0.0,17513582.0,34435590.0,-16922008.0,,,,,,,,,,2010/03/04,2023/04/19
(주)노보믹스,283100,2019/12,5208.0,13558461.0,36994712.0,-23436251.0,5392.0,13525146.0,36996380.0,-23471234.0,5208.0,13558461.0,36994712.0,-23436251.0,5208.0,13558461.0,36994712.0,-23436251.0,5392.0,13525146.0,36996380.0,-23471234.0,5392.0,13525146.0,36996380.0,-23471234.0,0.0,0.0,0.0,7.8,7.8,6.08,0.0,0.0,,2010/03/04,2023/04/19
(주)노보믹스,283100,2020/12,88637.0,15580477.0,75701614.0,-60121137.0,95213.0,15447813.0,75703441.0,-60255628.0,88637.0,15580477.0,75701614.0,-60121137.0,88637.0,15580477.0,75701614.0,-60121137.0,95213.0,15447813.0,75703441.0,-60255628.0,95213.0,15447813.0,75703441.0,-60255628.0,0.0,0.0,0.0,2.24,2.24,2.35,0.0,0.0,,2010/03/04,2023/04/19
(주)노보믹스,283100,2021/12,299844.0,10424112.0,8500019.0,1924093.0,303567.0,10427188.0,8503095.0,1924093.0,299844.0,10424112.0,8500019.0,1924093.0,299844.0,10424112.0,8500019.0,1924093.0,303567.0,10427188.0,8503095.0,1924093.0,303567.0,10427188.0,8503095.0,1924093.0,0.0,0.0,0.0,4.41,4.41,4.45,0.0,0.0,,2010/03/04,2023/04/19
(주)노보믹스,283100,2022/12,205930.0,4924029.0,6333045.0,-1409016.0,206034.0,4899070.0,6336061.0,-1436991.0,205930.0,4924029.0,6333045.0,-1409016.0,,,,,206034.0,4899070.0,6336061.0,-1436991.0,,,,,0.0,0.0,-1403.46,3.42,3.42,3.45,0.0,0.0,,2010/03/04,2023/04/19
(주)노브메타파마,229500,2013/12,1067513.0,2340819.0,130412.0,2210407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010/11/04,2015/10/28
(주)노브메타파마,229500,2014/12,1295493.0,5526624.0,205553.0,5321071.0,,,,,,,,,,,,,,,,,,,,,7.67,,,0.0,,,0.0,,,2010/11/04,2015/10/28
(주)노브메타파마,229500,2015/12,1573672.0,12449060.0,381840.0,12067219.0,,,,,,,,,1573672.0,10343888.0,415189.0,9928699.0,,,,,1573672.0,10343888.0,415189.0,9928699.0,-5.72,,,7.2,,,0.0,,,2010/11/04,2015/10/28
(주)노브메타파마,229500,2016/12,421941.0,6674097.0,637490.0,6036608.0,2907831.0,6884306.0,682582.0,6201725.0,421941.0,6674097.0,637490.0,6036608.0,421941.0,6674097.0,637490.0,6036608.0,2907831.0,6884306.0,682582.0,6201725.0,2907831.0,6884306.0,682582.0,6201725.0,-47.41,-71.09,-66.54,1.85,22.94,39.32,0.0,0.0,,2010/11/04,2015/10/28
(주)노브메타파마,229500,2017/12,200221.0,13453005.0,676535.0,12776470.0,784141.0,13522350.0,689392.0,12832958.0,200221.0,13453005.0,676535.0,12776470.0,200221.0,13453005.0,676535.0,12776470.0,784141.0,13522350.0,689392.0,12832958.0,784141.0,13522350.0,689392.0,12832958.0,-63.44,-63.44,-63.84,16.09,16.09,16.87,-10.0,-10.0,,2010/11/04,2015/10/28
(주)노브메타파마,229500,2018/12,16384.0,3360263.0,2252384.0,1107880.0,890666.0,6731838.0,2394706.0,4337132.0,16384.0,3360263.0,2252384.0,1107880.0,16384.0,3360263.0,2252384.0,1107880.0,890666.0,6731838.0,2394706.0,4337132.0,890666.0,6731838.0,2394706.0,4337132.0,-183.09,-183.09,-163.9,4.91,4.91,6.29,77.78,77.78,,2010/11/04,2015/10/28
(주)노브메타파마,229500,2019/12,63.0,3027452.0,1045555.0,1981897.0,142957.0,5798384.0,1160455.0,4637929.0,63.0,3027452.0,1045555.0,1981897.0,63.0,3027452.0,1045555.0,1981897.0,142957.0,5798384.0,1160455.0,4637929.0,142957.0,5798384.0,1160455.0,4637929.0,-773.96,-773.96,-360.29,0.72,0.72,1.08,12.5,12.5,,2010/11/04,2015/10/28
(주)노브메타파마,229500,2020/12,0.0,4134576.0,7089812.0,-2955236.0,44304.0,6077941.0,1502738.0,4575203.0,0.0,4134576.0,7089812.0,-2955236.0,0.0,4134576.0,7089812.0,-2955236.0,44304.0,6077941.0,1502738.0,4575203.0,44304.0,6077941.0,1502738.0,4575203.0,0.0,0.0,-317.21,0.0,0.0,0.0,-33.33,-33.33,,2010/11/04,2015/10/28
(주)노브메타파마,229500,2021/12,0.0,8034620.0,15583318.0,-7548698.0,74484.0,8348218.0,8810811.0,-462594.0,0.0,8034620.0,15583318.0,-7548698.0,74484.0,8348218.0,8810811.0,-462594.0,74484.0,8348218.0,8810811.0,-462594.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,,2010/11/04,2015/10/28
(주)노브메타파마,229500,2022/12,31480.0,3741972.0,7979825.0,-4237853.0,,,,,31480.0,3741972.0,7979825.0,-4237853.0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,5.56,5.56,,2010/11/04,2015/10/28
(주)다원넥스뷰,323350,2017/12,3486527.0,4819508.0,2828714.0,1990793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/11/20,2019/05/21
(주)다원넥스뷰,323350,2018/12,2863302.0,5438614.0,3389835.0,2048780.0,,,,,,,,,,,,,,,,,,,,,2.83,,,16.62,,,0.0,,,2009/11/20,2019/05/21
(주)다원넥스뷰,323350,2019/12,2702084.0,8616663.0,3527836.0,5088827.0,,,,,,,,,,,,,,,,,,,,,1.12,,,12.29,,,0.0,,,2009/11/20,2019/05/21
(주)다원넥스뷰,323350,2020/12,4026396.0,9292130.0,6987184.0,2304945.0,,,,,,,,,,,,,,,,,,,,,-75.33,,,28.87,,,29.17,,,2009/11/20,2019/05/21
(주)다원넥스뷰,323350,2021/12,12556683.0,8659669.0,5843806.0,2815863.0,,,,,,,,,12556683.0,9660416.0,11288973.0,-1628557.0,,,,,,,,,19.78,,,47.39,,,35.48,,,2009/11/20,2019/05/21
(주)다원넥스뷰,323350,2022/12,10991070.0,10686076.0,12943687.0,-2257611.0,,,,,10991070.0,10686076.0,12943687.0,-2257611.0,,,,,,,,,,,,,0.0,0.0,,21.78,22.38,,19.05,0.0,,2009/11/20,2019/05/21
(주)더콘텐츠온,302920,2013/12,7102272.0,5958949.0,4334664.0,1624286.0,,,,,,,,,,,,,,,,,,,,,28.47,,,13.4,,,0.0,,,2012/12/06,2018/08/13
(주)더콘텐츠온,302920,2014/12,9498556.0,6393459.0,4259214.0,2134245.0,,,,,,,,,,,,,,,,,,,,,35.12,,,14.66,,,0.0,,,2012/12/06,2018/08/13
(주)더콘텐츠온,302920,2015/12,9659288.0,12270709.0,8666585.0,3604124.0,,,,,,,,,,,,,,,,,,,,,9.95,,,7.26,,,0.0,,,2012/12/06,2018/08/13
(주)더콘텐츠온,302920,2016/12,10045153.0,12640179.0,7714817.0,4925362.0,,,,,,,,,,,,,,,,,,,,,5.03,,,4.96,,,0.0,,,2012/12/06,2018/08/13
(주)더콘텐츠온,302920,2017/12,18888608.0,14403992.0,8493028.0,5910964.0,,,,,,,,,,,,,,,,,,,,,18.25,,,7.83,,,0.0,,,2012/12/06,2018/08/13
(주)더콘텐츠온,302920,2018/12,14470489.0,21164516.0,12998367.0,8166150.0,,,,,,,,,,,,,,,,,,,,,3.41,,,5.6,,,0.0,,,2012/12/06,2018/08/13
(주)더콘텐츠온,302920,2019/12,30662946.0,27036810.0,13653468.0,13383342.0,,,,,,,,,,,,,,,,,,,,,10.64,,,9.79,,,8.33,,,2012/12/06,2018/08/13
(주)더콘텐츠온,302920,2020/12,22297117.0,30368150.0,16977144.0,13391006.0,,,,,,,,,,,,,,,,,,,,,-14.79,,,6.62,,,-7.69,,,2012/12/06,2018/08/13
(주)더콘텐츠온,302920,2021/12,26572717.0,31509886.0,17593818.0,13916068.0,,,,,,,,,,,,,,,,,,,,,4.22,,,8.92,,,8.33,,,2012/12/06,2018/08/13
(주)더콘텐츠온,302920,2022/12,21473919.0,31067843.0,20451803.0,10616040.0,,,,,,,,,,,,,,,,,,,,,-26.27,,,8.52,,,7.69,,,2012/12/06,2018/08/13
(주)데이터스트림즈,199150,2013/12,18865681.0,11812405.0,3721479.0,8090926.0,,,,,,,,,,,,,,,,,,,,,-10.92,,,3.65,,,0.0,,,2001/09/13,2014/06/25
(주)데이터스트림즈,199150,2014/12,18309175.0,12356875.0,3395212.0,8961663.0,,,,,,,,,,,,,,,,,,,,,3.22,,,3.41,,,0.0,,,2001/09/13,2014/06/25
(주)데이터스트림즈,199150,2015/12,14296823.0,10325620.0,3733661.0,6591959.0,,,,,,,,,14296823.0,10566608.0,4068810.0,6497798.0,,,,,14300790.0,10699761.0,4059618.0,6640142.0,-31.88,,,3.12,,,31.3,,,2001/09/13,2014/06/25
(주)데이터스트림즈,199150,2016/12,16836610.0,10425739.0,5168166.0,5257573.0,16842387.0,10446559.0,5213012.0,5233547.0,16836610.0,10425739.0,5168166.0,5257573.0,16836610.0,10425739.0,5168166.0,5257573.0,16842387.0,10446559.0,5213012.0,5233547.0,16842387.0,10446559.0,5213012.0,5233547.0,-25.39,-28.61,-32.1,4.14,3.97,4.02,0.0,0.0,,2001/09/13,2014/06/25
(주)데이터스트림즈,199150,2017/12,15100120.0,8278639.0,4983151.0,3295488.0,15103372.0,8470210.0,5111806.0,3358404.0,15100120.0,8278639.0,4983151.0,3295488.0,15100120.0,8278639.0,4983151.0,3295488.0,15103372.0,8470210.0,5111806.0,3358404.0,15103372.0,8470210.0,5111806.0,3358404.0,-51.01,-51.01,-48.96,4.59,4.59,4.61,-2.65,-2.65,,2001/09/13,2014/06/25
(주)데이터스트림즈,199150,2018/12,18322411.0,10208415.0,6653425.0,3554990.0,18342167.0,10121695.0,6720692.0,3401003.0,18322411.0,10208415.0,6653425.0,3554990.0,18322411.0,10208415.0,6653425.0,3554990.0,18342167.0,10121695.0,6720692.0,3401003.0,18342167.0,10121695.0,6720692.0,3401003.0,3.88,3.88,-2.57,5.33,5.33,5.38,-0.68,-0.68,,2001/09/13,2014/06/25
(주)데이터스트림즈,199150,2019/12,22851566.0,9252351.0,7099320.0,2153031.0,22944521.0,9340727.0,7211616.0,2129111.0,22851566.0,9252351.0,7099320.0,2153031.0,22851566.0,9252351.0,7099320.0,2153031.0,22944521.0,9340727.0,7211616.0,2129111.0,22944521.0,9340727.0,7211616.0,2129111.0,-36.62,-36.62,-32.8,5.86,5.86,5.93,7.53,7.53,,2001/09/13,2014/06/25
(주)데이터스트림즈,199150,2020/12,20188995.0,12670040.0,10075636.0,2594404.0,20262705.0,12786532.0,10088775.0,2697757.0,20188995.0,12670040.0,10075636.0,2594404.0,20188995.0,12670040.0,10075636.0,2594404.0,20262705.0,12786532.0,10088775.0,2697757.0,20262705.0,12786532.0,10088775.0,2697757.0,36.79,36.79,40.49,5.47,5.47,5.49,23.57,23.57,,2001/09/13,2014/06/25
(주)데이터스트림즈,199150,2021/12,23086297.0,13601886.0,9852592.0,3749294.0,23317256.0,14016098.0,10184038.0,3832059.0,23086297.0,13601886.0,9852592.0,3749294.0,23086297.0,13601886.0,9852592.0,3749294.0,23317256.0,14016098.0,10184038.0,3832059.0,23317256.0,14016098.0,10184038.0,3832059.0,29.33,29.33,29.71,6.03,6.03,6.03,3.61,3.61,,2001/09/13,2014/06/25
(주)데이터스트림즈,199150,2022/12,30532301.0,16146953.0,13564157.0,2582796.0,30593964.0,16388803.0,13685567.0,2703236.0,30532301.0,16146953.0,13564157.0,2582796.0,,,,,30593964.0,16388803.0,13685567.0,2703236.0,,,,,-71.07,-71.07,-68.42,9.05,9.05,8.97,11.44,11.44,,2001/09/13,2014/06/25
(주)듀켐바이오,176750,2013/12,12830495.0,44230388.0,34417355.0,9813034.0,,,,,,,,,,,,,,,,,,,,,6.84,,,3.2,,,0.0,,,2003/03/01,2014/12/29
(주)듀켐바이오,176750,2014/12,17342386.0,46094676.0,35743252.0,10351424.0,27987297.0,56723917.0,45605148.0,11118770.0,,,,,,,,,,,,,,,,,1.82,,,4.21,,,0.0,,,2003/03/01,2014/12/29
(주)듀켐바이오,176750,2015/12,12380827.0,34920141.0,31708021.0,3212119.0,23794011.0,45803243.0,42591123.0,3212119.0,,,,,,,,,,,,,,,,,-171.05,,,3.95,,,12.24,,,2003/03/01,2014/12/29
(주)듀켐바이오,176750,2016/12,13241524.0,29136710.0,31670548.0,-2533837.0,26299773.0,39504661.0,42038498.0,-2533837.0,,,,,13241524.0,29596081.0,49185210.0,-19589129.0,,,,,27218224.0,47521459.0,66677648.0,-19156189.0,0.0,,,4.66,,,-5.45,,,2003/03/01,2014/12/29
(주)듀켐바이오,176750,2017/12,13364236.0,23738621.0,37748034.0,-14009413.0,23463195.0,36440185.0,50148866.0,-13708682.0,13364236.0,23738621.0,37748034.0,-14009413.0,13364236.0,23738621.0,37748034.0,-14009413.0,23463195.0,36440185.0,50148866.0,-13708682.0,23463195.0,36440185.0,50148866.0,-13708682.0,0.0,0.0,0.0,4.92,5.74,3.89,19.23,0.0,,2003/03/01,2014/12/29
(주)듀켐바이오,176750,2018/12,17213944.0,23934658.0,34813887.0,-10879229.0,22076348.0,33356898.0,46347833.0,-12990935.0,17213944.0,23934658.0,34813887.0,-10879229.0,17213944.0,23934658.0,34813887.0,-10879229.0,22076348.0,33356898.0,46347833.0,-12990935.0,22076348.0,33356898.0,46347833.0,-12990935.0,0.0,0.0,0.0,7.25,7.25,4.47,32.26,32.26,,2003/03/01,2014/12/29
(주)듀켐바이오,176750,2019/12,15985130.0,22991787.0,25017279.0,-2025492.0,21777640.0,32784762.0,34156069.0,-1371307.0,15985130.0,22991787.0,25017279.0,-2025492.0,15985130.0,22991787.0,25017279.0,-2025492.0,21777640.0,32784762.0,34156069.0,-1371307.0,21777640.0,32784762.0,34156069.0,-1371307.0,0.0,0.0,0.0,5.99,5.99,4.97,0.0,0.0,,2003/03/01,2014/12/29
(주)듀켐바이오,176750,2020/12,15630616.0,17689319.0,26657299.0,-8967979.0,20281736.0,25064217.0,34049375.0,-8985158.0,15630616.0,17689319.0,26657299.0,-8967979.0,,,,,20281736.0,25064217.0,34049375.0,-8985158.0,,,,,0.0,0.0,0.0,5.49,5.49,4.54,-6.1,-6.1,,2003/03/01,2014/12/29
(주)듀켐바이오,176750,2021/12,10421869.0,54205886.0,37702612.0,16503274.0,10984824.0,59986164.0,40058103.0,19928061.0,10421869.0,54205886.0,37702612.0,16503274.0,10984824.0,59986164.0,40058103.0,19928061.0,10984824.0,59986164.0,40058103.0,19928061.0,,,,,0.0,0.0,23.03,2.21,2.21,1.99,64.94,64.94,,2003/03/01,2014/12/29
(주)듀켐바이오,176750,2022/12,32422307.0,51351399.0,33757483.0,17593916.0,,,,,32422307.0,51351399.0,33757483.0,17593916.0,,,,,,,,,,,,,-16.61,-16.61,,4.41,4.41,,7.09,7.09,,2003/03/01,2014/12/29
(주)디피코,163430,2014/12,21296211.0,16139522.0,11240070.0,4899452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998/07/01,2018/05/16
