,회사명,거래소코드,회계년도,이자보상배율(이자비용),이자보상배율(순금융비용),[U01250010]   이자비용(천원),[U01230000]영업이익(손실)(천원)
4238,(주)지엔코,65060,2018/12,0.23,-9.77,4415646.0,1015964.0
4239,(주)지엔코,65060,2019/12,0.17,-4.64,4696310.0,779371.0
4240,(주)지엔코,65060,2020/12,-1.34,-4.57,3421547.0,-4589518.0
4241,(주)지엔코,65060,2021/12,0.26,-2.49,4172950.0,1097216.0
4242,(주)지엔코,65060,2022/12,0.92,-0.83,4878753.0,4481250.0
4243,(주)지오엘리먼트,311320,2021/12,355.67,999999999.0,17200.0,6117495.0
4244,(주)지오엘리먼트,311320,2022/12,348.86,999999999.0,20902.0,7291672.0
4245,(주)지티지웰니스,219750,2018/12,-4.72,-14.11,492420.0,-2322232.0
4246,(주)지티지웰니스,219750,2019/12,-4.26,3.01,854157.0,-3635988.0
4247,(주)지티지웰니스,219750,2020/12,-5.53,-11.22,1895803.0,-10482937.0
4248,(주)지티지웰니스,219750,2021/12,-3.36,-2.45,2987894.0,-10053476.0
4249,(주)지티지웰니스,219750,2022/12,-4.56,-6.92,1954808.0,-8916297.0
4250,(주)진도,88790,2012/12,2.06,0.17,4862332.0,9999869.0
4251,(주)진도,88790,2013/12,1.45,1.27,4856895.0,7054579.0
4252,(주)진도,88790,2014/12,1.89,4.16,2636313.0,4975162.0
4253,(주)진도,88790,2015/12,3.12,3.73,1663586.0,5193282.0
4254,(주)진도,88790,2016/12,9.45,10.22,1137328.0,10745239.0
4255,(주)진도,88790,2017/12,12.04,15.11,963351.0,11601630.0
4256,(주)진도,88790,2018/12,6.72,9.05,1093186.0,7342620.0
4257,(주)진도,88790,2019/12,-2.54,-0.82,1147478.0,-2918727.0
4258,(주)진도,88790,2020/12,-2.18,0.05,749407.0,-1633448.0
4259,(주)진도,88790,2021/12,5.84,6.29,660032.0,3854820.0
4260,(주)진도,88790,2022/12,8.22,10.1,767211.0,6302883.0
4261,(주)진매트릭스,109820,2012/12,-3.68,999999999.0,199379.0,-734497.0
4262,(주)진매트릭스,109820,2013/12,-9.94,999999999.0,155422.0,-1545187.0
4263,(주)진매트릭스,109820,2014/12,-10.29,999999999.0,141110.0,-1451892.0
4264,(주)진매트릭스,109820,2015/12,-7.89,-31.42,193222.0,-1525301.0
4265,(주)진매트릭스,109820,2016/12,-14.26,-42.62,245014.0,-3493741.0
4266,(주)진매트릭스,109820,2017/12,-14.94,999999999.0,94057.0,-1405406.0
4267,(주)진매트릭스,109820,2018/12,-3.9,-7.09,631152.0,-2459882.0
4268,(주)진매트릭스,109820,2019/12,-4.11,-2.64,573559.0,-2354697.0
4269,(주)진매트릭스,109820,2020/12,9.61,70.57,221650.0,2130635.0
4270,(주)진매트릭스,109820,2021/12,-15.79,-49.47,77581.0,-1225046.0
4271,(주)진매트릭스,109820,2022/12,-15.15,999999999.0,100541.0,-1522926.0
4272,(주)진바이오텍,86060,2012/12,999999999.0,999999999.0,0.0,943269.0
4273,(주)진바이오텍,86060,2013/12,2.5,-6.97,460454.0,1152670.0
4274,(주)진바이오텍,86060,2014/12,3.58,999999999.0,341666.0,1221600.0
4275,(주)진바이오텍,86060,2015/12,19.44,999999999.0,100652.0,1956808.0
4276,(주)진바이오텍,86060,2016/12,67.55,999999999.0,32291.0,2181312.0
4277,(주)진바이오텍,86060,2017/12,275.05,999999999.0,6465.0,1778167.0
4278,(주)진바이오텍,86060,2018/12,366.75,999999999.0,5221.0,1914806.0
4279,(주)진바이오텍,86060,2019/12,999999999.0,999999999.0,0.0,746756.0
4280,(주)진바이오텍,86060,2020/12,999999999.0,999999999.0,0.0,431745.0
4281,(주)진바이오텍,86060,2021/12,0.7,999999999.0,45888.0,32215.0
4282,(주)진바이오텍,86060,2022/12,2.66,103.89,141432.0,376701.0
4283,(주)진시스템,363250,2021/12,25.5,182.22,88855.0,2266167.0
4284,(주)진시스템,363250,2022/12,-69.18,999999999.0,95467.0,-6604820.0
4285,(주)차바이오텍,85660,2012/12,1.22,999999999.0,831885.0,1017274.0
4286,(주)차바이오텍,85660,2013/12,8.53,999999999.0,935376.0,7978949.0
4287,(주)차바이오텍,85660,2014/12,-8.99,999999999.0,1063359.0,-9559119.0
4288,(주)차바이오텍,85660,2015/12,-4.84,999999999.0,1221806.0,-5915435.0
4289,(주)차바이오텍,85660,2016/12,-0.75,3.53,2467069.0,-1852104.0
4290,(주)차바이오텍,85660,2017/12,-1.04,-16.2,4541741.0,-4740893.0
4291,(주)차바이오텍,85660,2018/12,999999999.0,999999999.0,3569310.0,-2163575.0
4292,(주)차바이오텍,85660,2019/12,-0.13,103.18,2365271.0,-308276.0
4293,(주)차바이오텍,85660,2020/12,0.07,-3.82,4066388.0,273356.0
4294,(주)차바이오텍,85660,2021/12,-0.57,999999999.0,3079875.0,-1757444.0
4295,(주)차바이오텍,85660,2022/12,-0.46,999999999.0,1924671.0,-879296.0
4296,(주)차백신연구소,261780,2021/12,-2.87,-8.49,2121729.0,-6084641.0
4297,(주)차백신연구소,261780,2022/12,-2.52,-3.33,2566745.0,-6469262.0
4298,(주)천보,278280,2019/12,763.21,999999999.0,23455.0,17901298.0
4299,(주)천보,278280,2020/12,2601.38,999999999.0,5917.0,15392104.0
4300,(주)천보,278280,2021/12,1342.05,999999999.0,10959.0,14707368.0
4301,(주)천보,278280,2022/12,1.85,0.93,8505787.0,15765467.0
4302,(주)천일고속,650,2012/12,-67.92,999999999.0,7472.0,-507488.0
4303,(주)천일고속,650,2013/12,999999999.0,999999999.0,0.0,1335759.0
4304,(주)천일고속,650,2014/12,999999999.0,999999999.0,0.0,2631640.0
4305,(주)천일고속,650,2015/12,999999999.0,999999999.0,0.0,2824152.0
4306,(주)천일고속,650,2016/12,999999999.0,999999999.0,0.0,1080851.0
4307,(주)천일고속,650,2017/12,999999999.0,999999999.0,0.0,-2011367.0
4308,(주)천일고속,650,2018/12,-1560.28,999999999.0,2021.0,-3153332.0
4309,(주)천일고속,650,2019/12,1.87,4.18,299569.0,560732.0
4310,(주)천일고속,650,2020/12,-20.95,999999999.0,477134.0,-9995626.0
4311,(주)천일고속,650,2021/12,-26.12,999999999.0,376853.0,-9844065.0
4312,(주)천일고속,650,2022/12,-14.38,999999999.0,515511.0,-7411184.0
4313,(주)청담글로벌,362320,2022/12,24.37,999999999.0,180777.0,4405674.0
4314,(주)청호ICT,12600,2012/12,-6.17,6.83,1807652.0,-11154093.0
4315,(주)청호ICT,12600,2013/12,-8.67,-30.09,2268084.0,-19659925.0
4316,(주)청호ICT,12600,2014/12,-4.61,999999999.0,2414556.0,-11119589.0
4317,(주)청호ICT,12600,2015/12,-5.26,999999999.0,1987907.0,-10452564.0
4318,(주)청호ICT,12600,2016/12,-3.23,999999999.0,2430211.0,-7849042.0
4319,(주)청호ICT,12600,2017/12,-2.17,-5.16,2643085.0,-5723632.0
4320,(주)청호ICT,12600,2018/12,-2.08,1.68,2837311.0,-5915589.0
4321,(주)청호ICT,12600,2019/12,-8.65,999999999.0,875763.0,-7575204.0
4322,(주)청호ICT,12600,2020/12,-4.6,999999999.0,790248.0,-3638204.0
4323,(주)청호ICT,12600,2021/12,-35.75,999999999.0,147409.0,-5269457.0
4324,(주)청호ICT,12600,2022/12,-32.76,-32.39,165788.0,-5431519.0
4325,(주)초록뱀미디어,47820,2012/12,69.82,999999999.0,21788.0,1521294.0
4326,(주)초록뱀미디어,47820,2013/12,-1268.23,999999999.0,1490.0,-1889658.0
4327,(주)초록뱀미디어,47820,2014/12,-282.45,999999999.0,7543.0,-2130510.0
4328,(주)초록뱀미디어,47820,2015/12,-8.91,999999999.0,264242.0,-2355222.0
4329,(주)초록뱀미디어,47820,2016/12,0.9,1.59,4994535.0,4505636.0
4330,(주)초록뱀미디어,47820,2017/12,0.29,-3.03,3514982.0,1016690.0
4331,(주)초록뱀미디어,47820,2018/12,0.64,999999999.0,3749966.0,2402547.0
4332,(주)초록뱀미디어,47820,2019/12,0.7,999999999.0,2076858.0,1446554.0
4333,(주)초록뱀미디어,47820,2020/12,-3.96,999999999.0,2189772.0,-8676058.0
4334,(주)초록뱀미디어,47820,2021/12,2.18,999999999.0,2184363.0,4763355.0
4335,(주)초록뱀미디어,47820,2022/12,0.1,-24.18,4997513.0,480623.0
4336,(주)칩스앤미디어,94360,2013/12,8.72,999999999.0,143157.0,1248615.0
4337,(주)칩스앤미디어,94360,2014/12,19.05,999999999.0,106027.0,2019945.0
4338,(주)칩스앤미디어,94360,2015/12,124.77,999999999.0,18992.0,2369673.0
4339,(주)칩스앤미디어,94360,2016/12,999999999.0,999999999.0,0.0,2731843.0
4340,(주)칩스앤미디어,94360,2017/12,999999999.0,999999999.0,0.0,-1463498.0
4341,(주)칩스앤미디어,94360,2018/12,999999999.0,999999999.0,0.0,2053836.0
4342,(주)칩스앤미디어,94360,2019/12,999999999.0,999999999.0,0.0,3583888.0
4343,(주)칩스앤미디어,94360,2020/12,37.46,999999999.0,63296.0,2371046.0
4344,(주)칩스앤미디어,94360,2021/12,44.69,999999999.0,116550.0,5208680.0
4345,(주)칩스앤미디어,94360,2022/12,62.87,999999999.0,116318.0,7312770.0
4346,(주)카이노스메드,284620,2018/12,,,,
4347,(주)카이노스메드,284620,2019/12,,,,
4348,(주)카이노스메드,284620,2020/12,-11.11,-19.59,757367.0,-8417501.0
4349,(주)카이노스메드,284620,2021/12,-3.56,-8.36,1658559.0,-5900250.0
4350,(주)카이노스메드,284620,2022/12,-6.05,-14.63,1351833.0,-8179479.0
4351,(주)캐리소프트,317530,2019/12,-4.02,-5.49,404821.0,-1628005.0
4352,(주)캐리소프트,317530,2020/12,-37.82,-149.44,71776.0,-2714221.0
4353,(주)캐리소프트,317530,2021/12,-45.47,-124.8,52796.0,-2400391.0
4354,(주)캐리소프트,317530,2022/12,-15.71,-32.85,94590.0,-1485685.0
4355,(주)캐스텍코리아,71850,2014/12,3.57,4.15,2368746.0,8468104.0
4356,(주)캐스텍코리아,71850,2015/12,6.1,7.67,1819612.0,11105496.0
4357,(주)캐스텍코리아,71850,2016/12,5.41,7.08,1708475.0,9251098.0
4358,(주)캐스텍코리아,71850,2017/12,1.79,2.21,3792384.0,6792475.0
4359,(주)캐스텍코리아,71850,2018/12,1.65,2.74,2582059.0,4249036.0
4360,(주)캐스텍코리아,71850,2019/12,0.04,-0.58,2958776.0,111740.0
4361,(주)캐스텍코리아,71850,2020/12,-3.21,-4.72,2737923.0,-8786793.0
4362,(주)캐스텍코리아,71850,2021/12,-5.71,-6.25,2730655.0,-15579234.0
4363,(주)캐스텍코리아,71850,2022/12,-3.47,-3.21,4235715.0,-14681920.0
4364,(주)케스피온,79190,2012/12,-4.61,-3.8,1105268.0,-5092245.0
4365,(주)케스피온,79190,2013/12,3.7,4.07,1642477.0,6073798.0
4366,(주)케스피온,79190,2014/12,-4.76,-4.9,2043011.0,-9717206.0
4367,(주)케스피온,79190,2015/12,-2.72,-3.19,2375104.0,-6459132.0
4368,(주)케스피온,79190,2016/12,2.36,3.44,1853234.0,4368743.0
4369,(주)케스피온,79190,2017/12,0.04,1.27,1548470.0,59994.0
4370,(주)케스피온,79190,2018/12,3.63,-4.1,1105763.0,4010611.0
4371,(주)케스피온,79190,2019/12,2.44,0.9,763874.0,1861451.0
4372,(주)케스피온,79190,2020/12,-19.53,-11.75,281734.0,-5502031.0
4373,(주)케스피온,79190,2021/12,3.36,19.48,402185.0,1352283.0
4374,(주)케스피온,79190,2022/12,-3.76,-11.17,1358297.0,-5106589.0
4375,(주)케어랩스,263700,2018/12,5.51,7.31,745426.0,4110170.0
4376,(주)케어랩스,263700,2019/12,2.73,3.42,1896226.0,5183601.0
4377,(주)케어랩스,263700,2020/12,8.4,44.39,961782.0,8076209.0
4378,(주)케어랩스,263700,2021/12,2.94,5.32,1438502.0,4229828.0
4379,(주)케어랩스,263700,2022/12,-0.14,-34.74,1944409.0,-271056.0
4380,(주)케어젠,214370,2015/12,999999999.0,999999999.0,0.0,13830253.0
4381,(주)케어젠,214370,2016/12,999999999.0,999999999.0,0.0,11244943.0
4382,(주)케어젠,214370,2017/12,999999999.0,999999999.0,0.0,22732974.0
4383,(주)케어젠,214370,2018/12,999999999.0,999999999.0,0.0,24954062.0
4384,(주)케어젠,214370,2019/12,999999999.0,999999999.0,0.0,35679431.0
4385,(주)케어젠,214370,2020/12,7248.39,999999999.0,4441.0,32190102.0
4386,(주)케어젠,214370,2021/12,999999999.0,999999999.0,0.0,28659704.0
4387,(주)케어젠,214370,2022/12,999999999.0,999999999.0,0.0,33787231.0
4388,(주)케이바이오컴퍼니,38530,2012/12,2.66,8.33,273605.0,726901.0
4389,(주)케이바이오컴퍼니,38530,2013/12,-10.81,-33.5,516393.0,-5584540.0
4390,(주)케이바이오컴퍼니,38530,2014/12,-6.82,-10.5,876341.0,-5975389.0
4391,(주)케이바이오컴퍼니,38530,2015/12,-13.68,-21.67,599352.0,-8197750.0
4392,(주)케이바이오컴퍼니,38530,2016/12,-17.43,-48.04,489114.0,-8525119.0
4393,(주)케이바이오컴퍼니,38530,2017/12,0.62,0.35,1516482.0,937598.0
4394,(주)케이바이오컴퍼니,38530,2018/12,-0.38,-2.5,1331186.0,-506241.0
4395,(주)케이바이오컴퍼니,38530,2019/12,-0.89,-9.54,3838407.0,-3421041.0
4396,(주)케이바이오컴퍼니,38530,2020/12,0.18,0.53,3801250.0,684966.0
4397,(주)케이바이오컴퍼니,38530,2021/12,-2.68,-18.48,1781329.0,-4780315.0
4398,(주)케이바이오컴퍼니,38530,2022/12,0.11,-35.06,1215344.0,133152.0
4399,(주)케이비지,318000,2019/12,25.79,-20.72,116947.0,3016471.0
4400,(주)케이비지,318000,2020/12,478.75,999999999.0,7127.0,3412205.0
4401,(주)케이비지,318000,2021/12,32.96,48.46,178738.0,5890452.0
4402,(주)케이비지,318000,2022/12,13.38,37.5,306757.0,4105345.0
4403,(주)케이사인,192250,2014/12,14.99,106.5,479353.0,7183801.0
4404,(주)케이사인,192250,2015/12,113.41,999999999.0,76388.0,8663336.0
4405,(주)케이사인,192250,2016/12,69.52,999999999.0,85778.0,5963558.0
4406,(주)케이사인,192250,2017/12,-9.12,999999999.0,348720.0,-3181048.0
4407,(주)케이사인,192250,2018/12,10.87,999999999.0,253471.0,2755471.0
4408,(주)케이사인,192250,2019/12,12.98,999999999.0,262011.0,3400134.0
4409,(주)케이사인,192250,2020/12,20.86,999999999.0,259259.0,5408237.0
4410,(주)케이사인,192250,2021/12,49.7,999999999.0,119803.0,5954754.0
4411,(주)케이사인,192250,2022/12,8.57,45.56,819584.0,7020704.0
4412,(주)케이씨에스,115500,2012/12,254.78,999999999.0,10803.0,2752354.0
4413,(주)케이씨에스,115500,2013/12,999999999.0,999999999.0,0.0,1965478.0
4414,(주)케이씨에스,115500,2014/12,999999999.0,999999999.0,0.0,2706134.0
4415,(주)케이씨에스,115500,2015/12,999999999.0,999999999.0,0.0,1014852.0
4416,(주)케이씨에스,115500,2016/12,999999999.0,999999999.0,0.0,1129363.0
4417,(주)케이씨에스,115500,2017/12,999999999.0,999999999.0,0.0,1180997.0
4418,(주)케이씨에스,115500,2018/12,999999999.0,999999999.0,0.0,3165889.0
4419,(주)케이씨에스,115500,2019/12,626.29,999999999.0,5481.0,3432710.0
4420,(주)케이씨에스,115500,2020/12,779.75,999999999.0,3152.0,2457786.0
4421,(주)케이씨에스,115500,2021/12,338.59,999999999.0,12297.0,4163620.0
4422,(주)케이씨에스,115500,2022/12,8.48,999999999.0,64280.0,544993.0
4423,(주)케이씨티,89150,2012/12,268.42,999999999.0,22658.0,6081857.0
4424,(주)케이씨티,89150,2013/12,150.2,999999999.0,24079.0,3616612.0
4425,(주)케이씨티,89150,2014/12,45.57,999999999.0,19385.0,883339.0
4426,(주)케이씨티,89150,2015/12,4.95,999999999.0,268405.0,1327969.0
4427,(주)케이씨티,89150,2016/12,4.5,5.7,501809.0,2257490.0
4428,(주)케이씨티,89150,2017/12,5.67,7.04,488201.0,2769658.0
4429,(주)케이씨티,89150,2018/12,4.18,5.2,469372.0,1960492.0
4430,(주)케이씨티,89150,2019/12,2.53,3.03,506231.0,1279271.0
4431,(주)케이씨티,89150,2020/12,2.22,2.51,426268.0,946663.0
4432,(주)케이씨티,89150,2021/12,1.01,1.54,388668.0,394352.0
4433,(주)케이씨티,89150,2022/12,1.87,2.47,586615.0,1096384.0
4434,(주)케이씨피드,25880,2012/12,7.76,999999999.0,434808.0,3374463.0
4435,(주)케이씨피드,25880,2013/12,4.05,999999999.0,785562.0,3184645.0
4436,(주)케이씨피드,25880,2014/12,5.15,999999999.0,512056.0,2637323.0
4437,(주)케이씨피드,25880,2015/12,4.37,999999999.0,528057.0,2307217.0
4438,(주)케이씨피드,25880,2016/12,7.99,999999999.0,584325.0,4670188.0
4439,(주)케이씨피드,25880,2017/12,5.12,999999999.0,774652.0,3967636.0
4440,(주)케이씨피드,25880,2018/12,0.24,999999999.0,977014.0,231575.0
4441,(주)케이씨피드,25880,2019/12,-1.31,999999999.0,1188077.0,-1558496.0
4442,(주)케이씨피드,25880,2020/12,1.37,999999999.0,956742.0,1308443.0
4443,(주)케이씨피드,25880,2021/12,3.91,999999999.0,579380.0,2263200.0
4444,(주)케이씨피드,25880,2022/12,6.3,999999999.0,735537.0,4631356.0
4445,(주)케이아이엔엑스,93320,2012/12,999999999.0,999999999.0,0.0,3905164.0
4446,(주)케이아이엔엑스,93320,2013/12,999999999.0,999999999.0,0.0,4102514.0
4447,(주)케이아이엔엑스,93320,2014/12,999999999.0,999999999.0,0.0,4460724.0
4448,(주)케이아이엔엑스,93320,2015/12,999999999.0,999999999.0,0.0,4923815.0
4449,(주)케이아이엔엑스,93320,2016/12,999999999.0,999999999.0,0.0,6196985.0
4450,(주)케이아이엔엑스,93320,2017/12,999999999.0,999999999.0,0.0,8252891.0
4451,(주)케이아이엔엑스,93320,2018/12,999999999.0,999999999.0,0.0,11522557.0
4452,(주)케이아이엔엑스,93320,2019/12,44.16,999999999.0,324820.0,14342805.0
4453,(주)케이아이엔엑스,93320,2020/12,85.33,999999999.0,183038.0,15617915.0
4454,(주)케이아이엔엑스,93320,2021/12,160.45,999999999.0,105719.0,16962901.0
4455,(주)케이아이엔엑스,93320,2022/12,88.24,999999999.0,242375.0,21387648.0
4456,(주)케이알엠,93640,2012/12,5.84,5.07,183800.0,1072805.0
4457,(주)케이알엠,93640,2013/12,5.08,999999999.0,125196.0,636576.0
4458,(주)케이알엠,93640,2014/12,8.43,999999999.0,66895.0,563664.0
4459,(주)케이알엠,93640,2015/12,-15.65,999999999.0,71393.0,-1117247.0
4460,(주)케이알엠,93640,2016/12,1.73,999999999.0,97627.0,168642.0
4461,(주)케이알엠,93640,2017/12,-18.12,-103.13,154859.0,-2805667.0
4462,(주)케이알엠,93640,2018/12,-29.53,999999999.0,86859.0,-2564792.0
4463,(주)케이알엠,93640,2019/12,1.13,1.96,924313.0,1040384.0
4464,(주)케이알엠,93640,2020/12,0.12,-0.58,1148079.0,141916.0
4465,(주)케이알엠,93640,2021/12,0.9,6.43,818443.0,738733.0
4466,(주)케이알엠,93640,2022/12,0.08,-6.25,2249983.0,184493.0
4467,(주)케이에이치바텍,60720,2012/12,25.1,999999999.0,574501.0,14420869.0
4468,(주)케이에이치바텍,60720,2013/12,63.69,999999999.0,588756.0,37495758.0
4469,(주)케이에이치바텍,60720,2014/12,185.9,999999999.0,250023.0,46480389.0
4470,(주)케이에이치바텍,60720,2015/12,11749.2,999999999.0,2186.0,25683748.0
4471,(주)케이에이치바텍,60720,2016/12,-630.56,999999999.0,28233.0,-17802665.0
4472,(주)케이에이치바텍,60720,2017/12,-43.34,999999999.0,786202.0,-34073592.0
4473,(주)케이에이치바텍,60720,2018/12,0.41,999999999.0,1535756.0,626347.0
4474,(주)케이에이치바텍,60720,2019/12,3.33,999999999.0,2641461.0,8785316.0
4475,(주)케이에이치바텍,60720,2020/12,4.3,999999999.0,1105286.0,4752522.0
4476,(주)케이에이치바텍,60720,2021/12,-0.99,999999999.0,1378700.0,-1362741.0
4477,(주)케이에이치바텍,60720,2022/12,1.02,999999999.0,2941508.0,2999356.0
4478,(주)케이에이치필룩스,33180,2012/12,2.12,1.95,628909.0,1333808.0
4479,(주)케이에이치필룩스,33180,2013/12,5.05,5.51,494515.0,2496980.0
4480,(주)케이에이치필룩스,33180,2014/12,4.6,7.46,402700.0,1850961.0
4481,(주)케이에이치필룩스,33180,2015/12,10.36,999999999.0,328429.0,3402621.0
4482,(주)케이에이치필룩스,33180,2016/12,5.97,6.99,860955.0,5136453.0
4483,(주)케이에이치필룩스,33180,2017/12,3.85,5.7,1918931.0,7379171.0
4484,(주)케이에이치필룩스,33180,2018/12,0.67,-0.36,3422331.0,2293905.0
4485,(주)케이에이치필룩스,33180,2019/12,0.29,-1.63,6319458.0,1849353.0
4486,(주)케이에이치필룩스,33180,2020/12,0.01,-19.24,4494475.0,50799.0
4487,(주)케이에이치필룩스,33180,2021/12,-2.42,-15.51,5178823.0,-12557800.0
4488,(주)케이에이치필룩스,33180,2022/12,-1.01,-69.75,14110351.0,-14293065.0
4489,(주)케이엑스하이텍,52900,2012/12,-1.69,-0.65,1163048.0,-1961550.0
4490,(주)케이엑스하이텍,52900,2013/12,0.46,-33.65,1153325.0,532052.0
4491,(주)케이엑스하이텍,52900,2014/12,2.36,2.94,1041007.0,2460281.0
4492,(주)케이엑스하이텍,52900,2015/12,-0.68,-3.01,262899.0,-178016.0
4493,(주)케이엑스하이텍,52900,2016/12,6.57,13.5,237071.0,1557050.0
4494,(주)케이엑스하이텍,52900,2017/12,12.02,22.83,147605.0,1773899.0
4495,(주)케이엑스하이텍,52900,2018/12,41.4,999999999.0,77235.0,3197279.0
4496,(주)케이엑스하이텍,52900,2019/12,60.57,999999999.0,63584.0,3851108.0
4497,(주)케이엑스하이텍,52900,2020/12,17.66,999999999.0,410661.0,7250222.0
4498,(주)케이엑스하이텍,52900,2021/12,4.6,7.15,1313196.0,6034709.0
4499,(주)케이엑스하이텍,52900,2022/12,3.62,8.08,2477153.0,8972516.0
4500,(주)케이엔더블유,105330,2012/12,-3.51,-21.02,721848.0,-2533505.0
4501,(주)케이엔더블유,105330,2013/12,-2.02,-5.35,467964.0,-945424.0
4502,(주)케이엔더블유,105330,2014/12,3.34,7.56,405085.0,1352518.0
4503,(주)케이엔더블유,105330,2015/12,-4.94,-7.25,323614.0,-1598749.0
4504,(주)케이엔더블유,105330,2016/12,-6.35,-11.69,238127.0,-1511749.0
4505,(주)케이엔더블유,105330,2017/12,3.14,-3.95,221904.0,697712.0
4506,(주)케이엔더블유,105330,2018/12,-6.16,-7.47,263598.0,-1624506.0
4507,(주)케이엔더블유,105330,2019/12,-19.05,-22.5,302762.0,-5766823.0
4508,(주)케이엔더블유,105330,2020/12,-39.45,-55.16,272586.0,-10752935.0
4509,(주)케이엔더블유,105330,2021/12,19.2,28.0,264495.0,5079511.0
4510,(주)케이엔더블유,105330,2022/12,-0.76,-17.77,349190.0,-264482.0
4511,(주)케이엔제이,272110,2019/12,2.45,7.16,1434669.0,3517369.0
4512,(주)케이엔제이,272110,2020/12,2.07,-54.34,1157054.0,2396858.0
4513,(주)케이엔제이,272110,2021/12,4.33,22.44,638507.0,2761983.0
4514,(주)케이엔제이,272110,2022/12,9.21,16.23,1347426.0,12411535.0
4515,(주)케이엘넷,39420,2012/12,4.55,-2.11,265590.0,1207937.0
4516,(주)케이엘넷,39420,2013/12,7.47,999999999.0,120679.0,901071.0
4517,(주)케이엘넷,39420,2014/12,19.35,446.6,136526.0,2641708.0
4518,(주)케이엘넷,39420,2015/12,24.19,122.17,122937.0,2974453.0
4519,(주)케이엘넷,39420,2016/12,25.12,999999999.0,64400.0,1617515.0
4520,(주)케이엘넷,39420,2017/12,39.76,387.81,110217.0,4381943.0
4521,(주)케이엘넷,39420,2018/12,420.84,999999999.0,11024.0,4639387.0
4522,(주)케이엘넷,39420,2019/12,58.45,999999999.0,70530.0,4122591.0
4523,(주)케이엘넷,39420,2020/12,76.6,999999999.0,62194.0,4763767.0
4524,(주)케이엘넷,39420,2021/12,131.79,999999999.0,45091.0,5942484.0
4525,(주)케이엘넷,39420,2022/12,166.78,999999999.0,41842.0,6978434.0
4526,(주)케이엠,83550,2012/12,2.52,4.95,663374.0,1672465.0
4527,(주)케이엠,83550,2013/12,3.89,3.56,578802.0,2254182.0
4528,(주)케이엠,83550,2014/12,5.04,12.45,390039.0,1965739.0
4529,(주)케이엠,83550,2015/12,13.71,48.28,231412.0,3173350.0
4530,(주)케이엠,83550,2016/12,7.78,27.21,155149.0,1207110.0
4531,(주)케이엠,83550,2017/12,6.26,999999999.0,144083.0,902665.0
4532,(주)케이엠,83550,2018/12,7.42,999999999.0,283333.0,2102594.0
4533,(주)케이엠,83550,2019/12,6.83,999999999.0,567620.0,3878196.0
4534,(주)케이엠,83550,2020/12,69.71,999999999.0,508457.0,35443788.0
4535,(주)케이엠,83550,2021/12,9.13,999999999.0,451174.0,4117600.0
4536,(주)케이엠,83550,2022/12,6.72,999999999.0,714435.0,4804000.0
4537,(주)케이옥션,102370,2022/12,3.38,5.22,1681014.0,5673509.0
4538,(주)케이프,64820,2012/12,0.4,2.74,3281812.0,1322051.0
4539,(주)케이프,64820,2013/12,-0.81,-4.71,3430487.0,-2783298.0
4540,(주)케이프,64820,2014/12,-0.79,999999999.0,3096822.0,-2452534.0
4541,(주)케이프,64820,2015/12,-0.96,-11.14,1988561.0,-1908778.0
4542,(주)케이프,64820,2016/12,0.25,5.2,2773565.0,706974.0
4543,(주)케이프,64820,2017/12,0.29,1.76,2901386.0,827985.0
4544,(주)케이프,64820,2018/12,0.89,1.68,2791763.0,2485546.0
4545,(주)케이프,64820,2019/12,2.42,8.14,2719889.0,6592385.0
4546,(주)케이프,64820,2020/12,4.95,999999999.0,1415466.0,7007613.0
4547,(주)케이프,64820,2021/12,3.86,999999999.0,1270331.0,4905482.0
4548,(주)케이프,64820,2022/12,4.78,999999999.0,2027106.0,9694290.0
4549,(주)케이피에스,256940,2017/12,21.31,20.11,200167.0,4264725.0
4550,(주)케이피에스,256940,2018/12,296.79,1787.03,27564.0,8180677.0
4551,(주)케이피에스,256940,2019/12,-14.27,-17.57,65971.0,-941486.0
4552,(주)케이피에스,256940,2020/12,0.56,1.97,1664140.0,939404.0
4553,(주)케이피에스,256940,2021/12,-4.68,-9.88,1683089.0,-7868661.0
4554,(주)케이피에스,256940,2022/12,-5.86,999999999.0,927361.0,-5438951.0
4555,(주)케이피엠테크,42040,2012/12,-2.69,-4.81,3624856.0,-9746328.0
4556,(주)케이피엠테크,42040,2013/12,-3.11,-5.14,2556062.0,-7950798.0
4557,(주)케이피엠테크,42040,2014/12,2.38,4.22,1209217.0,2879368.0
4558,(주)케이피엠테크,42040,2015/12,-1.21,2.78,1304170.0,-1579350.0
4559,(주)케이피엠테크,42040,2016/12,-2.08,-1.48,1813665.0,-3773963.0
4560,(주)케이피엠테크,42040,2017/12,-1.1,0.41,5866974.0,-6478686.0
4561,(주)케이피엠테크,42040,2018/12,0.58,16.5,4405931.0,2566018.0
4562,(주)케이피엠테크,42040,2019/12,-1.52,-11.99,3419570.0,-5205994.0
4563,(주)케이피엠테크,42040,2020/12,-4.64,-19.7,1876825.0,-8710711.0
4564,(주)케이피엠테크,42040,2021/12,-4.54,-64.58,2194938.0,-9959994.0
4565,(주)케이피엠테크,42040,2022/12,2.2,999999999.0,695517.0,1532600.0
4566,(주)케이피티유,54410,2012/12,1.3,1.54,1129950.0,1470752.0
4567,(주)케이피티유,54410,2013/12,1.56,1.9,1151119.0,1798695.0
4568,(주)케이피티유,54410,2014/12,0.98,4.55,1177408.0,1157611.0
