회사명,거래소코드,회계년도,종가(원),현재까지 발행한 주식의 총수(주),현재까지 감소한 주식의 총수(주),발행주식의 총수 (현재 발행한 주식수 - 현재 감소한 주식수)(주),발행주식수(주),발행주식수(주),[U01B840000000]당기순이익(손실)(요약)(IFRS연결)(백만원),[U01C500011300]   당기순이익(총포괄손익)(요약)(IFRS연결)(백만원),[U01D101000000]   당기순손익(요약)(IFRS연결)(백만원),[U01E100099100]   당기순이익(순손실)(요약)(IFRS연결)(백만원),[U01B840000000]당기순이익(손실)(요약)(IFRS)(백만원),[U01C500011300]   당기순이익(총포괄손익)(요약)(IFRS)(백만원),[U01D101000000]   당기순손익(요약)(IFRS)(백만원),[U01E100099100]   당기순이익(순손실)(요약)(IFRS)(백만원),[U01119300]      *당기순이익(요약)(백만원),[U01218800]당기순이익(요약)(백만원),[U01219300]CPA수정후 당기순이익(요약)(백만원),[U01311400]   당기순이익(요약)(백만원),[U01410100]   당기순이익(요약)(백만원),[U01550700]   당기순이익(요약)(백만원),[U01A600000000]자본(*)(요약)(IFRS연결)(백만원),[U01A600000000]자본(*)(IFRS연결)(백만원),[U01A600000000]자본(*)(요약)(IFRS)(백만원),[U01A600000000]자본(*)(IFRS)(천원),[U01119400]자본총계(요약)(천원),[U01160000]자본(*)(연결)(천원),[U01160000]자본(*)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결)(백만원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS)(백만원),[U01410000]영업활동으로 인한 현금흐름(요약)(백만원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),[U01410000]영업활동으로 인한 현금흐름(*)(연결)(천원),[U01410000]영업활동으로 인한 현금흐름(*)(천원),[U01B100000000]매출액(수익)(요약)(IFRS연결)(백만원),[U01B100000000]매출액(수익)(요약)(IFRS)(백만원),[U01210000]매출액(요약)(백만원),[U01B100000000]매출액(수익)(*)(IFRS연결)(천원),[U01B100000000]매출액(수익)(*)(IFRS)(천원),[U01210000]매출액(영업수익)(*)(연결)(천원),[U01210000]매출액(영업수익)(*)(천원)
(주)이엠비,278990,2017/12,,3410536,0,3410536,3410536,3410536,486,492,486,0,-135,-135,-135,-135,-135,-135,0,-135,-135,-135,12807,12807115,12743,12742652,12743,12807115,12742652,-1451,108,108,-1451156,107737,-1451156,107737,24666,22193,22193,24666148,22192555,24666148,22192555
(주)이엠비,278990,2018/12,,3624222,0,3624222,3624222,3624222,-2762,-2756,-2762,0,-2904,-2904,-2904,-2904,-2904,-2904,-2904,-2904,-2904,-2904,10765,10765164,10551,10550993,10551,10765164,10550993,-4715,-5147,-5147,-4714700,-5146748,-4714700,-5146748,21993,19375,19375,21992626,19374538,21992626,19374538
(주)이엠비,278990,2018/12,,3624222,0,3624222,3624222,3624222,-2762,-2756,-2762,0,-2904,-2904,-2904,-2904,-2904,-2904,-2904,-2904,-2904,-2904,10765,10765164,10551,10550993,10551,10765164,10550993,-4715,-5147,-5147,-4714700,-5146748,-4714700,-5146748,21993,19375,19375,21992626,19374538,21992626,19374538
(주)이엠비,278990,2019/12,,3624222,0,3624222,3624222,3624222,124,123,124,0,172,172,172,172,172,172,172,172,172,172,10550,10550059,10381,10380589,10381,10550059,10380589,3226,1617,1617,3225764,1617309,3225764,1617309,27026,24745,24745,27026192,24745471,27026192,24745471
(주)이엠비,278990,2019/12,,3624222,0,3624222,3624222,3624222,124,123,124,0,172,172,172,172,172,172,172,172,172,172,10550,10550059,10381,10380589,10381,10550059,10380589,3226,1617,1617,3225764,1617309,3225764,1617309,27026,24745,24745,27026192,24745471,27026192,24745471
(주)이엠비,278990,2020/12,,3624222,0,3624222,3624222,3624222,857,858,857,0,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,11519,11518923,11595,11594617,11595,11518923,11594617,-1688,-1908,-1908,-1687991,-1908471,-1687991,-1908471,29162,27934,27934,29162086,27934126,29162086,27934126
(주)이엠비,278990,2020/12,,3624222,0,3624222,3624222,3624222,857,858,857,0,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,11519,11518923,11595,11594617,11595,11518923,11594617,-1688,-1908,-1908,-1687991,-1908471,-1687991,-1908471,29162,27934,27934,29162086,27934126,29162086,27934126
(주)이엠비,278990,2021/12,,3628222,0,3628222,3628222,3628222,1529,1529,1529,0,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,13431,13430693,12935,12934825,12935,13430693,12934825,-2217,-2993,-2993,-2217311,-2993456,-2217311,-2993456,26027,24678,24678,26027109,24678170,26027109,24678170
(주)이엠비,278990,2021/12,,3628222,0,3628222,3628222,3628222,1529,1529,1529,0,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,13431,13430693,12935,12934825,12935,13430693,12934825,-2217,-2993,-2993,-2217311,-2993456,-2217311,-2993456,26027,24678,24678,26027109,24678170,26027109,24678170
(주)이엠비,278990,2022/12,,3628222,0,3628222,3628222,3628222,-481,-481,-481,0,-1276,-1276,-1276,-1276,-1276,-1276,-1276,-1276,-1276,-1276,13082,13082159,11906,11906374,11906,13082159,11906374,2864,1622,1622,2864050,1621550,2864050,1621550,24282,22553,22553,24281641,22552743,24281641,22552743
(주)이엠비,278990,2022/12,,3628222,0,3628222,3628222,3628222,-481,-481,-481,0,-1276,-1276,-1276,-1276,-1276,-1276,-1276,-1276,-1276,-1276,13082,13082159,11906,11906374,11906,13082159,11906374,2864,1622,1622,2864050,1621550,2864050,1621550,24282,22553,22553,24281641,22552743,24281641,22552743
(주)제노텍,066830,2016/12,,5501714,0,5501714,5501714,5501714,,,,,-859,-859,0,-859,-859,-859,0,-859,-859,-859,,,4423,4422678,4423,,4422678,,-1041,-1041,,-1041000,,-1041000,,5629,5629,,5628626,,5628626
(주)제노텍,066830,2016/12,,571428,0,571428,5501714,5501714,,,,,-859,-859,0,-859,-859,-859,0,-859,-859,-859,,,4423,4422678,4423,,4422678,,-1041,-1041,,-1041000,,-1041000,,5629,5629,,5628626,,5628626
(주)제노텍,066830,2016/12,,4930286,0,4930286,5501714,5501714,,,,,-859,-859,0,-859,-859,-859,0,-859,-859,-859,,,4423,4422678,4423,,4422678,,-1041,-1041,,-1041000,,-1041000,,5629,5629,,5628626,,5628626
(주)제노텍,066830,2017/12,,571428,0,571428,5501714,5501714,,,,,-3139,-3139,-3139,-3139,-3139,-3139,0,-3139,-3139,-3139,,,1284,1284076,1284,,1284076,,-878,-878,,-878094,,-878094,,5294,5294,,5294418,,5294418
(주)제노텍,066830,2017/12,,4930286,0,4930286,5501714,5501714,,,,,-3139,-3139,-3139,-3139,-3139,-3139,0,-3139,-3139,-3139,,,1284,1284076,1284,,1284076,,-878,-878,,-878094,,-878094,,5294,5294,,5294418,,5294418
(주)제노텍,066830,2017/12,,5501714,0,5501714,5501714,5501714,,,,,-3139,-3139,-3139,-3139,-3139,-3139,0,-3139,-3139,-3139,,,1284,1284076,1284,,1284076,,-878,-878,,-878094,,-878094,,5294,5294,,5294418,,5294418
(주)제노텍,066830,2018/12,,5599037,0,5599037,5599037,5599037,,,,,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,,,2442,2441833,2442,,2441833,,-427,-427,,-427256,,-427256,,3107,3107,,3106638,,3106638
(주)제노텍,066830,2018/12,,5599037,0,5599037,5599037,5599037,,,,,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,,,2442,2441833,2442,,2441833,,-427,-427,,-427256,,-427256,,3107,3107,,3106638,,3106638
(주)제노텍,066830,2018/12,,0,0,0,5599037,5599037,,,,,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,,,2442,2441833,2442,,2441833,,-427,-427,,-427256,,-427256,,3107,3107,,3106638,,3106638
(주)제노텍,066830,2019/12,,5599037,0,5599037,5599037,5599037,,,,,4,4,4,4,4,4,4,4,4,4,,,2617,2616966,2617,,2616966,,689,689,,689069,,689069,,2968,2968,,2967891,,2967891
(주)제노텍,066830,2019/12,,5599037,0,5599037,5599037,5599037,,,,,4,4,4,4,4,4,4,4,4,4,,,2617,2616966,2617,,2616966,,689,689,,689069,,689069,,2968,2968,,2967891,,2967891
(주)제노텍,066830,2019/12,,0,0,0,5599037,5599037,,,,,4,4,4,4,4,4,4,4,4,4,,,2617,2616966,2617,,2616966,,689,689,,689069,,689069,,2968,2968,,2967891,,2967891
(주)제노텍,066830,2020/12,,0,0,0,5667180,5667180,,,,,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,,,6806,6806343,6806,,6806343,,3833,3833,,3833398,,3833398,,7386,7386,,7385760,,7385760
(주)제노텍,066830,2020/12,,5667180,0,5667180,5667180,5667180,,,,,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,,,6806,6806343,6806,,6806343,,3833,3833,,3833398,,3833398,,7386,7386,,7385760,,7385760
(주)제노텍,066830,2020/12,,5667180,0,5667180,5667180,5667180,,,,,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,,,6806,6806343,6806,,6806343,,3833,3833,,3833398,,3833398,,7386,7386,,7385760,,7385760
(주)제노텍,066830,2021/12,,5667180,0,5667180,5667180,5667180,,,,,3156,3156,3156,3156,3156,3156,3156,3156,3156,3156,,,9963,9962761,9963,,9962761,,2278,2278,,2278447,,2278447,,6603,6603,,6603065,,6603065
(주)제노텍,066830,2021/12,,5667180,0,5667180,5667180,5667180,,,,,3156,3156,3156,3156,3156,3156,3156,3156,3156,3156,,,9963,9962761,9963,,9962761,,2278,2278,,2278447,,2278447,,6603,6603,,6603065,,6603065
(주)제노텍,066830,2021/12,,0,0,0,5667180,5667180,,,,,3156,3156,3156,3156,3156,3156,3156,3156,3156,3156,,,9963,9962761,9963,,9962761,,2278,2278,,2278447,,2278447,,6603,6603,,6603065,,6603065
(주)제노텍,066830,2022/12,,5667180,0,5667180,5667180,5667180,,,,,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,,,11718,11717588,11718,,11717588,,2770,2770,,2769962,,2769962,,5206,5206,,5205993,,5205993
(주)제노텍,066830,2022/12,,0,0,0,5667180,5667180,,,,,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,,,11718,11717588,11718,,11717588,,2770,2770,,2769962,,2769962,,5206,5206,,5205993,,5205993
(주)제노텍,066830,2022/12,,5667180,0,5667180,5667180,5667180,,,,,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,,,11718,11717588,11718,,11717588,,2770,2770,,2769962,,2769962,,5206,5206,,5205993,,5205993
(주)제이엠멀티,254160,2021/12,,5160000,0,5160000,5160000,5160000,,,,,,,,,2850,2850,2850,2850,2850,2850,,,,,7852,,7852205,,,-664,,,,-664457,,,13512,,,,13512147
(주)제이엠멀티,254160,2021/12,,5160000,0,5160000,5160000,5160000,,,,,,,,,2850,2850,2850,2850,2850,2850,,,,,7852,,7852205,,,-664,,,,-664457,,,13512,,,,13512147
(주)제이엠멀티,254160,2022/12,,5160000,0,5160000,5160000,5160000,,,,,,,,,-276,-276,-276,-276,-276,-276,,,,,7024,7024471,7024471,,,355,,,2452768,354780,,,15128,,,26967904,15128063
(주)제이엠멀티,254160,2022/12,,5160000,0,5160000,5160000,5160000,,,,,,,,,-276,-276,-276,-276,-276,-276,,,,,7024,7024471,7024471,,,355,,,2452768,354780,,,15128,,,26967904,15128063
(주)젬,248020,2021/12,,589051,31837,557214,557214,557214,,,,,,,,,-4303,-4303,-4303,-4303,-4303,-4303,,,,,-888,,-888349,,,-2686,,,,-2686259,,,18568,,,,18568300
(주)젬,248020,2021/12,,477105,0,477105,557214,557214,,,,,,,,,-4303,-4303,-4303,-4303,-4303,-4303,,,,,-888,,-888349,,,-2686,,,,-2686259,,,18568,,,,18568300
(주)젬,248020,2021/12,,111946,31837,80109,557214,557214,,,,,,,,,-4303,-4303,-4303,-4303,-4303,-4303,,,,,-888,,-888349,,,-2686,,,,-2686259,,,18568,,,,18568300
(주)젬,248020,2022/12,,4771050,0,4771050,5390270,5390270,,,,,,,,,-2569,-2569,-2569,-2569,-2569,-2569,,,,,205,131129,205231,,,-476,,,-462294,-476346,,,18058,,,18182729,18057929
(주)젬,248020,2022/12,,801090,181870,619220,5390270,5390270,,,,,,,,,-2569,-2569,-2569,-2569,-2569,-2569,,,,,205,131129,205231,,,-476,,,-462294,-476346,,,18058,,,18182729,18057929
(주)젬,248020,2022/12,,5572140,181870,5390270,5390270,5390270,,,,,,,,,-2569,-2569,-2569,-2569,-2569,-2569,,,,,205,131129,205231,,,-476,,,-462294,-476346,,,18058,,,18182729,18057929
(주)지앤이헬스케어,299480,2018/12,,11100743,0,11100743,11100743,11100743,,,,,,,,,925,925,925,925,925,925,,,,,7612,,7611737,,,-1955,,,,-1955082,,,9252,,,,9252351
(주)지앤이헬스케어,299480,2018/12,,11100743,0,11100743,11100743,11100743,,,,,,,,,925,925,925,925,925,925,,,,,7612,,7611737,,,-1955,,,,-1955082,,,9252,,,,9252351
(주)지앤이헬스케어,299480,2019/12,,11100743,0,11100743,11100743,11100743,,,,,,,,,-1572,-1572,-1572,-1572,-1572,-1572,,,,,6040,,6040207,,,-709,,,,-708579,,,5000,,,,5000452
(주)지앤이헬스케어,299480,2019/12,,11100743,0,11100743,11100743,11100743,,,,,,,,,-1572,-1572,-1572,-1572,-1572,-1572,,,,,6040,,6040207,,,-709,,,,-708579,,,5000,,,,5000452
(주)지앤이헬스케어,299480,2020/12,,11100743,0,11100743,11100743,11100743,,,,,,,,,540,540,540,540,540,540,,,,,6581,,6580565,,,-41,,,,-41040,,,6293,,,,6292730
(주)지앤이헬스케어,299480,2020/12,,11100743,0,11100743,11100743,11100743,,,,,,,,,540,540,540,540,540,540,,,,,6581,,6580565,,,-41,,,,-41040,,,6293,,,,6292730
(주)지앤이헬스케어,299480,2021/12,,11100743,0,11100743,11100743,11100743,,,,,,,,,-947,-947,-947,-947,-947,-947,,,,,5626,,5626134,,,-202,,,,-202055,,,5026,,,,5026077
(주)지앤이헬스케어,299480,2021/12,,11100743,0,11100743,11100743,11100743,,,,,,,,,-947,-947,-947,-947,-947,-947,,,,,5626,,5626134,,,-202,,,,-202055,,,5026,,,,5026077
(주)지앤이헬스케어,299480,2022/12,,11100743,0,11100743,11100743,11100743,,,,,,,,,-458,-458,-458,-458,-458,-458,,,,,5189,5211066,5189022,,,-29,,,-44639,-29447,,,3784,,,4144634,3784212
(주)지앤이헬스케어,299480,2022/12,,11100743,0,11100743,11100743,11100743,,,,,,,,,-458,-458,-458,-458,-458,-458,,,,,5189,5211066,5189022,,,-29,,,-44639,-29447,,,3784,,,4144634,3784212
(주)지에프씨생명과학,388610,2022/12,,360899,0,360899,1397425,1397425,,,,,,,,,327,327,327,327,327,327,,,,,8861,,8860511,,,1127,,,,1126943,,,14158,,,,14158238
(주)지에프씨생명과학,388610,2022/12,,1397425,0,1397425,1397425,1397425,,,,,,,,,327,327,327,327,327,327,,,,,8861,,8860511,,,1127,,,,1126943,,,14158,,,,14158238
(주)지에프씨생명과학,388610,2022/12,,1036526,0,1036526,1397425,1397425,,,,,,,,,327,327,327,327,327,327,,,,,8861,,8860511,,,1127,,,,1126943,,,14158,,,,14158238
(주)진코스텍,250030,2019/12,,2807320,0,2807320,2807320,2807320,,,,,,,,,1726,1726,1726,1726,1726,1726,,,,,10374,,10374425,,,1928,,,,1927748,,,22663,,,,22663407
(주)진코스텍,250030,2019/12,,2407520,0,2407520,2807320,2807320,,,,,,,,,1726,1726,1726,1726,1726,1726,,,,,10374,,10374425,,,1928,,,,1927748,,,22663,,,,22663407
(주)진코스텍,250030,2019/12,,399800,0,399800,2807320,2807320,,,,,,,,,1726,1726,1726,1726,1726,1726,,,,,10374,,10374425,,,1928,,,,1927748,,,22663,,,,22663407
(주)진코스텍,250030,2020/12,,2407520,0,2407520,2852774,2852774,2057,2058,2057,0,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,8681,8681033,8633,8632675,8633,8681033,8632675,3276,3276,3276,3275505,3276314,3275505,3276314,26848,26848,26848,26847558,26847558,26847558,26847558
(주)진코스텍,250030,2020/12,,2852774,0,2852774,2852774,2852774,2057,2058,2057,0,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,8681,8681033,8633,8632675,8633,8681033,8632675,3276,3276,3276,3275505,3276314,3275505,3276314,26848,26848,26848,26847558,26847558,26847558,26847558
(주)진코스텍,250030,2020/12,,445254,0,445254,2852774,2852774,2057,2058,2057,0,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,8681,8681033,8633,8632675,8633,8681033,8632675,3276,3276,3276,3275505,3276314,3275505,3276314,26848,26848,26848,26847558,26847558,26847558,26847558
(주)진코스텍,250030,2021/12,,3034591,0,3034591,3034591,3034591,-382,-382,-382,0,-333,-333,-333,-333,-333,-333,-333,-333,-333,-333,10534,10534086,10534,10534086,10534,10534086,10534086,-715,-715,-715,-715496,-715420,-715496,-715420,14887,14887,14887,14887214,14887214,14887214,14887214
(주)진코스텍,250030,2021/12,,2589337,0,2589337,3034591,3034591,-382,-382,-382,0,-333,-333,-333,-333,-333,-333,-333,-333,-333,-333,10534,10534086,10534,10534086,10534,10534086,10534086,-715,-715,-715,-715496,-715420,-715496,-715420,14887,14887,14887,14887214,14887214,14887214,14887214
(주)진코스텍,250030,2021/12,,445254,0,445254,3034591,3034591,-382,-382,-382,0,-333,-333,-333,-333,-333,-333,-333,-333,-333,-333,10534,10534086,10534,10534086,10534,10534086,10534086,-715,-715,-715,-715496,-715420,-715496,-715420,14887,14887,14887,14887214,14887214,14887214,14887214
(주)진코스텍,250030,2022/12,,3034591,0,3034591,3034591,3034591,-4657,-4657,-4657,0,-4657,-4657,-4657,-4657,-4657,-4657,-4657,-4657,-4657,-4657,5878,5877528,5878,5877528,5878,5877528,5877528,-3179,-3178,-3178,-3178560,-3178273,-3178560,-3178273,17601,17601,17601,17600849,17600849,17600849,17600849
(주)진코스텍,250030,2022/12,,2589337,0,2589337,3034591,3034591,-4657,-4657,-4657,0,-4657,-4657,-4657,-4657,-4657,-4657,-4657,-4657,-4657,-4657,5878,5877528,5878,5877528,5878,5877528,5877528,-3179,-3178,-3178,-3178560,-3178273,-3178560,-3178273,17601,17601,17601,17600849,17600849,17600849,17600849
(주)진코스텍,250030,2022/12,,445254,0,445254,3034591,3034591,-4657,-4657,-4657,0,-4657,-4657,-4657,-4657,-4657,-4657,-4657,-4657,-4657,-4657,5878,5877528,5878,5877528,5878,5877528,5877528,-3179,-3178,-3178,-3178560,-3178273,-3178560,-3178273,17601,17601,17601,17600849,17600849,17600849,17600849
(주)질경이,233990,2015/12,,10240000,0,10240000,13440000,13440000,,,,,,,,,744,744,0,744,744,744,,,,,6100,,6099947,,,855,,,,855489,,,5833,,,,5833090
(주)질경이,233990,2015/12,,3200000,0,3200000,13440000,13440000,,,,,,,,,744,744,0,744,744,744,,,,,6100,,6099947,,,855,,,,855489,,,5833,,,,5833090
(주)질경이,233990,2015/12,,13440000,0,13440000,13440000,13440000,,,,,,,,,744,744,0,744,744,744,,,,,6100,,6099947,,,855,,,,855489,,,5833,,,,5833090
(주)질경이,233990,2016/12,,13440000,0,13440000,13440000,13440000,-13752,-13752,-13752,0,-13747,-13747,-13747,-13747,-13747,-13747,0,-13747,-13747,-13747,6960,6960493,6966,6965870,6966,6960493,6965870,-24,27,27,-23974,26655,-23974,26655,11297,11297,11297,11297491,11297491,11297491,11297491
(주)질경이,233990,2016/12,,0,0,0,13440000,13440000,-13752,-13752,-13752,0,-13747,-13747,-13747,-13747,-13747,-13747,0,-13747,-13747,-13747,6960,6960493,6966,6965870,6966,6960493,6965870,-24,27,27,-23974,26655,-23974,26655,11297,11297,11297,11297491,11297491,11297491,11297491
(주)질경이,233990,2016/12,,13440000,0,13440000,13440000,13440000,-13752,-13752,-13752,0,-13747,-13747,-13747,-13747,-13747,-13747,0,-13747,-13747,-13747,6960,6960493,6966,6965870,6966,6960493,6965870,-24,27,27,-23974,26655,-23974,26655,11297,11297,11297,11297491,11297491,11297491,11297491
(주)질경이,233990,2017/12,,13440000,0,13440000,13440000,13440000,-1741,-1741,-1741,0,-1701,-1701,-1701,-1701,-1701,-1701,0,-1701,-1701,-1701,6039,6039220,6105,6104755,6105,6039220,6104755,-618,45,45,-617959,45422,-617959,45422,20556,20263,20263,20555767,20263136,20555767,20263136
(주)질경이,233990,2017/12,,13440000,0,13440000,13440000,13440000,-1741,-1741,-1741,0,-1701,-1701,-1701,-1701,-1701,-1701,0,-1701,-1701,-1701,6039,6039220,6105,6104755,6105,6039220,6104755,-618,45,45,-617959,45422,-617959,45422,20556,20263,20263,20555767,20263136,20555767,20263136
(주)질경이,233990,2018/12,,13440000,0,13440000,13440000,13440000,-3041,-3041,-3041,0,-2775,-2775,-2775,-2775,-2775,-2775,-2775,-2775,-2775,-2775,4424,4423838,4425,4425489,4425,4423838,4425489,-330,-240,-240,-329726,-239971,-329726,-239971,21534,20685,20685,21533550,20684960,21533550,20684960
(주)질경이,233990,2018/12,,13440000,0,13440000,13440000,13440000,-3041,-3041,-3041,0,-2775,-2775,-2775,-2775,-2775,-2775,-2775,-2775,-2775,-2775,4424,4423838,4425,4425489,4425,4423838,4425489,-330,-240,-240,-329726,-239971,-329726,-239971,21534,20685,20685,21533550,20684960,21533550,20684960
(주)질경이,233990,2019/12,,13966316,0,13966316,13966316,13966316,-1300,-1213,-1300,0,-1335,-1335,-1335,-1335,-1335,-1335,-1335,-1335,-1335,-1335,4072,4072187,3844,3843817,3844,4072187,3843817,88,712,712,87804,712215,87804,712215,22910,22280,22280,22909828,22280001,22909828,22280001
(주)질경이,233990,2019/12,,13966316,0,13966316,13966316,13966316,-1300,-1213,-1300,0,-1335,-1335,-1335,-1335,-1335,-1335,-1335,-1335,-1335,-1335,4072,4072187,3844,3843817,3844,4072187,3843817,88,712,712,87804,712215,87804,712215,22910,22280,22280,22909828,22280001,22909828,22280001
(주)질경이,233990,2020/12,,13966316,0,13966316,13966316,13966316,-1146,-1102,-1146,0,-937,-937,-937,-937,-937,-937,-937,-937,-937,-937,2856,2855668,2846,2846319,2846,2855668,2846319,-965,-726,-726,-965461,-725515,-965461,-725515,12279,12218,12218,12278776,12217906,12278776,12217906
(주)질경이,233990,2020/12,,13966316,0,13966316,13966316,13966316,-1146,-1102,-1146,0,-937,-937,-937,-937,-937,-937,-937,-937,-937,-937,2856,2855668,2846,2846319,2846,2855668,2846319,-965,-726,-726,-965461,-725515,-965461,-725515,12279,12218,12218,12278776,12217906,12278776,12217906
(주)질경이,233990,2021/12,,13966316,0,13966316,13966316,13966316,-2223,-2223,-2223,0,-2005,-2005,-2005,-2005,-2005,-2005,-2005,-2005,-2005,-2005,653,653052,872,871720,872,653052,871720,69,133,133,69051,133080,69051,133080,10336,10352,10352,10335646,10352132,10335646,10352132
(주)질경이,233990,2021/12,,13966316,0,13966316,13966316,13966316,-2223,-2223,-2223,0,-2005,-2005,-2005,-2005,-2005,-2005,-2005,-2005,-2005,-2005,653,653052,872,871720,872,653052,871720,69,133,133,69051,133080,69051,133080,10336,10352,10352,10335646,10352132,10335646,10352132
(주)질경이,233990,2022/12,,13966316,0,13966316,13966316,13966316,-1102,-1102,-1102,0,-1096,-1096,-1096,-1096,-1096,-1096,-1096,-1096,-1096,-1096,-427,-426966,-206,-205812,-206,-426966,-205812,-872,-826,-826,-872184,-826140,-872184,-826140,9091,9072,9072,9091448,9071945,9091448,9071945
(주)질경이,233990,2022/12,,13966316,0,13966316,13966316,13966316,-1102,-1102,-1102,0,-1096,-1096,-1096,-1096,-1096,-1096,-1096,-1096,-1096,-1096,-427,-426966,-206,-205812,-206,-426966,-205812,-872,-826,-826,-872184,-826140,-872184,-826140,9091,9072,9072,9091448,9071945,9091448,9071945
(주)카이바이오텍,446600,2022/12,,1072191,0,1072191,1072191,1072191,,,,,,,,,-571,-571,-571,0,-571,-571,,,,,259,,258576,,,-182,,,,-182028,,,4484,,,,4483512
(주)카이바이오텍,446600,2022/12,,981281,0,981281,1072191,1072191,,,,,,,,,-571,-571,-571,0,-571,-571,,,,,259,,258576,,,-182,,,,-182028,,,4484,,,,4483512
(주)카이바이오텍,446600,2022/12,,90910,0,90910,1072191,1072191,,,,,,,,,-571,-571,-571,0,-571,-571,,,,,259,,258576,,,-182,,,,-182028,,,4484,,,,4483512
(주)케이씨산업,112190,2016/12,,25877825,20851159,5026666,5026666,5026666,,,,,,,,,439,439,439,439,439,439,,,,,6173,,6172758,,,400,,,,399917,,,52002,,,,52002399
(주)케이씨산업,112190,2016/12,,25877825,20851159,5026666,5026666,5026666,,,,,,,,,439,439,439,439,439,439,,,,,6173,,6172758,,,400,,,,399917,,,52002,,,,52002399
(주)케이씨산업,112190,2017/12,,27478730,20851159,6627571,6627571,6627571,,,,,670,670,670,670,670,670,0,670,670,670,,,6895,6895351,6895,,6895351,,7079,7079,,7079362,,7079362,,54848,54848,,54847563,,54847563
(주)케이씨산업,112190,2017/12,,27478730,20851159,6627571,6627571,6627571,,,,,670,670,670,670,670,670,0,670,670,670,,,6895,6895351,6895,,6895351,,7079,7079,,7079362,,7079362,,54848,54848,,54847563,,54847563
(주)케이씨산업,112190,2018/12,,27478730,20851159,6627571,6627571,6627571,,,,,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,,,9644,9644137,9644,,9644137,,4485,4485,,4484816,,4484816,,68302,68302,,68302358,,68302358
(주)케이씨산업,112190,2018/12,,27478730,20851159,6627571,6627571,6627571,,,,,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,,,9644,9644137,9644,,9644137,,4485,4485,,4484816,,4484816,,68302,68302,,68302358,,68302358
(주)케이씨산업,112190,2019/12,,27976412,20851159,7125253,7125253,7125253,,,,,1595,1595,1595,0,1595,1595,1595,0,1595,1595,,,18514,18513799,18514,,18513799,,-1150,-1150,,-1149633,,-1149633,,61047,61047,,61047332,,61047332
(주)케이씨산업,112190,2019/12,,27976412,20851159,7125253,7125253,7125253,,,,,1595,1595,1595,0,1595,1595,1595,0,1595,1595,,,18514,18513799,18514,,18513799,,-1150,-1150,,-1149633,,-1149633,,61047,61047,,61047332,,61047332
(주)케이씨산업,112190,2020/12,,27976412,20851159,7125253,7125253,7125253,,,,,1680,1680,1680,0,1680,1680,1680,0,1680,1680,,,20072,20072264,20072,,20072264,,5141,5141,,5140587,,5140587,,73383,73383,,73382798,,73382798
(주)케이씨산업,112190,2020/12,,27976412,20851159,7125253,7125253,7125253,,,,,1680,1680,1680,0,1680,1680,1680,0,1680,1680,,,20072,20072264,20072,,20072264,,5141,5141,,5140587,,5140587,,73383,73383,,73382798,,73382798
(주)케이씨산업,112190,2021/12,,27976412,20851159,7125253,7125253,7125253,,,,,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,,,33677,33677363,33677,,33677363,,1836,1836,,1836337,,1836337,,74566,74566,,74565619,,74565619
(주)케이씨산업,112190,2021/12,,27976412,20851159,7125253,7125253,7125253,,,,,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,,,33677,33677363,33677,,33677363,,1836,1836,,1836337,,1836337,,74566,74566,,74565619,,74565619
(주)케이씨산업,112190,2022/12,,27976412,20851159,7125253,7125253,7125253,,,,,431,431,431,431,431,431,431,431,431,431,,,37433,37432523,37433,,37432523,,-3593,-3593,,-3593277,,-3593277,,82677,82677,,82677114,,82677114
(주)케이씨산업,112190,2022/12,,27976412,20851159,7125253,7125253,7125253,,,,,431,431,431,431,431,431,431,431,431,431,,,37433,37432523,37433,,37432523,,-3593,-3593,,-3593277,,-3593277,,82677,82677,,82677114,,82677114
