회사명,거래소코드,회계년도,종가(원),현재까지 발행한 주식의 총수(주),현재까지 감소한 주식의 총수(주),발행주식의 총수 (현재 발행한 주식수 - 현재 감소한 주식수)(주),발행주식수(주),발행주식수(주),[U01B840000000]당기순이익(손실)(요약)(IFRS연결)(백만원),[U01C500011300]   당기순이익(총포괄손익)(요약)(IFRS연결)(백만원),[U01D101000000]   당기순손익(요약)(IFRS연결)(백만원),[U01E100099100]   당기순이익(순손실)(요약)(IFRS연결)(백만원),[U01B840000000]당기순이익(손실)(요약)(IFRS)(백만원),[U01C500011300]   당기순이익(총포괄손익)(요약)(IFRS)(백만원),[U01D101000000]   당기순손익(요약)(IFRS)(백만원),[U01E100099100]   당기순이익(순손실)(요약)(IFRS)(백만원),[U01119300]      *당기순이익(요약)(백만원),[U01218800]당기순이익(요약)(백만원),[U01219300]CPA수정후 당기순이익(요약)(백만원),[U01311400]   당기순이익(요약)(백만원),[U01410100]   당기순이익(요약)(백만원),[U01550700]   당기순이익(요약)(백만원),[U01A600000000]자본(*)(요약)(IFRS연결)(백만원),[U01A600000000]자본(*)(IFRS연결)(백만원),[U01A600000000]자본(*)(요약)(IFRS)(백만원),[U01A600000000]자본(*)(IFRS)(천원),[U01119400]자본총계(요약)(천원),[U01160000]자본(*)(연결)(천원),[U01160000]자본(*)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결)(백만원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS)(백만원),[U01410000]영업활동으로 인한 현금흐름(요약)(백만원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),[U01410000]영업활동으로 인한 현금흐름(*)(연결)(천원),[U01410000]영업활동으로 인한 현금흐름(*)(천원),[U01B100000000]매출액(수익)(요약)(IFRS연결)(백만원),[U01B100000000]매출액(수익)(요약)(IFRS)(백만원),[U01210000]매출액(요약)(백만원),[U01B100000000]매출액(수익)(*)(IFRS연결)(천원),[U01B100000000]매출액(수익)(*)(IFRS)(천원),[U01210000]매출액(영업수익)(*)(연결)(천원),[U01210000]매출액(영업수익)(*)(천원)
(주)로보쓰리에이아이앤로보틱스,238500,2022/12,,18696980,0,18696980,18696980,18696980,,,,,-4247,-4247,-4247,-4247,-4247,-4247,-4247,-4247,-4247,-4247,,,4026,4026167,4026,,4026167,,-1934,-1934,,-1933737,,-1933737,,1367,1367,,1366815,,1366815
(주)로지스몬,223220,2015/12,,3400000,0,3400000,3400000,3400000,-1930,-1797,-1930,0,-1421,-1421,-1421,-1421,-1421,-1421,0,-1421,-1421,-1421,1052,1052318,1323,1323293,1323,1052318,1323293,-176,242,242,-176279,241993,-176279,241993,20093,20086,20086,20093215,20086415,20093215,20086415
(주)로지스몬,223220,2015/12,,3400000,0,3400000,3400000,3400000,-1930,-1797,-1930,0,-1421,-1421,-1421,-1421,-1421,-1421,0,-1421,-1421,-1421,1052,1052318,1323,1323293,1323,1052318,1323293,-176,242,242,-176279,241993,-176279,241993,20093,20086,20086,20093215,20086415,20093215,20086415
(주)로지스몬,223220,2016/12,,0,0,0,3400000,3400000,-3397,-3355,-3397,0,-3251,-3251,-3251,-3251,-3251,-3251,-3251,-3251,-3251,-3251,-1992,-1992453,-1992,-1992453,-1992,-1992453,-1992453,-1837,-1090,-1090,-1836646,-1090191,-1836646,-1090191,5980,5980,5980,5980002,5980002,5980002,5980002
(주)로지스몬,223220,2016/12,,3400000,0,3400000,3400000,3400000,-3397,-3355,-3397,0,-3251,-3251,-3251,-3251,-3251,-3251,-3251,-3251,-3251,-3251,-1992,-1992453,-1992,-1992453,-1992,-1992453,-1992453,-1837,-1090,-1090,-1836646,-1090191,-1836646,-1090191,5980,5980,5980,5980002,5980002,5980002,5980002
(주)로지스몬,223220,2016/12,,3400000,0,3400000,3400000,3400000,-3397,-3355,-3397,0,-3251,-3251,-3251,-3251,-3251,-3251,-3251,-3251,-3251,-3251,-1992,-1992453,-1992,-1992453,-1992,-1992453,-1992453,-1837,-1090,-1090,-1836646,-1090191,-1836646,-1090191,5980,5980,5980,5980002,5980002,5980002,5980002
(주)로지스몬,223220,2017/12,,6377070,0,6377070,6377070,6377070,,,,,-5576,-5576,-5576,-5576,-5576,-5576,-4848,-5576,-5576,-5576,,,-1983,-1983164,-1983,,-1983164,,-3553,-3553,,-3552612,,-3552612,,1753,1753,,1753050,,1753050
(주)로지스몬,223220,2017/12,,6377070,0,6377070,6377070,6377070,,,,,-5576,-5576,-5576,-5576,-5576,-5576,-4848,-5576,-5576,-5576,,,-1983,-1983164,-1983,,-1983164,,-3553,-3553,,-3552612,,-3552612,,1753,1753,,1753050,,1753050
(주)로지스몬,223220,2018/12,,10787261,0,10787261,10787261,10787261,,,,,-318,-318,-318,-318,-318,-318,-318,-318,-318,-318,,,1841,1841225,1841,,1841225,,-443,-443,,-442529,,-442529,,367,367,,367341,,367341
(주)로지스몬,223220,2018/12,,10787261,0,10787261,10787261,10787261,,,,,-318,-318,-318,-318,-318,-318,-318,-318,-318,-318,,,1841,1841225,1841,,1841225,,-443,-443,,-442529,,-442529,,367,367,,367341,,367341
(주)로지스몬,223220,2019/12,,15102165,9708535,5393630,5393630,5393630,,,,,-2483,-2483,0,-2483,-2483,-2483,-2483,-2483,-2522,-2483,,,-816,-816210,-816,,-816210,,-249,-249,,-248813,,-248813,,223,223,,223460,,223460
(주)로지스몬,223220,2019/12,,15102165,9708535,5393630,5393630,5393630,,,,,-2483,-2483,0,-2483,-2483,-2483,-2483,-2483,-2522,-2483,,,-816,-816210,-816,,-816210,,-249,-249,,-248813,,-248813,,223,223,,223460,,223460
(주)로지스몬,223220,2020/12,,33102165,9708535,23393630,23393630,23393630,,,,,-1123,-1123,0,-1123,-1123,-1123,-1123,-1123,-1117,-1123,,,-156,-156086,-156,,-156086,,-1147,-1147,,-1147391,,-1147391,,143,143,,143427,,143427
(주)로지스몬,223220,2020/12,,33102165,9708535,23393630,23393630,23393630,,,,,-1123,-1123,0,-1123,-1123,-1123,-1123,-1123,-1117,-1123,,,-156,-156086,-156,,-156086,,-1147,-1147,,-1147391,,-1147391,,143,143,,143427,,143427
(주)로지스몬,223220,2021/12,,47656335,9708535,37947800,37947800,37947800,,,,,-1719,-1719,0,-1719,-1719,-1719,-1719,-1719,-1703,-1719,,,684,683729,684,,683729,,-1251,-1251,,-1250691,,-1250691,,187,187,,186942,,186942
(주)로지스몬,223220,2021/12,,47656335,9708535,37947800,37947800,37947800,,,,,-1719,-1719,0,-1719,-1719,-1719,-1719,-1719,-1703,-1719,,,684,683729,684,,683729,,-1251,-1251,,-1250691,,-1250691,,187,187,,186942,,186942
(주)로지스몬,223220,2022/12,,54136335,9708535,44427800,44427800,44427800,,,,,-817,-817,0,-817,-817,-817,-817,-817,-1041,-817,,,884,883546,884,,883546,,-1095,-1095,,-1095173,,-1095173,,8806,8806,,8806161,,8806161
(주)로지스몬,223220,2022/12,,54136335,9708535,44427800,44427800,44427800,,,,,-817,-817,0,-817,-817,-817,-817,-817,-1041,-817,,,884,883546,884,,883546,,-1095,-1095,,-1095173,,-1095173,,8806,8806,,8806161,,8806161
(주)루켄테크놀러지스,162120,2017/12,,1600000,0,1600000,3031734,3031734,,,,,,,,,523,523,0,523,523,523,,,,,9992,,9991819,,,2948,,,,2947733,,,36197,,,,36197148
(주)루켄테크놀러지스,162120,2017/12,,3031734,0,3031734,3031734,3031734,,,,,,,,,523,523,0,523,523,523,,,,,9992,,9991819,,,2948,,,,2947733,,,36197,,,,36197148
(주)루켄테크놀러지스,162120,2017/12,,1431734,0,1431734,3031734,3031734,,,,,,,,,523,523,0,523,523,523,,,,,9992,,9991819,,,2948,,,,2947733,,,36197,,,,36197148
(주)루켄테크놀러지스,162120,2018/12,,2025208,0,2025208,3663312,3663312,,,,,,,,,282,282,282,282,282,282,,,,,16793,,16793349,,,-2136,,,,-2135811,,,25651,,,,25651492
(주)루켄테크놀러지스,162120,2018/12,,1638104,0,1638104,3663312,3663312,,,,,,,,,282,282,282,282,282,282,,,,,16793,,16793349,,,-2136,,,,-2135811,,,25651,,,,25651492
(주)루켄테크놀러지스,162120,2018/12,,3663312,0,3663312,3663312,3663312,,,,,,,,,282,282,282,282,282,282,,,,,16793,,16793349,,,-2136,,,,-2135811,,,25651,,,,25651492
(주)루켄테크놀러지스,162120,2019/12,,3663312,0,3663312,3663312,3663312,,,,,,,,,628,628,628,628,628,628,,,,,17421,,17421453,,,-2006,,,,-2006064,,,33711,,,,33710700
(주)루켄테크놀러지스,162120,2019/12,,1642312,0,1642312,3663312,3663312,,,,,,,,,628,628,628,628,628,628,,,,,17421,,17421453,,,-2006,,,,-2006064,,,33711,,,,33710700
(주)루켄테크놀러지스,162120,2019/12,,2021000,0,2021000,3663312,3663312,,,,,,,,,628,628,628,628,628,628,,,,,17421,,17421453,,,-2006,,,,-2006064,,,33711,,,,33710700
(주)루켄테크놀러지스,162120,2020/12,,1756468,0,1756468,10989936,10989936,,,,,-24383,-24383,-24383,-24383,-24383,-24383,-24383,-24383,-24383,-24383,,,2355,2354549,2355,,2354549,,2358,2358,,2357921,,2357921,,16089,16089,,16089022,,16089022
(주)루켄테크놀러지스,162120,2020/12,,9233468,0,9233468,10989936,10989936,,,,,-24383,-24383,-24383,-24383,-24383,-24383,-24383,-24383,-24383,-24383,,,2355,2354549,2355,,2354549,,2358,2358,,2357921,,2357921,,16089,16089,,16089022,,16089022
(주)루켄테크놀러지스,162120,2020/12,,10989936,0,10989936,10989936,10989936,,,,,-24383,-24383,-24383,-24383,-24383,-24383,-24383,-24383,-24383,-24383,,,2355,2354549,2355,,2354549,,2358,2358,,2357921,,2357921,,16089,16089,,16089022,,16089022
(주)루켄테크놀러지스,162120,2021/12,,10989936,0,10989936,10989936,10989936,,,,,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,,,15442,15441988,15442,,15441988,,-3437,-3437,,-3437262,,-3437262,,30117,30117,,30117023,,30117023
(주)루켄테크놀러지스,162120,2021/12,,10989936,0,10989936,10989936,10989936,,,,,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,,,15442,15441988,15442,,15441988,,-3437,-3437,,-3437262,,-3437262,,30117,30117,,30117023,,30117023
(주)루켄테크놀러지스,162120,2022/12,,10989936,0,10989936,10989936,10989936,,,,,-2063,-2063,-2063,-2063,-2063,-2063,-2063,-2063,-2063,-2063,,,15080,15079706,15080,,15079706,,-2340,-2340,,-2339968,,-2339968,,26499,26499,,26498929,,26498929
(주)루켄테크놀러지스,162120,2022/12,,10989936,0,10989936,10989936,10989936,,,,,-2063,-2063,-2063,-2063,-2063,-2063,-2063,-2063,-2063,-2063,,,15080,15079706,15080,,15079706,,-2340,-2340,,-2339968,,-2339968,,26499,26499,,26498929,,26498929
(주)루트락,253610,2020/12,,7486011,0,7486011,7486011,7486011,,,,,,,,,-1133,-1133,-1133,-1133,-1133,-1133,,,,,2092,,2092004,,,-2845,,,,-2845325,,,5235,,,,5235249
(주)루트락,253610,2020/12,,7486011,0,7486011,7486011,7486011,,,,,,,,,-1133,-1133,-1133,-1133,-1133,-1133,,,,,2092,,2092004,,,-2845,,,,-2845325,,,5235,,,,5235249
(주)루트락,253610,2021/12,,7772543,0,7772543,7772543,7772543,,,,,,,,,-3087,-3087,-3087,-3087,-3087,-3087,,,,,2178,,2177695,,,-2627,,,,-2626877,,,5161,,,,5160689
(주)루트락,253610,2021/12,,7772543,0,7772543,7772543,7772543,,,,,,,,,-3087,-3087,-3087,-3087,-3087,-3087,,,,,2178,,2177695,,,-2627,,,,-2626877,,,5161,,,,5160689
(주)루트락,253610,2022/12,,7772543,0,7772543,7772543,7772543,,,,,,,,,-3680,-3680,-3680,-3680,-3680,-3680,,,,,382,,381630,,,-3007,,,,-3007049,,,4350,,,,4349634
(주)루트락,253610,2022/12,,7772543,0,7772543,7772543,7772543,,,,,,,,,-3680,-3680,-3680,-3680,-3680,-3680,,,,,382,,381630,,,-3007,,,,-3007049,,,4350,,,,4349634
(주)마이크로엔엑스,448780,2022/12,,3636360,363640,3272720,3272720,3272720,,,,,,,,,784,784,784,784,784,784,,,,,9485,9453793,9485207,,,309,,,266719,308949,,,8732,,,8816271,8731655
(주)마이크로엔엑스,448780,2022/12,,1027760,363640,664120,3272720,3272720,,,,,,,,,784,784,784,784,784,784,,,,,9485,9453793,9485207,,,309,,,266719,308949,,,8732,,,8816271,8731655
(주)마이크로엔엑스,448780,2022/12,,2608600,0,2608600,3272720,3272720,,,,,,,,,784,784,784,784,784,784,,,,,9485,9453793,9485207,,,309,,,266719,308949,,,8732,,,8816271,8731655
(주)메디쎄이,200580,2015/12,,3478159,0,3478159,3726079,3726079,,,,,,,,,225,225,0,225,225,225,,,,,16250,,16249605,,,1042,,,,1041555,,,11319,,,,11319047
(주)메디쎄이,200580,2015/12,,3726079,0,3726079,3726079,3726079,,,,,,,,,225,225,0,225,225,225,,,,,16250,,16249605,,,1042,,,,1041555,,,11319,,,,11319047
(주)메디쎄이,200580,2015/12,,247920,0,247920,3726079,3726079,,,,,,,,,225,225,0,225,225,225,,,,,16250,,16249605,,,1042,,,,1041555,,,11319,,,,11319047
(주)메디쎄이,200580,2016/12,,3942295,0,3942295,3942295,3942295,,,,,,,,,235,235,235,235,235,235,,,,,20485,,20484842,,,-1498,,,,-1498159,,,11485,,,,11485377
(주)메디쎄이,200580,2016/12,,464136,0,464136,3942295,3942295,,,,,,,,,235,235,235,235,235,235,,,,,20485,,20484842,,,-1498,,,,-1498159,,,11485,,,,11485377
(주)메디쎄이,200580,2016/12,,3478159,0,3478159,3942295,3942295,,,,,,,,,235,235,235,235,235,235,,,,,20485,,20484842,,,-1498,,,,-1498159,,,11485,,,,11485377
(주)메디쎄이,200580,2017/12,,464136,0,464136,3942295,3942295,-595,-595,0,0,-65,-65,0,-65,-65,-65,0,-65,-117,-65,13106,13106179,14238,14237825,14238,13106179,14237825,-1776,-1128,-1128,-1776355,-1127971,-1776355,-1127971,18302,18302,18302,18302479,18302479,18302479,18302479
(주)메디쎄이,200580,2017/12,,3478159,0,3478159,3942295,3942295,-595,-595,0,0,-65,-65,0,-65,-65,-65,0,-65,-117,-65,13106,13106179,14238,14237825,14238,13106179,14237825,-1776,-1128,-1128,-1776355,-1127971,-1776355,-1127971,18302,18302,18302,18302479,18302479,18302479,18302479
(주)메디쎄이,200580,2017/12,,3942295,0,3942295,3942295,3942295,-595,-595,0,0,-65,-65,0,-65,-65,-65,0,-65,-117,-65,13106,13106179,14238,14237825,14238,13106179,14237825,-1776,-1128,-1128,-1776355,-1127971,-1776355,-1127971,18302,18302,18302,18302479,18302479,18302479,18302479
(주)메디쎄이,200580,2018/12,,464136,0,464136,3942295,3942295,2314,2314,0,0,3087,3087,0,3087,3087,3087,3087,3087,2763,3087,15268,15268139,17325,17324923,17325,15268139,17324923,1815,1758,1758,1814794,1757505,1814794,1757505,19572,19572,19572,19571622,19571622,19571622,19571622
(주)메디쎄이,200580,2018/12,,3478159,0,3478159,3942295,3942295,2314,2314,0,0,3087,3087,0,3087,3087,3087,3087,3087,2763,3087,15268,15268139,17325,17324923,17325,15268139,17324923,1815,1758,1758,1814794,1757505,1814794,1757505,19572,19572,19572,19571622,19571622,19571622,19571622
(주)메디쎄이,200580,2018/12,,3942295,0,3942295,3942295,3942295,2314,2314,0,0,3087,3087,0,3087,3087,3087,3087,3087,2763,3087,15268,15268139,17325,17324923,17325,15268139,17324923,1815,1758,1758,1814794,1757505,1814794,1757505,19572,19572,19572,19571622,19571622,19571622,19571622
(주)메디쎄이,200580,2019/12,,464136,129730,334406,3812565,3812565,1448,1448,0,0,1599,1599,0,1599,1599,1599,1599,1599,1585,1599,16854,16854438,18924,18923658,18924,16854438,18923658,4307,4834,4834,4306821,4833549,4306821,4833549,19968,19967,19967,19968063,19967106,19968063,19967106
(주)메디쎄이,200580,2019/12,,3942295,129730,3812565,3812565,3812565,1448,1448,0,0,1599,1599,0,1599,1599,1599,1599,1599,1585,1599,16854,16854438,18924,18923658,18924,16854438,18923658,4307,4834,4834,4306821,4833549,4306821,4833549,19968,19967,19967,19968063,19967106,19968063,19967106
(주)메디쎄이,200580,2019/12,,3478159,0,3478159,3812565,3812565,1448,1448,0,0,1599,1599,0,1599,1599,1599,1599,1599,1585,1599,16854,16854438,18924,18923658,18924,16854438,18923658,4307,4834,4834,4306821,4833549,4306821,4833549,19968,19967,19967,19968063,19967106,19968063,19967106
(주)메디쎄이,200580,2020/12,,3478159,0,3478159,3780133,3780133,-95,-95,0,0,-2059,-2059,0,-2059,-2059,-2059,-2059,-2059,-2122,-2059,17095,17095294,16865,16865102,16865,17095294,16865102,5529,4840,4840,5529360,4840207,5529360,4840207,18759,18755,18755,18758825,18755027,18758825,18755027
(주)메디쎄이,200580,2020/12,,464136,162162,301974,3780133,3780133,-95,-95,0,0,-2059,-2059,0,-2059,-2059,-2059,-2059,-2059,-2122,-2059,17095,17095294,16865,16865102,16865,17095294,16865102,5529,4840,4840,5529360,4840207,5529360,4840207,18759,18755,18755,18758825,18755027,18758825,18755027
(주)메디쎄이,200580,2020/12,,3942295,162162,3780133,3780133,3780133,-95,-95,0,0,-2059,-2059,0,-2059,-2059,-2059,-2059,-2059,-2122,-2059,17095,17095294,16865,16865102,16865,17095294,16865102,5529,4840,4840,5529360,4840207,5529360,4840207,18759,18755,18755,18758825,18755027,18758825,18755027
(주)메디쎄이,200580,2021/12,,216216,162162,54054,3780133,3780133,5112,5112,0,0,4515,4515,0,4515,4515,4515,4515,4515,4423,4515,25220,25219986,24262,24262263,24262,25219986,24262263,5461,5478,5478,5460627,5478471,5460627,5478471,20805,20800,20800,20804924,20800392,20804924,20800392
(주)메디쎄이,200580,2021/12,,3726079,0,3726079,3780133,3780133,5112,5112,0,0,4515,4515,0,4515,4515,4515,4515,4515,4423,4515,25220,25219986,24262,24262263,24262,25219986,24262263,5461,5478,5478,5460627,5478471,5460627,5478471,20805,20800,20800,20804924,20800392,20804924,20800392
(주)메디쎄이,200580,2021/12,,3942295,162162,3780133,3780133,3780133,5112,5112,0,0,4515,4515,0,4515,4515,4515,4515,4515,4423,4515,25220,25219986,24262,24262263,24262,25219986,24262263,5461,5478,5478,5460627,5478471,5460627,5478471,20805,20800,20800,20804924,20800392,20804924,20800392
(주)메디쎄이,200580,2022/12,,216216,162162,54054,3780133,3780133,4575,4575,0,0,4034,4034,0,4034,4034,4034,4034,4034,3392,4034,29454,29454344,28297,28296640,28297,29454344,28296640,1953,1197,1197,1952830,1197211,1952830,1197211,24614,24465,24465,24614315,24464555,24614315,24464555
(주)메디쎄이,200580,2022/12,,3726079,0,3726079,3780133,3780133,4575,4575,0,0,4034,4034,0,4034,4034,4034,4034,4034,3392,4034,29454,29454344,28297,28296640,28297,29454344,28296640,1953,1197,1197,1952830,1197211,1952830,1197211,24614,24465,24465,24614315,24464555,24614315,24464555
(주)메디쎄이,200580,2022/12,,3942295,162162,3780133,3780133,3780133,4575,4575,0,0,4034,4034,0,4034,4034,4034,4034,4034,3392,4034,29454,29454344,28297,28296640,28297,29454344,28296640,1953,1197,1197,1952830,1197211,1952830,1197211,24614,24465,24465,24614315,24464555,24614315,24464555
(주)메디안디노스틱,233250,2017/12,,2167534,421000,1746534,1746534,1746534,1496,1496,1496,0,1492,1492,1492,1492,1492,1492,0,1492,1492,1492,14069,14068745,14073,14072547,14073,14068745,14072547,865,980,980,864671,979777,864671,979777,9531,9501,9501,9530812,9500815,9530812,9500815
(주)메디안디노스틱,233250,2017/12,,2167534,421000,1746534,1746534,1746534,1496,1496,1496,0,1492,1492,1492,1492,1492,1492,0,1492,1492,1492,14069,14068745,14073,14072547,14073,14068745,14072547,865,980,980,864671,979777,864671,979777,9531,9501,9501,9530812,9500815,9530812,9500815
(주)메디안디노스틱,233250,2018/12,,2167534,421000,1746534,1746534,1746534,788,788,788,0,809,809,809,809,809,809,809,809,809,809,14862,14862206,14898,14897940,14898,14862206,14897940,672,815,815,672269,815472,672269,815472,10320,10320,10320,10320203,10320203,10320203,10320203
(주)메디안디노스틱,233250,2018/12,,2167534,421000,1746534,1746534,1746534,788,788,788,0,809,809,809,809,809,809,809,809,809,809,14862,14862206,14898,14897940,14898,14862206,14897940,672,815,815,672269,815472,672269,815472,10320,10320,10320,10320203,10320203,10320203,10320203
(주)메디안디노스틱,233250,2019/12,,2167534,421000,1746534,1746534,1746534,601,601,601,0,602,602,602,602,602,602,602,602,602,602,15479,15478936,15509,15508815,15509,15478936,15508815,1152,1052,1052,1152470,1052281,1152470,1052281,10463,10463,10463,10462705,10462705,10462705,10462705
(주)메디안디노스틱,233250,2019/12,,2167534,421000,1746534,1746534,1746534,601,601,601,0,602,602,602,602,602,602,602,602,602,602,15479,15478936,15509,15508815,15509,15478936,15508815,1152,1052,1052,1152470,1052281,1152470,1052281,10463,10463,10463,10462705,10462705,10462705,10462705
(주)메디안디노스틱,233250,2020/12,,2167534,421000,1746534,1746534,1746534,2169,2169,2169,0,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195,17658,17657637,17725,17724753,17725,17657637,17724753,1403,1359,1359,1403230,1358676,1403230,1358676,13805,13805,13805,13804528,13804528,13804528,13804528
(주)메디안디노스틱,233250,2020/12,,2167534,421000,1746534,1746534,1746534,2169,2169,2169,0,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195,17658,17657637,17725,17724753,17725,17657637,17724753,1403,1359,1359,1403230,1358676,1403230,1358676,13805,13805,13805,13804528,13804528,13804528,13804528
(주)메디안디노스틱,233250,2021/12,,2167534,421000,1746534,1746534,1746534,2387,2387,2387,0,2328,2328,2328,2328,2328,2328,2328,2328,2328,2328,20065,20065022,20053,20052872,20053,20065022,20052872,3370,3443,3443,3369655,3443018,3369655,3443018,14256,14256,14256,14256035,14256035,14256035,14256035
(주)메디안디노스틱,233250,2021/12,,2167534,421000,1746534,1746534,1746534,2387,2387,2387,0,2328,2328,2328,2328,2328,2328,2328,2328,2328,2328,20065,20065022,20053,20052872,20053,20065022,20052872,3370,3443,3443,3369655,3443018,3369655,3443018,14256,14256,14256,14256035,14256035,14256035,14256035
(주)메디안디노스틱,233250,2022/12,,2167534,421000,1746534,1746534,1746534,325,325,325,0,323,323,323,323,323,323,323,323,323,323,20486,20485933,20451,20450710,20451,20485933,20450710,-1482,-1775,-1775,-1481547,-1774777,-1481547,-1774777,24833,24833,24833,24832627,24832627,24832627,24832627
(주)메디안디노스틱,233250,2022/12,,2167534,421000,1746534,1746534,1746534,325,325,325,0,323,323,323,323,323,323,323,323,323,323,20486,20485933,20451,20450710,20451,20485933,20450710,-1482,-1775,-1775,-1481547,-1774777,-1481547,-1774777,24833,24833,24833,24832627,24832627,24832627,24832627
(주)메디젠휴먼케어,236340,2016/12,,83332,0,83332,2388224,2388224,,,,,,,,,-1558,-1558,-1567,-1558,-1558,-1558,,,,,-50,,-50021,,,-1173,,,,-1172903,,,1622,,,,1621832
(주)메디젠휴먼케어,236340,2016/12,,2388224,0,2388224,2388224,2388224,,,,,,,,,-1558,-1558,-1567,-1558,-1558,-1558,,,,,-50,,-50021,,,-1173,,,,-1172903,,,1622,,,,1621832
(주)메디젠휴먼케어,236340,2016/12,,2304892,0,2304892,2388224,2388224,,,,,,,,,-1558,-1558,-1567,-1558,-1558,-1558,,,,,-50,,-50021,,,-1173,,,,-1172903,,,1622,,,,1621832
(주)메디젠휴먼케어,236340,2017/12,,316665,0,316665,2621557,2621557,,,,,,,,,-1339,-1339,0,-1339,-1339,-1339,,,,,2129,,2129365,,,-1378,,,,-1377548,,,3010,,,,3009878
(주)메디젠휴먼케어,236340,2017/12,,2621557,0,2621557,2621557,2621557,,,,,,,,,-1339,-1339,0,-1339,-1339,-1339,,,,,2129,,2129365,,,-1378,,,,-1377548,,,3010,,,,3009878
(주)메디젠휴먼케어,236340,2017/12,,2304892,0,2304892,2621557,2621557,,,,,,,,,-1339,-1339,0,-1339,-1339,-1339,,,,,2129,,2129365,,,-1378,,,,-1377548,,,3010,,,,3009878
(주)메디젠휴먼케어,236340,2018/12,,2739203,0,2739203,2739203,2739203,-2315,-2315,-2315,0,-2312,-2312,-2312,-2312,-2312,-2312,-2312,-2312,-2312,-2312,-4787,-4787243,-4785,-4784703,-4785,-4787243,-4784703,-1534,-1532,-1532,-1534251,-1532065,-1534251,-1532065,3041,3041,3041,3040618,3040618,3040618,3040618
(주)메디젠휴먼케어,236340,2018/12,,2304892,0,2304892,2739203,2739203,-2315,-2315,-2315,0,-2312,-2312,-2312,-2312,-2312,-2312,-2312,-2312,-2312,-2312,-4787,-4787243,-4785,-4784703,-4785,-4787243,-4784703,-1534,-1532,-1532,-1534251,-1532065,-1534251,-1532065,3041,3041,3041,3040618,3040618,3040618,3040618
(주)메디젠휴먼케어,236340,2018/12,,434311,0,434311,2739203,2739203,-2315,-2315,-2315,0,-2312,-2312,-2312,-2312,-2312,-2312,-2312,-2312,-2312,-2312,-4787,-4787243,-4785,-4784703,-4785,-4787243,-4784703,-1534,-1532,-1532,-1534251,-1532065,-1534251,-1532065,3041,3041,3041,3040618,3040618,3040618,3040618
(주)메디젠휴먼케어,236340,2019/12,,2304892,0,2304892,2799806,2799806,-3537,-3537,-3537,0,-3533,-3533,-3533,-3533,-3533,-3533,-3533,-3533,-3533,-3533,-8442,-8441563,-8435,-8434936,-8435,-8441563,-8434936,-2003,-2002,-2002,-2003476,-2001598,-2003476,-2001598,2734,2734,2734,2734273,2734273,2734273,2734273
(주)메디젠휴먼케어,236340,2019/12,,494914,0,494914,2799806,2799806,-3537,-3537,-3537,0,-3533,-3533,-3533,-3533,-3533,-3533,-3533,-3533,-3533,-3533,-8442,-8441563,-8435,-8434936,-8435,-8441563,-8434936,-2003,-2002,-2002,-2003476,-2001598,-2003476,-2001598,2734,2734,2734,2734273,2734273,2734273,2734273
(주)메디젠휴먼케어,236340,2019/12,,2799806,0,2799806,2799806,2799806,-3537,-3537,-3537,0,-3533,-3533,-3533,-3533,-3533,-3533,-3533,-3533,-3533,-3533,-8442,-8441563,-8435,-8434936,-8435,-8441563,-8434936,-2003,-2002,-2002,-2003476,-2001598,-2003476,-2001598,2734,2734,2734,2734273,2734273,2734273,2734273
(주)메디젠휴먼케어,236340,2020/12,,2932096,0,2932096,2932096,2932096,-5118,-5118,-5125,0,-5120,-5120,-5120,-5120,-5120,-5120,-5120,-5120,-5120,-5120,-11959,-11958899,-11955,-11955495,-11955,-11958899,-11955495,-2990,-2986,-2986,-2990094,-2986267,-2990094,-2986267,2508,2508,2508,2507840,2507840,2507840,2507840
(주)메디젠휴먼케어,236340,2020/12,,526715,0,526715,2932096,2932096,-5118,-5118,-5125,0,-5120,-5120,-5120,-5120,-5120,-5120,-5120,-5120,-5120,-5120,-11959,-11958899,-11955,-11955495,-11955,-11958899,-11955495,-2990,-2986,-2986,-2990094,-2986267,-2990094,-2986267,2508,2508,2508,2507840,2507840,2507840,2507840
(주)메디젠휴먼케어,236340,2020/12,,2405381,0,2405381,2932096,2932096,-5118,-5118,-5125,0,-5120,-5120,-5120,-5120,-5120,-5120,-5120,-5120,-5120,-5120,-11959,-11958899,-11955,-11955495,-11955,-11958899,-11955495,-2990,-2986,-2986,-2990094,-2986267,-2990094,-2986267,2508,2508,2508,2507840,2507840,2507840,2507840
(주)메디젠휴먼케어,236340,2021/12,,556477,0,556477,3110666,3110666,,,,,-2632,-2632,-2632,-2632,-2632,-2632,-15,-2632,-2632,-2632,,,-12481,-12481304,-12481,,-12481304,,-1637,-1637,,-1636565,,-1636565,,3553,3553,,3552786,,3552786
