,회사명,거래소코드,회계년도,[U01410000]영업활동으로 인한 현금흐름(*)(천원),[U01440000]투자활동으로 인한 현금흐름(*)(천원),[U01450000]재무활동으로 인한 현금흐름(*)(천원),[U01410000]영업활동으로 인한 현금흐름(*)(연결)(천원),[U01440000]투자활동으로 인한 현금흐름(*)(연결)(천원),[U01450000]재무활동으로 인한 현금흐름(*)(연결)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),[U01D200000000]투자활동으로 인한 현금흐름(*)(IFRS)(천원),[U01D300000000]재무활동으로 인한 현금흐름(*)(IFRS)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(비교)(IFRS)(천원),[U01D200000000]투자활동으로 인한 현금흐름(*)(비교)(IFRS)(천원),[U01D300000000]재무활동으로 인한 현금흐름(*)(비교)(IFRS)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),[U01D200000000]투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),[U01D300000000]재무활동으로 인한 현금흐름(*)(IFRS연결)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(비교)(IFRS연결)(천원),[U01D200000000]투자활동으로 인한 현금흐름(*)(비교)(IFRS연결)(천원),[U01D300000000]재무활동으로 인한 현금흐름(*)(비교)(IFRS연결)(천원)
3240,(주)솔트룩스,304100,2016/12,570484.0,-913751.0,-55520.0,,,,,,,,,,,,,,,
3241,(주)솔트룩스,304100,2017/12,1705307.0,-1274387.0,7616640.0,,,,,,,1119768.0,-858154.0,7587228.0,,,,1108608.0,-758128.0,7683770.0
3242,(주)솔트룩스,304100,2018/12,-2409884.0,-21596371.0,24409320.0,-2535612.0,-21000453.0,24374621.0,-2409884.0,-21596371.0,24409320.0,-2409884.0,-21596371.0,24409320.0,-2535612.0,-21000453.0,24374621.0,-2535612.0,-21000453.0,24374621.0
3243,(주)솔트룩스,304100,2019/12,1453851.0,-7161582.0,-768578.0,1636651.0,-6981634.0,-852578.0,1453851.0,-7161582.0,-768578.0,1453851.0,-7161582.0,-768578.0,1636651.0,-6981634.0,-852578.0,1636651.0,-6981634.0,-852578.0
3244,(주)솔트룩스,304100,2020/12,3370307.0,-15323920.0,18057467.0,3616799.0,-15145119.0,17957509.0,3370307.0,-15323920.0,18057467.0,3370307.0,-15323920.0,18057467.0,3616799.0,-15145119.0,17957509.0,3616799.0,-15145119.0,17957509.0
3245,(주)솔트룩스,304100,2021/12,-1417355.0,-22061774.0,19558372.0,-2042283.0,-21299445.0,20628206.0,-1417355.0,-22061774.0,19558372.0,-1417355.0,-22061774.0,19558372.0,-2042283.0,-21299445.0,20628206.0,-2042283.0,-21299445.0,20628206.0
3246,(주)솔트룩스,304100,2022/12,-3446179.0,114385.0,-523255.0,-2027043.0,2918627.0,-825495.0,-3446179.0,114385.0,-523255.0,,,,-2027043.0,2918627.0,-825495.0,,,
3247,(주)수산아이앤티,50960,2012/12,6422893.0,-5235789.0,-622015.0,,,,6422893.0,-5235789.0,-622015.0,6422893.0,-5235789.0,-622015.0,,,,,,
3248,(주)수산아이앤티,50960,2013/12,6929103.0,-6040066.0,-619912.0,,,,6929103.0,-6040066.0,-619912.0,6929103.0,-6040066.0,-619912.0,,,,,,
3249,(주)수산아이앤티,50960,2014/12,5533347.0,-5215054.0,-618716.0,,,,5533347.0,-5215054.0,-618716.0,5533347.0,-5215054.0,-618716.0,,,,,,
3250,(주)수산아이앤티,50960,2015/12,5241556.0,-5195281.0,-620091.0,,,,5241556.0,-5195281.0,-620091.0,5241556.0,-5195281.0,-620091.0,,,,,,
3251,(주)수산아이앤티,50960,2016/12,6456573.0,-26600995.0,19212554.0,,,,6456573.0,-26600995.0,19212554.0,6803073.0,-26600995.0,18866054.0,,,,,,
3252,(주)수산아이앤티,50960,2017/12,4391640.0,-4273061.0,-838014.0,,,,4391640.0,-4273061.0,-838014.0,4391640.0,-4273061.0,-838014.0,,,,,,
3253,(주)수산아이앤티,50960,2018/12,5175430.0,-4923725.0,-856443.0,,,,5175430.0,-4923725.0,-856443.0,5175430.0,-4923725.0,-856443.0,,,,,,
3254,(주)수산아이앤티,50960,2019/12,5431947.0,-3996974.0,-533989.0,,,,5431947.0,-3996974.0,-533989.0,5431947.0,-3996974.0,-533989.0,,,,5431947.0,-3996974.0,-533989.0
3255,(주)수산아이앤티,50960,2020/12,4730838.0,-2800952.0,-553118.0,3570396.0,-3009471.0,1502453.0,4730838.0,-2800952.0,-553118.0,4730838.0,-2800952.0,-553118.0,3570396.0,-3009471.0,1502453.0,3570396.0,-3009471.0,1502453.0
3256,(주)수산아이앤티,50960,2021/12,3532340.0,-417456.0,-884822.0,467185.0,721890.0,2246976.0,3532340.0,-417456.0,-884822.0,3532340.0,-417456.0,-884822.0,467185.0,721890.0,2246976.0,467185.0,721890.0,2246976.0
3257,(주)수산아이앤티,50960,2022/12,5852700.0,-7386662.0,-882652.0,4183275.0,-7547208.0,-485867.0,5852700.0,-7386662.0,-882652.0,,,,4183275.0,-7547208.0,-485867.0,,,
3258,(주)수성샐바시온,84180,2012/12,3127318.0,399026.0,-3596643.0,,,,3127318.0,399026.0,-3596643.0,3127318.0,399026.0,-3596643.0,,,,,,
3259,(주)수성샐바시온,84180,2013/12,5523484.0,-149793.0,-3722040.0,,,,5523484.0,-149793.0,-3722040.0,5523484.0,-149793.0,-3722040.0,,,,,,
3260,(주)수성샐바시온,84180,2014/12,-1493585.0,-107485.0,799037.0,,,,-1493585.0,-107485.0,799037.0,-1493585.0,-107485.0,799037.0,,,,,,
3261,(주)수성샐바시온,84180,2015/12,5474202.0,3013059.0,-6211410.0,,,,5474202.0,3013059.0,-6211410.0,5474202.0,3013059.0,-6211410.0,,,,,,
3262,(주)수성샐바시온,84180,2016/12,4939387.0,810641.0,-5040774.0,,,,4939387.0,810641.0,-5040774.0,4939387.0,810641.0,-5040774.0,,,,4939387.0,810641.0,-5040774.0
3263,(주)수성샐바시온,84180,2017/12,-7929677.0,-25372453.0,30752523.0,-7954950.0,-25111453.0,30752523.0,-7929677.0,-25372453.0,30752523.0,-7929677.0,-25372453.0,30752523.0,-7954950.0,-25111453.0,30752523.0,-7954950.0,-25111453.0,30752523.0
3264,(주)수성샐바시온,84180,2018/12,-2181446.0,3528308.0,-2693635.0,-8079079.0,7060220.0,379656.0,-2181446.0,3528308.0,-2693635.0,-2181446.0,3528308.0,-2693635.0,-8079079.0,7060220.0,379656.0,-8079079.0,7060220.0,379656.0
3265,(주)수성샐바시온,84180,2019/12,-2673105.0,292433.0,2734701.0,-4163750.0,-1197582.0,5466601.0,-2673105.0,292433.0,2734701.0,-2673105.0,292433.0,2734701.0,-4163750.0,-1197582.0,5466601.0,-4163750.0,-1197582.0,5466601.0
3266,(주)수성샐바시온,84180,2020/12,2057759.0,-3218259.0,4944345.0,-646353.0,-2770053.0,7324356.0,2057759.0,-3218259.0,4944345.0,2057759.0,-3218259.0,4944345.0,-646353.0,-2770053.0,7324356.0,-646353.0,-2770053.0,7324356.0
3267,(주)수성샐바시온,84180,2021/12,-3580231.0,-26981569.0,28132200.0,-4795946.0,-21500726.0,26689188.0,-3580231.0,-26981569.0,28132200.0,-3580231.0,-26981569.0,28132200.0,-4795946.0,-21500726.0,26689188.0,-4791170.0,-21505502.0,26689188.0
3268,(주)수성샐바시온,84180,2022/12,-5815179.0,3275356.0,14031312.0,-7790963.0,6919498.0,12695858.0,-5815179.0,3275356.0,14031312.0,,,,-7790963.0,6919498.0,12695858.0,,,
3269,(주)수젠텍,253840,2014/12,-993227.0,-501432.0,6630997.0,,,,,,,,,,,,,,,
3270,(주)수젠텍,253840,2015/12,-1197284.0,-4213228.0,29059.0,,,,,,,,,,,,,,,
3271,(주)수젠텍,253840,2016/12,-1335399.0,-2908028.0,4225311.0,,,,,,,,,,,,,,,
3272,(주)수젠텍,253840,2017/12,-2147040.0,-12409661.0,16253058.0,,,,,,,-909594.0,-11894665.0,14519970.0,,,,,,
3273,(주)수젠텍,253840,2018/12,-3134053.0,-7017127.0,9321638.0,,,,-3134053.0,-7017127.0,9321638.0,-3134053.0,-7017127.0,9321638.0,,,,-3134053.0,-7017127.0,9321638.0
3274,(주)수젠텍,253840,2019/12,-3907823.0,-21387673.0,26720056.0,-4011329.0,-21236926.0,26748566.0,-3907823.0,-21387673.0,26720056.0,-3907823.0,-21387673.0,26720056.0,-4011329.0,-21236926.0,26748566.0,-4011329.0,-21236926.0,26748566.0
3275,(주)수젠텍,253840,2020/12,14804899.0,-1202729.0,683289.0,14332738.0,-401049.0,683289.0,14804899.0,-1202729.0,683289.0,15043684.0,-1441514.0,683289.0,14332738.0,-401049.0,683289.0,14571522.0,-639834.0,683289.0
3276,(주)수젠텍,253840,2021/12,38947622.0,-25827131.0,35960533.0,38955129.0,-25829854.0,35940133.0,38947622.0,-25827131.0,35960533.0,38947622.0,-25827131.0,35960533.0,38955129.0,-25829854.0,35940133.0,38955129.0,-25829854.0,35940133.0
3277,(주)수젠텍,253840,2022/12,30923297.0,-42467664.0,-2155369.0,30427995.0,-41937014.0,-2197450.0,30923297.0,-42467664.0,-2155369.0,,,,30427995.0,-41937014.0,-2197450.0,,,
3278,(주)슈프리마,236200,2015/12,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
3279,(주)슈프리마,236200,2016/12,13334833.0,4669548.0,0.0,13305428.0,4820724.0,0.0,13334833.0,4669548.0,0.0,13334833.0,4669548.0,0.0,13305428.0,4820724.0,0.0,13305428.0,4820724.0,0.0
3280,(주)슈프리마,236200,2017/12,12985545.0,-11631414.0,0.0,12969286.0,-11576689.0,10052.0,12985545.0,-11631414.0,0.0,11138416.0,-9784284.0,0.0,12969286.0,-11576689.0,10052.0,11122157.0,-9729560.0,10052.0
3281,(주)슈프리마,236200,2018/12,14856648.0,-34132867.0,0.0,14922517.0,-34089059.0,604.0,14856648.0,-34132867.0,0.0,14856648.0,-34132867.0,0.0,14922517.0,-34089059.0,604.0,14922517.0,-34089059.0,604.0
3282,(주)슈프리마,236200,2019/12,26913925.0,-25749239.0,1607317.0,26785432.0,-25161943.0,1596662.0,26913925.0,-25749239.0,1607317.0,26913925.0,-25749239.0,1607317.0,26785432.0,-25161943.0,1596662.0,26785432.0,-25161943.0,1596662.0
3283,(주)슈프리마,236200,2020/12,14809482.0,2116063.0,-172924.0,14997049.0,3496175.0,-226098.0,14809482.0,2116063.0,-172924.0,14809482.0,2116063.0,-172924.0,14997049.0,3496175.0,-226098.0,14997049.0,3496175.0,-226098.0
3284,(주)슈프리마,236200,2021/12,16975518.0,-13244623.0,-2800842.0,17714322.0,-13086923.0,-2800842.0,16975518.0,-13244623.0,-2800842.0,16975518.0,-13244623.0,-2800842.0,17714322.0,-13086923.0,-2800842.0,17714322.0,-13086923.0,-2800842.0
3285,(주)슈프리마,236200,2022/12,19141857.0,-18560984.0,-2476134.0,18866077.0,-15083436.0,-2502609.0,19141857.0,-18560984.0,-2476134.0,,,,18866077.0,-15083436.0,-2502609.0,,,
3286,(주)슈프리마에이치큐,94840,2012/12,20448393.0,-19513314.0,-707457.0,21753599.0,-24343891.0,313644.0,20448393.0,-19513314.0,-707457.0,20448393.0,-19513314.0,-707457.0,21753599.0,-24343891.0,313644.0,21753599.0,-24343891.0,313644.0
3287,(주)슈프리마에이치큐,94840,2013/12,12307445.0,-9068154.0,-144720.0,11944117.0,-5995123.0,-834080.0,12307445.0,-9068154.0,-144720.0,12307445.0,-9068154.0,-144720.0,11944117.0,-5995123.0,-834080.0,11944117.0,-5995123.0,-834080.0
3288,(주)슈프리마에이치큐,94840,2014/12,25934185.0,-12634746.0,-244640.0,26324189.0,-13186466.0,-383960.0,25934185.0,-12634746.0,-244640.0,25934185.0,-12634746.0,-244640.0,26324189.0,-13186466.0,-383960.0,26324189.0,-13186466.0,-383960.0
3289,(주)슈프리마에이치큐,94840,2015/12,19473227.0,-11682902.0,-21162052.0,19672600.0,-12009374.0,-21301372.0,19473227.0,-11682902.0,-21162052.0,19473227.0,-11682902.0,-21162052.0,19672600.0,-12009374.0,-21301372.0,19672600.0,-12009374.0,-21301372.0
3290,(주)슈프리마에이치큐,94840,2016/12,4567696.0,-3142084.0,-838676.0,5192994.0,-2364637.0,-838676.0,4567696.0,-3142084.0,-838676.0,4567696.0,-3142084.0,-838676.0,5192994.0,-2364637.0,-838676.0,5192994.0,-2364637.0,-838676.0
3291,(주)슈프리마에이치큐,94840,2017/12,3039270.0,-7215624.0,0.0,4467366.0,-8753647.0,0.0,3039270.0,-7215624.0,0.0,3039270.0,-7215624.0,0.0,4467366.0,-8753647.0,0.0,4467366.0,-8753647.0,0.0
3292,(주)슈프리마에이치큐,94840,2018/12,4768205.0,-9582600.0,372396.0,9566711.0,-15280541.0,5220496.0,4768205.0,-9582600.0,372396.0,4768205.0,-9582600.0,372396.0,9566711.0,-15280541.0,5220496.0,9566711.0,-15280541.0,5220496.0
3293,(주)슈프리마에이치큐,94840,2019/12,2630066.0,-1077264.0,-2139728.0,4216571.0,-26499320.0,21083222.0,2630066.0,-1077264.0,-2139728.0,2630066.0,-1077264.0,-2139728.0,4216571.0,-26499320.0,21083222.0,4216571.0,-26499320.0,21083222.0
3294,(주)슈프리마에이치큐,94840,2020/12,3932472.0,1281677.0,-433065.0,7282435.0,-1665519.0,288759.0,3932472.0,1281677.0,-433065.0,3932472.0,1281677.0,-433065.0,7282435.0,-1665519.0,288759.0,7282435.0,-1665519.0,288759.0
3295,(주)슈프리마에이치큐,94840,2021/12,4276727.0,-5636716.0,-27600.0,6152132.0,-5282403.0,-83185.0,4276727.0,-5636716.0,-27600.0,4276727.0,-5636716.0,-27600.0,6152132.0,-5282403.0,-83185.0,6152132.0,-5282403.0,-83185.0
3296,(주)슈프리마에이치큐,94840,2022/12,3836633.0,-3345985.0,-27600.0,6664725.0,-3954391.0,-195851.0,3836633.0,-3345985.0,-27600.0,,,,6664725.0,-3954391.0,-195851.0,,,
3297,(주)스마트솔루션즈,136510,2012/12,364202.0,-1936553.0,-437491.0,,,,364202.0,-1936553.0,-437491.0,364202.0,-1936553.0,-437491.0,,,,,,
3298,(주)스마트솔루션즈,136510,2013/12,763865.0,-3776210.0,522606.0,,,,763865.0,-3776210.0,522606.0,763865.0,-3776210.0,522606.0,,,,763865.0,-3776210.0,522606.0
3299,(주)스마트솔루션즈,136510,2014/12,1736953.0,822632.0,-1510596.0,1724887.0,1332632.0,-1510596.0,1736953.0,822632.0,-1510596.0,1736953.0,822632.0,-1510596.0,1724887.0,1332632.0,-1510596.0,1724887.0,1332632.0,-1510596.0
3300,(주)스마트솔루션즈,136510,2015/12,3071360.0,3698647.0,-1653155.0,2992457.0,3698647.0,-1653155.0,3071360.0,3698647.0,-1653155.0,3071360.0,3698647.0,-1653155.0,2992457.0,3698647.0,-1653155.0,2992457.0,3698647.0,-1653155.0
3301,(주)스마트솔루션즈,136510,2016/12,-1223361.0,-6235490.0,4511006.0,-1629653.0,-5775149.0,4269721.0,-1223361.0,-6235490.0,4511006.0,-1223361.0,-6235490.0,4511006.0,-1629653.0,-5775149.0,4269721.0,-1629653.0,-5775149.0,4269721.0
3302,(주)스마트솔루션즈,136510,2017/12,2080238.0,-4786880.0,8554993.0,1889465.0,-4786880.0,8554993.0,2080238.0,-4786880.0,8554993.0,2080238.0,-4786880.0,8554993.0,1889465.0,-4786880.0,8554993.0,1889465.0,-4786880.0,8554993.0
3303,(주)스마트솔루션즈,136510,2018/12,-1790569.0,853268.0,1717384.0,-1984264.0,1495868.0,1717384.0,-1790569.0,853268.0,1717384.0,-1790569.0,853268.0,1717384.0,-1984264.0,1495868.0,1717384.0,-1984264.0,1495868.0,1717384.0
3304,(주)스마트솔루션즈,136510,2019/12,-8352375.0,-805399.0,5018146.0,-8609393.0,-805399.0,5018146.0,-8352375.0,-805399.0,5018146.0,-8352375.0,-805399.0,5018146.0,-8609393.0,-805399.0,5018146.0,-8609393.0,-805399.0,5018146.0
3305,(주)스마트솔루션즈,136510,2020/12,-4066700.0,-405377.0,1830697.0,-4315352.0,-49934.0,1830697.0,-4066700.0,-405377.0,1830697.0,-4066700.0,-405377.0,1830697.0,-4315352.0,-49934.0,1830697.0,-4315352.0,-49934.0,1830697.0
3306,(주)스마트솔루션즈,136510,2021/12,-7153833.0,-61783691.0,97927014.0,-7477245.0,-61784397.0,97924688.0,-7153833.0,-61783691.0,97927014.0,-7153833.0,-61783691.0,97927014.0,-7477245.0,-61784397.0,97924688.0,-7477245.0,-61784397.0,97924688.0
3307,(주)스마트솔루션즈,136510,2022/12,-1254335.0,-24752169.0,-5756135.0,-1032718.0,-23830220.0,-5983863.0,-1254335.0,-24752169.0,-5756135.0,,,,-1032718.0,-23830220.0,-5983863.0,,,
3308,(주)스카이문스테크놀로지,33790,2012/12,-425040.0,-4031531.0,0.0,,,,-425040.0,-4031531.0,0.0,-425040.0,-4031531.0,0.0,,,,,,
3309,(주)스카이문스테크놀로지,33790,2013/12,9064.0,5032096.0,0.0,,,,9064.0,5032096.0,0.0,9064.0,5032096.0,0.0,,,,,,
3310,(주)스카이문스테크놀로지,33790,2014/12,155618.0,-7275074.0,3000000.0,,,,155618.0,-7275074.0,3000000.0,155618.0,-7275074.0,3000000.0,,,,,,
3311,(주)스카이문스테크놀로지,33790,2015/12,4624338.0,-6246618.0,235445.0,,,,4624338.0,-6246618.0,235445.0,4859783.0,-6246618.0,0.0,,,,,,
3312,(주)스카이문스테크놀로지,33790,2016/12,-1129632.0,78422.0,0.0,,,,-1129632.0,78422.0,0.0,-1129632.0,78422.0,0.0,,,,-1129632.0,78422.0,0.0
3313,(주)스카이문스테크놀로지,33790,2017/12,-4593538.0,-10282237.0,39576613.0,-5164748.0,-9357404.0,39776613.0,-4593538.0,-10282237.0,39576613.0,-4593538.0,-10282237.0,39576613.0,-5164748.0,-9357404.0,39776613.0,-5164748.0,-9357404.0,39776613.0
3314,(주)스카이문스테크놀로지,33790,2018/12,-1393092.0,-5172632.0,-2005716.0,-3517583.0,-3574990.0,-2005716.0,-1393092.0,-5172632.0,-2005716.0,-3517583.0,-3574990.0,-2005716.0,-3517583.0,-3574990.0,-2005716.0,,,
3315,(주)스카이문스테크놀로지,33790,2019/12,-7918681.0,17546903.0,-16808320.0,,,,-7918681.0,17546903.0,-16808320.0,-7918681.0,17546903.0,-16808320.0,,,,,,
3316,(주)스카이문스테크놀로지,33790,2020/12,-340007.0,-3137594.0,-1575388.0,,,,-340007.0,-3137594.0,-1575388.0,-340007.0,-3137594.0,-1575388.0,,,,-340007.0,-3137594.0,-1575388.0
3317,(주)스카이문스테크놀로지,33790,2021/12,-302357.0,5001462.0,-79494.0,-456677.0,5501462.0,-90294.0,-302357.0,5001462.0,-79494.0,-302357.0,5001462.0,-79494.0,-456677.0,5501462.0,-90294.0,-456677.0,5501462.0,-90294.0
3318,(주)스카이문스테크놀로지,33790,2022/12,1589813.0,-46050.0,-1355185.0,1356643.0,-46050.0,-1355185.0,1589813.0,-46050.0,-1355185.0,,,,1356643.0,-46050.0,-1355185.0,,,
3319,(주)스코넥엔터테인먼트,276040,2017/12,791907.0,-2119571.0,2481867.0,,,,,,,,,,,,,,,
3320,(주)스코넥엔터테인먼트,276040,2018/12,-6783634.0,-11460393.0,19011729.0,,,,,,,,,,,,,,,
3321,(주)스코넥엔터테인먼트,276040,2019/12,-4660272.0,4607168.0,0.0,,,,,,,-4240709.0,5637832.0,-1450227.0,,,,-4294696.0,5798416.0,-1497430.0
3322,(주)스코넥엔터테인먼트,276040,2020/12,-1112344.0,257173.0,-289847.0,-1216656.0,381898.0,-314260.0,-1112344.0,257173.0,-289847.0,-1112344.0,257173.0,-289847.0,-1216656.0,381898.0,-314260.0,-1216656.0,381898.0,-314260.0
3323,(주)스코넥엔터테인먼트,276040,2021/12,-1096708.0,-168634.0,1276255.0,-856346.0,-415982.0,1236117.0,-1096708.0,-168634.0,1276255.0,-1096708.0,-168634.0,1276255.0,-856346.0,-415982.0,1236117.0,-856346.0,-415982.0,1236117.0
3324,(주)스코넥엔터테인먼트,276040,2022/12,-4259758.0,-18684476.0,28790687.0,-4322801.0,-18598352.0,28771084.0,-4259758.0,-18684476.0,28790687.0,,,,-4322801.0,-18598352.0,28771084.0,,,
3325,(주)스킨앤스킨,159910,2012/12,7841517.0,-14729687.0,16953095.0,,,,7841517.0,-14729687.0,16953095.0,7841517.0,-14729687.0,16953095.0,,,,,,
3326,(주)스킨앤스킨,159910,2013/12,-365997.0,-10465832.0,-710040.0,,,,-365997.0,-10465832.0,-710040.0,-365997.0,-10465832.0,-710040.0,,,,,,
3327,(주)스킨앤스킨,159910,2014/12,-3165371.0,-3828288.0,7231250.0,,,,-3165371.0,-3828288.0,7231250.0,-3165371.0,-3828288.0,7231250.0,,,,-3165371.0,-3828288.0,7231250.0
3328,(주)스킨앤스킨,159910,2015/12,-9624506.0,-10588913.0,25147444.0,-8983319.0,-7521200.0,21902754.0,-9624506.0,-10588913.0,25147444.0,-9624506.0,-10588913.0,25147444.0,-8983319.0,-7521200.0,21902754.0,-8983319.0,-7521200.0,21902754.0
3329,(주)스킨앤스킨,159910,2016/12,662278.0,-3547981.0,4331842.0,644704.0,-3254567.0,5225815.0,662278.0,-3547981.0,4331842.0,662278.0,-3547981.0,4331842.0,644704.0,-3254567.0,5225815.0,644704.0,-3376392.0,5335815.0
3330,(주)스킨앤스킨,159910,2017/12,-3685949.0,-2259730.0,3783348.0,-4937201.0,-2209423.0,5958465.0,-3685949.0,-2259730.0,3783348.0,-3685949.0,-2259730.0,3783348.0,-4937201.0,-2209423.0,5958465.0,-4937201.0,-2209423.0,5958465.0
3331,(주)스킨앤스킨,159910,2018/12,-3856783.0,-2398744.0,18713615.0,-2390835.0,-2734355.0,16367252.0,-3856783.0,-2398744.0,18713615.0,-3856783.0,-2398744.0,18713615.0,-2390835.0,-2734355.0,16367252.0,-2390835.0,-2734355.0,16367252.0
3332,(주)스킨앤스킨,159910,2019/12,-5999896.0,4628150.0,2691153.0,-3634262.0,-5548283.0,2739125.0,-5999896.0,4628150.0,2691153.0,-5999896.0,4628150.0,2691153.0,-3634262.0,-5548283.0,2739125.0,-3634262.0,-5548283.0,2739125.0
3333,(주)스킨앤스킨,159910,2020/12,-16338330.0,7248130.0,-4919236.0,-16806024.0,7351716.0,-4512763.0,-16338330.0,7248130.0,-4919236.0,-16338330.0,7248130.0,-4919236.0,-16806024.0,7351716.0,-4512763.0,-16806024.0,7351716.0,-4512763.0
3334,(주)스킨앤스킨,159910,2021/12,-1196732.0,2281590.0,20635839.0,-1405236.0,1964289.0,21036312.0,-1196732.0,2281590.0,20635839.0,-1196732.0,2281590.0,20635839.0,-1405236.0,1964289.0,21036312.0,-1405236.0,1964289.0,21036312.0
3335,(주)스킨앤스킨,159910,2022/12,-5339904.0,-8478715.0,-460106.0,-5720230.0,-7092721.0,-417188.0,-5339904.0,-8478715.0,-460106.0,,,,-5720230.0,-7092721.0,-417188.0,,,
3336,(주)스타플렉스,115570,2012/12,12111510.0,-4125447.0,-4172638.0,9524795.0,-18478688.0,16620812.0,12111510.0,-4125447.0,-4172638.0,12111510.0,-4125447.0,-4172638.0,9524795.0,-18478688.0,16620812.0,9524795.0,-18478688.0,16620812.0
3337,(주)스타플렉스,115570,2013/12,7728807.0,-26343787.0,14270401.0,16745217.0,11073186.0,-37958654.0,7728807.0,-26343787.0,14270401.0,7728807.0,-26343787.0,14270401.0,16745217.0,11073186.0,-37958654.0,16745217.0,11073186.0,-37958654.0
3338,(주)스타플렉스,115570,2014/12,2321429.0,-1779481.0,-2151798.0,194786.0,-212381.0,-2151798.0,2321429.0,-1779481.0,-2151798.0,2321429.0,-1779481.0,-2151798.0,194786.0,-212381.0,-2151798.0,194786.0,-212381.0,-2151798.0
3339,(주)스타플렉스,115570,2015/12,10987176.0,-1284718.0,-9438607.0,14175500.0,297432.0,-9438607.0,10987176.0,-1284718.0,-9438607.0,10987176.0,-1284718.0,-9438607.0,14175500.0,297432.0,-9438607.0,14175500.0,297432.0,-9438607.0
3340,(주)스타플렉스,115570,2016/12,7927443.0,-2894683.0,-3704735.0,-2926987.0,3719794.0,-3704735.0,7927443.0,-2894683.0,-3704735.0,7927443.0,-2894683.0,-3704735.0,-2926987.0,3719794.0,-3704735.0,-2926987.0,3719794.0,-3704735.0
3341,(주)스타플렉스,115570,2017/12,-992004.0,-7235425.0,8658938.0,-4042405.0,-13358154.0,18358097.0,-992004.0,-7235425.0,8658938.0,-992004.0,-7235425.0,8658938.0,-4042405.0,-13358154.0,18358097.0,-4042405.0,-13358154.0,18358097.0
3342,(주)스타플렉스,115570,2018/12,2029307.0,2595911.0,-5452073.0,-478482.0,5537195.0,-6301636.0,2029307.0,2595911.0,-5452073.0,2029307.0,2595911.0,-5452073.0,-478482.0,5537195.0,-6301636.0,-478482.0,5537195.0,-6301636.0
3343,(주)스타플렉스,115570,2019/12,1514834.0,-5564466.0,4389075.0,-3182761.0,1785901.0,1482161.0,1514834.0,-5564466.0,4389075.0,1514834.0,-5564466.0,4389075.0,-3182761.0,1785901.0,1482161.0,-3182761.0,1785901.0,1482161.0
3344,(주)스타플렉스,115570,2020/12,-670155.0,627896.0,-1791575.0,-603960.0,298797.0,-1928055.0,-670155.0,627896.0,-1791575.0,-670155.0,627896.0,-1791575.0,-603960.0,298797.0,-1928055.0,-603960.0,298797.0,-1928055.0
3345,(주)스타플렉스,115570,2021/12,-3542656.0,24034876.0,-19553017.0,-5965853.0,30157567.0,-22459565.0,-3542656.0,24034876.0,-19553017.0,-3542656.0,24034876.0,-19553017.0,-5965853.0,30157567.0,-22459565.0,-5965853.0,30157567.0,-22459565.0
3346,(주)스타플렉스,115570,2022/12,14882165.0,-6326977.0,-4424948.0,15337759.0,-2632107.0,-7809447.0,14882165.0,-6326977.0,-4424948.0,,,,15337759.0,-2632107.0,-7809447.0,,,
3347,(주)스튜디오미르,408900,2015/12,1710150.0,-5018044.0,2231312.0,,,,,,,,,,,,,,,
3348,(주)스튜디오미르,408900,2016/12,3649346.0,-145850.0,-804601.0,,,,,,,,,,,,,,,
3349,(주)스튜디오미르,408900,2017/12,701349.0,-571097.0,-756749.0,,,,,,,,,,,,,,,
3350,(주)스튜디오미르,408900,2018/12,-1325883.0,-1981935.0,1360143.0,,,,,,,-1989609.0,-1318209.0,1360143.0,,,,-1663051.0,-1331392.0,1360143.0
3351,(주)스튜디오미르,408900,2019/12,2191096.0,2469657.0,1241026.0,2541294.0,2423031.0,1241026.0,2191096.0,2469657.0,1241026.0,2191096.0,2469657.0,1241026.0,2541294.0,2423031.0,1241026.0,2541294.0,2423031.0,1241026.0
3352,(주)스튜디오미르,408900,2020/12,-208377.0,-167458.0,-1734930.0,590428.0,-194021.0,-1734930.0,-208377.0,-167458.0,-1734930.0,148200.0,-167458.0,-1734930.0,590428.0,-194021.0,-1734930.0,806168.0,-194021.0,-1734930.0
3353,(주)스튜디오미르,408900,2021/12,-2372040.0,9500786.0,-653998.0,-3157469.0,9529638.0,-657216.0,-2372040.0,9500786.0,-653998.0,-2372040.0,9500786.0,-653998.0,-3157469.0,9529638.0,-657216.0,-3157469.0,9529638.0,-657216.0
3354,(주)스튜디오미르,408900,2022/12,3227878.0,-516546.0,-1114342.0,3016408.0,-514123.0,-1145093.0,3227878.0,-516546.0,-1114342.0,,,,3016408.0,-514123.0,-1145093.0,,,
3355,(주)스튜디오산타클로스엔터테인먼트,204630,2014/12,,,,,,,,,,,,,,,,,,
