,회사명,거래소코드,회계년도,부실판단,기업수명주기
3338,주식회사광주시민프로축구단,57444,2014,1.0,쇠퇴기
3339,양우학교사랑(주),57448,2014,1.0,성숙기
3340,주식회사아진카인텍,57452,2017,1.0,성숙기
3341,율하교육지킴이(주),57578,2014,1.0,쇠퇴기
3342,미광운수(주),57584,2014,1.0,성장기
3343,(주)에이플러스라이프,57609,2016,1.0,성숙기
3344,(주)지오엠씨,57636,2018,1.0,쇠퇴기
3345,삼보오토(주),57641,2016,1.0,성장기
3346,주식회사성취,57739,2015,1.0,쇠퇴기
3347,(주)코윈디에스티,57759,2014,1.0,도입기
3348,(주)애드리치,57763,2019,1.0,쇠퇴기
3349,동화개발산업,57775,2016,1.0,쇠퇴기
3350,주식회사제이앤드,57778,2014,1.0,도입기
3351,김천물길지키미(주),57779,2014,1.0,성숙기
3352,(주)세경오토,57780,2020,1.0,쇠퇴기
3353,회명정보통신주식회사,57782,2019,1.0,도입기
3354,경기남부도로주식회사,57785,2014,1.0,쇠퇴기
3355,(주)이엔에이치,57786,2014,1.0,성숙기
3356,(주)제이테크,57789,2019,1.0,쇠퇴기
3357,텔코인주식회사,57804,2014,1.0,쇠퇴기
3358,주식회사성광,57807,2019,1.0,쇠퇴기
3359,성신디펜스솔루션주식회사,57835,2016,1.0,쇠퇴기
3360,케이씨에코에너지(주),57843,2015,1.0,성장기
3361,경남하이웨이주식회사,57861,2014,1.0,도입기
3362,푸른김포주식회사,57865,2014,1.0,성숙기
3363,(주)대성씨앤씨,57876,2021,1.0,성장기
3364,(주)태양프리보드,57885,2017,1.0,도입기
3365,주식회사한국알미늄,57888,2018,1.0,성숙기
3366,신안관광주식회사,57895,2016,1.0,성숙기
3367,(주)유카,57912,2014,1.0,쇠퇴기
3368,주식회사노바셀테크놀로지,57923,2015,1.0,도입기
3369,(주)씨스퀘어소프트,57925,2014,1.0,성숙기
3370,주식회사이에스아이,57932,2014,1.0,도입기
3371,일간스포츠주식회사,57939,2014,1.0,도입기
3372,(주)오쿠,57948,2015,1.0,도입기
3373,(주)웍엔하익,58008,2016,1.0,쇠퇴기
3374,(주)인터파크씨어터,58019,2014,1.0,성숙기
3375,농업회사법인경덕주식회사,58025,2014,1.0,도입기
3376,(주)푸른통상,58030,2017,1.0,쇠퇴기
3377,(주)우성정공,58034,2017,1.0,쇠퇴기
3378,(주)오가닉클러스터,58039,2015,1.0,성장기
3379,주식회사포워드디앤씨,58043,2014,1.0,쇠퇴기
3380,(주)이코니,58044,2020,1.0,쇠퇴기
3381,대우디스플레이주식회사,58045,2014,1.0,성숙기
3382,레이몰드(주),58051,2017,1.0,성장기
3383,(주)글로실,58058,2014,1.0,성숙기
3384,주식회사엠엔비그린어스,58062,2021,1.0,도입기
3385,주식회사설앤컴퍼니,58069,2014,1.0,도입기
3386,(주)디앤디시티,58073,2016,1.0,쇠퇴기
3387,주식회사신진비앤티,58081,2015,1.0,성장기
3388,(주)대재아이앤씨,58099,2018,1.0,쇠퇴기
3389,에스엔제이(주),58100,2014,1.0,쇠퇴기
3390,주식회사해성,58101,2014,1.0,도입기
3391,(주)홈초이스,58103,2014,1.0,쇠퇴기
3392,화성도시공사,58104,2014,1.0,쇠퇴기
3393,유니트아이엔씨(주),58110,2014,1.0,도입기
3394,스카이쏠라(주),58116,2014,1.0,성숙기
3395,신한쥬얼테크(주),58128,2019,1.0,쇠퇴기
3396,푸른상주환경(주),58138,2014,1.0,성숙기
3397,(주)해암산업,58147,2019,1.0,쇠퇴기
3398,(주)한동조선,58150,2014,1.0,쇠퇴기
3399,휴먼교육주식회사,58151,2014,1.0,성숙기
3400,휴먼에듀주식회사,58152,2016,1.0,성숙기
3401,주식회사혜성기업,58154,2014,1.0,성숙기
3402,(주)마이크로인피니티,58158,2017,1.0,도입기
3403,일진반도체(주),58161,2014,1.0,성숙기
3404,푸른제주지키미주식회사,58166,2014,1.0,쇠퇴기
3405,주식회사테크노블루,58173,2021,1.0,도입기
3406,오진개발(주),58183,2014,1.0,쇠퇴기
3407,(주)성진,58193,2014,1.0,성장기
3408,주식회사씨앤케이마이닝,58207,2014,1.0,쇠퇴기
3409,에이치케이엠엔에스(주),58209,2014,1.0,성숙기
3410,노이즈프리미어랩(주),58213,2019,1.0,성숙기
3411,주식회사럭스코,58220,2018,1.0,성숙기
3412,삼영중공업(주),58226,2014,1.0,성장기
3413,대가야푸른환경(주),58227,2014,1.0,성숙기
3414,(주)제이엔지코리아,58234,2019,1.0,도입기
3415,주식회사성제,58235,2014,1.0,성장기
3416,(주)성해플랜트,58238,2016,1.0,쇠퇴기
3417,육군용인관사비티엘(주),58241,2014,1.0,쇠퇴기
3418,(주)제이피앤씨,58247,2019,1.0,도입기
3419,(주)오타종패키징퍼시픽,58255,2019,1.0,성숙기
3420,(주)삼화E&P,58263,2014,1.0,성숙기
3421,(주)극동스포츠,58268,2022,1.0,성숙기
3422,극동지앤에스(주),58269,2017,1.0,쇠퇴기
3423,(주)제이더블유엘,58276,2014,1.0,쇠퇴기
3424,부평씨앤에이(주),58278,2014,1.0,쇠퇴기
3425,(주)숭실라이프,58283,2022,1.0,성숙기
3426,청아띠농업회사법인(주),58292,2014,1.0,도입기
3427,희망꿈나무(주),58297,2014,1.0,성숙기
3428,(주)디엠아이앤디,58298,2014,1.0,도입기
3429,(주)다비오모터스코리아,58303,2014,1.0,쇠퇴기
3430,카파코리아주식회사,58305,2015,1.0,도입기
3431,지지스틸(주),58307,2020,1.0,도입기
3432,주식회사쁘띠프랑스,58309,2022,1.0,성장기
3433,(주)씨알-텍,58313,2014,1.0,도입기
3434,(주)이엠씨,58316,2014,1.0,성장기
3435,(주)대웅엠엔에프,58328,2014,1.0,도입기
3436,(주)비채누리개발,58337,2014,1.0,쇠퇴기
3437,삼정오토모티브(주),58338,2014,1.0,성숙기
3438,주식회사폴라리스관광호텔,58339,2019,1.0,성장기
3439,(주)라온엔터테인먼트,58340,2015,1.0,쇠퇴기
3440,(주)한스인테크,58341,2022,1.0,쇠퇴기
3441,티지유통(주),58342,2014,1.0,성장기
3442,인합물산(주),58347,2014,1.0,쇠퇴기
3443,(주)부일이앤이,58353,2014,1.0,쇠퇴기
3444,새희망미래교육(주),58356,2014,1.0,성숙기
3445,보은물길관리주식회사,58357,2014,1.0,성숙기
3446,맑은서천물사랑주식회사,58358,2016,1.0,성숙기
3447,유신합성(주),58367,2014,1.0,성숙기
3448,(주)세일이앤씨,58370,2017,1.0,쇠퇴기
3449,주식회사가이아,58372,2014,1.0,도입기
3450,(주)고려에너지,58379,2014,1.0,성숙기
3451,주식회사에스에이엠프라퍼티,58382,2018,1.0,도입기
3452,천안도서마루주식회사,58388,2014,1.0,성숙기
3453,전북김제학교사랑(주),58391,2014,1.0,성숙기
3454,푸른당진지키미(주),58393,2014,1.0,쇠퇴기
3455,렉스텔레콤주식회사,58400,2019,1.0,도입기
3456,(주)해성개발,58419,2021,1.0,쇠퇴기
3457,(주)오토다임,58423,2015,1.0,성장기
3458,서흥엔지니어링(주),58427,2020,1.0,쇠퇴기
3459,(주)엘코스,58428,2019,1.0,도입기
3460,(주)엘엔케이로직코리아,58432,2014,1.0,쇠퇴기
3461,(주)포스토피아,58433,2021,1.0,성숙기
3462,(주)기수정밀,58436,2020,1.0,성숙기
3463,(주)엘엠에이티,58438,2020,1.0,쇠퇴기
3464,(주)가야호텔,58439,2018,1.0,성장기
3465,부흥산업개발(주),58440,2014,1.0,도입기
3466,농우농산주식회사,58449,2014,1.0,쇠퇴기
3467,주식회사경은,58460,2018,1.0,도입기
3468,주식회사이노테크,58469,2021,1.0,쇠퇴기
3469,중아건설(주),58474,2020,1.0,쇠퇴기
3470,(주)제일레이저,58475,2020,1.0,성숙기
3471,주식회사에스앤씨엔진,58479,2014,1.0,성장기
3472,(주)동주웰딩,58488,2014,1.0,도입기
3473,(주)한일플랜텍,58491,2014,1.0,쇠퇴기
3474,(주)미창케이블,58492,2020,1.0,성장기
3475,농업회사법인세양주식회사,58496,2015,1.0,성숙기
3476,(주)임오산업,58497,2021,1.0,쇠퇴기
3477,선우철강(주),58498,2014,1.0,쇠퇴기
3478,(주)토피도티엔에이,58512,2014,1.0,쇠퇴기
3479,(주)태원엔터테인먼트,58515,2018,1.0,도입기
3480,(주)천광에너지,58519,2014,1.0,성숙기
3481,주식회사화신정공,58520,2018,1.0,성장기
3482,(주)부강테크,58523,2021,1.0,성숙기
3483,대영산업(주),58527,2022,1.0,성장기
3484,(주)서울생주조,58529,2015,1.0,쇠퇴기
3485,(주)위스코하이텍,58535,2014,1.0,도입기
3486,바른교육주식회사,58538,2014,1.0,쇠퇴기
3487,삼광교통(주),58546,2015,1.0,성숙기
3488,푸른한강타운주식회사,58547,2014,1.0,성숙기
3489,주식회사센트로닉스,58553,2015,1.0,도입기
3490,(주)양지이엠알,58555,2022,1.0,쇠퇴기
3491,신기전선(주),58559,2017,1.0,도입기
3492,나투라미디어(주),58562,2018,1.0,도입기
3493,주식회사데카트론코리아,58573,2022,1.0,도입기
3494,(주)동해그랜드관광호텔,58580,2014,1.0,성장기
3495,장흥친환경(주),58605,2014,1.0,성숙기
3496,삼매봉개발주식회사,58609,2014,1.0,성장기
3497,주식회사아주시스템,58613,2014,1.0,도입기
3498,주식회사호박넝쿨,58614,2015,1.0,쇠퇴기
3499,(주)갑진,58622,2017,1.0,도입기
3500,(주)대진지피아이,58624,2019,1.0,쇠퇴기
3501,(주)다온개발,58629,2020,1.0,도입기
3502,주식회사엘유티,58634,2020,1.0,쇠퇴기
3503,(주)세창스틸,58643,2014,1.0,성장기
3504,주식회사유비스,58657,2015,1.0,성숙기
3505,주식회사듀콘,58669,2015,1.0,쇠퇴기
3506,유한회사류진글로벌,58673,2021,1.0,도입기
3507,(주)승보광고,58675,2015,1.0,성숙기
3508,미부테크주식회사,58680,2014,1.0,도입기
3509,한성목재공업(주),58681,2015,1.0,도입기
3510,주식회사퍼니원,58682,2014,1.0,쇠퇴기
3511,(주)부원,58690,2014,1.0,성숙기
3512,한국파이프콘베어(주),58697,2019,1.0,성숙기
3513,다솔피엠주식회사,58698,2014,1.0,성숙기
3514,고양컨트리클럽(주),58702,2014,1.0,성숙기
3515,주식회사대경테크노,58703,2019,1.0,성장기
3516,(주)우레아텍,58704,2015,1.0,쇠퇴기
3517,(주)JBM,58709,2015,1.0,성숙기
3518,금산하수자원관리주식회사,58710,2014,1.0,쇠퇴기
3519,(주)티맥스데이터,58711,2020,1.0,성장기
3520,(주)태원인더스트리,58717,2016,1.0,도입기
3521,세진이노테크(주),58727,2014,1.0,쇠퇴기
3522,와이티씨(주),58738,2014,1.0,성장기
3523,(주)천궁실버라이프,58742,2014,1.0,성장기
3524,(주)한효라이프,58750,2014,1.0,성숙기
3525,(주)에버그린푸드,58751,2014,1.0,도입기
3526,(주)세연아이엠,58753,2015,1.0,성장기
3527,주식회사한국케이비,58758,2018,1.0,쇠퇴기
3528,청정충주주식회사,58763,2014,1.0,쇠퇴기
3529,신화전선(주),58765,2014,1.0,도입기
3530,에이샵(주),58767,2014,1.0,성숙기
3531,(주)준코,58775,2016,1.0,성장기
3532,주식회사농업회사법인삼화원종,58776,2022,1.0,성장기
3533,(주)인터불고유통,58780,2017,1.0,쇠퇴기
3534,(주)아미노룩스,58792,2014,1.0,쇠퇴기
3535,(주)삼봉,58794,2020,1.0,쇠퇴기
3536,탐라문화센터관리주식회사,58798,2017,1.0,쇠퇴기
3537,서울샤프중공업(주),58801,2016,1.0,쇠퇴기
3538,(주)성재,58802,2018,1.0,쇠퇴기
3539,대연인터내셔널(주),58804,2015,1.0,성숙기
3540,서울체육발전(주),58805,2014,1.0,쇠퇴기
3541,마이스터인터내셔날주식회사,58815,2017,1.0,쇠퇴기
3542,주식회사지스타기업,58816,2014,1.0,도입기
3543,(주)디.에스.아이,58824,2014,1.0,성숙기
3544,엔티케이산업(주),58825,2015,1.0,성숙기
3545,(주)일성엔지니어링,58827,2015,1.0,쇠퇴기
3546,금아수산(주),58831,2015,1.0,쇠퇴기
3547,(주)성호정공,58837,2019,1.0,성숙기
3548,뉴타운배움터(주),58846,2014,1.0,쇠퇴기
3549,대은산업(주),58851,2020,1.0,성장기
3550,(주)에스오엠,58858,2021,1.0,도입기
3551,(주)빠라베에사,58859,2018,1.0,쇠퇴기
3552,청정원주주식회사,58861,2014,1.0,쇠퇴기
3553,(주)아스타렌트카,58863,2015,1.0,성숙기
3554,경기화성학당(주),58870,2014,1.0,쇠퇴기
3555,(주)서주산업개발,58873,2018,1.0,성장기
3556,부산명지꿈나무주식회사,58875,2014,1.0,성숙기
3557,(주)풍양상사,58876,2017,1.0,쇠퇴기
3558,화신강업(주),58880,2016,1.0,성숙기
3559,모던종합상조주식회사,58892,2014,1.0,성숙기
3560,(주)덕성레저개발,58895,2014,1.0,쇠퇴기
3561,부산푸른교육주식회사,58896,2014,1.0,쇠퇴기
3562,(주)동원중공업,58897,2015,1.0,성장기
3563,(주)코밸,58901,2015,1.0,쇠퇴기
3564,주식회사대원레미콘,58902,2019,1.0,도입기
3565,(주)에스제이트랜드,58918,2015,1.0,쇠퇴기
3566,주식회사대산골프프라자,58921,2014,1.0,도입기
3567,(주)엔티에스,58932,2018,1.0,쇠퇴기
3568,원강금속(주),58938,2021,1.0,성숙기
3569,(주)대원버스,58943,2022,1.0,성숙기
3570,성원이앤에스(주),58947,2014,1.0,쇠퇴기
3571,인터코리아맨파워시스템(주),58955,2022,1.0,성장기
3572,한서외식산업(주),58960,2015,1.0,성숙기
3573,주식회사천호엔케어,58962,2018,1.0,도입기
3574,주식회사영신엠텍,58966,2015,1.0,쇠퇴기
3575,(주)성현테크놀로지,58969,2016,1.0,성숙기
3576,중앙알칸주식회사,58970,2014,1.0,쇠퇴기
3577,오산파랑새학당주식회사,58975,2014,1.0,성숙기
3578,주식회사마이스터,58977,2014,1.0,성숙기
3579,주식회사제이앤디아이비,58983,2014,1.0,쇠퇴기
3580,경원산업관리(주),58986,2014,1.0,쇠퇴기
3581,미래인더스트리(주),58988,2019,1.0,쇠퇴기
3582,주식회사큐로에프앤비,58991,2014,1.0,쇠퇴기
3583,(주)EG메탈,58996,2014,1.0,도입기
3584,(주)케이이앤피,59003,2015,1.0,성숙기
3585,(주)아이비티,59005,2015,1.0,도입기
3586,금호섬유공업(주),59009,2014,1.0,도입기
3587,(주)어등산리조트,59011,2014,1.0,성장기
3588,삼우공영(주),59019,2019,1.0,성숙기
3589,(주)남이섬,59021,2022,1.0,성숙기
3590,주식회사영진주택건설,59031,2017,1.0,쇠퇴기
3591,농업회사법인주식회사엠에스푸드,59033,2016,1.0,성장기
3592,태창금속주식회사,59042,2022,1.0,도입기
3593,주식회사대현하이웨이,59043,2020,1.0,쇠퇴기
3594,마스타씨스템주식회사,59046,2022,1.0,쇠퇴기
3595,에쓰앤제이(주),59047,2014,1.0,쇠퇴기
3596,주식회사상일기업,59048,2021,1.0,도입기
3597,케이디개발,59059,2014,1.0,도입기
3598,(주)블루필드,59071,2014,1.0,도입기
3599,(주)엔케이테크,59074,2014,1.0,도입기
3600,주식회사씨에버,59086,2014,1.0,쇠퇴기
3601,(주)재원산업기계,59090,2018,1.0,도입기
3602,(주)다쏘앤컴퍼니,59094,2014,1.0,쇠퇴기
3603,주식회사천복선,59097,2014,1.0,쇠퇴기
3604,에코하우스(주),59101,2014,1.0,쇠퇴기
3605,(주)삼한리얼에스테이트,59107,2014,1.0,성장기
3606,주식회사인플랜,59115,2019,1.0,성숙기
3607,(주)대동강업,59118,2015,1.0,쇠퇴기
3608,주식회사포스벨,59123,2016,1.0,쇠퇴기
3609,(주)태인케미컬,59124,2014,1.0,성숙기
3610,알펙주식회사,59132,2014,1.0,성장기
3611,(주)죽암,59142,2014,1.0,쇠퇴기
3612,주식회사다나에너지솔루션,59143,2014,1.0,도입기
3613,농업회사법인(주)토바우,59153,2016,1.0,성장기
3614,주식회사타가,59157,2018,1.0,쇠퇴기
3615,오경주식회사,59158,2017,1.0,성장기
3616,소진해운주식회사,59159,2014,1.0,쇠퇴기
3617,(주)민영산업,59161,2017,1.0,도입기
3618,주)정우엠타워,59163,2020,1.0,쇠퇴기
3619,(주)태백,59165,2014,1.0,도입기
3620,(주)신산테크,59166,2019,1.0,성장기
3621,(주)포렉스,59167,2019,1.0,성장기
3622,주식회사대구에치티개발,59174,2015,1.0,도입기
3623,성민금속(주),59176,2014,1.0,도입기
3624,(주)동진레저,59177,2014,1.0,도입기
3625,(주)세명테크,59184,2018,1.0,성장기
3626,(주)케이알이엠에스,59196,2022,1.0,성숙기
3627,에스케이월드,59205,2014,1.0,쇠퇴기
3628,(주)새한트라비스엘리베이터,59218,2019,1.0,성숙기
3629,(주)성광에어서비스,59227,2014,1.0,쇠퇴기
3630,(주)코파스,59235,2015,1.0,쇠퇴기
3631,경안건업(주),59239,2014,1.0,성장기
3632,(주)이노비즈,59240,2015,1.0,쇠퇴기
3633,넥스탑주식회사,59255,2015,1.0,쇠퇴기
3634,강진문화원주식회사,59258,2014,1.0,성숙기
3635,(주)송학식품,59265,2015,1.0,성장기
3636,(주)다비치홀딩스,59268,2020,1.0,성숙기
3637,(주)한미글로벌,59270,2014,1.0,도입기
3638,동주해상주식회사,59274,2019,1.0,성장기
3639,(주)원앤드원쇼핑,59279,2020,1.0,쇠퇴기
3640,사보이이앤엠주식회사,59287,2014,1.0,쇠퇴기
3641,(주)카이노스메드,59291,2014,1.0,쇠퇴기
3642,주식회사아이큐웰,59299,2022,1.0,도입기
3643,(주)메디칼드림,59300,2014,1.0,도입기
3644,(주)미래도시창조,59301,2014,1.0,도입기
3645,주식회사보림테크,59304,2018,1.0,도입기
3646,에스아이앤디(주),59309,2014,1.0,도입기
3647,(주)에그앤씨드,59317,2019,1.0,성숙기
3648,엠스틸(주),59332,2014,1.0,쇠퇴기
3649,주식회사디씨이솔루션,59333,2016,1.0,도입기
3650,(주)태백지디에스,59336,2014,1.0,쇠퇴기
3651,마크프로,59356,2017,1.0,쇠퇴기
3652,(주)휴피스,59359,2014,1.0,성장기
3653,디비에스크루즈훼리(주),59364,2014,1.0,도입기
3654,(주)수서에너지,59368,2017,1.0,성장기
3655,(주)무진오토,59371,2014,1.0,성장기
3656,주식회사미크로,59375,2014,1.0,도입기
3657,저스트알주식회사,59376,2014,1.0,도입기
3658,정우신약주식회사,59378,2015,1.0,쇠퇴기
3659,구보종합건설(주),59381,2019,1.0,쇠퇴기
3660,주식회사한전금속,59385,2022,1.0,도입기
3661,주식회사신우,59388,2014,1.0,쇠퇴기
3662,서창주식회사,59415,2014,1.0,도입기
3663,국림피엔텍(주),59416,2020,1.0,성장기
3664,(주)나라에이스홀딩스,59417,2016,1.0,쇠퇴기
3665,(주)에스씨모터스,59420,2017,1.0,도입기
3666,(주)한신가스,59422,2022,1.0,성숙기
3667,씨에스씨인터내셔날(주),59423,2014,1.0,쇠퇴기
3668,주식회사알멕스,59425,2014,1.0,도입기
3669,주식회사케이디엠,59429,2014,1.0,쇠퇴기
3670,트리코인베스트먼트(주),59434,2015,1.0,쇠퇴기
3671,(주)창진,59436,2014,1.0,도입기
3672,(주)동민정공,59440,2014,1.0,쇠퇴기
3673,신양여객(주),59445,2021,1.0,성장기
3674,(주)현대스틸,59446,2020,1.0,성장기
3675,(주)엔디나인,59453,2014,1.0,쇠퇴기
3676,주식회사티앤더블유코리아,59460,2018,1.0,성장기
3677,글로리아교육재단(주),59461,2022,1.0,쇠퇴기
3678,무등배움터(주),59463,2014,1.0,성숙기
3679,(주)동남약품,59465,2014,1.0,쇠퇴기
3680,삼주외식산업주식회사,59468,2022,1.0,성숙기
3681,보람정보산업(주),59469,2014,1.0,성숙기
3682,(주)우신씨앤아이,59475,2014,1.0,쇠퇴기
3683,한국시멘트산업(주),59481,2016,1.0,쇠퇴기
3684,(주)산엔지니어링,59495,2018,1.0,도입기
3685,주식회사성일엠텍,59500,2018,1.0,성장기
3686,주식회사흥일,59517,2014,1.0,도입기
3687,주식회사애플아울렛,59533,2020,1.0,도입기
3688,주식회사에이프로,59542,2018,1.0,도입기
3689,비알씨주식회사,59551,2020,1.0,쇠퇴기
3690,(주)코리아테크,59558,2016,1.0,도입기
3691,주식회사최신EPPEPS,59563,2017,1.0,성숙기
3692,광진물산주식회사,59571,2022,1.0,성숙기
3693,(주)비전코퍼레이션,59573,2018,1.0,도입기
3694,(주)성은에너지,59578,2014,1.0,쇠퇴기
3695,제이더블유(주),59584,2016,1.0,쇠퇴기
3696,주식회사해금광고,59587,2017,1.0,쇠퇴기
3697,일죽레져주식회사,59590,2019,1.0,도입기
3698,(주)알베코,59594,2014,1.0,도입기
3699,주식회사한명,59600,2014,1.0,쇠퇴기
3700,(주)영신,59614,2015,1.0,쇠퇴기
3701,(주)동흥개발,59615,2018,1.0,쇠퇴기
3702,대동철강공업(주),59622,2022,1.0,쇠퇴기
3703,(주)우진폼테크,59627,2015,1.0,도입기
3704,주식회사글로벌익스프레스,59639,2014,1.0,쇠퇴기
3705,연세국제학사관리주식회사,59646,2022,1.0,성숙기
3706,(주)대광테크,59649,2018,1.0,성숙기
3707,(주)유성정밀,59654,2017,1.0,성장기
3708,(주)조양,59657,2014,1.0,도입기
3709,(주)에스지푸드,59658,2015,1.0,성장기
3710,(주)광성정밀,59681,2019,1.0,성숙기
3711,주식회사홍유니버셜,59682,2014,1.0,쇠퇴기
3712,푸른꿈학교사랑주식회사,59683,2014,1.0,성숙기
3713,태양상조주식회사,59684,2015,1.0,성숙기
3714,에코리빙주식회사,59691,2014,1.0,성장기
3715,한림에코텍주식회사,59693,2014,1.0,쇠퇴기
3716,(주)토탈석재산업,59705,2016,1.0,쇠퇴기
3717,(주)나산산업,59713,2014,1.0,도입기
3718,주식회사주함건설,59716,2014,1.0,쇠퇴기
3719,(주)동우콘트롤,59718,2019,1.0,도입기
3720,효원산업개발(주),59731,2017,1.0,쇠퇴기
3721,한강라이프(주),59733,2014,1.0,성장기
3722,신촌상가주식회사,59735,2014,1.0,도입기
3723,주식회사이테크,59750,2018,1.0,쇠퇴기
3724,주식회사지에스티코리아,59751,2014,1.0,도입기
3725,(주)대동밀레니엄,59764,2019,1.0,쇠퇴기
3726,(주)대도운수,59768,2022,1.0,성장기
3727,주식회사윤민수,59769,2014,1.0,성숙기
3728,대한강군비씨앤주식회사,59784,2014,1.0,성숙기
3729,주식회사비트앤와트,59794,2015,1.0,성숙기
3730,주식회사덕산산업개발,59797,2018,1.0,도입기
3731,영남우유,59798,2014,1.0,쇠퇴기
3732,(주)하이비건설,59799,2014,1.0,도입기
3733,광명전기(주),59818,2022,1.0,성장기
3734,늘푸른학교(주),59831,2014,1.0,성숙기
3735,(주)효원상조,59841,2014,1.0,도입기
3736,정인개발주식회사,59847,2014,1.0,성장기
3737,씨엔아이케이블(주),59849,2014,1.0,도입기
3738,씨엔아이전선(주),59851,2018,1.0,쇠퇴기
3739,대흥산업(주),59852,2020,1.0,쇠퇴기
3740,주식회사디자인벤처스,59871,2021,1.0,쇠퇴기
3741,(주)한국그린산업,59872,2018,1.0,성숙기
3742,(주)영해엔지니어링,59888,2015,1.0,쇠퇴기
3743,(주)미포,59901,2014,1.0,도입기
3744,고려상조주식회사,59906,2014,1.0,쇠퇴기
3745,주식회사토펙스,59910,2014,1.0,쇠퇴기
3746,(주)중림전기물류,59912,2019,1.0,도입기
3747,한국남방개발주식회사,59923,2016,1.0,성숙기
3748,진양테크주식회사,59926,2018,1.0,쇠퇴기
3749,주식회사한샘아카데미,59956,2015,1.0,쇠퇴기
3750,(주)지피피,59960,2014,1.0,도입기
3751,주식회사세일정밀,59964,2021,1.0,쇠퇴기
3752,주식회사대흥,59985,2014,1.0,쇠퇴기
3753,(주)부즈,59993,2019,1.0,쇠퇴기
3754,알메탈주식회사,59994,2015,1.0,도입기
3755,판씨네마주식회사,59997,2019,1.0,도입기
3756,(주)에이원도시개발,59998,2014,1.0,성숙기
3757,인하테크,60001,2014,1.0,성숙기
3758,주식회사케이개발,60006,2014,1.0,성숙기
3759,(주)동국개발,60013,2014,1.0,도입기
3760,신한일물산,60021,2014,1.0,성숙기
3761,(주)클럽올레,60027,2014,1.0,성장기
3762,(주)우성마그네트,60031,2015,1.0,쇠퇴기
3763,주식회사메르디안솔라앤디스플레이,60038,2015,1.0,쇠퇴기
3764,태홍주택건설(주),60059,2021,1.0,도입기
3765,대도산업주식회사,60064,2014,1.0,도입기
3766,(주)인터아이디,60074,2014,1.0,쇠퇴기
3767,(주)지앤엘,60088,2014,1.0,성숙기
3768,(주)에스앤에스물류,60093,2014,1.0,성장기
3769,(주)태양아이에스,60096,2014,1.0,쇠퇴기
3770,(주)이산냉동,60105,2014,1.0,성숙기
3771,카피어랜드주식회사,60123,2019,1.0,도입기
3772,주식회사영동테크,60196,2016,1.0,도입기
3773,청송사과유통공사,60250,2014,1.0,도입기
3774,맑은목포환경(주),60259,2014,1.0,성숙기
3775,(주)휴코드홀딩스,60303,2014,1.0,도입기
3776,(주)모아에스앤에스,60308,2015,1.0,쇠퇴기
3777,(주)에스티씨라이프,60345,2014,1.0,도입기
3778,(주)트리아스,60355,2019,1.0,성숙기
3779,(주)케이탑자기관리부동산투자회사,60389,2019,1.0,도입기
3780,주식회사국보옵틱스,60408,2014,1.0,도입기
3781,주식회사지산금속,60427,2014,1.0,성숙기
3782,(주)남산약품,60433,2014,1.0,쇠퇴기
3783,오일허브코리아여수주식회사,60440,2014,1.0,성장기
3784,(주)에코탑,60453,2014,1.0,도입기
3785,현대아반시스주식회사,60461,2014,1.0,쇠퇴기
3786,주식회사더샘인터내셔날,60468,2014,1.0,도입기
3787,용마터널주식회사,60479,2014,1.0,도입기
3788,주식회사브이플러스,60485,2014,1.0,성숙기
3789,울산하버브릿지(주),60487,2014,1.0,도입기
3790,(주)누리켐,60492,2019,1.0,도입기
3791,(주)농심미분,60498,2014,1.0,쇠퇴기
3792,(주)메탈링크,60501,2018,1.0,성숙기
3793,한국인스팜(주),60506,2014,1.0,도입기
3794,기산전자(주),60518,2017,1.0,도입기
3795,주식회사포원,60520,2022,1.0,성장기
3796,(주)에스앤지,60521,2016,1.0,성장기
3797,주식회사대동세라믹,60529,2014,1.0,성장기
3798,(주)복수,60542,2020,1.0,성숙기
3799,(주)동우종합목재,60544,2015,1.0,쇠퇴기
3800,신성오토모티브(주),60549,2014,1.0,성숙기
3801,인경어패럴(주),60550,2018,1.0,쇠퇴기
3802,(주)광진기계,60568,2020,1.0,쇠퇴기
3803,(주)아스트로너지쏠라코리아,60571,2020,1.0,쇠퇴기
3804,(주)트리노테크놀로지,60573,2014,1.0,도입기
3805,푸른용산(주),60576,2014,1.0,성숙기
3806,(주)스포비스,60577,2021,1.0,성숙기
3807,(주)케이디알한국기업서비스,60578,2020,1.0,쇠퇴기
3808,케이블텍(주),60605,2017,1.0,쇠퇴기
3809,(주)코디박,60607,2014,1.0,쇠퇴기
3810,(주)디에프디인터내셔날,60609,2021,1.0,성장기
3811,해양문화(주),60617,2016,1.0,성숙기
3812,주식회사지엔에스케이텍,60636,2014,1.0,성장기
3813,송도애니파크(주),60646,2014,1.0,도입기
3814,(주)율림금속,60659,2016,1.0,도입기
3815,주식회사동아홀딩스,60661,2021,1.0,성장기
3816,대신복합물류주식회사,60670,2014,1.0,성장기
3817,주식회사팸테크놀로지,60672,2014,1.0,성장기
3818,주식회사하이렌터카,60679,2016,1.0,성숙기
3819,주식회사태림,60683,2016,1.0,도입기
3820,주식회사인트란스,60686,2014,1.0,성숙기
3821,에트리홀딩스주식회사,60688,2014,1.0,쇠퇴기
3822,주식회사유림종합건설,60690,2016,1.0,쇠퇴기
3823,주식회사리로디드스튜디오,60692,2014,1.0,쇠퇴기
