,회사명,거래소코드,회계년도,부실판단,기업수명주기
9619,오드컨셉주식회사,93598,2021,1.0,도입기
9620,(주)조현시스템,93609,2021,1.0,도입기
9621,(주)신화유통,93623,2022,1.0,쇠퇴기
9622,주식회사에스티산업개발,93629,2022,1.0,쇠퇴기
9623,주식회사제일인베스트,93639,2021,1.0,도입기
9624,(주)21세기종합건설,93640,2021,1.0,쇠퇴기
9625,주식회사코어라인소프트,93644,2021,1.0,도입기
9626,주식회사유진버스,93654,2021,1.0,성숙기
9627,주식회사대성아이앤디,93655,2021,1.0,도입기
9628,(주)시큐에버,93661,2021,1.0,도입기
9629,주식회사정수디앤씨,93665,2022,1.0,성장기
9630,상갈피에프브이(주),93674,2021,1.0,도입기
9631,엘리움주식회사,93680,2021,1.0,도입기
9632,주식회사무창,93681,2021,1.0,쇠퇴기
9633,(주)동부교통,93683,2021,1.0,성숙기
9634,가야아이비에스(주),93689,2021,1.0,성숙기
9635,주식회사원강네트웍스,93692,2021,1.0,쇠퇴기
9636,주식회사중부유통,93700,2021,1.0,쇠퇴기
9637,에이치비주식회사(HB),93707,2021,1.0,도입기
9638,주식회사지아이바이옴,93710,2022,1.0,쇠퇴기
9639,주식회사에이엠씨글로벌,93718,2021,1.0,성숙기
9640,부산오션파크주식회사,93723,2022,1.0,성숙기
9641,(주)리더스에셋홀딩스,93730,2021,1.0,쇠퇴기
9642,(주)에스알피,93731,2021,1.0,성숙기
9643,주식회사명선알앤디,93732,2021,1.0,도입기
9644,청도개발(주),93736,2021,1.0,도입기
9645,(주)나인포인트,93738,2021,1.0,성장기
9646,서진공조(주),93747,2022,1.0,도입기
9647,주식회사삼호디엔티,93751,2021,1.0,도입기
9648,케이씨그린에너지주식회사,93752,2021,1.0,도입기
9649,경원여객자동차주식회사,93763,2021,1.0,쇠퇴기
9650,(주)한울종합건설,93768,2022,1.0,성숙기
9651,주식회사상백,93797,2022,1.0,쇠퇴기
9652,(주)탑네트워크,93801,2022,1.0,도입기
9653,농업회사법인주식회사자연과사람,93811,2021,1.0,도입기
9654,엘리움개발,93812,2021,1.0,도입기
9655,(주)오산교통,93817,2022,1.0,성숙기
9656,선진상운주식회사,93820,2021,1.0,성장기
9657,디에스쉽핑(주),93821,2021,1.0,성숙기
9658,주식회사미라보,93823,2021,1.0,도입기
9659,(주)포렌,93841,2021,1.0,성숙기
9660,아이씨엠주식회사,93850,2022,1.0,쇠퇴기
9661,주식회사윙디인버트,93853,2021,1.0,성장기
9662,주식회사오토메카인천안,93860,2021,1.0,성장기
9663,주식회사한려종합개발,93864,2021,1.0,도입기
9664,협진운수(주),93872,2021,1.0,성장기
9665,하나모듈주식회사,93880,2021,1.0,성숙기
9666,서울고속(주),93896,2022,1.0,도입기
9667,청자홀딩스주식회사,93900,2021,1.0,도입기
9668,애니메디솔루션(주),93901,2021,1.0,도입기
9669,파빌리온충무로피에프브이(주),93919,2021,1.0,쇠퇴기
9670,코람두올(주),93931,2021,1.0,도입기
9671,경향셀유한회사,93932,2021,1.0,쇠퇴기
9672,숙명종합건설(주),93942,2021,1.0,도입기
9673,주식회사멘토니아,93949,2022,1.0,쇠퇴기
9674,주식회사서초아트피에프브이,93950,2021,1.0,도입기
9675,(주)대양아이앤씨,93968,2021,1.0,도입기
9676,주식회사엠케이,93969,2022,1.0,성장기
9677,디멘션주식회사,93971,2021,1.0,성숙기
9678,주식회사썬시티,93977,2021,1.0,도입기
9679,대진흥업운수(주),93985,2021,1.0,쇠퇴기
9680,기영유통(주),93991,2021,1.0,성숙기
9681,(주)청담약품,93996,2021,1.0,쇠퇴기
9682,저스트코코리아온쇼어유한회사,94003,2022,1.0,성숙기
9683,이에이트주식회사,94011,2021,1.0,도입기
9684,통일병영주식회사,94012,2021,1.0,성숙기
9685,주식회사에이유팜,94013,2022,1.0,성숙기
9686,(주)아이스푸드,94021,2021,1.0,도입기
9687,유한회사동방,94027,2021,1.0,도입기
9688,농업회사법인오앤유엔지니어링주식회사,94028,2021,1.0,도입기
9689,(주)민주이엔씨,94031,2021,1.0,쇠퇴기
9690,재인자산관리주식회사,94038,2021,1.0,성장기
9691,주식회사에이케이,94040,2021,1.0,도입기
9692,유한회사대구특수금속,94050,2022,1.0,도입기
9693,주식회사화인산업개발,94058,2021,1.0,도입기
9694,주식회사에이치디산업개발,94061,2021,1.0,도입기
9695,한국보안컨설팅(주),94080,2021,1.0,성숙기
9696,유한회사와이디개발,94081,2021,1.0,도입기
9697,주식회사아이코닉,94086,2021,1.0,쇠퇴기
9698,(주)포천교통,94088,2021,1.0,성장기
9699,주식회사로지스밸리하나로,94094,2021,1.0,성장기
9700,제부여객(주),94095,2021,1.0,성숙기
9701,주식회사로지스밸리천마,94099,2021,1.0,성숙기
9702,지현물산(주),94101,2021,1.0,쇠퇴기
9703,주식회사삼마,94112,2022,1.0,쇠퇴기
9704,(주)위캔케어,94114,2022,1.0,쇠퇴기
9705,인천오토렉스주식회사,94117,2021,1.0,쇠퇴기
9706,주식회사비츠,94120,2021,1.0,도입기
9707,주식회사웰메이드생활건강,94127,2022,1.0,도입기
9708,(주)에스엘산업개발,94135,2022,1.0,쇠퇴기
9709,주식회사대한사람대한으로,94137,2021,1.0,도입기
9710,(주)아시아에너지,94143,2021,1.0,쇠퇴기
9711,주식회사디홀릭커머스,94145,2021,1.0,쇠퇴기
9712,(주)대한산업개발,94147,2021,1.0,성숙기
9713,(주)백산스텐레스,94152,2021,1.0,쇠퇴기
9714,주식회사정훈산업개발,94156,2021,1.0,도입기
9715,주식회사케이앤제이플러스인터내쇼널,94163,2021,1.0,도입기
9716,주식회사메가와이즈,94173,2021,1.0,쇠퇴기
9717,주식회사달콤소프트,94175,2021,1.0,쇠퇴기
9718,동주텍스타일(주),94180,2021,1.0,쇠퇴기
9719,주식회사홍현,94181,2022,1.0,성장기
9720,(주)미리디,94185,2022,1.0,성장기
9721,(주)유앤미에스피,94189,2021,1.0,쇠퇴기
9722,주식회사테라투자파트너스,94198,2021,1.0,쇠퇴기
9723,주식회사가원디앤씨,94200,2021,1.0,도입기
9724,(주)지엠피쥬얼리,94204,2021,1.0,쇠퇴기
9725,(주)수성의숲,94210,2021,1.0,도입기
9726,(주)유씨티,94216,2021,1.0,쇠퇴기
9727,주식회사리씽크,94221,2021,1.0,도입기
9728,주식회사휴맥스모빌리티,94222,2022,1.0,도입기
9729,서령버스주식회사,94230,2021,1.0,성장기
9730,주식회사삼덕로지스틱스,94233,2021,1.0,쇠퇴기
9731,주식회사지티엔터테인먼트,94236,2021,1.0,쇠퇴기
9732,주식회사어번메시,94238,2021,1.0,쇠퇴기
9733,주식회사미강티엔에스,94240,2021,1.0,성장기
9734,주식회사휴림바이오셀,94241,2021,1.0,쇠퇴기
9735,우드림바이오주식회사,94245,2021,1.0,쇠퇴기
9736,주식회사우리엔,94248,2022,1.0,성장기
9737,주식회사보아스재활타운,94264,2021,1.0,도입기
9738,(주)태승기업,94265,2021,1.0,성장기
9739,(주)디에이치콘트롤스,94267,2022,1.0,도입기
9740,주식회사알스퀘어,94269,2021,1.0,도입기
9741,아시아개발유한회사,94271,2021,1.0,쇠퇴기
9742,(주)제이에이치프라자,94287,2022,1.0,쇠퇴기
9743,거산개발주식회사,94291,2021,1.0,도입기
9744,주식회사뉴로게이저,94300,2021,1.0,쇠퇴기
9745,(주)가림아이앤씨,94329,2021,1.0,성장기
9746,주식회사대한제22호평택고평위탁관리부동산투자회사,94331,2021,1.0,성장기
9747,더인피니주식회사,94339,2021,1.0,도입기
9748,티아이부산피에프브이(주),94343,2021,1.0,쇠퇴기
9749,(주)다온씨앤에이,94348,2021,1.0,쇠퇴기
9750,경상버스자동차(주),94360,2021,1.0,도입기
9751,성보교통(주),94363,2021,1.0,성장기
9752,(주)고려글로벌,94366,2021,1.0,도입기
9753,(주)한아울,94367,2021,1.0,도입기
9754,(주)계룡하나동탄제1호위탁관리부동산투자회사,94386,2021,1.0,쇠퇴기
9755,(주)현대엔지니어링,94390,2022,1.0,쇠퇴기
9756,주식회사늘솜,94413,2022,1.0,성장기
9757,(주)우리비앤비,94416,2021,1.0,도입기
9758,주식회사화이트베어,94419,2021,1.0,성장기
9759,주식회사헤링스,94424,2021,1.0,도입기
9760,(주)도원교통,94426,2021,1.0,성숙기
9761,(주)씨어스테크놀로지,94427,2022,1.0,도입기
9762,주식회사Good프라임,94433,2021,1.0,쇠퇴기
9763,(주)바로산업,94444,2021,1.0,도입기
9764,주식회사디에이치일진,94448,2021,1.0,성숙기
9765,주식회사크라우드웍스,94462,2022,1.0,도입기
9766,기흥인터내셔널유한회사,94463,2021,1.0,성숙기
9767,주식회사이지스청년주택제1호위탁관리부동산투자회사,94464,2021,1.0,도입기
9768,주식회사지산개발,94481,2021,1.0,도입기
9769,케이클라비스용인피에프브이제17호주식회사,94491,2021,1.0,성장기
9770,주식회사우미대한제12호뉴스테이위탁관리부동산투자회사,94492,2021,1.0,성숙기
9771,주식회사제주하버뷰호텔,94496,2021,1.0,도입기
9772,일선교통주식회사,94497,2021,1.0,성숙기
9773,(주)에이치앤케이산업,94499,2021,1.0,쇠퇴기
9774,에이치엠아이아쎄로(주),94500,2021,1.0,쇠퇴기
9775,(주)노블젠,94518,2021,1.0,도입기
9776,부경에너지주식회사,94526,2022,1.0,도입기
9777,(주)민병철교육그룹,94527,2022,1.0,쇠퇴기
9778,(주)심플에프앤비,94533,2021,1.0,성장기
9779,(주)화인텍,94539,2021,1.0,성장기
9780,안국산업(주),94543,2022,1.0,쇠퇴기
9781,농업회사법인아이사랑정푸드유한회사,94547,2022,1.0,쇠퇴기
9782,유한회사동원아이엔씨,94556,2021,1.0,도입기
9783,주식회사대의,94563,2021,1.0,도입기
9784,주식회사경기리츠공공임대제1호위탁관리부동산투자회사,94568,2021,1.0,도입기
9785,주식회사피앤디컴퍼니,94570,2021,1.0,쇠퇴기
9786,(주)딜라이브텔레웍스,94573,2022,1.0,성숙기
9787,주식회사큐로셀,94579,2022,1.0,도입기
9788,북한강관사병영주식회사,94586,2021,1.0,성장기
9789,주식회사정성파트너스,94588,2022,1.0,쇠퇴기
9790,(주)에스엔바이오사이언스,94594,2022,1.0,도입기
9791,창원버스(주),94597,2021,1.0,쇠퇴기
9792,자은주민바람발전소(주),94599,2021,1.0,성장기
9793,주식회사마인버스,94603,2021,1.0,성숙기
9794,주식회사케이엘씨네트웍,94626,2021,1.0,도입기
9795,와이에스로지스틱주식회사,94629,2021,1.0,성장기
9796,브이씨엔씨주식회사,94652,2021,1.0,도입기
9797,경서도시개발주식회사,94666,2021,1.0,성숙기
9798,(주)온리스타일,94681,2022,1.0,도입기
9799,(주)혜성티앤시,94688,2021,1.0,성숙기
9800,(주)희우산업,94719,2021,1.0,도입기
9801,주식회사지엘코아,94721,2021,1.0,쇠퇴기
9802,(주)상민에스디,94723,2022,1.0,쇠퇴기
9803,(주)인트로지스,94736,2021,1.0,성숙기
9804,주식회사대청산업개발,94744,2021,1.0,쇠퇴기
9805,주식회사에스에프이노텍,94751,2022,1.0,쇠퇴기
9806,(주)동양종합물류시스템,94760,2021,1.0,도입기
9807,주식회사엠제이산업개발,94782,2021,1.0,성장기
9808,(주)대몽건설,94783,2022,1.0,도입기
9809,그린부산환경(주),94790,2021,1.0,성장기
9810,주식회사신광테크,94791,2022,1.0,도입기
9811,주식회사마루,94799,2021,1.0,성숙기
9812,(주)한강티에스,94815,2021,1.0,도입기
9813,주식회사해피건설,94829,2021,1.0,도입기
9814,(주)유니크산업개발,94837,2021,1.0,쇠퇴기
9815,주식회사트리니티디앤씨,94845,2021,1.0,성장기
9816,경흥정기(주),94853,2022,1.0,쇠퇴기
9817,주식회사그래핀랩,94856,2021,1.0,도입기
9818,온유미래컴퍼니주식회사,94863,2021,1.0,성장기
9819,(주)벡터인베스트먼트,94870,2021,1.0,쇠퇴기
9820,주식회사에이치비주택건설,94875,2021,1.0,도입기
9821,주식회사보원,94877,2021,1.0,쇠퇴기
9822,주식회사케이비에스테이트,94884,2021,1.0,성장기
9823,주식회사이베데스다제이호위탁관리부동산투자회사,94886,2021,1.0,도입기
9824,주식회사레메디,94892,2022,1.0,도입기
9825,이천리얼에스테이트주식회사,94904,2021,1.0,성숙기
9826,(주)지에스아이엘,94906,2022,1.0,도입기
9827,대전버스주식회사,94907,2021,1.0,성장기
9828,주식회사임강개발,94917,2021,1.0,도입기
9829,주식회사볼티아,94921,2021,1.0,도입기
9830,주식회사진우,94922,2021,1.0,성장기
9831,주식회사사랑개발,94925,2021,1.0,쇠퇴기
9832,(주)엠텍오토,94943,2021,1.0,쇠퇴기
9833,엔라이튼주식회사,94950,2021,1.0,도입기
9834,주식회사퍼스트클래스,94952,2021,1.0,성장기
9835,캠프험프리스영외주택피에프브이주식회사,94955,2021,1.0,성숙기
9836,제이앤제이마린주식회사,94976,2021,1.0,쇠퇴기
9837,(주)메디캐슬,94982,2021,1.0,도입기
9838,주식회사성훈,94984,2021,1.0,도입기
9839,(주)우리엔유,94989,2021,1.0,쇠퇴기
9840,(주)에스디하우징,95003,2021,1.0,도입기
9841,(주)신원,95006,2021,1.0,성장기
9842,주식회사우진종합산업개발,95017,2021,1.0,도입기
9843,주식회사울진개발,95018,2021,1.0,도입기
9844,주식회사엠에스시티,95030,2021,1.0,도입기
9845,유한건강생활,95041,2022,1.0,도입기
9846,에이엠피엠(주),95044,2022,1.0,쇠퇴기
9847,(주)그린사이언스파워,95047,2021,1.0,성장기
9848,(주)비제이글로벌,95062,2021,1.0,도입기
9849,주식회사라메디텍,95068,2021,1.0,도입기
9850,인피니티벤처스주식회사,95074,2021,1.0,쇠퇴기
9851,마스턴제80호동탄피에프브이주식회사,95094,2021,1.0,도입기
9852,(주)세종,95095,2021,1.0,성숙기
9853,(주)건웅,95102,2021,1.0,도입기
9854,(주)에코빌,95106,2021,1.0,성숙기
9855,경산버스(주),95109,2021,1.0,도입기
9856,(주)프레시코,95118,2022,1.0,도입기
9857,주식회사어댑트,95128,2021,1.0,도입기
9858,리레코코리아주식회사,95132,2021,1.0,도입기
9859,(주)나누리라인,95154,2022,1.0,쇠퇴기
9860,육육로지스틱스(주),95157,2021,1.0,도입기
9861,(주)정인월드,95159,2021,1.0,쇠퇴기
9862,(주)스탠다임,95164,2022,1.0,쇠퇴기
9863,(주)에스엠랩,95166,2021,1.0,도입기
9864,주식회사바실리체,95168,2021,1.0,도입기
9865,링크플로우주식회사,95172,2021,1.0,쇠퇴기
9866,주식회사예다인,95184,2021,1.0,쇠퇴기
9867,보영운수(주),95195,2021,1.0,성숙기
9868,(주)코리아와이드포항,95196,2021,1.0,성숙기
9869,파워마스터반도체주식회사,95201,2021,1.0,도입기
9870,주식회사왓챠,95202,2022,1.0,성장기
9871,청송면봉산풍력주식회사,95211,2021,1.0,도입기
9872,주식회사와이즈벨류,95220,2022,1.0,성장기
9873,(주)원프라이드,95238,2021,1.0,도입기
9874,주식회사뮬라,95245,2021,1.0,도입기
9875,씨에스에너지주식회사,95256,2021,1.0,도입기
9876,주식회사라함엔터프라이즈,95258,2021,1.0,쇠퇴기
9877,대명건설주택(주),95262,2022,1.0,쇠퇴기
9878,태릉교통(주),95270,2021,1.0,성숙기
9879,주식회사힐스테이트봉담대한제6호뉴스테이위탁관리부동산투자회사,95272,2021,1.0,성숙기
9880,주식회사퍼시피코에너지코리아,95273,2021,1.0,도입기
9881,주식회사에이치앤비개발,95280,2021,1.0,도입기
9882,진양산업(주),95286,2021,1.0,도입기
9883,주식회사대호창고,95290,2022,1.0,성장기
9884,(주)필라넷,95291,2021,1.0,성장기
9885,디더블유피홀딩스(주),95295,2021,1.0,쇠퇴기
9886,에이치와이엘주식회사,95300,2021,1.0,쇠퇴기
9887,(주)황림,95304,2021,1.0,도입기
9888,(주)무안햇빛발전소,95305,2021,1.0,성숙기
9889,(주)한국이노베이션,95325,2021,1.0,도입기
9890,주식회사투게더앱스,95332,2022,1.0,도입기
9891,(주)지오시스템리서치,95346,2021,1.0,성숙기
9892,애보트메디칼코리아유한회사,95355,2021,1.0,도입기
9893,(주)제이에이치파트너,95369,2021,1.0,성숙기
9894,에이엠티코퍼레이션(주),95377,2021,1.0,도입기
9895,우리들디엔씨,95380,2021,1.0,쇠퇴기
9896,주식회사성보디앤씨,95382,2021,1.0,도입기
9897,주식회사엠프로미스,95383,2022,1.0,쇠퇴기
9898,미래문화산업(주),95391,2021,1.0,도입기
9899,(주)이터널그룹,95394,2021,1.0,도입기
9900,태진여객(주),95395,2022,1.0,성숙기
9901,주식회사제이에스피,95406,2021,1.0,쇠퇴기
9902,주식회사삼흥고속,95415,2022,1.0,성장기
9903,(주)휴먼스텝스,95422,2021,1.0,쇠퇴기
9904,미래리움(주),95426,2021,1.0,쇠퇴기
9905,(주)롱라이프그린케어,95435,2022,1.0,도입기
9906,디에스홈센터유한회사,95439,2022,1.0,도입기
9907,로지스팟주식회사,95442,2021,1.0,도입기
9908,주식회사한주디앤아이,95446,2021,1.0,성장기
9909,주식회사이레인물류,95468,2022,1.0,쇠퇴기
9910,주식회사성현건설,95480,2021,1.0,도입기
9911,조양흥진(주),95484,2022,1.0,쇠퇴기
9912,주식회사이노하나,95485,2022,1.0,쇠퇴기
9913,주식회사대중교통,95486,2021,1.0,성장기
9914,주식회사성웅디앤씨,95502,2021,1.0,쇠퇴기
9915,해강산업(주),95524,2021,1.0,성장기
9916,쓰리디메디비젼,95527,2022,1.0,쇠퇴기
9917,주식회사티에스에너지9호,95531,2021,1.0,성숙기
9918,신인운수주식회사,95532,2022,1.0,성숙기
9919,주식회사쓰리빌리언,95537,2022,1.0,도입기
9920,일봉공원주식회사,95539,2021,1.0,쇠퇴기
9921,주식회사제주스토리,95556,2021,1.0,도입기
9922,주식회사유디엠텍,95567,2021,1.0,쇠퇴기
9923,주식회사엑셀인베스트먼트,95576,2022,1.0,쇠퇴기
9924,더홍컴퍼니,95619,2021,1.0,도입기
9925,티에프제이글로벌,95632,2021,1.0,도입기
9926,주식회사이지디앤씨,95641,2021,1.0,도입기
9927,주식회사엘피엔,95644,2022,1.0,쇠퇴기
9928,시공인포일피에프브이주식회사,95648,2021,1.0,도입기
9929,실버스톤유한회사,95656,2022,1.0,성숙기
9930,주식회사에이서비스코리아,95657,2022,1.0,도입기
9931,주식회사이티엘,95665,2021,1.0,성숙기
9932,주식회사제이케이파트너스그룹,95666,2021,1.0,도입기
9933,해운대육이육피에프브이주식회사,95667,2021,1.0,도입기
9934,(주)사람마중,95668,2021,1.0,쇠퇴기
9935,주식회사중원이엔지,95673,2021,1.0,쇠퇴기
9936,(주)지티이엔지,95678,2021,1.0,쇠퇴기
9937,주식회사영암유통,95685,2021,1.0,도입기
9938,주식회사온에이브개발,95688,2021,1.0,도입기
9939,성이바이오(주),95691,2021,1.0,도입기
9940,주식회사이조건설,95702,2021,1.0,성장기
9941,주식회사이담홀딩스,95707,2021,1.0,도입기
9942,주식회사씨투케이프로퍼티,95708,2021,1.0,도입기
9943,사천아이씨도시개발주식회사,95709,2021,1.0,쇠퇴기
9944,주식회사융성,95710,2021,1.0,쇠퇴기
9945,주식회사새정스타즈,95722,2021,1.0,도입기
9946,주식회사성우인베스트,95727,2021,1.0,성장기
9947,주식회사서앤파트너스,95728,2021,1.0,성장기
9948,(주)하이플,95733,2022,1.0,도입기
9949,주식회사로미칼,95735,2021,1.0,도입기
9950,라이징윙스주식회사,95738,2022,1.0,도입기
9951,주식회사인푸드웰,95739,2022,1.0,쇠퇴기
9952,민상투자주식회사,95741,2021,1.0,도입기
9953,푸르른연천주식회사,95744,2021,1.0,성숙기
9954,청우씨엔디(주),95748,2021,1.0,도입기
9955,비앤에스(주),95755,2022,1.0,도입기
9956,(주)아트만,95768,2021,1.0,도입기
9957,농업회사법인(주)써니너스,95769,2021,1.0,도입기
9958,주식회사제이드디앤씨,95775,2021,1.0,도입기
9959,대한검사기술(주),95783,2021,1.0,도입기
9960,(주)기센에너지,95785,2021,1.0,쇠퇴기
9961,금강산업개발주식회사,95786,2021,1.0,도입기
9962,주식회사수공단개발,95808,2021,1.0,도입기
9963,주식회사더퍼스트,95816,2021,1.0,도입기
9964,카프랜드,95818,2021,1.0,도입기
9965,(주)동아하우징,95831,2021,1.0,성장기
9966,(주)세원종합관리,95858,2022,1.0,쇠퇴기
9967,(주)케이비엠플러스,95861,2021,1.0,성장기
9968,주식회사이오스,95864,2021,1.0,쇠퇴기
9969,(주)명정,95865,2021,1.0,도입기
9970,(주)에이치제이에스로지스,95867,2021,1.0,성장기
9971,이뮤노포지주식회사,95871,2021,1.0,쇠퇴기
9972,허친슨코리아유한회사,95876,2021,1.0,쇠퇴기
9973,주식회사위드굿피플,95884,2021,1.0,도입기
9974,주식회사이도,95901,2021,1.0,쇠퇴기
9975,(주)태성골뱅이,95913,2021,1.0,쇠퇴기
9976,주식회사신앨림대부,95927,2021,1.0,쇠퇴기
9977,삼성교역(주),95928,2021,1.0,쇠퇴기
9978,(주)센터크로스,95934,2021,1.0,쇠퇴기
9979,신원하이테크주식회사,95935,2021,1.0,성숙기
9980,(주)춘천시민버스,95941,2021,1.0,성장기
9981,주식회사에코크레이션,95942,2021,1.0,도입기
9982,주식회사제이센트럴파크,95948,2022,1.0,도입기
9983,주식회사보담피앤피,95954,2021,1.0,도입기
9984,도영운수(주),95983,2021,1.0,성장기
9985,주식회사힐링디앤씨,95997,2021,1.0,도입기
9986,(주)삼진스틸,96000,2022,1.0,도입기
9987,(주)한울네트웍스,96002,2022,1.0,도입기
9988,에이씨앤코리아유한회사,96006,2022,1.0,쇠퇴기
9989,주식회사커미더스,96010,2021,1.0,쇠퇴기
9990,남한강에스파크컨트리클럽(주),96012,2021,1.0,도입기
9991,제이앤개발(주),96014,2021,1.0,도입기
9992,주식회사나인프리티,96015,2021,1.0,도입기
9993,(주)광채종합건설,96021,2021,1.0,도입기
9994,(주)지산실업,96033,2021,1.0,성장기
9995,넥스테크(주),96050,2021,1.0,성숙기
9996,주식회사티아이씨,96055,2021,1.0,쇠퇴기
9997,주식회사에이플네이처,96057,2021,1.0,도입기
9998,주식회사브렌치포인트,96061,2021,1.0,도입기
9999,(주)케이원씨앤씨,96074,2021,1.0,도입기
10000,(주)제이엠인베스트먼트,96094,2021,1.0,성장기
10001,주식회사팡팡에비뉴,96109,2021,1.0,쇠퇴기
10002,주식회사마이리얼트립,96111,2021,1.0,쇠퇴기
10003,주식회사팬택씨앤아이,96113,2022,1.0,쇠퇴기
10004,농업회사법인(주)와이제이푸드,96125,2021,1.0,성장기
10005,주식회사헬스허브,96138,2022,1.0,쇠퇴기
10006,주식회사빌더스개발원,96140,2021,1.0,쇠퇴기
10007,다나엔지니어링,96145,2021,1.0,쇠퇴기
10008,고양교통(주),96152,2021,1.0,성장기
10009,주식회사하이안종합건설,96153,2021,1.0,도입기
10010,주식회사선두산업,96161,2021,1.0,쇠퇴기
10011,(주)이노글로벌,96162,2021,1.0,도입기
10012,부천버스주식회사,96163,2022,1.0,성숙기
10013,농업회사법인(유)나주평야동강알피씨,96179,2021,1.0,쇠퇴기
10014,주식회사케이엠개발,96193,2021,1.0,도입기
10015,(유)전일여객,96194,2021,1.0,성숙기
10016,(주)한티개발,96200,2021,1.0,도입기
10017,주식회사인라이플,96204,2022,1.0,도입기
10018,큐리옥스바이오시스템즈(주),96206,2022,1.0,쇠퇴기
10019,주식회사엠엔,96210,2021,1.0,도입기
10020,주식회사이지플러스,96211,2021,1.0,쇠퇴기
10021,태양여객주식회사,96226,2021,1.0,성장기
10022,하이스용화공원주식회사,96229,2021,1.0,도입기
10023,주식회사넥스트스테이지,96232,2021,1.0,쇠퇴기
10024,베페사징크포항주식회사,96259,2021,1.0,도입기
10025,(주)에스엘씨앤씨,96298,2022,1.0,쇠퇴기
10026,(주)두강건설,96301,2021,1.0,도입기
10027,주식회사스카이세븐,96302,2021,1.0,쇠퇴기
10028,주식회사창평실업,96312,2021,1.0,도입기
10029,(주)아이그린,96320,2021,1.0,쇠퇴기
10030,주식회사더블유건설,96321,2022,1.0,도입기
10031,주)인엔아웃,96325,2021,1.0,쇠퇴기
10032,(주)동우스페이스,96339,2022,1.0,쇠퇴기
10033,주식회사센타프라자,96344,2021,1.0,도입기
10034,디앤에스개발주식회사,96345,2022,1.0,성장기
10035,주식회사제이시마,96349,2021,1.0,쇠퇴기
10036,(주)아이메라,96368,2021,1.0,도입기
10037,그라운드디홀딩스주식회사,96369,2021,1.0,도입기
10038,(주)인사이트투,96382,2021,1.0,도입기
10039,(주)딜리셔스,96390,2021,1.0,도입기
10040,주식회사바이오메트릭스테크놀로지,96391,2021,1.0,쇠퇴기
10041,(주)밝은티에스,96404,2022,1.0,쇠퇴기
10042,(주)우리세상,96409,2021,1.0,도입기
10043,디에스이엘씨주식회사,96411,2021,1.0,성숙기
10044,(주)제이앤제이이노베이션,96414,2021,1.0,성장기
10045,주식회사대박,96417,2022,1.0,도입기
10046,(주)안국프라퍼티,96431,2021,1.0,도입기
10047,농업회사법인(유)평농,96434,2021,1.0,쇠퇴기
10048,(유)호남고속,96438,2022,1.0,성장기
10049,주식회사더블유에이치컴퍼니,96453,2021,1.0,쇠퇴기
10050,유한회사선진주류,96458,2022,1.0,도입기
10051,주식회사원더피플,96461,2021,1.0,도입기
10052,주식회사비엠코리아,96478,2021,1.0,쇠퇴기
10053,주식회사유원건설,96479,2021,1.0,도입기
10054,주식회사에이치제이개발,96481,2022,1.0,쇠퇴기
10055,(주)두리가이노베이션,96482,2022,1.0,쇠퇴기
10056,농업회사법인설성식품주식회사,96486,2021,1.0,도입기
10057,주식회사티맥스오에스,96489,2022,1.0,도입기
10058,올투딜리셔스,96497,2022,1.0,성장기
10059,주식회사뱅크샐러드,96502,2021,1.0,도입기
10060,주식회사이지스엠에프용답위탁관리부동산투자회사,96504,2021,1.0,도입기
10061,주식회사브랜뉴뮤직,96507,2022,1.0,쇠퇴기
10062,선과한국반도체신재료유한회사,96509,2022,1.0,성숙기
10063,오브젠주식회사,96521,2021,1.0,도입기
10064,케이씨네몰주식회사,96523,2021,1.0,도입기
10065,주식회사금강디앤씨,96526,2021,1.0,쇠퇴기
10066,이도블루인천주식회사,96532,2022,1.0,쇠퇴기
10067,주식회사중앙벨라듀,96535,2021,1.0,도입기
10068,코스본주식회사,96538,2021,1.0,도입기
10069,(주)성림,96540,2020,1.0,성숙기
10070,(주)스카이산업개발,96544,2021,1.0,도입기
10071,아마쎌코리아(유),96547,2022,1.0,성장기
10072,(유)일토씨엔엠,96548,2021,1.0,성숙기
10073,천수산업개발주식회사,96549,2021,1.0,도입기
10074,(주)에스티개발,96559,2021,1.0,쇠퇴기
10075,(주)국진종합건설,96571,2021,1.0,도입기
10076,주식회사제이더타워,96573,2021,1.0,쇠퇴기
10077,시티엔네쳐주식회사,96574,2021,1.0,쇠퇴기
10078,클로버게임즈주식회사,96588,2022,1.0,쇠퇴기
10079,(주)에코그린티엠,96595,2022,1.0,도입기
10080,(주)에스엠홀딩스,96605,2021,1.0,쇠퇴기
10081,성우운수(주),96607,2021,1.0,도입기
10082,주식회사씨엘디엔씨,96612,2021,1.0,도입기
10083,주식회사테이스티나인,96615,2021,1.0,도입기
10084,(주)세종종합관리,96616,2022,1.0,쇠퇴기
10085,스몰빌,96624,2021,1.0,도입기
10086,주식회사미래에이엠디,96637,2021,1.0,성숙기
10087,주식회사청도루지,96641,2021,1.0,도입기
10088,주식회사청라스매시파크,96644,2021,1.0,쇠퇴기
10089,스퀘어세븐씨네마주식회사,96646,2020,1.0,쇠퇴기
10090,지인디앤씨주식회사,96656,2021,1.0,도입기
10091,주식회사알래스카플러스,96661,2021,1.0,도입기
10092,유앤아이글로벌파트너스주식회사,96664,2021,1.0,쇠퇴기
