회사명,거래소코드,회계년도,[U01B100000000]매출액(수익)(*)(IFRS연결)(천원),[U01B200000000]매출원가(*)(IFRS연결)(천원),[U01B201014400]매출총이익(손실)(IFRS연결)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS연결)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS연결)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS연결)(천원),[U01B750000000]법인세비용(IFRS연결)(천원),[U01B100000000]매출액(수익)(*)(IFRS)(천원),[U01B200000000]매출원가(*)(IFRS)(천원),[U01B201014400]매출총이익(손실)(IFRS)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS)(천원),[U01B750000000]법인세비용(IFRS)(천원),[U01210000]매출액(영업수익)(*)(천원),[U01220010]매출원가(*)(천원),[U01221340]매출총이익(손실)(천원),[U01222170]판매비와관리비(영업비용)(*)(천원),[U01230000]영업이익(손실)(천원),[U01290000]법인세비용차감전(계속사업)손익(천원),[U01290100](계속사업손익)법인세비용(천원)
(주)360퍼스펙티브,098947,2021/12,,,,,,,,,,,,,,,19712859,6089034,13623825,6881400,6742424,4969035,2927337
(주)360퍼스펙티브,098947,2022/12,,,,,,,,,,,,,,,22697905,6620180,16077725,6131845,9945880,9010086,2045807
(주)88스테이,081962,2016/12,,,,,,,,,,,,,,,0,0,0,62798,-62798,-59505,0
(주)88스테이,081962,2017/12,,,,,,,,,,,,,,,25399,0,25399,137973,-112575,-109754,0
(주)88스테이,081962,2018/12,,,,,,,,,,,,,,,10000,0,10000,110020,-100020,-2083648,0
(주)88스테이,081962,2019/12,,,,,,,,,,,,,,,6818,0,6818,116895,-110076,-109736,0
(주)88스테이,081962,2020/12,,,,,,,,,,,,,,,0,0,0,97994,-97994,-67652,0
(주)88스테이,081962,2021/12,,,,,,,,,,,,,,,0,0,0,90568,-90568,-90475,0
(주)88스테이,081962,2022/12,,,,,,,,,,,,,,,0,0,0,90302,-90302,-90032,0
(주)A.M.C,064118,2012/12,,,,,,,,,,,,,,,22029188,16939346,5089842,1891287,3198555,3326682,491259
(주)A.M.C,064118,2013/12,,,,,,,,,,,,,,,22286839,16413624,5873215,2381474,3491741,3299456,559366
(주)A.M.C,064118,2014/12,,,,,,,,,,,,,,,12015322,9536606,2478715,2389362,89353,-1571167,0
(주)A.M.C,064118,2015/12,,,,,,,,,,,,,,,10767269,9410272,1356996,2245719,-888722,-1918918,79068
(주)A.M.C,064118,2016/12,,,,,,,,,,,,,,,10467691,9818669,649022,1998042,-1349020,-2048969,-68703
(주)A.M.C,064118,2017/12,,,,,,,,,,,,,,,10576718,9317485,1259233,1179149,80084,-726794,10629
(주)A.M.C,064118,2018/12,,,,,,,,,,,,,,,9002684,7580444,1422240,1052625,369615,106005,0
(주)A.M.C,064118,2019/12,,,,,,,,,,,,,,,7424854,6066833,1358021,1008049,349972,-241952,0
(주)A.M.C,064118,2020/12,,,,,,,,,,,,,,,2856458,3434051,-577593,1111823,-1689417,-4798880,0
(주)ATS엔지니어링,061907,2012/12,,,,,,,,,,,,,,,11643416,9315658,2327758,3801056,-1473298,-1977192,10667
(주)ATS엔지니어링,061907,2013/12,,,,,,,,,,,,,,,13626057,11218836,2407221,3004049,-596829,-1491125,0
(주)ATS엔지니어링,061907,2014/12,,,,,,,,,,,,,,,14185115,11074358,3110757,2403753,707003,256501,0
(주)ATS엔지니어링,061907,2015/12,,,,,,,,,,,,,,,9257427,7139610,2117818,2446468,-328651,-1027532,0
(주)ATS엔지니어링,061907,2016/12,,,,,,,,,,,,,,,19230365,20937254,-1706889,3269117,-4976006,-5388194,0
(주)ATS엔지니어링,061907,2017/12,,,,,,,,,,,,,,,15394672,13939963,1454709,2889441,-1434731,-1456949,0
(주)DCFTREK,017676,2012/12,,,,,,,,,,,,,,,73838711,67893884,5944827,2523972,3420856,4074876,453714
(주)DCFTREK,017676,2013/12,,,,,,,,,,,,,,,54853421,53451256,1402164,2546627,-1144462,-1058691,117202
(주)DCFTREK,017676,2014/12,,,,,,,,,,,,,,,58611641,57557435,1054206,2344615,-1290409,1024482,337981
(주)DCFTREK,017676,2015/12,,,,,,,,,,,,,,,55573955,52679231,2894724,1871835,1022889,478682,3664475
(주)DCFTREK,017676,2016/12,,,,,,,,,,,,,,,36222323,34060906,2161417,1473312,688105,1666014,182747
(주)DCFTREK,017676,2017/12,,,,,,,,,,,,,,,42048192,39090297,2957895,1419352,1538543,2793995,252292
(주)DCFTREK,017676,2018/12,,,,,,,,,,,,,,,47094393,44964019,2130374,1535759,594615,2427236,111797
(주)DCFTREK,017676,2019/12,,,,,,,,,,,,,,,39321480,39149876,171604,1564464,-1392859,146886,157
(주)DCFTREK,017676,2020/12,,,,,,,,,,,,,,,31645754,32125794,-480040,1415042,-1895082,156860,0
(주)DCFTREK,017676,2021/12,,,,,,,,,,,,,,,46078695,42759658,3319037,2217662,1101375,7441824,1650637
(주)DCFTREK,017676,2022/12,,,,,,,,,,,,,,,52231941,47774926,4457015,1905896,2551120,16138345,4447384
(주)DKASTEEL,059783,2012/12,,,,,,,,,,,,,,,8008019,7254718,753301,3196416,-2443115,-947330,0
(주)DNSC,063900,2012/12,,,,,,,,,,,,,,,34123705,25929652,8194053,6330588,1863465,375723,191905
(주)DNSC,063900,2013/12,,,,,,,,,,,,,,,30796530,25032375,5764154,5657488,106666,-995739,25236
(주)DNSC,063900,2014/12,,,,,,,,,,,,,,,28427655,8246898,20180757,9739305,10441452,10075617,2069305
(주)DNSC,063900,2015/12,,,,,,,,,,,,,,,8604667,4569604,4035063,4243226,-208163,1018541,386924
(주)DNSC,063900,2016/12,,,,,,,,,,,,,,,35948730,21030331,14918399,12485892,2432507,2882109,654635
(주)DNSC,063900,2017/12,,,,,,,,,,,,,,,53993944,33623584,20370360,20726285,-355925,-394970,0
(주)DNSC,063900,2018/12,,,,,,,,,,,,,,,25845024,17657131,8187894,7060806,1127088,767395,101730
(주)DNSC,063900,2019/12,,,,,,,,,,,,,,,41385012,27045216,14339796,12889799,1449997,1497686,185747
(주)DNSC,063900,2020/12,,,,,,,,,,,,,,,33510321,22143361,11366960,10618730,748230,-278112,6395
(주)DNSC,063900,2021/12,,,,,,,,,,,,,,,29162956,18187709,10975247,10326186,649061,306045,69922
(주)DNSC,063900,2022/12,,,,,,,,,,,,,,,23532614,16243121,7289493,6534979,754514,250382,94877
(주)DSGlobal,101458,2020/12,,,,,,,,,,,,,,,29414,0,29414,23632,5781,-130961,0
(주)DSGlobal,101458,2021/12,,,,,,,,,,,,,,,441559,0,441559,119501,322058,-104881,0
(주)DSGlobal,101458,2022/12,,,,,,,,,,,,,,,554909,0,554909,130242,424666,15728,0
(주)E-유로,077458,2015/12,,,,,,,,,,,,,,,57964325,46386450,11577876,9149037,2428838,2498779,672751
(주)E-유로,077458,2016/12,,,,,,,,,,,,,,,56689943,43333713,13356229,10803292,2552937,2234651,581611
(주)E-유로,077458,2017/12,,,,,,,,,,,,,,,53623251,43725668,9897583,7973549,1924034,2080905,335377
(주)E-유로,077458,2018/12,,,,,,,,,,,,,,,54403644,46945603,7458041,6480372,977669,890221,214302
(주)E-유로,077458,2019/12,,,,,,,,,,,,,,,43673379,36758630,6914749,6649929,264820,322065,47980
(주)E-유로,077458,2020/12,,,,,,,,,,,,,,,22984301,17423537,5560764,5531426,29338,55680,585
(주)E-유로,077458,2021/12,,,,,,,,,,,,,,,23592683,20444822,3147861,2990935,156926,483595,105539
(주)E-유로,077458,2022/12,,,,,,,,,,,,,,,46862556,40923673,5938882,5561977,376906,808951,144687
(주)EG메탈,058996,2012/12,,,,,,,,,,,,,,,18352461,24439228,-6086767,1138970,-7225737,-7816616,-397919
(주)EG메탈,058996,2013/12,,,,,,,,,,,,,,,27359630,26271878,1087752,1070431,17321,-333323,458005
(주)EG메탈,058996,2014/12,,,,,,,,,,,,,,,40065186,38725131,1340055,1230290,109765,-345436,143583
(주)EG메탈,058996,2015/12,,,,,,,,,,,,,,,33526876,36677631,-3150755,1315454,-4466209,-5400754,0
(주)EG메탈,058996,2016/12,,,,,,,,,,,,,,,20169066,20100194,68872,1158065,-1089193,-1343026,0
(주)EG메탈,058996,2017/12,,,,,,,,,,,,,,,29752865,29028937,723929,1123894,-399965,-2357276,0
(주)EG메탈,058996,2018/12,,,,,,,,,,,,,,,15667489,15297864,369625,825230,-455605,-9700547,0
(주)EG메탈,058996,2019/12,,,,,,,,,,,,,,,3696044,3650266,45777,1059730,-1013953,-2320484,0
(주)ENS,030661,2012/12,,,,,,,,,,,,,,,50918978,33435110,17483868,16705684,778183,208611,2370
(주)ENS,030661,2013/12,,,,,,,,,,,,,,,46414258,29974497,16439762,15696139,743623,380533,0
(주)ENS,030661,2014/12,,,,,,,,,,,,,,,46660763,29774997,16885766,16191373,694393,394005,0
(주)ENS,030661,2015/12,,,,,,,,,,,,,,,36576400,32857809,3718591,12299430,-8580838,-5248632,0
(주)ENS,030661,2016/12,,,,,,,,,,,,,,,27318868,18493217,8825651,8363596,462056,78610,0
(주)ENS,030661,2017/12,,,,,,,,,,,,,,,20214175,20216156,-1981,6683475,-6685456,-6646220,0
(주)G.M식품,100876,2020/12,,,,,,,,,,,,,,,23337902,24406491,-1068588,1222997,-2291585,-8940646,0
(주)G.M식품,100876,2021/12,,,,,,,,,,,,,,,7705423,7907400,-201977,400281,-602258,-538274,0
(주)G1네트웍스,061218,2012/12,,,,,,,,,,,,,,,26414411,23347545,3066866,3287256,-220390,56851,7853
(주)G1네트웍스,061218,2013/12,,,,,,,,,,,,,,,25321606,22343878,2977728,3567210,-589482,-477677,0
(주)G1네트웍스,061218,2014/12,,,,,,,,,,,,,,,17940054,15065043,2875012,3348442,-473430,-286120,0
(주)G1네트웍스,061218,2015/12,,,,,,,,,,,,,,,14124865,10897750,3227115,3421037,-193922,-149895,0
(주)G1네트웍스,061218,2016/12,,,,,,,,,,,,,,,14922818,11559678,3363140,3361839,1301,140001,11445
(주)G1네트웍스,061218,2017/12,,,,,,,,,,,,,,,18144073,14782135,3361937,3380227,-18289,74776,54449
(주)G1네트웍스,061218,2018/12,,,,,,,,,,,,,,,18085652,14956013,3129639,3333907,-204268,-166243,14106
(주)G1네트웍스,061218,2019/12,,,,,,,,,,,,,,,13549499,10721498,2828001,3083255,-255254,-154305,0
(주)G1네트웍스,061218,2020/12,,,,,,,,,,,,,,,6099720,3886282,2213438,1858452,354986,361238,0
(주)G1네트웍스,061218,2021/12,,,,,,,,,,,,,,,6975795,4725553,2250243,2100463,149780,167394,8644
(주)G1네트웍스,061218,2022/12,,,,,,,,,,,,,,,7340451,5151489,2188962,2126199,62764,89459,28055
(주)GBSTYLE,029522,2012/12,,,,,,,,,,,,,,,45749165,22278623,23470543,20528912,2941631,1313825,0
(주)GBSTYLE,029522,2013/12,,,,,,,,,,,,,,,48418563,21147397,27271166,23752489,3518678,2300712,116013
(주)GBSTYLE,029522,2014/12,,,,,,,,,,,,,,,53022592,23674132,29348460,27784238,1564222,3050032,600110
(주)GBSTYLE,029522,2015/12,,,,,,,,,,,,,,,70002186,37177182,32825004,30666404,2158600,1047658,190393
(주)GBSTYLE,029522,2016/12,,,,,,,,,,,,,,,70933702,32780864,38152839,35200523,2952316,1512910,416180
(주)GBSTYLE,029522,2017/12,,,,,,,,,,,,,,,68092351,34538009,33554342,30544936,3009406,2388778,276515
(주)GBSTYLE,029522,2018/12,,,,,,,,,,,,,,,50718039,23950840,26767199,25259911,1507288,292516,5782
(주)GBSTYLE,029522,2019/12,,,,,,,,,,,,,,,36044380,18935110,17109271,27845549,-10736279,-15412495,19805
(주)GBSTYLE,029522,2020/12,,,,,,,,,,,,,,,40163233,17983362,22179871,20119326,2060545,1040300,35137
(주)GBSTYLE,029522,2021/12,,,,,,,,,,,,,,,33416589,13148356,20268233,18516505,1751728,7406624,60345
(주)GBSTYLE,029522,2022/12,,,,,,,,,,,,,,,30969769,12243668,18726101,18042563,683538,-277647,0
(주)GC케어,093093,2020/12,,,,,,,,27242286,22167891,5074395,-306137,-306137,-5260551,-308923,27242286,22167891,5074395,5380532,-306137,-5260551,-308923
(주)GC케어,093093,2021/12,,,,,,,,29934057,28982719,951338,-3693635,-3693635,-4999481,11068,29934057,28982719,951338,4644974,-3693635,-4999481,11068
(주)GC케어,093093,2022/12,166041875,99839831,66202044,-1213245,-1213245,-8701229,1267977,32705648,34323769,-1618121,-6936226,-6936226,-12449818,-1381105,32705648,34323769,-1618121,5318105,-6936226,-12449818,-1381105
(주)GH건설,101742,2021/12,,,,,,,,,,,,,,,239481,75262,164218,12859,151359,9178,1371
(주)GH건설,101742,2022/12,,,,,,,,,,,,,,,17502367,16009106,1493261,218696,1274565,24295,2702
(주)GIMCO,072726,2014/12,,,,,,,,,,,,,,,11828269,9899184,1929084,803904,1125180,917430,151490
(주)GIMCO,072726,2015/12,,,,,,,,,,,,,,,19345514,15313586,4031928,1075720,2956208,2542912,534099
(주)GIMCO,072726,2016/12,,,,,,,,,,,,,,,32668939,26164133,6504807,1718672,4786135,4088959,851631
(주)GIMCO,072726,2017/12,,,,,,,,,,,,,,,12961201,12473320,487881,3253647,-2765766,475831,69526
(주)Good프라임City,100710,2020/12,,,,,,,,,,,,,,,3732895,1628839,2104056,685485,1418571,1520125,312728
(주)Good프라임City,100710,2021/12,,,,,,,,,,,,,,,9534860,4400837,5134023,1892780,3241243,2445392,544624
(주)G건설,090188,2018/12,,,,,,,,,,,,,,,0,0,0,320103,-320103,-426307,55
(주)G건설,090188,2019/12,,,,,,,,,,,,,,,22534156,13117316,9416840,1600750,7816090,7698055,2069932
(주)H.M.T,056408,2012/12,,,,,,,,,,,,,,,28714131,23473323,5240807,3053602,2187206,770061,95603
(주)H.M.T,056408,2013/12,,,,,,,,,,,,,,,32341093,31315075,1026018,3353323,-2327305,-3866326,0
(주)HKM,101832,2021/12,,,,,,,,,,,,,,,55109408,51851306,3258102,1344986,1913116,1821231,296319
(주)HKM,101832,2022/12,,,,,,,,,,,,,,,62522789,58644968,3877821,1762751,2115070,1502804,247485
(주)HM금속,043596,2012/12,,,,,,,,,,,,,,,32918108,29637571,3280537,1158757,2121780,1137579,107741
(주)HM금속,043596,2013/12,,,,,,,,,,,,,,,33484824,30537107,2947718,1542063,1405655,127866,14673
(주)HM금속,043596,2014/12,,,,,,,,,,,,,,,46186066,48275780,-2089714,1968406,-4058120,-6543285,0
(주)HM금속,043596,2015/12,,,,,,,,,,,,,,,46139369,51743402,-5604032,2775736,-8379768,-18555732,0
(주)HM금속,043596,2016/12,,,,,,,,,,,,,,,40770277,44985902,-4215625,1671610,-5887235,-8328205,0
(주)HM금속,043596,2017/12,,,,,,,,,,,,,,,39334399,42618298,-3283898,1712734,-4996633,-5177587,0
(주)HM금속,043596,2018/12,,,,,,,,,,,,,,,49831722,52052497,-2220775,1590217,-3810992,-4838639,0
(주)HM금속,043596,2019/12,,,,,,,,,,,,,,,55892255,53925742,1966513,2372173,-405661,-1982138,0
(주)HM금속,043596,2020/12,,,,,,,,,,,,,,,41534221,44115865,-2581644,1929123,-4510767,-5779113,0
(주)IEN한창,045661,2012/12,,,,,,,,,,,,,,,13519478,11814136,1705342,1653141,52201,1974547,56070
(주)IEN한창,045661,2013/12,,,,,,,,,,,,,,,13095053,10432640,2662413,1813192,849222,-973590,0
(주)IEN한창,045661,2014/12,,,,,,,,,,,,,,,12617076,9015265,3601812,2869028,732784,222211,3285
(주)IEN한창,045661,2015/12,,,,,,,,,,,,,,,12306550,9180284,3126266,2732780,393486,-3762194,0
(주)IEN한창,045661,2016/12,,,,,,,,,,,,,,,13531090,9383579,4147511,2827238,1320273,1321526,0
(주)IEN한창,045661,2017/12,,,,,,,,,,,,,,,12132036,8023824,4108212,3320563,787649,1684057,0
(주)IEN한창,045661,2018/12,,,,,,,,,,,,,,,20068900,13623851,6445049,3944861,2500187,-628712,0
(주)IEN한창,045661,2019/12,,,,,,,,,,,,,,,16007790,10532585,5475205,4100779,1374426,4785488,0
(주)IEN한창,045661,2020/12,,,,,,,,,,,,,,,20507444,13981551,6525894,3770401,2755493,13843362,44900
(주)IEN한창,045661,2021/12,,,,,,,,,,,,,,,26908892,18830441,8078451,4845978,3232473,6003187,880514
(주)IEN한창,045661,2022/12,,,,,,,,,,,,,,,83014787,40261633,42753154,8386140,34367013,23267380,6131224
(주)JBM,058709,2012/12,,,,,,,,,,,,,,,15932297,12833483,3098814,2610782,488031,317437,73047
(주)JBM,058709,2013/12,,,,,,,,,,,,,,,15263823,12776146,2487677,2366991,120687,164943,39735
(주)JBM,058709,2014/12,,,,,,,,,,,,,,,13990468,12059181,1931287,2112453,-181166,130415,31338
(주)JBM,058709,2015/12,,,,,,,,,,,,,,,13568245,12701406,866838,1819381,-952542,-2160490,0
(주)JBM,058709,2016/12,,,,,,,,,,,,,,,13966736,12412134,1554602,1243228,311374,81863,0
(주)JBM,058709,2017/12,,,,,,,,,,,,,,,9870646,12114227,-2243581,1067338,-3310919,-4032529,56
(주)JBM,058709,2018/12,,,,,,,,,,,,,,,10075158,8918115,1157043,687546,469497,365910,0
(주)JK알에스티,063959,2012/12,,,,,,,,,,,,,,,14499810,13012153,1487658,875140,612518,580297,48930
(주)JK알에스티,063959,2013/12,,,,,,,,,,,,,,,14880587,12974587,1906000,895331,1010669,940537,81737
(주)JK알에스티,063959,2014/12,,,,,,,,,,,,,,,18804749,15909746,2895003,989105,1905898,1837798,489447
(주)JK알에스티,063959,2015/12,,,,,,,,,,,,,,,16843002,14541344,2301658,1040730,1260927,1308140,200678
(주)JK알에스티,063959,2016/12,,,,,,,,,,,,,,,19354590,16784599,2569990,1579559,990431,1854277,636156
(주)JK알에스티,063959,2017/12,,,,,,,,,,,,,,,27593685,24897844,2695841,1486954,1208887,1272544,173135
(주)JK알에스티,063959,2018/12,,,,,,,,,,,,,,,26934608,22545312,4389296,1585171,2804125,2961217,526982
(주)JK알에스티,063959,2019/12,,,,,,,,,,,,,,,27744767,23631755,4113013,1828934,2284079,2344526,423227
(주)JK알에스티,063959,2020/12,,,,,,,,,,,,,,,27789038,21925380,5863659,2042617,3821041,4030745,765380
(주)JK알에스티,063959,2021/12,,,,,,,,,,,,,,,21185054,18243743,2941311,2004204,937107,919400,186464
(주)JK알에스티,063959,2022/12,,,,,,,,,,,,,,,28124084,24223031,3901052,2503883,1397170,1640665,340592
(주)JNC하이텍,063938,2012/12,,,,,,,,,,,,,,,28551684,24767241,3784443,2739347,1045096,765073,140784
(주)JNC하이텍,063938,2013/12,,,,,,,,,,,,,,,25691727,21096743,4594984,2954578,1640406,1086765,232687
(주)JNC하이텍,063938,2014/12,,,,,,,,,,,,,,,35415808,30513225,4902584,3123001,1779582,1629237,344227
(주)JNC하이텍,063938,2015/12,,,,,,,,,,,,,,,30475646,26263697,4211949,2847367,1364582,905052,137459
(주)JNC하이텍,063938,2016/12,,,,,,,,,,,,,,,14401814,11200364,3201450,1481319,1720131,1536726,125492
(주)JNC하이텍,063938,2017/12,,,,,,,,,,,,,,,7041580,5432922,1608658,1536118,72540,-102381,0
(주)JNC하이텍,063938,2018/12,,,,,,,,,,,,,,,14821957,13280439,1541519,2520136,-978617,-1166318,0
(주)JNC하이텍,063938,2019/12,,,,,,,,,,,,,,,20208710,19529566,679144,2274992,-1595848,-1764560,0
(주)JNC하이텍,063938,2020/12,,,,,,,,,,,,,,,16342305,14168613,2173692,1973369,200322,20623,0
(주)JNC하이텍,063938,2021/12,,,,,,,,,,,,,,,16981207,15041082,1940125,1626234,313891,90377,0
(주)JNC하이텍,063938,2022/12,,,,,,,,,,,,,,,20539015,17911442,2627573,1894193,733379,249370,0
(주)JS중공업,062045,2012/12,,,,,,,,,,,,,,,14769326,14745895,23431,121746,-98316,235308,24238
(주)JS중공업,062045,2013/12,,,,,,,,,,,,,,,1797323,1776549,20774,59911,-39136,760659,109376
(주)JS중공업,062045,2014/12,,,,,,,,,,,,,,,425353,308194,117159,67133,50027,804863,998149
(주)JW솔라파크,081903,2016/12,,,,,,,,,,,,,,,74174,240135,-165962,388204,-554166,-1178016,0
(주)JW솔라파크,081903,2017/12,,,,,,,,,,,,,,,4655836,3537207,1118629,263153,855476,-882601,0
(주)JW솔라파크,081903,2018/12,,,,,,,,,,,,,,,9260757,5884393,3376364,286640,3089724,-107401,0
(주)JW솔라파크,081903,2019/12,,,,,,,,,,,,,,,9762738,6595124,3167614,157953,3009661,-469604,0
(주)JW솔라파크,081903,2020/12,,,,,,,,,,,,,,,9172116,6581586,2590530,152459,2438071,-864626,0
(주)JW솔라파크,081903,2021/12,,,,,,,,,,,,,,,9131815,6584901,2546914,141674,2405240,-713338,0
(주)JW솔라파크,081903,2022/12,,,,,,,,,,,,,,,11322933,6801654,4521279,173685,4347594,1412273,0
(주)KHE,027325,2012/12,,,,,,,,,,,,,,,130797215,110693786,20103429,6762124,13341305,3430107,0
(주)KHE,027325,2013/12,,,,,,,,,,,,,,,106816001,90637152,16178849,5891805,10287044,5211383,0
(주)KHE,027325,2014/12,,,,,,,,,,,,,,,101435604,84746358,16689246,5313133,11376113,6379297,0
(주)KHE,027325,2015/12,,,,,,,,,,,,,,,100692189,82194923,18497266,6280121,12217145,5627836,0
(주)KHE,027325,2016/12,,,,,,,,,,,,,,,96755643,80163442,16592201,6676121,9916080,4903044,0
(주)KHE,027325,2017/12,,,,,,,,,,,,,,,85669507,70823010,14846497,5181011,9665486,1022427,196739
(주)KHE,027325,2018/12,,,,,,,,,,,,,,,68022200,60938389,7083811,57898364,-50814553,-51869686,0
(주)KHE,027325,2019/12,,,,,,,,,,,,,,,53935692,62612060,-8676369,5220438,-13896807,-23053160,0
(주)KHE,027325,2020/12,,,,,,,,,,,,,,,30412421,29095989,1316432,4687255,-3370823,-18069506,83564
(주)KHE,027325,2021/12,,,,,,,,,,,,,,,30506710,28213703,2293007,4177912,-1884905,1388141,0
(주)KHE,027325,2022/12,,,,,,,,50997300,45363130,5634169,1416463,1416463,1966954,105511,50997300,45363130,5634169,4217706,1416463,1966954,105511
(주)KH엘텍,043023,2012/12,,,,,,,,7061551,8857689,-1796139,-2820064,-2820064,-2747559,1491432,7061551,8857689,-1796139,1023925,-2820064,-2747559,1491432
(주)KH엘텍,043023,2013/12,,,,,,,,26524746,20854844,5669902,4333360,4333360,4478312,0,26524746,20854844,5669902,1336542,4333360,4478312,0
(주)KH엘텍,043023,2014/12,,,,,,,,16911865,18132513,-1220649,-2482896,-2482896,-2614596,0,16911865,18132513,-1220649,1262247,-2482896,-2614596,0
(주)KH엘텍,043023,2015/12,,,,,,,,23795434,23299414,496019,-1090029,-1090029,-904348,0,23795434,23299414,496019,1586048,-1090029,-904348,0
(주)KH엘텍,043023,2016/12,,,,,,,,26727886,25982420,745466,-1317961,-1317961,-1435740,0,26727886,25982420,745466,2063427,-1317961,-1435740,0
(주)KH엘텍,043023,2017/12,,,,,,,,40574304,37123188,3451115,1426198,1426198,670859,0,40574304,37123188,3451115,2024917,1426198,670859,0
(주)KH엘텍,043023,2018/12,,,,,,,,25763323,22466992,3296331,1660970,1660970,1347999,65589,25763323,22466992,3296331,1635361,1660970,1347999,65589
(주)KH엘텍,043023,2019/12,,,,,,,,35922558,31842429,4080129,2568393,2568393,2248767,80210,35922558,31842429,4080129,1511736,2568393,2248767,80210
(주)KH엘텍,043023,2020/12,,,,,,,,22085447,21977460,107987,-1954641,-1954641,-4279658,-237328,22085447,21977460,107987,2062627,-1954641,-4279658,-237328
(주)KH엘텍,043023,2021/12,,,,,,,,38518283,36790503,1727780,-748000,-748000,602476,46173,38518283,36790503,1727780,2475780,-748000,602476,46173
(주)KH엘텍,043023,2022/12,,,,,,,,29961357,28268346,1693011,192520,192520,-3377909,-25817,29961357,28268346,1693011,1500491,192520,-3377909,-25817
(주)KJ컴텍,038835,2012/12,,,,,,,,,,,,,,,10463777,9221438,1242340,829184,413155,223943,0
(주)KJ컴텍,038835,2013/12,,,,,,,,,,,,,,,10784367,9064576,1719791,1055560,664231,410558,0
(주)KJ컴텍,038835,2014/12,,,,,,,,,,,,,,,9173991,8363397,810594,1072656,-262062,-413913,0
