회사명,거래소코드,회계년도,[U01B100000000]매출액(수익)(*)(IFRS연결)(천원),[U01B200000000]매출원가(*)(IFRS연결)(천원),[U01B201014400]매출총이익(손실)(IFRS연결)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS연결)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS연결)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS연결)(천원),[U01B750000000]법인세비용(IFRS연결)(천원),[U01B100000000]매출액(수익)(*)(IFRS)(천원),[U01B200000000]매출원가(*)(IFRS)(천원),[U01B201014400]매출총이익(손실)(IFRS)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS)(천원),[U01B750000000]법인세비용(IFRS)(천원),[U01210000]매출액(영업수익)(*)(천원),[U01220010]매출원가(*)(천원),[U01221340]매출총이익(손실)(천원),[U01222170]판매비와관리비(영업비용)(*)(천원),[U01230000]영업이익(손실)(천원),[U01290000]법인세비용차감전(계속사업)손익(천원),[U01290100](계속사업손익)법인세비용(천원)
(주)목련,072646,2017/12,,,,,,,,,,,,,,,12148863,10211946,1936917,1411444,525472,269221,40590
(주)목련,072646,2018/12,,,,,,,,,,,,,,,14683031,11854310,2828721,1751544,1077177,804083,78593
(주)목련,072646,2019/12,,,,,,,,,,,,,,,14910564,12093150,2817414,1837817,979598,667116,112742
(주)목련,072646,2020/12,,,,,,,,,,,,,,,11680722,9673189,2007533,1461741,545792,388365,201258
(주)목련,072646,2021/12,,,,,,,,,,,,,,,17383890,14352759,3031131,1476120,1555011,1266211,218070
(주)목련,072646,2022/12,,,,,,,,,,,,,,,17632337,14052949,3579389,1509851,2069537,1708290,346203
(주)목산제약,053523,2012/12,,,,,,,,,,,,,,,704580,503915,200665,208485,-7819,-15817,0
(주)목양산업,089489,2018/12,,,,,,,,,,,,,,,9001983,6434479,2567504,1687895,879609,903863,165203
(주)목양산업,089489,2019/12,,,,,,,,,,,,,,,10755629,7886192,2869437,2096548,772889,-443581,0
(주)목양산업,089489,2020/12,,,,,,,,,,,,,,,12526199,9285583,3240616,2166415,1074201,1410539,146867
(주)목양산업,089489,2021/12,,,,,,,,,,,,,,,15851977,11620762,4231214,2437144,1794070,1896273,236432
(주)목양산업,089489,2022/12,,,,,,,,,,,,,,,18983127,14846918,4136209,3059526,1076683,1067676,106051
(주)목양종합건축사사무소,081852,2016/12,,,,,,,,,,,,,,,25304402,17178898,8125504,5818484,2307021,1828965,940830
(주)목양종합건축사사무소,081852,2017/12,,,,,,,,,,,,,,,31428597,19665629,11762968,8716143,3046825,2760135,339868
(주)목양종합건축사사무소,081852,2018/12,,,,,,,,,,,,,,,37576478,24838530,12737948,9484211,3253737,3735196,393442
(주)목양종합건축사사무소,081852,2019/12,,,,,,,,,,,,,,,41412398,26264147,15148251,11224784,3923468,4317828,461062
(주)목양종합건축사사무소,081852,2020/12,,,,,,,,,,,,,,,50453247,32274984,18178264,11013490,7164774,7714543,877678
(주)목양종합건축사사무소,081852,2021/12,,,,,,,,,,,,,,,57441017,38132356,19308661,14047098,5261564,6126854,1236806
(주)목양종합건축사사무소,081852,2022/12,,,,,,,,,,,,,,,58975465,37414340,21561125,14873306,6687819,7327324,963430
(주)목우강재,038858,2012/12,,,,,,,,,,,,,,,29804893,28311141,1493752,1535672,-41921,2553652,159222
(주)목우강재,038858,2013/12,,,,,,,,,,,,,,,31882556,30369763,1512793,1727868,-215075,-858051,0
(주)목우강재,038858,2014/12,,,,,,,,,,,,,,,22492362,21293717,1198645,699516,499129,108754,235814
(주)목우강재,038858,2015/12,,,,,,,,,,,,,,,28068086,26813883,1254203,2897500,-1643297,-1976627,146374
(주)목우강재,038858,2021/12,,,,,,,,,,,,,,,53322378,50504514,2817864,1040111,1777753,1765012,345653
(주)목우강재,038858,2022/12,,,,,,,,,,,,,,,43618641,42183483,1435158,1245453,189705,123692,71932
(주)목우연구소,104125,2021/12,,,,,,,,,,,,,,,3674720,1611999,2062721,1729532,333189,185017,7233
(주)목우연구소,104125,2022/12,,,,,,,,,,,,,,,5883581,2480544,3403037,2886570,516467,402104,19651
(주)목우촌과마니커,049522,2012/12,,,,,,,,38900799,35858870,3041929,1426355,1426355,906123,0,38900799,35858870,3041929,1615574,1426355,906123,0
(주)목우촌과마니커,049522,2013/12,,,,,,,,25590650,24927061,663589,30211,30211,-442288,230933,25590650,24927061,663589,633378,30211,-442288,230933
(주)목평인력개발,094502,2019/12,,,,,,,,,,,,,,,22471216,0,22471216,23938064,-1466848,-1292732,95887
(주)목평인력개발,094502,2020/12,,,,,,,,,,,,,,,25687682,0,25687682,25175988,511695,792086,1105
(주)목평인력개발,094502,2021/12,,,,,,,,,,,,,,,25384289,0,25384289,25694976,-310686,110066,2965
(주)목평인력개발,094502,2022/12,,,,,,,,,,,,,,,22607072,0,22607072,22776338,-169266,-80492,0
(주)몽빅,073554,2014/12,,,,,,,,,,,,,,,16537705,15400183,1137523,1127938,9585,-272157,28639
(주)몽빅,073554,2015/12,,,,,,,,,,,,,,,16546240,15732934,813306,677376,135930,-304362,0
(주)몽빅,073554,2016/12,,,,,,,,,,,,,,,14382109,13446180,935928,513436,422492,25921,-20903
(주)몽빅,073554,2017/12,,,,,,,,,,,,,,,12783587,11942903,840683,1622533,-781850,-4702889,0
(주)무궁,076752,2015/12,,,,,,,,,,,,,,,30947065,7764884,23182181,18243477,4938704,4805615,975568
(주)무궁,076752,2016/12,,,,,,,,,,,,,,,24404844,6193736,18211108,16920809,1290299,1062350,307145
(주)무궁,076752,2017/12,,,,,,,,,,,,,,,24214574,6122885,18091689,17535896,555792,371810,90065
(주)무궁,076752,2018/12,,,,,,,,,,,,,,,17632820,4463770,13169050,14698974,-1529924,-2004218,0
(주)무궁,076752,2019/12,,,,,,,,,,,,,,,11027515,2706541,8320974,8618567,-297593,-600905,-43671
(주)무궁,076752,2020/12,,,,,,,,,,,,,,,2095518,607321,1488196,3617242,-2129046,-2900339,0
(주)무노스,093947,2020/12,,,,,,,,2221625,256104,1965520,-100553,-100553,-271808,-136339,2221625,256104,1965520,2066074,-100553,-271808,-136339
(주)무니,106670,2022/12,,,,,,,,,,,,,,,0,0,0,2361405,-2361405,-13555888,743
(주)무들산업,098404,2020/12,,,,,,,,,,,,,,,0,0,0,818738,-818738,-770531,0
(주)무들산업,098404,2021/12,,,,,,,,,,,,,,,300000,300880,-880,1108457,-1109337,-1352318,6005
(주)무들산업,098404,2022/12,,,,,,,,,,,,,,,224895,211101,13794,2405592,-2391797,-4103832,0
(주)무들알앤씨,071075,2013/12,,,,,,,,,,,,,,,9266591,7940915,1325677,975003,350674,215737,35597
(주)무들알앤씨,071075,2014/12,,,,,,,,,,,,,,,8876593,7685405,1191188,1117377,73812,310537,58516
(주)무등산랜드,067990,2012/12,,,,,,,,,,,,,,,670723,103799,566924,501672,65252,-155263,0
(주)무등산랜드,067990,2013/12,,,,,,,,,,,,,,,1129969,158794,971175,1156310,-185135,-699032,0
(주)무등산랜드,067990,2014/12,,,,,,,,,,,,,,,1300153,154381,1145772,1089799,55973,-280721,0
(주)무등산랜드,067990,2015/12,,,,,,,,,,,,,,,1591991,141794,1450197,1138359,311838,16204,0
(주)무등산랜드,067990,2016/12,,,,,,,,,,,,,,,1720736,147652,1573084,1222818,350266,84533,1860
(주)무등산랜드,067990,2017/12,,,,,,,,,,,,,,,1681530,161489,1520041,1223021,297020,44742,1808
(주)무등산랜드,067990,2018/12,,,,,,,,,,,,,,,2009358,182295,1827063,1435179,391884,140930,752
(주)무등산랜드,067990,2019/12,,,,,,,,,,,,,,,2348995,190990,2158004,1669206,488798,235889,371
(주)무등산레져,090870,2018/12,,,,,,,,,,,,,,,1120512,0,1120512,1794914,-674402,-664631,6239
(주)무등산레져,090870,2019/12,,,,,,,,,,,,,,,1030027,0,1030027,807047,222980,3371269,766158
(주)무룡,064809,2012/12,,,,,,,,,,,,,,,27663499,19115236,8548264,2153848,6394416,6383803,655313
(주)무룡,064809,2013/12,,,,,,,,,,,,,,,67446283,54196313,13249970,3752330,9497641,9191888,1225613
(주)무룡,064809,2014/12,,,,,,,,,,,,,,,78249143,65131939,13117204,3752622,9364582,11111684,4332021
(주)무룡,064809,2015/12,,,,,,,,,,,,,,,60626593,51397027,9229566,5955735,3273831,4905762,924685
(주)무룡,064809,2016/12,,,,,,,,,,,,,,,45783428,37091967,8691460,6304486,2386974,2498920,417422
(주)무룡,064809,2017/12,,,,,,,,,,,,,,,44047700,37388646,6659055,4837002,1822052,1639775,1484242
(주)무룡,064809,2018/12,,,,,,,,,,,,,,,41805692,35793419,6012274,4378827,1633447,2520083,582023
(주)무룡,064809,2019/12,,,,,,,,,,,,,,,40886748,34620219,6266529,4550948,1715581,4290636,971656
(주)무룡,064809,2020/12,,,,,,,,,,,,,,,38010761,30729820,7280941,5810658,1470284,1919704,1192901
(주)무룡,064809,2021/12,,,,,,,,,,,,,,,42876582,34332113,8544469,6731507,1812962,1983777,417345
(주)무룡,064809,2022/12,,,,,,,,,,,,,,,44176186,34168598,10007588,7972366,2035222,3405135,804286
(주)무림하우징,093302,2019/12,,,,,,,,,,,,,,,12514664,0,12514664,12402326,112338,147916,59748
(주)무림하우징,093302,2020/12,,,,,,,,,,,,,,,8878764,0,8878764,8619629,259136,202669,-53961
(주)무비락,089792,2018/12,,,,,,,,,,,,,,,16141848,13339615,2802233,528595,2273639,2177508,166985
(주)무비락,089792,2019/12,,,,,,,,,,,,,,,2899605,1876907,1022699,382882,639817,711190,150514
(주)무성석건,106201,2021/12,,,,,,,,,,,,,,,12055370,11009535,1045835,1035112,10723,30146,198923
(주)무성석건,106201,2022/12,,,,,,,,,,,,,,,16205696,14679630,1526065,1309806,216259,486466,62407
(주)무쏘파워시스템,093278,2019/12,,,,,,,,,,,,,,,13659707,10156349,3503358,2892157,611201,526606,102346
(주)무쏘파워시스템,093278,2020/12,,,,,,,,,,,,,,,17650989,13325470,4325520,3735024,590495,736737,63566
(주)무쏘파워시스템,093278,2021/12,,,,,,,,,,,,,,,25463901,19172699,6291202,4426863,1864339,1897413,357452
(주)무쏘파워시스템,093278,2022/12,,,,,,,,,,,,,,,24793398,18509674,6283724,4393045,1890680,1423432,492956
(주)무안햇빛발전소,095305,2019/12,,,,,,,,,,,,,,,0,0,0,1394392,-1394392,-2251404,0
(주)무안햇빛발전소,095305,2020/12,,,,,,,,,,,,,,,7844187,5074096,2770091,560935,2209156,-1347643,0
(주)무안햇빛발전소,095305,2021/12,,,,,,,,,,,,,,,15580401,8125334,7455067,2808524,4646543,338072,0
(주)무안햇빛발전소,095305,2022/12,,,,,,,,,,,,,,,19421580,7890956,11530624,1425198,10105426,5844993,396344
(주)무영씨엠건축사사무소,059096,2012/12,,,,,,,,,,,,,,,14393815,9583243,4810571,3556111,1254461,1365933,132671
(주)무영씨엠건축사사무소,059096,2013/12,,,,,,,,,,,,,,,18863112,13232199,5630913,4732190,898724,820026,182463
(주)무영씨엠건축사사무소,059096,2014/12,,,,,,,,,,,,,,,20891972,14050094,6841878,5993412,848466,-467840,157502
(주)무영씨엠건축사사무소,059096,2015/12,,,,,,,,,,,,,,,24673140,16160436,8512704,8278240,234463,252816,118565
(주)무영씨엠건축사사무소,059096,2016/12,,,,,,,,,,,,,,,33113949,21245509,11868440,11544071,324369,533573,112894
(주)무영씨엠건축사사무소,059096,2017/12,,,,,,,,,,,,,,,41202384,25914159,15288225,13748849,1539376,1263710,338886
(주)무영씨엠건축사사무소,059096,2018/12,,,,,,,,,,,,,,,42220958,25172683,17048274,16276547,771727,-486557,47183
(주)무영씨엠건축사사무소,059096,2019/12,,,,,,,,,,,,,,,39782935,21956309,17826626,17491082,335544,510531,32791
(주)무영씨엠건축사사무소,059096,2020/12,,,,,,,,,,,,,,,47061360,28311577,18749783,18209447,540336,1773826,39475
(주)무영씨엠건축사사무소,059096,2021/12,,,,,,,,,,,,,,,55522994,34568407,20954587,19195836,1758751,2176161,95333
(주)무영씨엠건축사사무소,059096,2022/12,,,,,,,,,,,,,,,63679939,41803423,21876516,19412555,2463961,2726635,590564
(주)무전도시개발,083148,2016/12,,,,,,,,,,,,,,,0,0,0,964678,-964678,-949882,0
(주)무전도시개발,083148,2017/12,,,,,,,,,,,,,,,1710294,344682,1365612,617087,748525,805576,0
(주)무전도시개발,083148,2020/12,,,,,,,,,,,,,,,0,0,0,370283,-370283,-32322865,0
(주)무전도시개발,083148,2021/12,,,,,,,,,,,,,,,0,0,0,782112,-782112,-1219049,0
(주)무전도시개발,083148,2022/12,,,,,,,,,,,,,,,0,0,0,724446,-724446,-5373748,0
(주)무지개렌트카,068028,2012/12,,,,,,,,,,,,,,,4478878,0,4478878,3793210,685668,204352,0
(주)무지개렌트카,068028,2013/12,,,,,,,,,,,,,,,7914603,0,7914603,7458819,455784,153723,5905
(주)무지개렌트카,068028,2020/12,,,,,,,,,,,,,,,14932659,0,14932659,13495321,1437337,1671663,441341
(주)무지개렌트카,068028,2021/12,,,,,,,,,,,,,,,28385808,0,28385808,20476763,7909045,7872680,1559286
(주)무지개렌트카,068028,2022/12,,,,,,,,,,,,,,,40827511,0,40827511,32443875,8383636,10640615,2278316
(주)무지개약품,093181,2019/12,,,,,,,,,,,,,,,15224575,11690829,3533746,1759396,1774350,1669476,340265
(주)무지개약품,093181,2020/12,,,,,,,,,,,,,,,19953632,15093868,4859764,2338380,2521384,2315751,689337
(주)무지개약품,093181,2021/12,,,,,,,,,,,,,,,21330305,16466724,4863581,2445204,2418377,2184045,472767
(주)무지개약품,093181,2022/12,,,,,,,,,,,,,,,28277398,23827742,4449657,2885037,1564620,1223399,209404
(주)무지개종합건설,074138,2014/12,,,,,,,,,,,,,,,9371865,6601932,2769933,395732,2374201,2155974,330831
(주)무지개종합건설,074138,2015/12,,,,,,,,,,,,,,,17497293,15637615,1859677,501587,1358090,1041935,179961
(주)무진,056975,2012/12,,,,,,,,,,,,,,,16009065,13580888,2428178,1786806,641372,2428222,524789
(주)무진,056975,2013/12,,,,,,,,,,,,,,,15703685,13048564,2655121,2199277,455844,1376503,334277
(주)무진,056975,2014/12,,,,,,,,,,,,,,,21908880,18933990,2974890,2663741,311149,699943,184004
(주)무진,056975,2015/12,,,,,,,,,,,,,,,22002136,18910359,3091777,2580883,510894,670035,204454
(주)무진,056975,2016/12,,,,,,,,,,,,,,,11422192,8602771,2819421,2364828,454593,1471569,597297
(주)무진,085621,2017/12,,,,,,,,,,,,,,,7453272,6458080,995192,464086,531105,771659,86193
(주)무진,056975,2017/12,,,,,,,,,,,,,,,3991256,2911884,1079372,1836928,-757556,-678980,-125335
(주)무진,085621,2018/12,,,,,,,,,,,,,,,24539723,23000602,1539121,983042,556079,181653,7207
(주)무진,085621,2019/12,,,,,,,,,,,,,,,24998128,23226588,1771540,1432503,339037,554540,59624
(주)무진,085621,2020/12,,,,,,,,,,,,,,,33530774,31925386,1605388,1574468,30920,485325,46514
(주)무진,085621,2021/12,,,,,,,,,,,,,,,44278379,41711716,2566663,1771358,795305,623706,57073
(주)무진,085621,2022/12,,,,,,,,,,,,,,,55849654,52871678,2977976,2272505,705471,666167,97385
(주)무진기업,089380,2018/12,,,,,,,,,,,,,,,2836308,2401543,434765,264567,170198,69496,7187
(주)무진기업,089380,2019/12,,,,,,,,,,,,,,,2538194,2006719,531475,287125,244350,39108,4283
(주)무진기연,057257,2012/12,,,,,,,,,,,,,,,11449272,8837074,2612198,2312472,299726,168273,0
(주)무진기연,057257,2013/12,,,,,,,,,,,,,,,13864713,10589490,3275223,2616909,658314,237049,0
(주)무진기연,057257,2014/12,,,,,,,,,,,,,,,14279176,11066012,3213164,2697088,516076,211611,6383
(주)무진기연,057257,2015/12,,,,,,,,,,,,,,,19100610,14870449,4230160,3297661,932499,451928,12223
(주)무진기연,057257,2016/12,,,,,,,,,,,,,,,15375993,11779931,3596061,2735328,860733,405797,12493
(주)무진기연,057257,2017/12,,,,,,,,,,,,,,,16532319,12400903,4131416,3160788,970628,483840,13625
(주)무진기연,057257,2018/12,,,,,,,,,,,,,,,20155524,15498792,4656731,3747118,909614,617806,0
(주)무진기연,057257,2019/12,,,,,,,,,,,,,,,20729366,18207234,2522132,4518051,-1995919,-2466184,0
(주)무진기연,057257,2020/12,,,,,,,,,,,,,,,21609134,17313078,4296056,3188862,1107194,590837,0
(주)무진기연,057257,2021/12,,,,,,,,,,,,,,,21004272,17384140,3620132,2633443,986688,615591,0
(주)무진기연,057257,2022/12,,,,,,,,,,,,,,,16244196,12384181,3860015,2754908,1105108,911950,6137
(주)무진메디,085893,2017/12,,,,,,,,,,,,,,,721413,0,721413,1429403,-707991,-856653,0
(주)무진메디,085893,2018/12,,,,,,,,,,,,,,,100950,0,100950,1468421,-1367471,-1473895,0
(주)무진메디,085893,2019/12,,,,,,,,,,,,,,,12954,0,12954,2062064,-2049110,-2083898,0
(주)무진상사,101267,2020/12,,,,,,,,,,,,,,,20195829,15919894,4275935,2421810,1854126,1723543,911
(주)무진상사,101267,2021/12,,,,,,,,,,,,,,,18142689,14776851,3365838,2694166,671672,475064,7948
(주)무진상사,101267,2022/12,,,,,,,,,,,,,,,17866239,14820436,3045802,2197328,848474,32801,7129
(주)무진서비스,068023,2012/12,,,,,,,,,,,,,,,26031806,18538681,7493125,3395143,4097982,3832177,887797
(주)무진서비스,068023,2013/12,,,,,,,,,,,,,,,19372060,13758303,5613757,3028258,2585500,2799759,333569
(주)무진서비스,068023,2014/12,,,,,,,,,,,,,,,24452441,18132285,6320155,3062082,3258073,3863942,496484
(주)무진서비스,068023,2015/12,,,,,,,,,,,,,,,15453744,11370661,4083083,2500612,1582471,2176447,149965
(주)무진서비스,068023,2016/12,,,,,,,,,,,,,,,16269383,12375272,3894111,2652400,1241711,2191338,208495
(주)무진서비스,068023,2017/12,,,,,,,,,,,,,,,22410583,15760339,6650244,3460244,3190000,2748012,282647
(주)무진서비스,068023,2018/12,,,,,,,,,,,,,,,19033476,14828561,4204915,3068685,1136230,1886207,164131
(주)무진서비스,068023,2019/12,,,,,,,,,,,,,,,22331660,17852281,4479378,3410516,1068862,2059367,168422
(주)무진서비스,068023,2020/12,,,,,,,,,,,,,,,14060657,10495445,3565211,2823720,741491,1150331,81990
(주)무진서비스,068023,2021/12,,,,,,,,,,,,,,,20660188,16548983,4111205,3261004,850200,2172309,167050
(주)무진서비스,068023,2022/12,,,,,,,,,,,,,,,25403047,19013041,6390006,3639385,2750621,2653223,308289
(주)무진오토,059371,2012/12,,,,,,,,,,,,,,,35244799,33133037,2111761,1838655,273106,442455,2506
(주)무진오토,059371,2013/12,,,,,,,,,,,,,,,31943171,29859073,2084098,1986428,97670,557256,188815
(주)무진오토,059371,2014/12,,,,,,,,,,,,,,,33103322,30636300,2467022,2292807,174216,678838,0
(주)무진오토,059371,2015/12,,,,,,,,,,,,,,,47476790,42935461,4541329,3493348,1047980,393979,0
(주)무진오토,059371,2016/12,,,,,,,,,,,,,,,38881237,37793250,1087987,2896018,-1808031,-1853495,0
(주)무진오토,059371,2017/12,,,,,,,,,,,,,,,39501479,41840926,-2339446,3008517,-5347963,-5578000,0
(주)무진오토,059371,2018/12,,,,,,,,,,,,,,,54245909,51142633,3103276,3424826,-321550,-608562,0
(주)무진오토,059371,2019/12,,,,,,,,,,,,,,,66392906,61348090,5044816,3451426,1593390,1673370,0
(주)무진오토,059371,2020/12,,,,,,,,,,,,,,,65162696,58999285,6163410,3491407,2672004,2919625,0
(주)무진오토,059371,2021/12,,,,,,,,,,,,,,,63609430,58316252,5293179,3805889,1487290,1593848,0
(주)무진오토,059371,2022/12,,,,,,,,,,,,,,,67269609,66496801,772808,2920350,-2147542,-1954182,0
(주)무창상사,076502,2015/12,,,,,,,,,,,,,,,31863149,22264221,9598928,4189626,5409302,5308672,92060
(주)무창상사,076502,2016/12,,,,,,,,,,,,,,,33271693,32693980,577713,3677756,-3100043,-1119278,252734
(주)무한,029364,2012/12,,,,,,,,0,0,0,-89114,-89114,-567907,3976,0,0,0,89114,-89114,-567907,3976
(주)무한광업,092138,2018/12,,,,,,,,,,,,,,,0,0,0,1476148,-1476148,-1479921,0
(주)무한광업,092138,2019/12,,,,,,,,,,,,,,,0,0,0,1162647,-1162647,-15610041,0
(주)무한기술,091648,2018/12,,,,,,,,,,,,,,,11882234,8361514,3520719,1199651,2321068,2362591,404791
(주)무한기술,091648,2019/12,,,,,,,,,,,,,,,16251662,10120929,6130733,1353941,4776792,4819986,946468
(주)무한기술,091648,2020/12,,,,,,,,,,,,,,,12308984,9146521,3162463,1230257,1932206,2074963,305088
(주)무한기술,091648,2021/12,,,,,,,,,,,,,,,15647593,10495489,5152104,1377089,3775015,3958550,737263
(주)무한기술,091648,2022/12,,,,,,,,,,,,,,,18249432,12749232,5500201,1613958,3886243,4254321,868395
(주)무한비트,076229,2015/12,,,,,,,,,,,,,,,9536847,8219044,1317803,1279730,38073,-245650,11009
(주)무한비트,076229,2016/12,,,,,,,,,,,,,,,11279442,8650998,2628445,1552083,1076362,636556,7586
(주)무한비트,076229,2017/12,,,,,,,,,,,,,,,11730275,10037383,1692892,2907463,-1214571,-2098867,0
(주)무한씨앤에스,086384,2017/12,,,,,,,,,,,,,,,14245124,12382630,1862494,984520,877974,798364,0
(주)무한씨앤에스,086384,2018/12,,,,,,,,,,,,,,,10895564,9901201,994363,1195696,-201333,-305070,80865
(주)무한씨앤에스,086384,2021/12,,,,,,,,,,,,,,,46911134,43442317,3468817,2859585,609233,-83032,125549
(주)무한씨앤에스,086384,2022/12,,,,,,,,,,,,,,,26164764,23076914,3087850,2937867,149983,60297,9446
(주)무한홀딩스,062134,2012/12,,,,,,,,,,,,,,,2879567,1934371,945196,961197,-16001,-310351,0
(주)무한홀딩스,062134,2013/12,,,,,,,,,,,,,,,1743863,1136255,607609,922856,-315247,-561913,0
(주)무한홀딩스,062134,2014/12,,,,,,,,,,,,,,,1654534,2768782,-1114248,945339,-2059587,-2286406,0
(주)문경신소재,061025,2012/12,,,,,,,,,,,,,,,10421950,6262483,4159467,3577485,581981,427984,83344
(주)문경신소재,061025,2013/12,,,,,,,,,,,,,,,8100127,6748958,1351169,2403378,-1052209,-5980492,0
(주)문경신소재,061025,2014/12,,,,,,,,,,,,,,,6847610,5711960,1135650,2372078,-1236428,-2344930,277
(주)문성,065800,2012/12,,,,,,,,,,,,,,,0,0,0,261359,-261359,-345153,0
(주)문성,065800,2013/12,,,,,,,,,,,,,,,0,0,0,404383,-404383,-555358,0
(주)문성,065800,2014/12,,,,,,,,,,,,,,,0,0,0,650681,-650681,-606917,0
(주)문성,065800,2015/12,,,,,,,,,,,,,,,0,0,0,693246,-693246,-1054145,0
(주)문성,065800,2016/12,,,,,,,,,,,,,,,0,0,0,617771,-617771,-719902,0
