회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치,총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,쭈피처,영업투자현금비율,영업재무현금비율,도입기,성숙기,성장기,쇠퇴기,부실판단
주식회사쿱스토어경기동남부,94446,2022,-6.16,-10.41,-5.32,-1.07,88.15,64.66,631.99,381.63,51.1,-6.18,1.35,45.96,13.66,-75.47,-20.02,-3.32,-17.18,-17.51,-3.29,0.26,-0.3799861452995804,14.930902749556385,14.93,60.09,-7.31,-9.0,1.2,6739.62,62.96,571.64,12.64,-26.3,16.07,4.98274267975227,378.1429999999991,19.99,45.51,6.02,5.33,8.87,12.601799999999958,8.0,0.2692001469293586,0.2506141282505944,-0.1983034289442879,1,0,0,0,0.0
지엘에스이(주),99780,2022,5.51,6.66,3.99,7.74,67.1,38.5,263.58,123.3,59.95,-11.16,11.11,22.76,27.5,4.77,1.12,2.02,4.1,4.09,7.4,4.74,-0.0197930875352469,15.448749903176434,15.45,21.59,13.76,6.87,16.39,3376.92,13.16,20.27,25.48,7.94,52.22,0.5163445272297225,6.06,4.35,0.86,0.56,0.55,0.71,2.49,22.0,0.2388265151778685,0.1610744917926571,-0.0948183918829034,1,0,0,0,0.0
주식회사반석모터스,58830,2022,-1.47,-2.66,-1.07,-13.03,58.83,58.83,267.83,160.8,40.3,-18.0,1.13,25.72,27.19,-26.45,-7.2,-91.71,-1.87,-2.23,-28.39,11.3,-0.3721577217273157,-8.648416182847217,-8.65,-25.04,-1.17,2.84,-1.17,627.86,5.12,6.9,62.29,-147.23,-56.16,0.0822716105810432,10.91,0.27,0.11,0.08,0.08,0.11,0.27,17.0,1.2838720238095238,0.841869506423259,-0.4381543063253277,1,0,0,0,0.0
주식회사영일피혁,46020,2022,0.62,0.76,0.23,0.61,176.64,176.64,56.72,56.11,29.57,27.44,19.85,63.24,63.81,10.18,9.15,16.87,3.81,3.38,8.78,1.18,0.0,0.0,7.07,4.97,10.89,16.15,2.84,16112.84,8.95,172.69,24.02,70.23,85.76,0.0,3.44,0.6,7.29,0.54,0.39,1.07,0.6,19.0,0.0575811425172412,0.0228229360680266,-1.0215000416029685,1,0,0,0,0.0
주식회사세종건설,101121,2022,-13.81,-24.86,-9.2,-15.26,146.91,33.94,199.89,197.09,37.02,30.83,1.36,96.55,33.35,-13.54,-5.37,-8.03,-3.01,-3.32,-4.99,2.76,0.0,0.0,22.75,20.88,115.77,114.21,-34.17,270.31,1.11,587.39,1.84,-436.31,-238.07,0.0,36.85,2.8,253.42,0.67,0.66,23.91,0.68,10.0,0.1755855998512096,5.665329685616248,-1.602912394403489,1,0,0,0,0.0
주식회사에치티앤디,52809,2022,-0.19,-0.2,-0.15,-1.39,8.77,8.17,323.11,111.53,73.54,-24.05,0.24,2.31,23.63,0.29,0.07,0.64,2.98,2.94,26.38,25.33,0.0,0.0,9.4,-43.39,11.87,130.82,11.99,4091.8,4.51,4.64,42.27,1.51,82.93,0.0,99.1,3.42,0.12,0.11,0.11,0.12,3.34,24.0,0.2153217085845467,0.0706715579934276,-0.0672726786812845,1,0,0,0,0.0
나우기연주식회사,52779,2022,-1.89,-2.58,-0.87,-1.51,159.94,103.12,85.95,70.87,33.79,22.85,10.69,60.96,53.78,1.95,1.24,1.8,2.58,2.48,4.12,1.54,-0.0112603931697023,9.247506918667792,9.25,9.07,9.53,-0.21,4.89,5550.06,11.7,48.53,20.29,8.89,29.92,0.5766483634007857,3.29,1.48,2.3,0.69,0.6,1.54,0.99,25.0,0.2832811598391161,0.8699434749259943,-1.1703083923154702,1,0,0,0,0.0
(주)오성기업,65069,2022,-3.54,-4.14,-2.78,-2.11,90.72,37.64,363.31,282.17,66.98,-5.65,6.19,55.25,21.58,2.48,0.59,0.4,4.94,4.9,3.41,0.98,-0.1072545961214123,20.686348899953305,20.69,46.75,-1.02,9.76,-2.44,3470.27,9.43,21.71,7.17,5.61,80.32,1.3144191918828307,7.38,5.98,2.99,1.46,1.44,2.92,2.83,23.0,0.0869794941543192,2.7002024673134124,-0.7082802643270535,1,0,0,0,0.0
대흥코리아(주),52815,2022,-10.38,-12.05,-9.86,-7.09,107.17,13.67,1904.98,1789.19,81.8,6.4,1.51,95.64,4.99,13.95,0.75,0.48,1.57,1.57,1.02,0.57,-0.0266187389597956,23.82436883329479,23.82,25.38,-2.6,3.49,8.01,3192.23,19.15,2205.89,13.77,3.49,21.31,1.391082967855707,13.42,10.16,166.4,1.57,1.54,31.47,1.62,32.0,0.3611117688047662,33.593656359579214,-0.9540769412069326,1,0,0,0,0.0
동화건설주식회사,45605,2014,3.82,9.53,2.58,1.67,137.77,134.53,208.57,148.81,27.09,18.21,3.13,66.44,32.41,-63.23,-34.2,-19.15,-25.56,-26.33,-17.41,0.48,-0.7093541692672289,-4.311681489888472,-4.31,-3.99,-4.95,-30.6,-40.17,-4700.39,-20.771,-154.72,-13.44,0.0,0.0,1.5469579832735552,4.51,2.32,8.62,1.79,1.51,4.49,2.28,31.0,0.0664761635745889,1.6438009309627624,-0.6518455972654861,1,0,0,0,0.0
(주)이맥스시스템,81697,2022,-2.69,-4.05,-1.78,-1.0,127.54,126.71,194.9,101.2,43.88,9.45,20.27,43.77,33.91,25.63,11.18,4.37,10.86,10.8,5.19,0.72,0.1177194179778799,42.23791005333767,42.24,79.46,22.46,30.74,29.38,10443.95,16.35,48.34,9.23,47.33,71.08,1.770898572584554,6.62,5.24,4.15,2.56,2.08,3.47,5.2,20.0,0.0461748369311117,0.1773749087748972,-0.1356546482554474,1,0,0,0,0.0
주식회사라코,46028,2016,-2.77,-2.77,-1.1,-432.31,4.59,4.59,66.39,66.39,39.84,-38.07,0.28,1.83,60.1,15.9,27.1924,46.871299999999685,-0.66,-0.68,-135.77,114.20599999999996,0.1555523571856089,175.68544433642697,196.76869999999937,338.95,1323.005899999988,0.0,-15.92,24924.477399999992,8.84,695.49,98.25349999999996,55.74,0.0,0.0025553233518194,10.91,0.23,0.18,0.1,0.01,0.02,0.23,19.0,2.357701400560224,0.0269864946141763,-0.0263552328093476,1,0,0,0,0.0
주식회사넥시스코어,99833,2022,-9.8,-16.37,-2.89,-2.47,220.43,93.42,41.78,38.71,17.64,32.88,43.88,60.18,70.53,12.16,11.14,6.91,10.42,9.97,7.97,-0.01,0.0879843034216397,14.83072837555947,14.83,-20.65,254.23,-6.29,82.33,4838.5,26.67,1049.21,22.79,30.32,41.26,1.1700491457501905,11.85,3.02,59.46,1.61,1.25,4.58,1.72,11.0,0.6580953453142252,0.0674355311317114,-0.2172417557763853,1,0,0,0,0.0
경남기전(주),52788,2021,31.05,43.59,23.28,34.12,138.82,39.24,299.72,268.15,53.41,26.04,1.04,93.13,25.02,0.51,0.13,0.18,1.64,1.12,1.69,1.52,-0.0455030718149961,-4.427637800747023,-4.43,-4.89,2.26,-63.74,-2.49,1020.26,8.54,218.78,12.51,1.48,23.9,0.6824667623534943,5.58,2.24,17.27,0.68,0.67,10.04,0.71,29.0,0.1629145580913694,4.6521306792500585,-1.245067741935484,1,0,0,0,0.0
장한기술(주),17232,2022,-3.34,-10.96,-1.5,-1.61,181.86,125.66,81.92,55.12,13.71,24.8,19.04,55.1,54.97,2.64,1.61,1.51,2.63,2.58,2.79,0.42,0.0688362341248829,-1.6753425594723554,-1.68,-5.7,3.76,20.12,3.29,2795.72,10.95,35.56,11.74,12.83,29.64,0.9327852064267492,3.4,2.25,3.07,1.07,0.92,2.12,1.64,34.0,0.1485921676323824,3.121689866441077,-14.61288,1,0,0,0,0.0
(주)제스텍,74593,2021,18.64,20.2,5.36,13.39,124.6,98.86,40.33,37.93,26.52,6.65,48.88,33.68,71.26,3.9,3.75,6.85,0.25,-0.3,-0.71,0.31,-0.1566146500399073,10.777754529916535,10.78,38.29,0.61,-54.18,-0.92,1259.89,5.75,13.98,14.36,47.7,68.26,0.4002657474265015,28.31,1.61,0.97,0.55,0.42,0.61,1.38,23.0,0.0889807146831079,6.116314804917157,-0.8256482949713605,1,0,0,0,0.0
주식회사에스티엔인포텍,93940,2022,3.07,7.59,2.61,2.2,120.77,106.16,568.68,424.11,34.35,13.18,8.41,76.6,14.95,35.13,6.37,3.6,8.16,8.14,5.27,1.13,0.0,0.0,85.85,99.87,51.13,51.14,62.37,3593.3,9.53,113.05,8.02,44.83,71.03,0.0,2.74,2.42,6.91,1.77,1.55,6.11,2.07,9.0,0.0717884065492246,0.4100961427460458,-0.2819400016453816,1,0,0,0,0.0
(주)지티이노베이션,86413,2021,-2.0,-2.43,-1.45,-1.69,82.01,61.41,262.15,184.41,59.76,-9.16,21.04,41.76,27.61,-27.63,-10.41,-10.31,-7.27,-7.28,-8.15,1.35,-0.3096630436888306,8.37575140284805,8.38,0.92,14.43,5.68,-11.54,817.99,17.03,48.71,19.84,-51.99,7.14,0.8585965672027116,6.1,2.78,2.31,1.01,0.89,1.57,2.07,14.0,0.4728725762068407,0.4328239842174205,-0.4059456328878542,1,0,0,0,0.0
주식회사디디에이젼시,70382,2015,-54.857800000000005,-171.0317,-32.4718,-85.13,126.08,126.08,290.95,290.95,3.95,19.41,62.58,93.83,25.58,124.60429999999911,27.1924,46.871299999999685,24.794899999999984,24.72879999999997,43.41539999999998,-3.89,3.328871449646005,-16.37388423673832,-16.37,-19.14,74.38,284.302499999996,294.05,4521.53,68.7,2440.8,95.19,70.98,85.33,0.721748594755486,0.0,0.69,40.9,0.66,0.66,14.87,0.69,12.0,0.2090488421052631,1.4514701967023982,-30.43331057255944,1,0,0,0,0.0
주식회사에스더블유디앤씨,85836,2020,143.88,165.12,38.54959999999978,122.23,3190.389799999979,1900.558799999985,45.38,2.99,27.2,84.2281,419.3707999999962,99.4781,68.78,5.07,3.73,9.25,4.12,2.92,7.24,-2.93,0.0,0.0,21.62,21.83,-26.23,-87.2,-47.37,1256.88,6.84,6412.42,18.61,49.73,44.0,0.0,4.26,0.69,237.66,0.4,0.4,115.62,0.4,8.0,0.5245748881822342,45.90615,-0.918123,1,0,0,0,0.0
주식회사비제이무역,100989,2022,1.67,2.13,1.34,0.61,97.16,71.92,402.06,182.62,62.83,-1.03,0.47,35.34,19.92,18.64,4.2,1.49,5.81,5.79,2.45,0.83,0.1431396184249296,16.36489034909375,16.36,-6.18,33.96,31.8,37.06,3987.8,23.92,59.67,10.89,13.67,39.0,2.19765867620614,17.41,8.66,4.11,2.82,2.36,3.89,6.02,11.0,0.1484652986539705,0.1058778035576179,-0.0970313908195218,1,0,0,0,0.0
(주)세정토건,97652,2022,-31.54,-35.72,-31.32,-463.621,246.94,133.81,11289.667299999976,4587.69,87.69,46.64,61.48,78.38,0.8775999999999999,-161.38,-8.99,-207.66,-4.28,-4.38,-134.2,110.66,-1.2990489907711151,42.87744273490223,42.88,58.38,5.46,-70.19,229.56,-1245.15,-1.05,-1374.371,-37.92,0.0,0.0,0.027714130496551,4.69,0.09,95.08,0.04,0.03,0.13,0.04,16.0,1.4312550382396103,36.27515464937413,-0.4547933918465717,1,0,0,0,0.0
농업회사법인주식회사제우스,91587,2022,-3.77,-4.38,-2.49,-7.93,91.28,51.76,193.62,138.21,56.82,-4.1,1.5,42.97,34.06,-3.72,-1.31,-3.8,0.94,0.94,2.9,5.94,-0.0933130387957692,6.7404585972087965,6.74,3.79,9.08,-38.75,6.62,1870.86,9.37,18.93,29.88,-12.73,35.72,0.3135788264964092,1.47,1.21,0.65,0.35,0.32,0.57,0.74,10.0,0.3243425624575448,0.9137812603795504,-0.6639907503348581,1,0,0,0,0.0
(주)비온시이노베이터,98732,2022,-16.29,-29.62,-10.46,-4.53,135.74,135.74,179.7,94.07,35.33,12.02,21.56,45.65,35.75,2.59,1.03,0.39,1.07,0.08,0.04,-0.08,0.0109808267716921,-3.378992481683776,-3.38,-40.95,107.49,37.09,233.11,1607.43,11.79,29.42,5.11,7.72,23.07,2.307799307195851,15.47,3.75,8.86,2.61,2.27,5.73,3.75,18.0,0.0994163294669832,2.9463338843778133,-1.2815245094155243,1,0,0,0,0.0
에스퓨얼셀(주),288620,2022,-10.0,-18.0,-5.0,-18.0,238.0,179.0,117.0,76.0,30.0,48.0,10.0,83.0,46.0,1.2,0.59,1.61,1.58,0.88,2.55,1.25,-0.0613653499041958,28.829152116898456,28.83,34.53,6.12,-1.12,17.93,5503.0,4.0,34.0,12.0,14.0,43.0,0.3055101867656819,1.88,1.0,2.0,0.02,0.01,2.0,0.03,10.0,0.281059474158056,0.2708566550967934,-0.2053216253110228,1,0,0,0,0.0
동해금속(주),14302,2022,-4.33,-5.89,-3.22,-4.93,40.08,36.95,292.5,169.56,54.72,-25.89,1.68,17.31,25.48,-8.03,-3.41,-3.26,1.58,1.26,1.8,2.04,0.2614619727817437,15.73325581375997,15.73,60.42,9.36,23.19,34.4,1541.38,2.7,4.41,4.14,-78.81,17.11,0.6534349892829953,16.51,5.17,1.16,1.04,0.7,0.83,4.65,4.19,0.0592909804323189,0.3582672280292582,-0.2915034030753718,1,0,0,0,0.0
주식회사성도기계,91837,2022,-1.01,-1.43,-0.6,-0.62,44.57,29.01,144.79,144.79,41.78,-32.79,6.81,26.36,40.85,-5.42,-3.76,-2.36,-3.52,-3.53,-3.6,1.53,-0.1792932052774773,2.0170493010355792,2.02,-8.28,6.29,-9.49,-1.92,1943.49,7.93,24.32,8.19,-28.83,7.14,0.9683511457717032,7.02,5.22,2.94,1.59,0.98,1.36,3.51,34.0,0.1205559886619125,1.2569287109555074,-0.6079594576756543,1,0,0,0,0.0
(주)상지,76724,2022,3.65,6.56,2.55,1.9,86.16,69.93,231.97,158.69,38.83,-6.62,0.55,41.19,30.12,6.68,1.96,1.11,4.36,4.35,2.52,1.14,-0.0775762458209177,79.23812762895051,79.24,115.98,60.16,69.84,69.92,2748.63,12.1,23.09,9.01,12.3,61.74,1.3434057015278864,6.2,5.62,3.14,1.77,1.72,2.81,4.46,16.0,0.0427174738280741,0.0266028250558937,-0.0254097002731876,1,0,0,0,0.0
(주)효진,53637,2022,7.89,18.87,4.08,4.06,130.94,111.9,107.17,74.88,21.63,11.19,25.87,47.33,48.27,7.29,4.01,3.41,7.15,6.9,6.43,0.25,-0.0375804538035334,14.730435514085894,14.73,35.49,0.84,23.39,1.61,7859.3,16.34,37.35,16.28,20.98,48.96,1.003863168522651,4.3,2.84,2.31,1.17,1.07,1.91,2.44,18.0,0.1254743031088051,0.2467759234326569,-0.1518692493946731,1,0,0,0,0.0
(주)지이씨일렉트로닉스,94322,2022,-4.52,-5.65,-2.94,-12.41,48.0,23.18,186.3,180.44,52.05,-32.77,1.26,30.25,34.93,3.3,1.08,4.19,4.22,4.22,16.35,9.06,-0.0256600090560231,19.558302225738963,19.56,35.46,13.77,-3.41,13.86,2923.84,5.92,8.54,25.01,16.77,68.82,0.2368140437679103,4.25,2.08,0.36,0.26,0.26,0.36,0.9,13.0,0.1475880392011139,14.626125179257931,-0.9896859674032192,1,0,0,0,0.0
(주)밀레코리아,10719,2022,-19.43,-39.75,-9.68,-10.15,131.88,47.39,99.19,98.35,24.35,15.74,18.13,65.12,50.2,2.87,1.61,1.49,3.39,3.24,3.04,0.06,-0.0746360469602655,26.24364095027556,26.24,39.05,7.72,-11.61,3.77,10895.36,20.93,71.05,21.96,6.79,27.49,0.9531786233647316,10.22,4.65,3.29,1.08,1.06,2.83,1.7,32.0,0.5023519609067151,3.617041359316661,-0.7480818320610687,1,0,0,0,0.0
(주)엔티에스개발,80873,2022,3.38,6.29,2.21,32.21,89.57,59.75,189.19,99.53,35.19,-3.59,15.56,30.83,34.58,3.04,1.08,15.19,2.62,2.46,34.58,14.15,-0.0279337271476581,6.851292868742664,6.85,30.21,-1.06,-34.58,-1.06,662.41,3.86,5.58,56.1,27.07,79.94,0.0687329118677871,6.88,0.35,0.1,0.07,0.07,0.1,0.25,24.0,0.2225230451333166,0.1118562203376643,-0.2995183333333333,1,0,0,0,0.0
주식회사엘티아이,63565,2015,-5.7,-7.98,-4.51,-7.5,87.48,27.81,381.69,260.13,56.55,-6.76,1.36,47.24,20.76,2.76,0.52,0.83,2.24,2.23,3.53,2.78,0.0,0.0,10.14,36.8,-6.23,-6.13,-5.1,1095.89,10.97,20.92,18.23,4.53,75.75,0.0,13.02,5.87,1.12,0.63,0.63,1.1,1.47,14.0,0.110025764147038,2.4233305844239648,-0.7163332527225537,1,0,0,0,0.0
주식회사오피아이,75889,2022,-9.05,-12.52,-6.72,-3.96,108.25,54.1,289.57,244.5,53.69,5.18,2.09,67.94,25.67,-4.07,-1.25,-0.63,1.12,1.07,0.57,0.74,0.0,0.0,22.13,37.19,-0.92,18.95,-1.56,1032.81,5.09,19.22,2.99,-21.17,45.45,0.0,5.93,5.17,5.99,1.97,1.87,5.28,2.89,14.0,0.0412785732439186,6.545829820259542,-1.108107860374084,1,0,0,0,0.0
샤이나주식회사,95392,2022,-7.13,-7.82,-6.76,-200.68,95.72,95.72,1785.57,162.03,86.39,-0.37,25.1,8.23,5.3,-60.56,-4.52,-136.84,-1.54,-1.54,-46.92,91.08,-0.6654554724405387,-4.4191070390287415,-4.42,-34.17,-0.38,-32.87,-0.36,-159.79,-0.68,-0.74,-20.13,0.0,0.0,0.0336648350007668,1.95,0.32,0.04,0.03,0.03,0.04,0.32,6.0,1.46919845683601,0.852406317032089,-0.4965840853433527,1,0,0,0,0.0
주식회사아이유제지,92145,2022,-12.49,-17.38,-4.68,-3.39,234.79,193.14,60.02,47.02,26.95,39.61,29.25,69.0,62.49,-0.23,-0.16,-0.11,-0.7,-1.42,-1.0,-0.11,0.0,0.0,6.64,3.11,15.43,46.81,-8.8,1522.56,8.28,34.03,5.99,-1.75,27.41,0.0,6.49,2.36,5.42,1.48,1.43,4.77,2.03,6.0,0.0695888198593919,1.7650799582541816,-1.0980607805559446,1,0,0,0,0.0
(주)에피디어,63006,2015,-3.69,-4.76,-2.95,-4.0,86.78,44.57,394.71,316.1,61.95,-8.45,4.24,55.45,20.21,13.93,2.58,3.01,6.09,6.05,7.09,4.31,-0.1868902095538226,37.627394361105694,37.63,74.1,9.16,-7.97,5.75,4340.64,17.27,40.75,23.44,12.85,68.89,0.7369152842323571,5.28,3.9,1.79,0.86,0.85,1.73,1.69,15.0,0.1250348942011062,3.555361356079312,-0.9777437233116154,1,0,0,0,0.0
성림종합건설주식회사,65805,2016,-7.06,-13.12,-4.19,-1.75,138.94,138.36,146.27,134.35,31.97,21.24,9.62,75.8,40.61,-70.52,-40.2,-18.47,-31.0021,-31.3596,-18.33,-0.21,-0.8538044899049282,-30.443970195224463,-30.44,-36.63,0.19,-24.75,-6.48,-3560.96,-20.771,-336.19,-15.05,0.0,0.0,2.394311079824332,2.87,2.47,21.59,2.18,1.96,9.9,2.45,19.0,0.0460078631317838,9.160482393047864,-0.5419299859291046,1,0,0,0,0.0
주식회사지엑스,98306,2022,-7.73,-8.75,-5.0,-2.99,80.23,32.79,183.18,180.46,57.13,-12.6,0.12,51.13,35.31,34.23,11.32,6.18,13.12,13.1,7.15,0.96,-0.0489873241061781,21.48899947101549,21.49,56.03,-1.36,47.61,-1.34,4934.46,21.58,44.17,12.92,47.81,72.89,1.6703794104242409,12.09,8.62,3.4,1.83,1.83,3.39,3.98,14.0,0.1435586672765898,2.019024199029332,-0.6711960062812009,1,0,0,0,0.0
싸이버테크(주),89669,2022,-0.35,-0.55,-0.21,-0.12,150.84,123.67,155.39,144.13,38.55,28.69,4.45,85.13,39.16,6.57,2.28,1.36,10.62,9.23,5.52,0.05,-0.1611172750222951,-15.857357143162146,-15.86,-27.17,656.55,-14.93,-7.33,4784.74,24.78,1663.68,13.53,10.05,29.32,1.8306164224310468,7.57,2.27,118.24,1.68,1.67,21.75,1.81,29.0,0.5998431241783948,0.2995623227150293,-21.045730585204268,1,0,0,0,0.0
(주)해송건설,90491,2022,-19.58,-20.86,-16.89,-65.33,114.81,43.45,627.04,626.08,80.98,12.75,0.43,98.86,13.75,23.37,3.63,11.13,8.71,8.07,24.72,10.38,-0.4590458843347289,71.17945293292904,71.18,71.66,37.61,-41.84,0.0,4579.97,7.11,0.0,27.49,40.5,93.4,0.2585179828629201,2.32,1.04,0.03,0.33,0.33,26.38,0.33,6.0,0.1583486824780661,11.452658154896485,-0.9527304291910688,1,0,0,0,0.0
주식회사제이스타일코리아,94076,2022,0.32,0.43,0.17,0.14,82.0,55.81,115.22,111.45,39.57,-9.32,2.39,42.46,46.46,22.86,10.88,6.53,12.12,11.89,8.13,0.78,-0.1378740277303416,64.41649075928788,64.42,18.17,131.2,15.6,156.47,11264.86,31.86,82.23,27.08,24.1,62.26,1.17660298848955,10.61,4.31,3.23,1.67,1.46,2.86,3.0,12.0,0.4214874882751747,0.1425655255067479,-0.1468062080652263,1,0,0,0,0.0
(주)트루본,94212,2022,5.82,7.28,4.42,1.48,65.99,65.99,314.25,87.69,60.66,-7.2,18.29,13.97,24.14,6.04,4.37,0.49,2.46,2.38,0.8,0.14,-0.0348238632161355,-0.1754538012679556,-0.18,-27.48,6.32,2.88,7.07,3074.96,18.81,366.55,6.31,7.8,27.01,2.980156316804864,24.71,17.94,4.72,8.390399999999955,2.98,3.57,12.601799999999958,9.0,0.0792804083369436,0.0931578286001507,-0.0565714914872139,1,0,0,0,0.0
(유)한성산기,95599,2022,2.94,4.52,2.03,1.56,115.92,93.42,223.66,194.81,45.0,9.58,10.37,69.78,30.9,0.24,0.08,0.06,4.32,3.5,2.62,0.78,-0.0690771621510115,4.317161125456363,4.32,6.0,0.62,-15.81,-12.39,2838.17,10.54,58.11,8.07,0.69,57.35,1.3059338537830667,5.44,2.21,6.73,1.47,1.33,4.33,1.93,16.0,0.1047879306430557,0.5259123564282198,-0.7393786045718082,1,0,0,0,0.0
지엘앤코(주),80301,2022,1.47,1.58,0.74,1.95,54.66,28.19,100.77,98.93,46.66,-22.34,4.07,26.93,49.81,-1.89,-4.42,-2.54,5.5,5.36,13.57,4.23,-0.2340661638884205,8.171687903828467,8.17,83.06,-6.0,16.87,-64.626,1524.43,2.78,13042.55,7.32,-34.77,45.62,0.3798506617189242,19.26,3.44,595.61,1.74,0.39,0.5,1.82,7.0,0.0995873415313446,13.716774714067371,-0.9784471132753568,1,0,0,0,0.0
(주)유니코정밀화학,50643,2022,4.81,8.54,2.31,2.0,121.05,79.39,91.99,65.55,27.02,7.19,4.09,41.33,52.09,7.51,6.29,3.89,4.82,4.0,3.65,-0.04,-0.2117598058413219,-9.449137115920244,-9.45,5.19,-17.53,26.06,16.24,9615.62,13.02,42.86,11.3,34.43,61.33,1.152174159958654,5.91,3.99,2.71,1.62,1.1,1.78,2.86,36.0,0.0933607901095823,0.1205134540576223,-0.2996877405534299,1,0,0,0,0.0
(주)진선테크,84762,2022,-4.32,-5.27,-2.63,-5.3,151.35,100.36,154.7,54.68,49.8,11.02,22.55,32.49,39.26,3.23,1.2,2.16,2.69,2.5,4.52,3.55,-0.1232185773874988,26.11078712400258,26.11,42.06,19.65,-9.35,18.97,1466.31,5.84,8.73,11.78,18.34,59.14,0.49541230386345,4.49,2.56,0.81,0.56,0.55,0.8,1.79,10.0,0.0993157507034667,1.3636259249093994,-0.4456182611425386,1,0,0,0,0.0
세현주택개발(주),70280,2022,-0.96,-1.61,-0.38,-10.03,3190.389799999979,1900.558799999985,66.15,2.3999,23.7,7.77,111.7,7.92,60.19,-3.59,-2.19,-57.89,-1.21,-1.44,-38.08,16.85,-0.0546926008709141,-0.9731610637118894,-0.97,-12.68,0.18,3.16,0.14,503.32,2.4,2.61,63.21,-91.59,19.92,0.0379879994708244,0.0,0.45,0.04,0.04,0.04,0.04,0.45,23.0,1.3808050857568417,0.8373834908275213,-0.4639642857142857,1,0,0,0,0.0
주식회사유맥,18371,2022,-4.5,-5.42,-2.43,-1.7,132.34,95.5,117.59,117.59,44.92,17.48,10.35,71.52,45.96,10.61,5.66,3.23,6.18,5.21,3.42,-0.51,0.0,0.0,13.39,14.67,10.31,34.01,17.95,6655.26,9.12,65.79,6.36,50.78,81.8,0.0,16.57,2.81,9.55,1.75,1.52,5.28,2.14,33.0,0.0538624797189272,0.9685636138229892,-0.7052199386863008,1,0,0,0,0.0
(주)금토일산업,46101,2022,-2.13,-2.84,-1.48,-2.41,90.86,50.82,227.92,144.48,52.28,-4.03,0.72,40.03,30.49,6.07,1.71,2.53,3.32,3.02,4.52,2.77,-0.2183529465057666,19.1286259682692,19.13,31.67,12.01,19.92,13.33,8978.86,28.62,49.31,46.48,5.45,25.13,0.6156679643713582,4.29,2.84,1.11,0.68,0.67,1.08,1.75,28.0,0.2188702693827112,5.918496212673945,-1.7866170110523787,1,0,0,0,0.0
주식회사디에이치아이에스,99319,2022,0.59,0.77,0.54,0.26,46.08,18.67,1099.25,884.84,70.63,-39.79,1.79,34.0,8.34,67.91,4.1,2.0,5.63,5.38,2.64,1.13,2.5665819351955754,-6.566433633979463,-6.57,-6.93,-6.38,23.63,-1.39,1781.92,14.86,26.59,7.05,28.45,86.49,2.108639428094361,17.72,10.79,3.75,2.05,2.04,3.09,5.98,10.0,0.0325910318904687,0.6379498138701227,-0.5975630230395702,1,0,0,0,0.0
(주)비콘아이앤씨,85757,2022,-5.01,-14.74,-3.69,-2.03,98.16,59.25,278.45,223.33,25.03,-1.08,2.0,57.93,26.42,-27.28,-13.13,-5.52,-9.97,-9.99,-5.39,0.28,-0.3086049280342464,4.415782447389825,4.42,12.21,-4.7,21.53,-4.88,630.65,1.66,12.57,0.92,-602.91,-379.61,1.8145596175473029,7.01,5.63,13.39,2.38,1.85,4.21,3.31,16.0,0.1218363818338181,0.1201161808207121,-0.114367,1,0,0,0,0.0
(주)하스오토메이션코리아,44460,2022,-2.94,-5.04,-2.27,-2.79,85.48,25.17,341.26,237.69,45.06,-7.82,9.56,46.05,22.66,-14.77,-3.89,-4.45,-1.4,-1.41,-1.68,2.24,-0.1998840231676892,5.713943007418979,5.71,-4.48,16.31,-17.71,-2.06,3118.42,19.26,54.77,23.62,-18.84,11.73,0.815447909372489,11.35,4.78,2.29,0.87,0.84,1.63,1.73,24.0,0.3098267222583483,12.450747193008612,-0.6896083412259656,1,0,0,0,0.0
(주)조은수산,78435,2022,7.27,10.76,4.08,2.0,140.88,116.68,128.02,79.27,37.93,14.21,7.56,48.98,43.86,3.26,1.73,0.69,1.66,1.18,0.52,0.18,-0.425767662145499,23.529414582712825,23.53,58.61,1.9,5.78,1.63,4824.23,10.39,22.86,5.1,13.52,51.64,2.036354670868646,18.1,6.39,4.34,2.51,2.25,4.03,5.1,19.0,0.0536631898690506,0.1635704109014308,-0.2311222048881955,1,0,0,0,0.0
(주)레나,97692,2022,-25.17,-31.22,-20.85,-395.49,90.16,90.16,482.21,472.69,66.78,-7.99,5.16,73.2,17.18,-42.18,-14.06,-221.53,-12.49,-14.09,-221.1,20.39,-0.7014869628075879,-2.205285109767789,-2.21,2.73,-13.56,-96.1043,-7.14,-2384.45,-6.96,-68.36,-84.7488,0.0,0.0,0.0527081442500815,0.3,0.07,0.5,0.06,0.05,0.18,0.07,15.0,2.5093383780970457,32.046757872168314,-0.9629072184325096,1,0,0,0,0.0
