,회사명,거래소코드,회계년도,GAAP(개별) 기업수명주기,GAAP(연결) 기업수명주기,IFRS(개별) 기업수명주기,IFRS(개별)(비교) 기업수명주기,IFRS(연결) 기업수명주기,IFRS(연결)(비교) 기업수명주기
5113,(주)와이제이엠게임즈,193250,2017/12,도입기,도입기,도입기,도입기,도입기,도입기
5114,(주)와이제이엠게임즈,193250,2018/12,,도입기,,,도입기,도입기
5115,(주)와이제이엠게임즈,193250,2019/12,,,,,,
5116,(주)와이제이엠게임즈,193250,2020/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5117,(주)와이제이엠게임즈,193250,2021/12,성장기,성장기,성장기,성장기,성장기,성장기
5118,(주)와이제이엠게임즈,193250,2022/12,,,,,,
5119,(주)와이팜,332570,2013/12,쇠퇴기,,,,,
5120,(주)와이팜,332570,2014/12,도입기,,,,,
5121,(주)와이팜,332570,2015/12,쇠퇴기,,,,,
5122,(주)와이팜,332570,2016/12,성장기,,,,,
5123,(주)와이팜,332570,2017/12,,,,,,
5124,(주)와이팜,332570,2018/12,도입기,,도입기,도입기,,
5125,(주)와이팜,332570,2019/12,성숙기,,성숙기,성숙기,,성숙기
5126,(주)와이팜,332570,2020/12,도입기,도입기,도입기,도입기,도입기,도입기
5127,(주)와이팜,332570,2021/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5128,(주)와이팜,332570,2022/12,성장기,성장기,성장기,,성장기,
5129,(주)우리기술,32820,2012/12,도입기,,도입기,도입기,,
5130,(주)우리기술,32820,2013/12,도입기,도입기,도입기,도입기,도입기,도입기
5131,(주)우리기술,32820,2014/12,도입기,도입기,도입기,도입기,도입기,도입기
5132,(주)우리기술,32820,2015/12,성장기,성장기,성장기,성장기,성장기,성장기
5133,(주)우리기술,32820,2016/12,성장기,성장기,성장기,성장기,성장기,성장기
5134,(주)우리기술,32820,2017/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5135,(주)우리기술,32820,2018/12,성장기,성장기,성장기,성장기,성장기,성장기
5136,(주)우리기술,32820,2019/12,도입기,도입기,도입기,도입기,도입기,도입기
5137,(주)우리기술,32820,2020/12,도입기,성장기,도입기,도입기,성장기,성장기
5138,(주)우리기술,32820,2021/12,성장기,성장기,성장기,성장기,성장기,성장기
5139,(주)우리기술,32820,2022/12,도입기,성장기,도입기,,성장기,
5140,(주)우리넷,115440,2012/12,성숙기,,성숙기,성숙기,,
5141,(주)우리넷,115440,2013/12,성장기,,성장기,성장기,,
5142,(주)우리넷,115440,2014/12,성숙기,,성숙기,성숙기,,
5143,(주)우리넷,115440,2015/12,성숙기,,성숙기,성숙기,,
5144,(주)우리넷,115440,2016/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
5145,(주)우리넷,115440,2017/12,성숙기,,성숙기,성숙기,,
5146,(주)우리넷,115440,2018/12,도입기,,도입기,도입기,,도입기
5147,(주)우리넷,115440,2019/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5148,(주)우리넷,115440,2020/12,성장기,성장기,성장기,성장기,성장기,성장기
5149,(주)우리넷,115440,2021/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5150,(주)우리넷,115440,2022/12,도입기,도입기,도입기,,도입기,
5151,(주)우리로,46970,2012/12,성장기,,성장기,성장기,,
5152,(주)우리로,46970,2013/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
5153,(주)우리로,46970,2014/12,도입기,,도입기,도입기,,도입기
5154,(주)우리로,46970,2015/12,성장기,성장기,성장기,성장기,성장기,성장기
5155,(주)우리로,46970,2016/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5156,(주)우리로,46970,2017/12,성장기,성장기,성장기,성장기,성장기,성장기
5157,(주)우리로,46970,2018/12,성장기,성장기,성장기,성장기,성장기,성장기
5158,(주)우리로,46970,2019/12,성장기,성장기,성장기,성장기,성장기,성장기
5159,(주)우리로,46970,2020/12,성장기,성숙기,성장기,성장기,성숙기,성숙기
5160,(주)우리로,46970,2021/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5161,(주)우리로,46970,2022/12,성숙기,성숙기,성숙기,,성숙기,
5162,(주)우양,103840,2012/12,도입기,,,,,
5163,(주)우양,103840,2013/12,도입기,,,,,
5164,(주)우양,103840,2014/12,성장기,,,,,
5165,(주)우양,103840,2015/12,성장기,,,,,
5166,(주)우양,103840,2016/12,성장기,,,,,
5167,(주)우양,103840,2017/12,성숙기,,,성숙기,,
5168,(주)우양,103840,2018/12,성숙기,,성숙기,성숙기,,
5169,(주)우양,103840,2019/12,성장기,,성장기,성장기,,
5170,(주)우양,103840,2020/12,성장기,,성장기,성장기,,
5171,(주)우양,103840,2021/12,도입기,,도입기,도입기,,
5172,(주)우양,103840,2022/12,성장기,,성장기,,,
5173,(주)우정바이오,215380,2015/12,,,,,,
5174,(주)우정바이오,215380,2016/12,,,,,,
5175,(주)우정바이오,215380,2017/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
5176,(주)우정바이오,215380,2018/12,도입기,,도입기,도입기,,
5177,(주)우정바이오,215380,2019/12,성장기,,성장기,성장기,,
5178,(주)우정바이오,215380,2020/12,도입기,,도입기,도입기,,
5179,(주)우정바이오,215380,2021/12,성장기,,성장기,성장기,,
5180,(주)우정바이오,215380,2022/12,성장기,,성장기,,,
5181,(주)원림,5820,2012/12,성숙기,,성숙기,성숙기,,
5182,(주)원림,5820,2013/12,,,,,,
5183,(주)원림,5820,2014/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5184,(주)원림,5820,2015/12,성숙기,쇠퇴기,성숙기,성숙기,쇠퇴기,쇠퇴기
5185,(주)원림,5820,2016/12,,,,,,
5186,(주)원림,5820,2017/12,,성장기,,,성장기,성장기
5187,(주)원림,5820,2018/12,도입기,도입기,도입기,도입기,도입기,도입기
5188,(주)원림,5820,2019/12,성장기,성장기,성장기,성장기,성장기,성장기
5189,(주)원림,5820,2020/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5190,(주)원림,5820,2021/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5191,(주)원림,5820,2022/12,,성숙기,,,성숙기,
5192,(주)원바이오젠,307280,2018/12,,,,,,
5193,(주)원바이오젠,307280,2019/12,,,,,,
5194,(주)원바이오젠,307280,2020/12,,,,성숙기,,성숙기
5195,(주)원바이오젠,307280,2021/12,성장기,성장기,성장기,성장기,성장기,성장기
5196,(주)원바이오젠,307280,2022/12,성숙기,성숙기,성숙기,,성숙기,
5197,(주)원익피앤이,217820,2013/12,성장기,,성장기,성장기,,
5198,(주)원익피앤이,217820,2014/12,성장기,,성장기,성장기,,
5199,(주)원익피앤이,217820,2015/12,도입기,,도입기,도입기,,도입기
5200,(주)원익피앤이,217820,2016/12,도입기,도입기,도입기,도입기,도입기,도입기
5201,(주)원익피앤이,217820,2017/12,도입기,도입기,도입기,도입기,도입기,도입기
5202,(주)원익피앤이,217820,2018/12,성장기,성장기,성장기,성장기,성장기,성장기
5203,(주)원익피앤이,217820,2019/12,성장기,성장기,성장기,성장기,성장기,성장기
5204,(주)원익피앤이,217820,2020/12,성장기,성장기,성장기,성장기,성장기,성장기
5205,(주)원익피앤이,217820,2021/12,,,,도입기,,쇠퇴기
5206,(주)원익피앤이,217820,2022/12,도입기,도입기,도입기,,도입기,
5207,(주)원준,382840,2020/12,성장기,성장기,성장기,성장기,성장기,성장기
5208,(주)원준,382840,2021/12,도입기,도입기,도입기,도입기,도입기,도입기
5209,(주)원준,382840,2022/12,쇠퇴기,쇠퇴기,쇠퇴기,,쇠퇴기,
5210,(주)원티드랩,376980,2020/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5211,(주)원티드랩,376980,2021/12,성장기,성장기,성장기,성장기,성장기,성장기
5212,(주)원티드랩,376980,2022/12,성숙기,성숙기,성숙기,,성숙기,
5213,(주)원풍,8370,2012/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5214,(주)원풍,8370,2013/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5215,(주)원풍,8370,2014/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5216,(주)원풍,8370,2015/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5217,(주)원풍,8370,2016/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5218,(주)원풍,8370,2017/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5219,(주)원풍,8370,2018/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5220,(주)원풍,8370,2019/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5221,(주)원풍,8370,2020/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5222,(주)원풍,8370,2021/12,성장기,성장기,성장기,성장기,성장기,성장기
5223,(주)원풍,8370,2022/12,성숙기,성숙기,성숙기,,성숙기,
5224,(주)월덱스,101160,2012/12,성장기,성장기,성장기,성장기,성장기,성장기
5225,(주)월덱스,101160,2013/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5226,(주)월덱스,101160,2014/12,성장기,성숙기,성장기,성장기,성숙기,성숙기
5227,(주)월덱스,101160,2015/12,성장기,성숙기,성장기,성장기,성숙기,성숙기
5228,(주)월덱스,101160,2016/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5229,(주)월덱스,101160,2017/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5230,(주)월덱스,101160,2018/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5231,(주)월덱스,101160,2019/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5232,(주)월덱스,101160,2020/12,성장기,성숙기,성장기,성장기,성숙기,성숙기
5233,(주)월덱스,101160,2021/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5234,(주)월덱스,101160,2022/12,성장기,성장기,성장기,,성장기,
5235,(주)웨스트라이즈,64090,2012/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5236,(주)웨스트라이즈,64090,2013/12,성숙기,성숙기,성숙기,성숙기,성숙기,
5237,(주)웨스트라이즈,64090,2014/12,쇠퇴기,,쇠퇴기,쇠퇴기,,쇠퇴기
5238,(주)웨스트라이즈,64090,2015/12,도입기,도입기,도입기,도입기,도입기,도입기
5239,(주)웨스트라이즈,64090,2016/12,도입기,도입기,도입기,도입기,도입기,도입기
5240,(주)웨스트라이즈,64090,2017/12,성장기,성장기,성장기,성장기,성장기,성장기
5241,(주)웨스트라이즈,64090,2018/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5242,(주)웨스트라이즈,64090,2019/12,도입기,도입기,도입기,도입기,도입기,도입기
5243,(주)웨스트라이즈,64090,2020/12,,성숙기,,,성숙기,성숙기
5244,(주)웨스트라이즈,64090,2021/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5245,(주)웨스트라이즈,64090,2022/12,쇠퇴기,쇠퇴기,쇠퇴기,,쇠퇴기,
5246,(주)웨이버스,336060,2019/12,,,,,,
5247,(주)웨이버스,336060,2020/12,,,,,,
5248,(주)웨이버스,336060,2021/12,,,,,,
5249,(주)웨이버스,336060,2022/12,성숙기,성숙기,성숙기,,성숙기,
5250,(주)웨이브일렉트로닉스,95270,2012/12,,,,,,
5251,(주)웨이브일렉트로닉스,95270,2013/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5252,(주)웨이브일렉트로닉스,95270,2014/12,성장기,성장기,성장기,성장기,성장기,성장기
5253,(주)웨이브일렉트로닉스,95270,2015/12,도입기,도입기,도입기,도입기,도입기,도입기
5254,(주)웨이브일렉트로닉스,95270,2016/12,도입기,도입기,도입기,도입기,도입기,도입기
5255,(주)웨이브일렉트로닉스,95270,2017/12,도입기,성장기,도입기,도입기,성장기,성장기
5256,(주)웨이브일렉트로닉스,95270,2018/12,도입기,도입기,도입기,도입기,도입기,도입기
5257,(주)웨이브일렉트로닉스,95270,2019/12,도입기,도입기,도입기,도입기,도입기,도입기
5258,(주)웨이브일렉트로닉스,95270,2020/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5259,(주)웨이브일렉트로닉스,95270,2021/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5260,(주)웨이브일렉트로닉스,95270,2022/12,,,,,,
5261,(주)웹스,196700,2012/12,성장기,,,,,
5262,(주)웹스,196700,2013/12,성장기,,성장기,성장기,,
5263,(주)웹스,196700,2014/12,성장기,,성장기,성장기,,성장기
5264,(주)웹스,196700,2015/12,성장기,성장기,성장기,성장기,성장기,성장기
5265,(주)웹스,196700,2016/12,성장기,성장기,성장기,성장기,성장기,성장기
5266,(주)웹스,196700,2017/12,성장기,도입기,성장기,성장기,도입기,도입기
5267,(주)웹스,196700,2018/12,성장기,성장기,성장기,성장기,성장기,성장기
5268,(주)웹스,196700,2019/12,성장기,성장기,성장기,성장기,성장기,성장기
5269,(주)웹스,196700,2020/12,성장기,성장기,성장기,성장기,성장기,성장기
5270,(주)웹스,196700,2021/12,성장기,성숙기,성장기,성장기,성숙기,성숙기
5271,(주)웹스,196700,2022/12,성숙기,성숙기,성숙기,,성숙기,
5272,(주)위드텍,348350,2012/12,성장기,,,,,
5273,(주)위드텍,348350,2013/12,성장기,,,,,
5274,(주)위드텍,348350,2014/12,성숙기,,,,,
5275,(주)위드텍,348350,2015/12,성장기,,,,,
5276,(주)위드텍,348350,2016/12,,,,,,
5277,(주)위드텍,348350,2017/12,성숙기,,,,,
5278,(주)위드텍,348350,2018/12,성숙기,,,성숙기,,성숙기
5279,(주)위드텍,348350,2019/12,성장기,성장기,성장기,성장기,성장기,성장기
5280,(주)위드텍,348350,2020/12,성장기,성장기,성장기,성장기,성장기,성장기
5281,(주)위드텍,348350,2021/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5282,(주)위드텍,348350,2022/12,성숙기,성숙기,성숙기,,성숙기,
5283,(주)위메이드맥스,101730,2012/12,,,,,,
5284,(주)위메이드맥스,101730,2013/12,쇠퇴기,성숙기,쇠퇴기,쇠퇴기,성숙기,성숙기
5285,(주)위메이드맥스,101730,2014/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
5286,(주)위메이드맥스,101730,2015/12,도입기,성장기,도입기,도입기,성장기,성장기
5287,(주)위메이드맥스,101730,2016/12,,,,,,
5288,(주)위메이드맥스,101730,2017/12,,쇠퇴기,,,쇠퇴기,쇠퇴기
5289,(주)위메이드맥스,101730,2018/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5290,(주)위메이드맥스,101730,2019/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5291,(주)위메이드맥스,101730,2020/12,쇠퇴기,도입기,쇠퇴기,쇠퇴기,도입기,도입기
5292,(주)위메이드맥스,101730,2021/12,성숙기,성장기,성숙기,성숙기,성장기,성장기
5293,(주)위메이드맥스,101730,2022/12,성숙기,성장기,성숙기,,성장기,
5294,(주)위세아이텍,65370,2012/12,성숙기,,,,,
5295,(주)위세아이텍,65370,2013/12,성숙기,,,,,
5296,(주)위세아이텍,65370,2014/12,성장기,,,,,
5297,(주)위세아이텍,65370,2015/12,,,,,,
5298,(주)위세아이텍,65370,2016/12,성숙기,,성숙기,성숙기,,
5299,(주)위세아이텍,65370,2017/12,성숙기,,성숙기,성숙기,,
5300,(주)위세아이텍,65370,2018/12,성장기,,성장기,성장기,,
5301,(주)위세아이텍,65370,2019/12,성숙기,,성숙기,성숙기,,
5302,(주)위세아이텍,65370,2020/12,성장기,,성장기,성장기,,
5303,(주)위세아이텍,65370,2021/12,성숙기,,성숙기,성숙기,,
5304,(주)위세아이텍,65370,2022/12,쇠퇴기,,쇠퇴기,,,
5305,(주)위지윅스튜디오,299900,2016/12,도입기,,도입기,도입기,,
5306,(주)위지윅스튜디오,299900,2017/12,도입기,,도입기,도입기,,
5307,(주)위지윅스튜디오,299900,2018/12,성장기,,성장기,성장기,,성장기
5308,(주)위지윅스튜디오,299900,2019/12,성장기,성장기,성장기,성장기,성장기,성장기
5309,(주)위지윅스튜디오,299900,2020/12,도입기,도입기,도입기,도입기,도입기,도입기
5310,(주)위지윅스튜디오,299900,2021/12,성장기,도입기,성장기,성장기,도입기,도입기
5311,(주)위지윅스튜디오,299900,2022/12,도입기,도입기,도입기,,도입기,
5312,(주)위지트,36090,2012/12,,,,,,
5313,(주)위지트,36090,2013/12,성숙기,,성숙기,성숙기,,
5314,(주)위지트,36090,2014/12,성장기,,성장기,성장기,,성장기
5315,(주)위지트,36090,2015/12,성장기,성장기,성장기,성장기,성장기,성장기
5316,(주)위지트,36090,2016/12,,성장기,,,성장기,성장기
5317,(주)위지트,36090,2017/12,성장기,성장기,성장기,성장기,성장기,성장기
5318,(주)위지트,36090,2018/12,성장기,성장기,성장기,성장기,성장기,성장기
5319,(주)위지트,36090,2019/12,성장기,도입기,성장기,성장기,도입기,도입기
5320,(주)위지트,36090,2020/12,,,,,,
5321,(주)위지트,36090,2021/12,,,,,,
5322,(주)위지트,36090,2022/12,도입기,도입기,도입기,,도입기,
5323,(주)윈스,136540,2012/12,성장기,,성장기,성장기,,
5324,(주)윈스,136540,2013/12,성장기,,성장기,성장기,,
5325,(주)윈스,136540,2014/12,성숙기,,성숙기,성숙기,,
5326,(주)윈스,136540,2015/12,성숙기,,성숙기,성숙기,,
5327,(주)윈스,136540,2016/12,성장기,,성장기,성장기,,성장기
5328,(주)윈스,136540,2017/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5329,(주)윈스,136540,2018/12,성장기,성장기,성장기,성장기,성장기,성장기
5330,(주)윈스,136540,2019/12,,,,,,
5331,(주)윈스,136540,2020/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5332,(주)윈스,136540,2021/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5333,(주)윈스,136540,2022/12,성숙기,성숙기,성숙기,,성숙기,
5334,(주)윈팩,97800,2012/12,성숙기,,성숙기,성숙기,,
5335,(주)윈팩,97800,2013/12,성장기,,성장기,성장기,,
5336,(주)윈팩,97800,2014/12,성장기,,성장기,성장기,,
5337,(주)윈팩,97800,2015/12,성숙기,,성숙기,성숙기,,
5338,(주)윈팩,97800,2016/12,도입기,,도입기,도입기,,
5339,(주)윈팩,97800,2017/12,,,,,,
5340,(주)윈팩,97800,2018/12,성숙기,,성숙기,성숙기,,
5341,(주)윈팩,97800,2019/12,성장기,,성장기,성장기,,
5342,(주)윈팩,97800,2020/12,성장기,,성장기,성장기,,
5343,(주)윈팩,97800,2021/12,성장기,,성장기,성장기,,
5344,(주)윈팩,97800,2022/12,성장기,,성장기,,,
5345,(주)윈하이텍,192390,2012/12,성숙기,,,성숙기,,
5346,(주)윈하이텍,192390,2013/12,성숙기,,성숙기,성숙기,,
5347,(주)윈하이텍,192390,2014/12,성장기,,성장기,성장기,,
5348,(주)윈하이텍,192390,2015/12,성숙기,,성숙기,성숙기,,
5349,(주)윈하이텍,192390,2016/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
5350,(주)윈하이텍,192390,2017/12,도입기,,도입기,도입기,,
5351,(주)윈하이텍,192390,2018/12,쇠퇴기,,쇠퇴기,쇠퇴기,,쇠퇴기
5352,(주)윈하이텍,192390,2019/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5353,(주)윈하이텍,192390,2020/12,,쇠퇴기,,,쇠퇴기,쇠퇴기
5354,(주)윈하이텍,192390,2021/12,도입기,쇠퇴기,도입기,도입기,쇠퇴기,쇠퇴기
5355,(주)윈하이텍,192390,2022/12,성숙기,성장기,성숙기,,성장기,
5356,(주)윌링스,313760,2012/12,,,,,,
5357,(주)윌링스,313760,2013/12,도입기,,,,,
5358,(주)윌링스,313760,2014/12,,,,,,
5359,(주)윌링스,313760,2015/12,성숙기,,,,,
5360,(주)윌링스,313760,2016/12,성장기,,,,,
5361,(주)윌링스,313760,2017/12,도입기,,,도입기,,
5362,(주)윌링스,313760,2018/12,,,,,,
5363,(주)윌링스,313760,2019/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
5364,(주)윌링스,313760,2020/12,,,,,,
5365,(주)윌링스,313760,2021/12,,,,,,
5366,(주)윌링스,313760,2022/12,도입기,,도입기,,,
5367,(주)윙스풋,335870,2019/12,,,,,,
5368,(주)윙스풋,335870,2020/12,,,,,,
5369,(주)윙스풋,335870,2021/12,,,,,,
5370,(주)윙스풋,335870,2022/12,성숙기,,성숙기,,,
5371,(주)유니온커뮤니티,203450,2012/12,성장기,,,,,
5372,(주)유니온커뮤니티,203450,2013/12,성장기,,,,,
5373,(주)유니온커뮤니티,203450,2014/12,성장기,,성장기,성장기,성장기,성장기
5374,(주)유니온커뮤니티,203450,2015/12,성장기,성장기,성장기,성장기,성장기,성장기
5375,(주)유니온커뮤니티,203450,2016/12,성장기,성장기,성장기,성장기,성장기,성장기
5376,(주)유니온커뮤니티,203450,2017/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5377,(주)유니온커뮤니티,203450,2018/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5378,(주)유니온커뮤니티,203450,2019/12,,,,,,
5379,(주)유니온커뮤니티,203450,2020/12,성장기,성장기,성장기,성장기,성장기,성장기
5380,(주)유니온커뮤니티,203450,2021/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5381,(주)유니온커뮤니티,203450,2022/12,,,,,,
5382,(주)유니켐,11330,2012/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
5383,(주)유니켐,11330,2013/12,도입기,,도입기,도입기,,
5384,(주)유니켐,11330,2015/06,쇠퇴기,,쇠퇴기,쇠퇴기,,
5385,(주)유니켐,11330,2016/12,도입기,,도입기,도입기,,도입기
5386,(주)유니켐,11330,2017/12,성장기,성장기,성장기,성장기,성장기,성장기
5387,(주)유니켐,11330,2018/12,도입기,도입기,도입기,도입기,도입기,도입기
5388,(주)유니켐,11330,2019/12,성장기,성장기,성장기,성장기,성장기,성장기
5389,(주)유니켐,11330,2020/12,도입기,성장기,도입기,도입기,성장기,성장기
5390,(주)유니켐,11330,2021/12,성장기,성장기,성장기,성장기,성장기,성장기
5391,(주)유니켐,11330,2022/12,성숙기,성장기,성숙기,,성장기,
5392,(주)유니테크노,241690,2012/12,성장기,,,,,
5393,(주)유니테크노,241690,2013/12,성숙기,,,,,
5394,(주)유니테크노,241690,2014/12,,,성숙기,성숙기,성숙기,성숙기
5395,(주)유니테크노,241690,2015/12,성장기,성장기,성장기,성장기,성장기,성장기
5396,(주)유니테크노,241690,2016/12,성장기,성장기,성장기,성장기,성장기,성장기
5397,(주)유니테크노,241690,2017/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5398,(주)유니테크노,241690,2018/12,성장기,성장기,성장기,성장기,성장기,성장기
5399,(주)유니테크노,241690,2019/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5400,(주)유니테크노,241690,2020/12,성장기,성장기,성장기,성장기,성장기,성장기
5401,(주)유니테크노,241690,2021/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5402,(주)유니테크노,241690,2022/12,성숙기,성숙기,성숙기,,성숙기,
5403,(주)유바이오로직스,206650,2012/12,,,,,,
5404,(주)유바이오로직스,206650,2015/12,도입기,,도입기,도입기,,
5405,(주)유바이오로직스,206650,2016/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
5406,(주)유바이오로직스,206650,2017/12,도입기,,도입기,도입기,,
5407,(주)유바이오로직스,206650,2018/12,성장기,,성장기,성장기,,
5408,(주)유바이오로직스,206650,2019/12,성장기,,성장기,성장기,,
5409,(주)유바이오로직스,206650,2020/12,도입기,,도입기,성장기,,성장기
5410,(주)유바이오로직스,206650,2021/12,,,,,,
5411,(주)유바이오로직스,206650,2022/12,성장기,성장기,성장기,,성장기,
5412,(주)유비온,84440,2012/12,도입기,,,,,
5413,(주)유비온,84440,2014/09,쇠퇴기,,,,,
5414,(주)유비온,84440,2015/09,도입기,,,,,
5415,(주)유비온,84440,2016/09,도입기,,,,,
5416,(주)유비온,84440,2017/09,성숙기,,,,,
5417,(주)유비온,84440,2018/09,,,,,,
5418,(주)유비온,84440,2019/09,성숙기,,,,,
5419,(주)유비온,84440,2020/09,성숙기,,,성숙기,,
5420,(주)유비온,84440,2021/09,성숙기,,성숙기,성숙기,,
5421,(주)유비온,84440,2022/09,성숙기,,성숙기,,,
5422,(주)유비쿼스홀딩스,78070,2012/12,성장기,성장기,성장기,성장기,성장기,성장기
5423,(주)유비쿼스홀딩스,78070,2013/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5424,(주)유비쿼스홀딩스,78070,2014/12,성숙기,,성숙기,성숙기,,
5425,(주)유비쿼스홀딩스,78070,2015/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5426,(주)유비쿼스홀딩스,78070,2016/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5427,(주)유비쿼스홀딩스,78070,2017/12,,쇠퇴기,,,쇠퇴기,쇠퇴기
5428,(주)유비쿼스홀딩스,78070,2018/12,성숙기,성장기,성숙기,성숙기,성장기,성장기
5429,(주)유비쿼스홀딩스,78070,2019/12,성숙기,,성숙기,성숙기,,
5430,(주)유비쿼스홀딩스,78070,2020/12,,성숙기,,,성숙기,성숙기
5431,(주)유비쿼스홀딩스,78070,2021/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
5432,(주)유비쿼스홀딩스,78070,2022/12,,,,,,
5433,(주)유아이디,69330,2012/12,성장기,,성장기,성장기,,
5434,(주)유아이디,69330,2013/12,성숙기,,성숙기,성숙기,,
5435,(주)유아이디,69330,2014/12,성장기,,성장기,성장기,,
5436,(주)유아이디,69330,2015/12,성장기,,성장기,성장기,,
5437,(주)유아이디,69330,2016/12,,,,,,
5438,(주)유아이디,69330,2017/12,도입기,,도입기,도입기,,
5439,(주)유아이디,69330,2018/12,쇠퇴기,,쇠퇴기,쇠퇴기,,쇠퇴기
5440,(주)유아이디,69330,2019/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5441,(주)유아이디,69330,2020/12,성장기,쇠퇴기,성장기,성장기,쇠퇴기,쇠퇴기
5442,(주)유아이디,69330,2021/12,,,,,,
5443,(주)유아이디,69330,2022/12,성숙기,성숙기,성숙기,,성숙기,
5444,(주)유일로보틱스,388720,2015/12,성장기,,,,,
5445,(주)유일로보틱스,388720,2016/12,성숙기,,,,,
5446,(주)유일로보틱스,388720,2017/12,쇠퇴기,,,,,
5447,(주)유일로보틱스,388720,2018/12,성장기,,,,,
5448,(주)유일로보틱스,388720,2019/12,도입기,,,,,
5449,(주)유일로보틱스,388720,2020/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
5450,(주)유일로보틱스,388720,2021/12,성장기,성장기,성장기,성장기,성장기,성장기
5451,(주)유일로보틱스,388720,2022/12,도입기,도입기,도입기,,도입기,
5452,(주)유투바이오,221800,2013/12,도입기,,,,,
5453,(주)유투바이오,221800,2014/12,도입기,,,,,
5454,(주)유투바이오,221800,2015/12,성장기,,,성장기,,
