,회사명,거래소코드,회계년도,기업수명주기
2550,(주)서울옥션,63170,2013,성숙기
2551,(주)서울옥션,63170,2014,성숙기
2552,(주)서울옥션,63170,2015,도입기
2553,(주)서울옥션,63170,2016,성장기
2554,(주)서울옥션,63170,2017,성장기
2555,(주)서울옥션,63170,2018,도입기
2556,(주)서울옥션,63170,2019,도입기
2557,(주)서울옥션,63170,2020,쇠퇴기
2558,(주)서울옥션,63170,2021,성숙기
2559,(주)서울옥션,63170,2022,도입기
2560,(주)서울제약,18680,2012,성장기
2561,(주)서울제약,18680,2013,도입기
2562,(주)서울제약,18680,2014,성장기
2563,(주)서울제약,18680,2015,성장기
2564,(주)서울제약,18680,2016,도입기
2565,(주)서울제약,18680,2017,쇠퇴기
2566,(주)서울제약,18680,2018,도입기
2567,(주)서울제약,18680,2020,성장기
2568,(주)서울제약,18680,2021,도입기
2569,(주)서전기전,189860,2012,성숙기
2570,(주)서전기전,189860,2015,성숙기
2571,(주)서전기전,189860,2016,성숙기
2572,(주)서전기전,189860,2017,도입기
2573,(주)서전기전,189860,2018,성숙기
2574,(주)서전기전,189860,2019,성장기
2575,(주)서전기전,189860,2020,성숙기
2576,(주)서전기전,189860,2021,도입기
2577,(주)서전기전,189860,2022,도입기
2578,(주)석경에이티,357550,2012,성장기
2579,(주)석경에이티,357550,2013,성숙기
2580,(주)석경에이티,357550,2014,성숙기
2581,(주)석경에이티,357550,2015,성숙기
2582,(주)석경에이티,357550,2016,성장기
2583,(주)석경에이티,357550,2017,성숙기
2584,(주)석경에이티,357550,2018,성장기
2585,(주)석경에이티,357550,2019,성숙기
2586,(주)석경에이티,357550,2021,성숙기
2587,(주)성창오토텍,80470,2012,도입기
2588,(주)성창오토텍,80470,2013,성장기
2589,(주)성창오토텍,80470,2014,성숙기
2590,(주)성창오토텍,80470,2015,성숙기
2591,(주)성창오토텍,80470,2016,쇠퇴기
2592,(주)성창오토텍,80470,2017,성숙기
2593,(주)성창오토텍,80470,2018,성장기
2594,(주)성창오토텍,80470,2019,성숙기
2595,(주)성창오토텍,80470,2020,성숙기
2596,(주)성창오토텍,80470,2021,성숙기
2597,(주)성창오토텍,80470,2022,성숙기
2598,(주)세경하이테크,148150,2012,성장기
2599,(주)세경하이테크,148150,2013,성장기
2600,(주)세경하이테크,148150,2014,성숙기
2601,(주)세경하이테크,148150,2015,성숙기
2602,(주)세경하이테크,148150,2016,성장기
2603,(주)세경하이테크,148150,2017,성숙기
2604,(주)세경하이테크,148150,2018,성숙기
2605,(주)세경하이테크,148150,2019,성장기
2606,(주)세경하이테크,148150,2020,성장기
2607,(주)세경하이테크,148150,2021,성장기
2608,(주)세경하이테크,148150,2022,쇠퇴기
2609,(주)세림비앤지,340440,2021,도입기
2610,(주)세림비앤지,340440,2022,성숙기
2611,(주)세아메카닉스,396300,2012,성숙기
2612,(주)세아메카닉스,396300,2013,성숙기
2613,(주)세아메카닉스,396300,2014,성숙기
2614,(주)세아메카닉스,396300,2015,성숙기
2615,(주)세아메카닉스,396300,2016,성숙기
2616,(주)세아메카닉스,396300,2017,성장기
2617,(주)세아메카닉스,396300,2018,쇠퇴기
2618,(주)세아메카닉스,396300,2019,성숙기
2619,(주)세아메카닉스,396300,2020,성숙기
2620,(주)세아메카닉스,396300,2021,성장기
2621,(주)세아메카닉스,396300,2022,성장기
2622,(주)세우글로벌,13000,2014,성장기
2623,(주)세우글로벌,13000,2015,성숙기
2624,(주)세우글로벌,13000,2016,쇠퇴기
2625,(주)세우글로벌,13000,2017,도입기
2626,(주)세우글로벌,13000,2018,성숙기
2627,(주)세우글로벌,13000,2019,성장기
2628,(주)세우글로벌,13000,2022,성숙기
2629,(주)세운메디칼,100700,2012,성숙기
2630,(주)세운메디칼,100700,2013,성숙기
2631,(주)세운메디칼,100700,2014,성숙기
2632,(주)세운메디칼,100700,2015,성숙기
2633,(주)세운메디칼,100700,2016,성장기
2634,(주)세운메디칼,100700,2017,성숙기
2635,(주)세운메디칼,100700,2018,성장기
2636,(주)세운메디칼,100700,2019,성숙기
2637,(주)세운메디칼,100700,2020,성숙기
2638,(주)세운메디칼,100700,2021,성숙기
2639,(주)세운메디칼,100700,2022,성숙기
2640,(주)세원정공,21820,2012,성장기
2641,(주)세원정공,21820,2013,성숙기
2642,(주)세원정공,21820,2014,성숙기
2643,(주)세원정공,21820,2015,성숙기
2644,(주)세원정공,21820,2016,성숙기
2645,(주)세원정공,21820,2017,성숙기
2646,(주)세원정공,21820,2018,도입기
2647,(주)세원정공,21820,2019,성장기
2648,(주)세원정공,21820,2020,성숙기
2649,(주)세원정공,21820,2021,성숙기
2650,(주)세원정공,21820,2022,성장기
2651,(주)세종메디칼,258830,2012,성장기
2652,(주)세종메디칼,258830,2013,성숙기
2653,(주)세종메디칼,258830,2014,성숙기
2654,(주)세종메디칼,258830,2015,성숙기
2655,(주)세종메디칼,258830,2016,성장기
2656,(주)세종메디칼,258830,2017,성숙기
2657,(주)세종메디칼,258830,2018,성장기
2658,(주)세종메디칼,258830,2019,성숙기
2659,(주)세종메디칼,258830,2020,쇠퇴기
2660,(주)세종메디칼,258830,2021,도입기
2661,(주)세종메디칼,258830,2022,도입기
2662,(주)세진티에스,67770,2012,성숙기
2663,(주)세진티에스,67770,2013,성숙기
2664,(주)세진티에스,67770,2015,성장기
2665,(주)세진티에스,67770,2016,성장기
2666,(주)세진티에스,67770,2017,쇠퇴기
2667,(주)세진티에스,67770,2019,쇠퇴기
2668,(주)세진티에스,67770,2020,성숙기
2669,(주)세진티에스,67770,2021,성숙기
2670,(주)세진티에스,67770,2022,성숙기
2671,(주)세토피아,222810,2016,쇠퇴기
2672,(주)세토피아,222810,2017,쇠퇴기
2673,(주)세토피아,222810,2018,도입기
2674,(주)세토피아,222810,2019,성장기
2675,(주)세토피아,222810,2020,도입기
2676,(주)세토피아,222810,2021,도입기
2677,(주)세토피아,222810,2022,도입기
2678,(주)세화피앤씨,252500,2018,도입기
2679,(주)세화피앤씨,252500,2019,성숙기
2680,(주)세화피앤씨,252500,2020,성숙기
2681,(주)세화피앤씨,252500,2021,성장기
2682,(주)세화피앤씨,252500,2022,성숙기
2683,(주)센코,347000,2014,성숙기
2684,(주)센코,347000,2015,성장기
2685,(주)센코,347000,2016,성장기
2686,(주)센코,347000,2017,도입기
2687,(주)센코,347000,2019,성숙기
2688,(주)센코,347000,2020,도입기
2689,(주)센코,347000,2021,성장기
2690,(주)센코,347000,2022,성숙기
2691,(주)셀레믹스,331920,2014,도입기
2692,(주)셀레믹스,331920,2015,도입기
2693,(주)셀레믹스,331920,2016,도입기
2694,(주)셀레믹스,331920,2020,도입기
2695,(주)셀레믹스,331920,2021,쇠퇴기
2696,(주)셀레믹스,331920,2022,쇠퇴기
2697,(주)셀루메드,49180,2012,성장기
2698,(주)셀루메드,49180,2013,성장기
2699,(주)셀루메드,49180,2014,도입기
2700,(주)셀루메드,49180,2015,도입기
2701,(주)셀루메드,49180,2016,도입기
2702,(주)셀루메드,49180,2017,도입기
2703,(주)셀루메드,49180,2018,도입기
2704,(주)셀루메드,49180,2019,성장기
2705,(주)셀루메드,49180,2020,쇠퇴기
2706,(주)셀루메드,49180,2021,도입기
2707,(주)셀루메드,49180,2022,도입기
2708,(주)셀리드,299660,2017,도입기
2709,(주)셀리드,299660,2018,도입기
2710,(주)셀리드,299660,2019,도입기
2711,(주)셀리드,299660,2020,쇠퇴기
2712,(주)셀리드,299660,2021,도입기
2713,(주)셀리드,299660,2022,쇠퇴기
2714,(주)셀리버리,268600,2015,도입기
2715,(주)셀리버리,268600,2016,쇠퇴기
2716,(주)셀리버리,268600,2017,도입기
2717,(주)셀리버리,268600,2018,도입기
2718,(주)셀리버리,268600,2019,쇠퇴기
2719,(주)셀리버리,268600,2020,도입기
2720,(주)셀리버리,268600,2021,도입기
2721,(주)셀리버리,268600,2022,도입기
2722,(주)셀바스에이아이,108860,2012,성장기
2723,(주)셀바스에이아이,108860,2013,성장기
2724,(주)셀바스에이아이,108860,2014,성장기
2725,(주)셀바스에이아이,108860,2015,도입기
2726,(주)셀바스에이아이,108860,2016,도입기
2727,(주)셀바스에이아이,108860,2017,성장기
2728,(주)셀바스에이아이,108860,2018,도입기
2729,(주)셀바스에이아이,108860,2020,성숙기
2730,(주)셀바스에이아이,108860,2021,성숙기
2731,(주)셀바스헬스케어,208370,2016,쇠퇴기
2732,(주)셀바스헬스케어,208370,2017,도입기
2733,(주)셀바스헬스케어,208370,2018,도입기
2734,(주)셀바스헬스케어,208370,2020,성숙기
2735,(주)셀바스헬스케어,208370,2021,성숙기
2736,(주)셀바스헬스케어,208370,2022,쇠퇴기
2737,(주)셀바이오휴먼텍,318160,2019,성장기
2738,(주)셀바이오휴먼텍,318160,2020,성숙기
2739,(주)셀바이오휴먼텍,318160,2021,성장기
2740,(주)셀피글로벌,68940,2012,성숙기
2741,(주)셀피글로벌,68940,2013,성장기
2742,(주)셀피글로벌,68940,2015,쇠퇴기
2743,(주)셀피글로벌,68940,2018,도입기
2744,(주)셀피글로벌,68940,2019,성장기
2745,(주)셀피글로벌,68940,2020,쇠퇴기
2746,(주)셀피글로벌,68940,2021,성장기
2747,(주)셀피글로벌,68940,2022,도입기
2748,(주)소룩스,290690,2012,도입기
2749,(주)소룩스,290690,2013,성숙기
2750,(주)소룩스,290690,2014,성장기
2751,(주)소룩스,290690,2015,성숙기
2752,(주)소룩스,290690,2016,성장기
2753,(주)소룩스,290690,2017,도입기
2754,(주)소룩스,290690,2018,성숙기
2755,(주)소룩스,290690,2019,성숙기
2756,(주)소룩스,290690,2020,도입기
2757,(주)소룩스,290690,2021,도입기
2758,(주)소룩스,290690,2022,성숙기
2759,(주)소마젠,950200,2019,도입기
2760,(주)소마젠,950200,2020,도입기
2761,(주)소프트센,32680,2013,도입기
2762,(주)소프트센,32680,2016,도입기
2763,(주)소프트센,32680,2017,성장기
2764,(주)소프트센,32680,2018,도입기
2765,(주)소프트센,32680,2020,도입기
2766,(주)소프트센,32680,2021,성장기
2767,(주)소프트센,32680,2022,성장기
2768,(주)손오공,66910,2012,성숙기
2769,(주)손오공,66910,2013,성숙기
2770,(주)손오공,66910,2014,쇠퇴기
2771,(주)손오공,66910,2015,성숙기
2772,(주)손오공,66910,2016,도입기
2773,(주)손오공,66910,2017,쇠퇴기
2774,(주)손오공,66910,2018,성숙기
2775,(주)손오공,66910,2019,도입기
2776,(주)손오공,66910,2020,쇠퇴기
2777,(주)손오공,66910,2021,쇠퇴기
2778,(주)손오공,66910,2022,성장기
2779,(주)솔고바이오메디칼,43100,2012,도입기
2780,(주)솔고바이오메디칼,43100,2013,성장기
2781,(주)솔고바이오메디칼,43100,2014,성숙기
2782,(주)솔고바이오메디칼,43100,2015,쇠퇴기
2783,(주)솔고바이오메디칼,43100,2016,도입기
2784,(주)솔고바이오메디칼,43100,2017,도입기
2785,(주)솔고바이오메디칼,43100,2018,도입기
2786,(주)솔고바이오메디칼,43100,2019,쇠퇴기
2787,(주)솔고바이오메디칼,43100,2020,쇠퇴기
2788,(주)솔고바이오메디칼,43100,2021,쇠퇴기
2789,(주)솔고바이오메디칼,43100,2022,쇠퇴기
2790,(주)솔본,35610,2012,성숙기
2791,(주)솔본,35610,2013,쇠퇴기
2792,(주)솔본,35610,2014,성숙기
2793,(주)솔본,35610,2015,성장기
2794,(주)솔본,35610,2016,성장기
2795,(주)솔본,35610,2017,성장기
2796,(주)솔본,35610,2018,성숙기
2797,(주)솔본,35610,2019,성숙기
2798,(주)솔본,35610,2021,성숙기
2799,(주)솔트룩스,304100,2013,성장기
2800,(주)솔트룩스,304100,2014,성숙기
2801,(주)솔트룩스,304100,2015,성장기
2802,(주)솔트룩스,304100,2016,성숙기
2803,(주)솔트룩스,304100,2017,성장기
2804,(주)솔트룩스,304100,2018,도입기
2805,(주)솔트룩스,304100,2019,성숙기
2806,(주)솔트룩스,304100,2020,성장기
2807,(주)솔트룩스,304100,2021,도입기
2808,(주)솔트룩스,304100,2022,쇠퇴기
2809,(주)수산아이앤티,50960,2012,성숙기
2810,(주)수산아이앤티,50960,2013,성숙기
2811,(주)수산아이앤티,50960,2014,성숙기
2812,(주)수산아이앤티,50960,2015,성숙기
2813,(주)수산아이앤티,50960,2016,성장기
2814,(주)수산아이앤티,50960,2017,성숙기
2815,(주)수산아이앤티,50960,2018,성숙기
2816,(주)수산아이앤티,50960,2019,성숙기
2817,(주)수산아이앤티,50960,2020,성장기
2818,(주)수산아이앤티,50960,2021,성숙기
2819,(주)수산아이앤티,50960,2022,성숙기
2820,(주)수성샐바시온,84180,2013,성숙기
2821,(주)수성샐바시온,84180,2014,도입기
2822,(주)수성샐바시온,84180,2017,도입기
2823,(주)수성샐바시온,84180,2018,쇠퇴기
2824,(주)수성샐바시온,84180,2019,도입기
2825,(주)수성샐바시온,84180,2020,도입기
2826,(주)수성샐바시온,84180,2021,도입기
2827,(주)수성샐바시온,84180,2022,쇠퇴기
2828,(주)수젠텍,253840,2014,도입기
2829,(주)수젠텍,253840,2015,도입기
2830,(주)수젠텍,253840,2016,도입기
2831,(주)수젠텍,253840,2017,도입기
2832,(주)수젠텍,253840,2018,도입기
2833,(주)수젠텍,253840,2019,도입기
2834,(주)수젠텍,253840,2020,성장기
2835,(주)수젠텍,253840,2021,성장기
2836,(주)수젠텍,253840,2022,성숙기
2837,(주)슈프리마,236200,2017,성장기
2838,(주)슈프리마,236200,2018,성장기
2839,(주)슈프리마,236200,2019,성장기
2840,(주)슈프리마,236200,2021,성숙기
2841,(주)슈프리마,236200,2022,성숙기
2842,(주)슈프리마에이치큐,94840,2012,성장기
2843,(주)슈프리마에이치큐,94840,2013,성숙기
2844,(주)슈프리마에이치큐,94840,2014,성숙기
2845,(주)슈프리마에이치큐,94840,2015,성숙기
2846,(주)슈프리마에이치큐,94840,2016,성숙기
2847,(주)슈프리마에이치큐,94840,2018,성장기
2848,(주)슈프리마에이치큐,94840,2019,성장기
2849,(주)슈프리마에이치큐,94840,2020,성장기
2850,(주)슈프리마에이치큐,94840,2021,성숙기
2851,(주)슈프리마에이치큐,94840,2022,성숙기
2852,(주)스마트솔루션즈,136510,2012,성숙기
2853,(주)스마트솔루션즈,136510,2013,성장기
2854,(주)스마트솔루션즈,136510,2016,도입기
2855,(주)스마트솔루션즈,136510,2017,성장기
2856,(주)스마트솔루션즈,136510,2018,쇠퇴기
2857,(주)스마트솔루션즈,136510,2019,도입기
2858,(주)스마트솔루션즈,136510,2020,도입기
2859,(주)스마트솔루션즈,136510,2021,도입기
2860,(주)스카이문스테크놀로지,33790,2014,성장기
2861,(주)스카이문스테크놀로지,33790,2015,성장기
2862,(주)스카이문스테크놀로지,33790,2016,쇠퇴기
2863,(주)스카이문스테크놀로지,33790,2017,도입기
2864,(주)스카이문스테크놀로지,33790,2019,쇠퇴기
2865,(주)스카이문스테크놀로지,33790,2021,쇠퇴기
2866,(주)스카이문스테크놀로지,33790,2022,성숙기
2867,(주)스코넥엔터테인먼트,276040,2017,성장기
2868,(주)스코넥엔터테인먼트,276040,2018,도입기
2869,(주)스코넥엔터테인먼트,276040,2019,쇠퇴기
2870,(주)스코넥엔터테인먼트,276040,2020,쇠퇴기
2871,(주)스코넥엔터테인먼트,276040,2021,도입기
2872,(주)스코넥엔터테인먼트,276040,2022,도입기
2873,(주)스킨앤스킨,159910,2012,성장기
2874,(주)스킨앤스킨,159910,2014,도입기
2875,(주)스킨앤스킨,159910,2015,도입기
2876,(주)스킨앤스킨,159910,2016,성장기
2877,(주)스킨앤스킨,159910,2017,도입기
2878,(주)스킨앤스킨,159910,2018,도입기
2879,(주)스킨앤스킨,159910,2019,도입기
2880,(주)스킨앤스킨,159910,2020,쇠퇴기
2881,(주)스킨앤스킨,159910,2021,쇠퇴기
2882,(주)스타플렉스,115570,2012,성장기
2883,(주)스타플렉스,115570,2013,성장기
2884,(주)스타플렉스,115570,2014,성숙기
2885,(주)스타플렉스,115570,2015,성숙기
2886,(주)스타플렉스,115570,2016,쇠퇴기
2887,(주)스타플렉스,115570,2017,도입기
2888,(주)스타플렉스,115570,2018,쇠퇴기
2889,(주)스타플렉스,115570,2019,쇠퇴기
2890,(주)스타플렉스,115570,2020,쇠퇴기
2891,(주)스타플렉스,115570,2021,쇠퇴기
2892,(주)스타플렉스,115570,2022,성숙기
2893,(주)스튜디오미르,408900,2015,성장기
2894,(주)스튜디오미르,408900,2016,성숙기
2895,(주)스튜디오미르,408900,2017,성숙기
2896,(주)스튜디오미르,408900,2018,도입기
2897,(주)스튜디오미르,408900,2020,성숙기
2898,(주)스튜디오미르,408900,2021,쇠퇴기
2899,(주)스튜디오미르,408900,2022,성숙기
2900,(주)스튜디오산타클로스엔터테인먼트,204630,2015,쇠퇴기
2901,(주)스튜디오산타클로스엔터테인먼트,204630,2016,도입기
2902,(주)스튜디오산타클로스엔터테인먼트,204630,2017,도입기
2903,(주)스튜디오산타클로스엔터테인먼트,204630,2018,쇠퇴기
2904,(주)스튜디오산타클로스엔터테인먼트,204630,2019,쇠퇴기
2905,(주)스튜디오산타클로스엔터테인먼트,204630,2020,도입기
2906,(주)스튜디오산타클로스엔터테인먼트,204630,2021,성장기
2907,(주)스튜디오산타클로스엔터테인먼트,204630,2022,성숙기
2908,(주)스페코,13810,2012,성숙기
2909,(주)스페코,13810,2013,도입기
2910,(주)스페코,13810,2014,성장기
2911,(주)스페코,13810,2015,성숙기
2912,(주)스페코,13810,2016,성숙기
2913,(주)스페코,13810,2017,성장기
2914,(주)스페코,13810,2020,쇠퇴기
2915,(주)스페코,13810,2021,성숙기
2916,(주)스페코,13810,2022,성숙기
2917,(주)스피어파워,203690,2015,성숙기
2918,(주)스피어파워,203690,2017,쇠퇴기
2919,(주)스피어파워,203690,2018,도입기
2920,(주)스피어파워,203690,2019,쇠퇴기
2921,(주)스피어파워,203690,2020,도입기
2922,(주)스피어파워,203690,2021,성장기
2923,(주)스피어파워,203690,2022,도입기
2924,(주)시공테크,20710,2012,쇠퇴기
2925,(주)시공테크,20710,2013,성장기
2926,(주)시공테크,20710,2015,성숙기
2927,(주)시공테크,20710,2016,쇠퇴기
2928,(주)시공테크,20710,2017,성숙기
2929,(주)시공테크,20710,2018,쇠퇴기
2930,(주)시공테크,20710,2019,성숙기
2931,(주)시공테크,20710,2020,성숙기
2932,(주)시공테크,20710,2021,쇠퇴기
2933,(주)시공테크,20710,2022,쇠퇴기
2934,(주)시너지이노베이션,48870,2012,성장기
2935,(주)시너지이노베이션,48870,2013,성숙기
2936,(주)시너지이노베이션,48870,2014,도입기
2937,(주)시너지이노베이션,48870,2015,쇠퇴기
2938,(주)시너지이노베이션,48870,2016,도입기
2939,(주)시너지이노베이션,48870,2017,도입기
2940,(주)시너지이노베이션,48870,2018,성장기
2941,(주)시너지이노베이션,48870,2019,성장기
2942,(주)시너지이노베이션,48870,2020,성장기
2943,(주)시너지이노베이션,48870,2021,성장기
2944,(주)시너지이노베이션,48870,2022,성장기
2945,(주)시스웍,269620,2016,성숙기
2946,(주)시스웍,269620,2017,성장기
2947,(주)시스웍,269620,2018,성숙기
2948,(주)시스웍,269620,2019,성장기
2949,(주)시스웍,269620,2020,도입기
2950,(주)시스웍,269620,2021,도입기
2951,(주)시스웍,269620,2022,쇠퇴기
2952,(주)시큐브,131090,2012,성숙기
2953,(주)시큐브,131090,2013,성숙기
2954,(주)시큐브,131090,2016,성숙기
2955,(주)시큐브,131090,2018,성숙기
2956,(주)시큐브,131090,2019,성숙기
2957,(주)시큐브,131090,2020,성숙기
2958,(주)시큐브,131090,2021,성숙기
2959,(주)시큐브,131090,2022,성숙기
2960,(주)시티랩스,139050,2012,성숙기
2961,(주)시티랩스,139050,2013,성숙기
2962,(주)시티랩스,139050,2014,성숙기
2963,(주)시티랩스,139050,2015,도입기
2964,(주)시티랩스,139050,2016,도입기
2965,(주)시티랩스,139050,2017,도입기
2966,(주)시티랩스,139050,2018,도입기
2967,(주)시티랩스,139050,2019,성장기
2968,(주)시티랩스,139050,2020,도입기
2969,(주)시티랩스,139050,2021,도입기
2970,(주)시티랩스,139050,2022,쇠퇴기
2971,(주)신도기연,290520,2012,성장기
2972,(주)신도기연,290520,2013,성숙기
2973,(주)신도기연,290520,2018,성장기
2974,(주)신도기연,290520,2019,성장기
2975,(주)신도기연,290520,2020,도입기
2976,(주)신도기연,290520,2021,성숙기
2977,(주)신진에스엠,138070,2012,성장기
2978,(주)신진에스엠,138070,2013,성숙기
2979,(주)신진에스엠,138070,2014,성장기
2980,(주)신진에스엠,138070,2015,성숙기
2981,(주)신진에스엠,138070,2016,성숙기
2982,(주)신진에스엠,138070,2017,성숙기
2983,(주)신진에스엠,138070,2018,성장기
2984,(주)신진에스엠,138070,2019,성장기
2985,(주)신진에스엠,138070,2020,성숙기
2986,(주)신진에스엠,138070,2021,성숙기
2987,(주)신진에스엠,138070,2022,성숙기
2988,(주)신테카바이오,226330,2018,도입기
2989,(주)신테카바이오,226330,2019,도입기
2990,(주)신테카바이오,226330,2020,도입기
2991,(주)신테카바이오,226330,2021,도입기
2992,(주)신테카바이오,226330,2022,쇠퇴기
2993,(주)신풍,2870,2012,쇠퇴기
2994,(주)신풍,2870,2013,쇠퇴기
2995,(주)신풍,2870,2014,쇠퇴기
2996,(주)신풍,2870,2015,쇠퇴기
2997,(주)신풍,2870,2016,성숙기
2998,(주)신풍,2870,2017,성장기
2999,(주)신풍,2870,2019,성숙기
3000,(주)신풍,2870,2021,쇠퇴기
3001,(주)신풍,2870,2022,쇠퇴기
3002,(주)신화다이나믹스,1770,2013,쇠퇴기
3003,(주)신화다이나믹스,1770,2014,성숙기
3004,(주)신화다이나믹스,1770,2017,성숙기
3005,(주)신화다이나믹스,1770,2018,성숙기
3006,(주)신화다이나믹스,1770,2019,성숙기
3007,(주)신화다이나믹스,1770,2020,성숙기
3008,(주)신화다이나믹스,1770,2022,성숙기
3009,(주)신화콘텍,187270,2012,성장기
3010,(주)신화콘텍,187270,2013,성장기
3011,(주)신화콘텍,187270,2014,성장기
3012,(주)신화콘텍,187270,2015,성장기
3013,(주)신화콘텍,187270,2016,성장기
3014,(주)신화콘텍,187270,2017,성장기
3015,(주)신화콘텍,187270,2018,성숙기
3016,(주)신화콘텍,187270,2019,성숙기
3017,(주)신화콘텍,187270,2020,성장기
3018,(주)신화콘텍,187270,2022,성숙기
3019,(주)실리콘투,257720,2012,도입기
3020,(주)실리콘투,257720,2014,성숙기
3021,(주)실리콘투,257720,2015,성숙기
3022,(주)실리콘투,257720,2016,성장기
3023,(주)실리콘투,257720,2017,쇠퇴기
3024,(주)실리콘투,257720,2018,성장기
3025,(주)실리콘투,257720,2019,도입기
3026,(주)실리콘투,257720,2020,성장기
3027,(주)실리콘투,257720,2021,성장기
3028,(주)실리콘투,257720,2022,성장기
3029,(주)싸이버원,356890,2018,성숙기
3030,(주)싸이버원,356890,2019,성숙기
3031,(주)싸이버원,356890,2020,성숙기
3032,(주)싸이버원,356890,2021,성장기
3033,(주)싸이토젠,217330,2014,도입기
3034,(주)싸이토젠,217330,2015,도입기
3035,(주)싸이토젠,217330,2016,도입기
3036,(주)싸이토젠,217330,2017,쇠퇴기
3037,(주)싸이토젠,217330,2018,도입기
3038,(주)싸이토젠,217330,2019,쇠퇴기
3039,(주)싸이토젠,217330,2020,도입기
3040,(주)싸이토젠,217330,2021,도입기
3041,(주)쌍방울,102280,2012,성숙기
3042,(주)쌍방울,102280,2013,도입기
3043,(주)쌍방울,102280,2014,도입기
3044,(주)쌍방울,102280,2015,도입기
3045,(주)쌍방울,102280,2017,성장기
3046,(주)쌍방울,102280,2018,성장기
3047,(주)쌍방울,102280,2019,도입기
3048,(주)쌍방울,102280,2020,성장기
3049,(주)쌍방울,102280,2021,도입기
3050,(주)쌍방울,102280,2022,쇠퇴기
3051,(주)썸에이지,208640,2016,쇠퇴기
3052,(주)썸에이지,208640,2017,쇠퇴기
3053,(주)썸에이지,208640,2018,도입기
3054,(주)썸에이지,208640,2019,쇠퇴기
3055,(주)썸에이지,208640,2020,쇠퇴기
3056,(주)썸에이지,208640,2021,도입기
3057,(주)썸에이지,208640,2022,도입기
3058,(주)쎄노텍,222420,2016,성숙기
3059,(주)쎄노텍,222420,2017,성장기
3060,(주)쎄노텍,222420,2018,성장기
3061,(주)쎄노텍,222420,2019,성장기
3062,(주)쎄노텍,222420,2020,성장기
3063,(주)쎄노텍,222420,2021,도입기
3064,(주)쎄노텍,222420,2022,도입기
3065,(주)쎄니트,37760,2012,성숙기
3066,(주)쎄니트,37760,2013,성숙기
3067,(주)쎄니트,37760,2014,성장기
3068,(주)쎄니트,37760,2015,성장기
3069,(주)쎄니트,37760,2016,성장기
3070,(주)쎄니트,37760,2017,성숙기
3071,(주)쎄니트,37760,2018,성숙기
3072,(주)쎄니트,37760,2019,성장기
3073,(주)쎄니트,37760,2020,도입기
3074,(주)쎄니트,37760,2021,쇠퇴기
3075,(주)쎄니트,37760,2022,성장기
3076,(주)쎄트렉아이,99320,2012,성숙기
3077,(주)쎄트렉아이,99320,2013,성숙기
3078,(주)쎄트렉아이,99320,2014,성숙기
3079,(주)쎄트렉아이,99320,2015,쇠퇴기
3080,(주)쎄트렉아이,99320,2016,성숙기
3081,(주)쎄트렉아이,99320,2017,성숙기
3082,(주)쎄트렉아이,99320,2018,성장기
3083,(주)쎄트렉아이,99320,2019,성숙기
3084,(주)쎄트렉아이,99320,2020,성숙기
3085,(주)쎄트렉아이,99320,2021,도입기
3086,(주)쎄트렉아이,99320,2022,성장기
3087,(주)쎌바이오텍,49960,2012,성숙기
3088,(주)쎌바이오텍,49960,2013,성숙기
3089,(주)쎌바이오텍,49960,2014,성숙기
3090,(주)쎌바이오텍,49960,2015,성숙기
3091,(주)쎌바이오텍,49960,2016,성숙기
3092,(주)쎌바이오텍,49960,2017,성숙기
3093,(주)쎌바이오텍,49960,2018,성숙기
3094,(주)쎌바이오텍,49960,2019,성숙기
3095,(주)쎌바이오텍,49960,2020,성숙기
3096,(주)쎌바이오텍,49960,2021,성숙기
3097,(주)쎌바이오텍,49960,2022,성숙기
3098,(주)씨씨에스충북방송,66790,2012,성장기
3099,(주)씨씨에스충북방송,66790,2013,도입기
3100,(주)씨씨에스충북방송,66790,2014,도입기
3101,(주)씨씨에스충북방송,66790,2017,성장기
3102,(주)씨씨에스충북방송,66790,2018,성숙기
3103,(주)씨씨에스충북방송,66790,2019,성숙기
3104,(주)씨씨에스충북방송,66790,2020,성장기
3105,(주)씨씨에스충북방송,66790,2021,성숙기
3106,(주)씨씨에스충북방송,66790,2022,성숙기
3107,(주)씨아이테크,4920,2012,도입기
3108,(주)씨아이테크,4920,2013,도입기
3109,(주)씨아이테크,4920,2014,도입기
3110,(주)씨아이테크,4920,2015,도입기
3111,(주)씨아이테크,4920,2016,도입기
3112,(주)씨아이테크,4920,2017,성장기
3113,(주)씨아이테크,4920,2018,도입기
3114,(주)씨아이테크,4920,2019,도입기
3115,(주)씨아이테크,4920,2020,도입기
3116,(주)씨아이테크,4920,2021,쇠퇴기
3117,(주)씨아이테크,4920,2022,도입기
3118,(주)씨앤씨인터내셔널,352480,2016,성장기
3119,(주)씨앤씨인터내셔널,352480,2017,성장기
3120,(주)씨앤씨인터내셔널,352480,2018,성장기
3121,(주)씨앤씨인터내셔널,352480,2019,성장기
3122,(주)씨앤씨인터내셔널,352480,2020,성장기
3123,(주)씨앤씨인터내셔널,352480,2021,성장기
3124,(주)씨앤투스,352700,2012,성숙기
3125,(주)씨앤투스,352700,2013,성장기
3126,(주)씨앤투스,352700,2014,쇠퇴기
3127,(주)씨앤투스,352700,2015,도입기
3128,(주)씨앤투스,352700,2016,성장기
3129,(주)씨앤투스,352700,2017,도입기
