회사명,거래소코드,회계년도,감사의견코드,[U01410000]영업활동으로 인한 현금흐름(*)(천원),이자보상배율(이자비용)
(주)메디콕스,54180,Jun-13,UQ,1158496,1.57
(주)메디콕스,54180,Jun-14,UQ,1986491,2.24
(주)메디콕스,54180,Jun-15,UQ,1638097,1.47
(주)메디콕스,54180,Jun-16,UQ,1822260,2.52
(주)메디콕스,54180,Jun-17,UQ,522300,-0.24
(주)메디콕스,54180,Jun-18,UQ,-3326817,-0.62
(주)메디콕스,54180,Jun-19,UQ,1431839,0.49
(주)메디콕스,54180,Dec-20,UQ,-4302362,-2.32
(주)메디콕스,54180,Dec-21,UQ,-7040730,-2.59
(주)메디콕스,54180,Dec-22,UQ,-8438490,-4.27
(주)메디프론디비티,65650,Dec-12,UQ,-1318798,999999999
(주)메디프론디비티,65650,Dec-13,UQ,-1510745,999999999
(주)메디프론디비티,65650,Dec-14,UQ,702,999999999
(주)메디프론디비티,65650,Dec-15,UQ,-170266,0.81
(주)메디프론디비티,65650,Dec-16,UQ,-1151888,-2.56
(주)메디프론디비티,65650,Dec-17,UQ,-1170285,999999999
(주)메디프론디비티,65650,Dec-18,UQ,-852479,999999999
(주)메디프론디비티,65650,Dec-19,UQ,-4285287,-1812.66
(주)메디프론디비티,65650,Dec-20,UQ,-1673940,-1.39
(주)메디프론디비티,65650,Dec-21,UQ,-1502584,2.08
(주)메디프론디비티,65650,Dec-22,UQ,-2913958,-5.73
(주)메쎄이상,408920,Dec-22,UQ,,
(주)메지온,140410,Dec-12,UQ,3136032,999999999
(주)메지온,140410,Dec-13,UQ,-3551591,999999999
(주)메지온,140410,Dec-14,UQ,-4502371,999999999
(주)메지온,140410,Dec-15,UQ,1772221,-1.9
(주)메지온,140410,Dec-16,UQ,4334891,0.89
(주)메지온,140410,Dec-17,UQ,-4034903,-1.18
(주)메지온,140410,Dec-18,UQ,-8073791,-9.92
(주)메지온,140410,Dec-19,UQ,-2829368,-25.43
(주)메지온,140410,Dec-20,UQ,5114751,1.84
(주)메지온,140410,Dec-21,UQ,-1445085,-21.21
(주)메지온,140410,Dec-22,UQ,1178936,-23.8
(주)메카로,241770,Dec-17,UQ,38425504,150.03
(주)메카로,241770,Dec-18,UQ,24717091,999999999
(주)메카로,241770,Dec-19,UQ,18857298,394.03
(주)메카로,241770,Dec-20,UQ,15610747,248.72
(주)메카로,241770,Dec-21,UQ,15387666,304.98
(주)메카로,241770,Dec-22,UQ,8147715,291.89
(주)메타랩스,90370,Dec-12,UQ,-3616438,-1.66
(주)메타랩스,90370,Dec-13,UQ,3770548,0.29
(주)메타랩스,90370,Dec-14,UQ,-12684979,0.11
(주)메타랩스,90370,Dec-15,UQ,-6032987,-7.75
(주)메타랩스,90370,Dec-16,UQ,-11672222,-6.81
(주)메타랩스,90370,Dec-17,UQ,-10352965,-5.4
(주)메타랩스,90370,Dec-18,UQ,-9602718,-6.88
(주)메타랩스,90370,Dec-19,UQ,-1910827,-1.28
(주)메타랩스,90370,Dec-20,UQ,-814945,-1.31
(주)메타랩스,90370,Dec-21,UQ,42466,-4.21
(주)메타랩스,90370,Dec-22,UQ,-799299,-1.78
(주)메타바이오메드,59210,Dec-12,UQ,4154058,4.27
(주)메타바이오메드,59210,Dec-13,UQ,4290916,2.05
(주)메타바이오메드,59210,Dec-14,UQ,1851034,1.16
(주)메타바이오메드,59210,Dec-15,UQ,4037069,4.98
(주)메타바이오메드,59210,Dec-16,UQ,7615381,7.93
(주)메타바이오메드,59210,Dec-17,UQ,6492502,8.85
(주)메타바이오메드,59210,Dec-18,UQ,2545550,3.93
(주)메타바이오메드,59210,Dec-19,UQ,5400310,4.27
(주)메타바이오메드,59210,Dec-20,UQ,3877232,3.22
(주)메타바이오메드,59210,Dec-21,UQ,9270634,3.73
(주)메타바이오메드,59210,Dec-22,UQ,8568989,4.04
(주)멕아이씨에스,58110,Dec-15,UQ,95956,-0.74
(주)멕아이씨에스,58110,Dec-16,UQ,-1688855,-2.4
(주)멕아이씨에스,58110,Dec-17,UQ,-405703,-0.87
(주)멕아이씨에스,58110,Dec-18,UQ,-213534,-1.55
(주)멕아이씨에스,58110,Dec-19,UQ,57623,0.31
(주)멕아이씨에스,58110,Dec-20,UQ,4496971,242.28
(주)멕아이씨에스,58110,Dec-21,UQ,9505074,15.02
(주)멕아이씨에스,58110,Dec-22,UQ,6640642,-1.16
(주)모비데이즈,363260,Dec-21,UQ,,
(주)모비데이즈,363260,Dec-22,UQ,5467474,85.96
(주)모비릭스,348030,Dec-21,UQ,9393553,446.22
(주)모비릭스,348030,Dec-22,UQ,4946576,172.69
(주)모비스,250060,Dec-16,UQ,,
(주)모비스,250060,Dec-17,UQ,-844068,-86.58
(주)모비스,250060,Dec-18,UQ,-230199,-25.58
(주)모비스,250060,Dec-19,UQ,-1193627,-23.59
(주)모비스,250060,Dec-20,UQ,-2103469,-24.81
(주)모비스,250060,Dec-21,UQ,-1624084,-3.24
(주)모비스,250060,Dec-22,UQ,-2962892,-2.38
(주)모아데이타,288980,Dec-22,UQ,1743825,1.83
(주)모코엠시스,333050,Dec-19,UQ,,
(주)모코엠시스,333050,Dec-20,UQ,,
(주)모코엠시스,333050,Dec-21,UQ,,
(주)모코엠시스,333050,Dec-22,UQ,168724,21.91
(주)모헨즈,6920,Dec-12,UQ,1016165,13.61
(주)모헨즈,6920,Dec-13,UQ,2087210,12.59
(주)모헨즈,6920,Dec-14,UQ,1433182,43.35
(주)모헨즈,6920,Dec-15,UQ,1499640,51.91
(주)모헨즈,6920,Dec-16,UQ,923432,429.27
(주)모헨즈,6920,Dec-17,UQ,2013522,2851.38
(주)모헨즈,6920,Dec-18,UQ,2293874,826.84
(주)모헨즈,6920,Dec-19,UQ,-2052096,47.43
(주)모헨즈,6920,Dec-20,UQ,-901746,4.67
(주)모헨즈,6920,Dec-21,UQ,596120,17.45
(주)모헨즈,6920,Dec-22,UQ,2196514,281.91
(주)무궁화인포메이션테크놀로지,38340,Dec-12,UQ,-2089733,-0.69
(주)무궁화인포메이션테크놀로지,38340,Dec-13,UQ,-5660839,-0.88
(주)무궁화인포메이션테크놀로지,38340,Dec-14,UQ,-4816285,-2.38
(주)무궁화인포메이션테크놀로지,38340,Dec-15,UQ,-6425808,-25.59
(주)무궁화인포메이션테크놀로지,38340,Dec-16,UQ,5954347,0.53
(주)무궁화인포메이션테크놀로지,38340,Dec-17,UQ,-1798575,-0.28
(주)무궁화인포메이션테크놀로지,38340,Dec-18,UQ,-390389,0.67
(주)무궁화인포메이션테크놀로지,38340,Dec-19,UQ,-11510675,-7.97
(주)무궁화인포메이션테크놀로지,38340,Dec-20,DS,-3072302,-3.84
(주)무궁화인포메이션테크놀로지,38340,Dec-21,UQ,-2043137,-1.51
(주)무궁화인포메이션테크놀로지,38340,Dec-22,UQ,-6983462,-31.74
(주)미래생명자원,218150,Dec-15,UQ,,
(주)미래생명자원,218150,Dec-16,UQ,,
(주)미래생명자원,218150,Dec-17,UQ,4549596,135.75
(주)미래생명자원,218150,Dec-18,UQ,1037539,10.67
(주)미래생명자원,218150,Dec-19,UQ,2424356,7.79
(주)미래생명자원,218150,Dec-20,UQ,2547547,11.17
(주)미래생명자원,218150,Dec-21,UQ,1131495,2.75
(주)미래생명자원,218150,Dec-22,UQ,1207947,3.43
(주)미래아이앤지,7120,Dec-12,UQ,-206442,1.77
(주)미래아이앤지,7120,Dec-13,UQ,-4889169,-4.5
(주)미래아이앤지,7120,Dec-14,UQ,-2641181,-8.32
(주)미래아이앤지,7120,Dec-15,UQ,234185,-3.06
(주)미래아이앤지,7120,Dec-16,UQ,-3086646,-132.13
(주)미래아이앤지,7120,Dec-17,UQ,-1026522,-261.09
(주)미래아이앤지,7120,Dec-18,UQ,-3026903,-795.93
(주)미래아이앤지,7120,Dec-19,UQ,-2246262,7.18
(주)미래아이앤지,7120,Dec-20,UQ,2884049,48.26
(주)미래아이앤지,7120,Dec-21,UQ,2019891,1.63
(주)미래아이앤지,7120,Dec-22,UQ,5844313,1.99
(주)미래컴퍼니,49950,Dec-12,UQ,2797698,13.5
(주)미래컴퍼니,49950,Dec-13,UQ,33660349,-5.19
(주)미래컴퍼니,49950,Dec-14,UQ,-3414355,-33.26
(주)미래컴퍼니,49950,Dec-15,UQ,-3081787,12.36
(주)미래컴퍼니,49950,Dec-16,UQ,-2018072,29.3
(주)미래컴퍼니,49950,Dec-17,UQ,38620041,197.73
(주)미래컴퍼니,49950,Dec-18,UQ,6465369,120.58
(주)미래컴퍼니,49950,Dec-19,UQ,14852065,26.63
(주)미래컴퍼니,49950,Dec-20,UQ,-15095348,-95.24
(주)미래컴퍼니,49950,Dec-21,UQ,24750996,46.56
(주)미래컴퍼니,49950,Dec-22,UQ,10045493,311.58
(주)미코,59090,Dec-12,UQ,3777146,0.95
(주)미코,59090,Dec-13,UQ,410304,-2.36
(주)미코,59090,Dec-14,UQ,-1564195,0.22
(주)미코,59090,Dec-15,UQ,6143915,1.08
(주)미코,59090,Dec-16,UQ,1402776,1.16
(주)미코,59090,Dec-17,UQ,11095495,7.13
(주)미코,59090,Dec-18,UQ,5799715,4.28
(주)미코,59090,Dec-19,UQ,7321715,2.12
(주)미코,59090,Dec-20,UQ,-1363122,-0.6
(주)미코,59090,Dec-21,UQ,1238750,1.34
(주)미코,59090,Dec-22,UQ,-936289,0.48
(주)미코바이오메드,214610,Dec-20,UQ,-18472628,5.3
(주)미코바이오메드,214610,Dec-21,UQ,-8461073,-18.22
(주)미코바이오메드,214610,Dec-22,UQ,-11852561,-9.89
(주)미투온,201490,Dec-16,UQ,1344965,1439.08
(주)미투온,201490,Dec-17,UQ,-320371,-1.81
(주)미투온,201490,Dec-18,UQ,790887,0.3
(주)미투온,201490,Dec-19,UQ,1213907,0.7
(주)미투온,201490,Dec-20,UQ,12965780,0.44
(주)미투온,201490,Dec-21,UQ,6051503,0.1
(주)미투온,201490,Dec-22,UQ,14391412,0.32
(주)바른손,18700,Mar-12,UQ,1801818,-5.33
(주)바른손,18700,Mar-13,UQ,-6125460,-6.7
(주)바른손,18700,Mar-14,UQ,-2827526,-5.08
(주)바른손,18700,Mar-15,UQ,-4303720,-10.91
(주)바른손,18700,Mar-16,UQ,-773369,1.58
(주)바른손,18700,Mar-17,UQ,-4104073,-3.87
(주)바른손,18700,Mar-18,UQ,-163680,-33.27
(주)바른손,18700,Mar-19,UQ,-2860009,-24.59
(주)바른손,18700,Mar-20,UQ,-554436,-8.7
(주)바른손,18700,Dec-21,UQ,-5666360,-5.07
(주)바른손,18700,Dec-22,UQ,5898917,-14.58
(주)바른손이앤에이,35620,Dec-12,UQ,700132,-4.86
(주)바른손이앤에이,35620,Dec-13,UQ,-989668,-21.72
(주)바른손이앤에이,35620,Dec-14,UQ,-5472891,-8.99
(주)바른손이앤에이,35620,Dec-15,UQ,946852,2.92
(주)바른손이앤에이,35620,Dec-16,UQ,5109633,7.46
(주)바른손이앤에이,35620,Dec-17,UQ,7647123,1.66
(주)바른손이앤에이,35620,Dec-18,UQ,-16389382,-5.25
(주)바른손이앤에이,35620,Dec-19,UQ,-12045551,-4.15
(주)바른손이앤에이,35620,Dec-20,UQ,4499326,-2.44
(주)바른손이앤에이,35620,Dec-21,UQ,-4527293,1.33
(주)바른손이앤에이,35620,Dec-22,UQ,-7269758,-3.62
(주)바이브컴퍼니,301300,Dec-20,UQ,5028737,-10.8
(주)바이브컴퍼니,301300,Dec-21,UQ,-9358842,-4.53
(주)바이브컴퍼니,301300,Dec-22,UQ,-10993299,-5.49
(주)바이오노트,377740,Dec-22,UQ,253453608,3535.14
(주)바이오니아,64550,Dec-12,UQ,-707230,-1.17
(주)바이오니아,64550,Dec-13,UQ,-3600254,-2.93
(주)바이오니아,64550,Dec-14,UQ,-4373745,-3.47
(주)바이오니아,64550,Dec-15,UQ,4033866,-0.53
(주)바이오니아,64550,Dec-16,UQ,-2929247,-6.74
(주)바이오니아,64550,Dec-17,UQ,-3818071,-4.8
(주)바이오니아,64550,Dec-18,UQ,-8579719,-17.3
(주)바이오니아,64550,Dec-19,UQ,-8982120,-15.24
(주)바이오니아,64550,Dec-20,UQ,87197503,48.4
(주)바이오니아,64550,Dec-21,UQ,44903645,50.83
(주)바이오니아,64550,Dec-22,UQ,-7254941,-26.11
(주)바이오다인,314930,Dec-21,UQ,-504733,-10.88
(주)바이오다인,314930,Dec-22,UQ,2585718,15086.6
(주)바이오로그디바이스,208710,Dec-14,UQ,,
(주)바이오로그디바이스,208710,Dec-15,UQ,5850199,-5.41
(주)바이오로그디바이스,208710,Dec-16,UQ,-5278879,12.81
(주)바이오로그디바이스,208710,Dec-17,UQ,-661068,3.13
(주)바이오로그디바이스,208710,Dec-18,UQ,-5170455,1.18
(주)바이오로그디바이스,208710,Dec-19,UQ,12801508,0.35
(주)바이오로그디바이스,208710,Dec-20,UQ,-1889808,2.3
(주)바이오로그디바이스,208710,Dec-21,UQ,-3607326,-0.9
(주)바이오로그디바이스,208710,Dec-22,UQ,-884115,-0.34
(주)바이오솔루션,86820,Dec-18,UQ,1026182,999999999
(주)바이오솔루션,86820,Dec-19,UQ,-2555983,-35.51
(주)바이오솔루션,86820,Dec-20,UQ,-1686260,-82.26
(주)바이오솔루션,86820,Dec-21,UQ,83289,-1.44
(주)바이오솔루션,86820,Dec-22,UQ,-3813679,-1.72
(주)바이오에프디엔씨,251120,Dec-22,UQ,5573164,44.8
(주)바이오톡스텍,86040,Dec-12,UQ,2137080,1.67
(주)바이오톡스텍,86040,Dec-13,UQ,1041227,-2.01
(주)바이오톡스텍,86040,Dec-14,UQ,-1506573,-6.77
(주)바이오톡스텍,86040,Dec-15,UQ,-1300497,-7.83
(주)바이오톡스텍,86040,Dec-16,UQ,4897680,3.35
(주)바이오톡스텍,86040,Dec-17,UQ,5987841,4.63
(주)바이오톡스텍,86040,Dec-18,UQ,1833740,3.05
(주)바이오톡스텍,86040,Dec-19,UQ,2362207,0.08
(주)바이오톡스텍,86040,Dec-20,UQ,5208376,2.45
(주)바이오톡스텍,86040,Dec-21,UQ,5365063,6.26
(주)바이오톡스텍,86040,Dec-22,UQ,4099211,2.21
(주)박셀바이오,323990,Dec-20,UQ,-3303013,-121.93
(주)박셀바이오,323990,Dec-21,UQ,-4661755,-219.51
(주)박셀바이오,323990,Dec-22,UQ,-6044626,-492.39
(주)배럴,267790,Dec-18,UQ,2389680,69.48
(주)배럴,267790,Dec-19,UQ,9024311,84.94
(주)배럴,267790,Dec-20,UQ,-7095269,-42.95
(주)배럴,267790,Dec-21,UQ,3548922,-7.8
(주)배럴,267790,Dec-22,UQ,-1360402,-1.26
(주)백금티앤에이,46310,Dec-12,UQ,619753,-2.44
(주)백금티앤에이,46310,Dec-13,UQ,-1909416,-1.76
(주)백금티앤에이,46310,Dec-14,UQ,1295164,0.67
(주)백금티앤에이,46310,Dec-15,UQ,-4798999,1.01
(주)백금티앤에이,46310,Dec-16,UQ,1510849,-2.44
(주)백금티앤에이,46310,Dec-17,UQ,-2656662,1.09
(주)백금티앤에이,46310,Dec-18,UQ,3789765,2.09
(주)백금티앤에이,46310,Dec-19,UQ,13435736,1.77
(주)백금티앤에이,46310,Dec-20,UQ,-6147475,-6.7
(주)백금티앤에이,46310,Dec-21,UQ,-477495,3.68
(주)백금티앤에이,46310,Dec-22,UQ,2085378,1.98
(주)밸로프,331520,Dec-19,UQ,,
(주)밸로프,331520,Dec-20,UQ,,
(주)밸로프,331520,Dec-21,UQ,,
(주)밸로프,331520,Dec-22,UQ,1740355,78.13
(주)버킷스튜디오,66410,Dec-12,UQ,-4686583,-92.52
(주)버킷스튜디오,66410,Dec-13,UQ,1681928,999999999
(주)버킷스튜디오,66410,Dec-14,UQ,-4131092,999999999
(주)버킷스튜디오,66410,Dec-15,UQ,1067358,999999999
(주)버킷스튜디오,66410,Dec-16,UQ,1179919,-4493653
(주)버킷스튜디오,66410,Dec-17,UQ,1042286,60.48
(주)버킷스튜디오,66410,Dec-18,UQ,849584,-4.34
(주)버킷스튜디오,66410,Dec-19,UQ,1100962,0.71
(주)버킷스튜디오,66410,Dec-20,UQ,-7236484,0.48
(주)버킷스튜디오,66410,Dec-21,UQ,7264586,-0.29
(주)버킷스튜디오,66410,Dec-22,DS,-3208518,-0.3
(주)베노티앤알,206400,Dec-14,UQ,,
(주)베노티앤알,206400,Dec-15,UQ,-1712317,999999999
(주)베노티앤알,206400,Dec-16,UQ,-4381557,999999999
(주)베노티앤알,206400,Dec-17,UQ,-10094002,-1537.93
(주)베노티앤알,206400,Dec-18,UQ,-12192652,-8.33
(주)베노티앤알,206400,Dec-19,UQ,2939233,3.86
(주)베노티앤알,206400,Dec-20,UQ,-3841773,0.53
(주)베노티앤알,206400,Dec-21,UQ,1647265,0.72
(주)베노티앤알,206400,Dec-22,UQ,4896198,-0.33
(주)베셀,177350,Dec-15,UQ,2751657,13.65
(주)베셀,177350,Dec-16,UQ,-5532286,6.32
(주)베셀,177350,Dec-17,UQ,13680593,20.61
(주)베셀,177350,Dec-18,UQ,-8184592,2.77
(주)베셀,177350,Dec-19,UQ,-8229206,-3.74
(주)베셀,177350,Dec-20,UQ,14755942,2.91
(주)베셀,177350,Dec-21,UQ,-3876393,-5.57
(주)베셀,177350,Dec-22,UQ,-5043245,-4.16
(주)베스파,299910,Dec-18,UQ,30084925,
(주)베스파,299910,Dec-19,UQ,-3341312,17.78
(주)베스파,299910,Dec-20,UQ,-7189263,-173.84
(주)베스파,299910,Dec-21,DU,-36058001,-175.37
(주)베스파,299910,Dec-22,DU,-3133813,-17.78
(주)보광산업,225530,Dec-15,UQ,11298817,12.18
(주)보광산업,225530,Dec-16,UQ,11643385,14.88
(주)보광산업,225530,Dec-17,UQ,13827318,14.44
(주)보광산업,225530,Dec-18,UQ,5295646,5.3
(주)보광산업,225530,Dec-19,UQ,12731419,9.5
(주)보광산업,225530,Dec-20,UQ,13752910,9.5
(주)보광산업,225530,Dec-21,UQ,19702627,14.78
(주)보광산업,225530,Dec-22,UQ,19277503,14.94
(주)보라티알,250000,Dec-17,UQ,6472522,67.3
(주)보라티알,250000,Dec-18,UQ,-547850,45.03
(주)보라티알,250000,Dec-19,UQ,3783788,10.47
(주)보라티알,250000,Dec-20,UQ,2502678,7.18
(주)보라티알,250000,Dec-21,UQ,6079857,16.13
(주)보라티알,250000,Dec-22,UQ,1807395,25.26
(주)보락,2760,Dec-12,UQ,3794668,22.93
(주)보락,2760,Dec-13,UQ,1992367,7.04
(주)보락,2760,Dec-14,UQ,3630424,7.35
(주)보락,2760,Dec-15,UQ,3184487,21.13
(주)보락,2760,Dec-16,UQ,5452115,37.72
(주)보락,2760,Dec-17,UQ,705777,35.19
(주)보락,2760,Dec-18,UQ,3377012,44.26
(주)보락,2760,Dec-19,UQ,1463213,7.13
(주)보락,2760,Dec-20,UQ,2029893,1.59
(주)보락,2760,Dec-21,UQ,1177597,22.55
(주)보락,2760,Dec-22,UQ,2548454,48.63
(주)본느,226340,Dec-15,UQ,,
(주)본느,226340,Dec-16,UQ,,
(주)본느,226340,Dec-17,UQ,,
(주)본느,226340,Dec-18,UQ,-5250101,21.93
(주)본느,226340,Dec-19,UQ,10271735,198.13
(주)본느,226340,Dec-20,UQ,5878015,3.21
(주)본느,226340,Dec-21,UQ,4778519,0.01
(주)본느,226340,Dec-22,UQ,-5017971,0.63
(주)부-스타,8470,Dec-12,UQ,5261050,999999999
(주)부-스타,8470,Dec-13,UQ,3506331,999999999
(주)부-스타,8470,Dec-14,UQ,3478646,999999999
(주)부-스타,8470,Dec-15,UQ,6786213,999999999
(주)부-스타,8470,Dec-16,UQ,6951643,999999999
(주)부-스타,8470,Dec-17,UQ,-785828,999999999
(주)부-스타,8470,Dec-18,UQ,-1000641,999999999
(주)부-스타,8470,Dec-19,UQ,2842336,315.61
(주)부-스타,8470,Dec-20,UQ,5675123,352.23
(주)부-스타,8470,Dec-21,UQ,4425150,-0.6
(주)부-스타,8470,Dec-22,UQ,-554728,-118.07
(주)뷰노,338220,Dec-21,UQ,-14604786,-132.58
(주)뷰노,338220,Dec-22,UQ,-15545205,-39.57
(주)브랜드엑스코퍼레이션,337930,Dec-20,UQ,-16040110,17.54
(주)브랜드엑스코퍼레이션,337930,Dec-21,UQ,24567129,94.04
(주)브랜드엑스코퍼레이션,337930,Dec-22,UQ,7883507,85.97
(주)브리지텍,64480,Dec-12,UQ,4818768,241.55
(주)브리지텍,64480,Dec-13,UQ,5006284,999999999
(주)브리지텍,64480,Dec-14,UQ,11659941,999999999
(주)브리지텍,64480,Dec-15,UQ,-749277,999999999
(주)브리지텍,64480,Dec-16,UQ,18792962,999999999
(주)브리지텍,64480,Dec-17,UQ,-2932294,999999999
(주)브리지텍,64480,Dec-18,UQ,4214381,999999999
(주)브리지텍,64480,Dec-19,UQ,-2020098,-46
(주)브리지텍,64480,Dec-20,UQ,4500986,25.02
(주)브리지텍,64480,Dec-21,UQ,10706106,63.72
(주)브리지텍,64480,Dec-22,UQ,4888483,42.32
(주)브이씨,365900,Dec-22,UQ,-8718027,-0.72
(주)브이원텍,251630,Dec-17,UQ,15705817,1548.04
(주)브이원텍,251630,Dec-18,UQ,8864899,2125.32
(주)브이원텍,251630,Dec-19,UQ,3764353,291.36
(주)브이원텍,251630,Dec-20,UQ,3326723,339.94
(주)브이원텍,251630,Dec-21,UQ,4393025,999999999
(주)브이원텍,251630,Dec-22,UQ,384851,999999999
(주)브이티지엠피,18290,Dec-12,UQ,1066950,-1.25
(주)브이티지엠피,18290,Dec-13,UQ,1338852,0.48
(주)브이티지엠피,18290,Dec-14,UQ,765034,0.12
(주)브이티지엠피,18290,Dec-15,UQ,2446814,-3.42
(주)브이티지엠피,18290,Dec-16,UQ,169961,-3.97
(주)브이티지엠피,18290,Dec-17,UQ,-1282018,-4.05
(주)브이티지엠피,18290,Dec-18,UQ,3470930,11.74
(주)브이티지엠피,18290,Dec-19,UQ,4141638,9.09
(주)브이티지엠피,18290,Dec-20,UQ,8498955,3.98
(주)브이티지엠피,18290,Dec-21,UQ,24628511,4.95
(주)브이티지엠피,18290,Dec-22,UQ,12570711,7.85
(주)블레이드엔터테인먼트,44480,Dec-12,UQ,103014,999999999
(주)블레이드엔터테인먼트,44480,Dec-13,UQ,2605923,999999999
(주)블레이드엔터테인먼트,44480,Dec-14,UQ,-1265896,999999999
(주)블레이드엔터테인먼트,44480,Dec-15,UQ,1345072,999999999
(주)블레이드엔터테인먼트,44480,Dec-16,UQ,1593927,999999999
(주)블레이드엔터테인먼트,44480,Dec-17,UQ,-1302559,999999999
(주)블레이드엔터테인먼트,44480,Dec-18,UQ,1374684,0.47
(주)블레이드엔터테인먼트,44480,Dec-19,UQ,1149307,0.34
(주)블레이드엔터테인먼트,44480,Dec-20,UQ,-4406320,-0.06
(주)블레이드엔터테인먼트,44480,Dec-21,UQ,-3388621,-5.9
(주)블레이드엔터테인먼트,44480,Dec-22,UQ,2865715,-0.02
(주)블루콤,33560,Dec-12,UQ,13687016,999999999
(주)블루콤,33560,Dec-13,UQ,5136199,999999999
(주)블루콤,33560,Dec-14,UQ,32779896,999999999
(주)블루콤,33560,Dec-15,UQ,41967924,999999999
(주)블루콤,33560,Dec-16,UQ,14492383,11686.48
(주)블루콤,33560,Dec-17,UQ,12501199,999999999
(주)블루콤,33560,Dec-18,UQ,-2509177,999999999
(주)블루콤,33560,Dec-19,UQ,9510597,-1181.41
(주)블루콤,33560,Dec-20,UQ,-6550774,999999999
(주)블루콤,33560,Dec-21,UQ,6016238,34.56
(주)블루콤,33560,Dec-22,UQ,3068526,11.71
(주)블리츠웨이,369370,Dec-20,UQ,,
(주)블리츠웨이,369370,Dec-21,UQ,4435975,441.52
(주)블리츠웨이,369370,Dec-22,UQ,-6838103,-9.22
(주)비덴트,121800,Jun-12,UQ,7123017,67.25
(주)비덴트,121800,Dec-13,UQ,146800,2.13
(주)비덴트,121800,Dec-14,UQ,5605709,5.86
(주)비덴트,121800,Dec-15,UQ,-243099,-5.52
(주)비덴트,121800,Dec-16,UQ,1649771,-3.54
(주)비덴트,121800,Dec-17,UQ,-7388126,-4.83
(주)비덴트,121800,Dec-18,UQ,463118,2.44
(주)비덴트,121800,Dec-19,UQ,-2123401,-0.83
(주)비덴트,121800,Dec-20,UQ,-229669,-1.63
(주)비덴트,121800,Dec-21,UQ,-3222802,0.1
(주)비덴트,121800,Dec-22,DS,-3691644,-0.23
(주)비보존제약,82800,Dec-12,UQ,3531009,5.92
(주)비보존제약,82800,Dec-13,UQ,6655918,3.25
(주)비보존제약,82800,Dec-14,UQ,3026995,-3.28
(주)비보존제약,82800,Dec-15,UQ,2784429,-16.26
(주)비보존제약,82800,Dec-16,UQ,5869537,0.79
(주)비보존제약,82800,Dec-17,UQ,-969516,-7.38
(주)비보존제약,82800,Dec-18,UQ,-4588748,-7.54
(주)비보존제약,82800,Dec-19,UQ,5888575,0.16
(주)비보존제약,82800,Dec-20,UQ,-1939387,-0.57
(주)비보존제약,82800,Dec-21,UQ,-15211941,-1.7
(주)비보존제약,82800,Dec-22,UQ,-6210630,-4.65
(주)비스토스,419540,Dec-22,UQ,-746593,12.36
(주)비씨월드제약,200780,Dec-14,UQ,5365293,6.45
(주)비씨월드제약,200780,Dec-15,UQ,8781653,60.07
(주)비씨월드제약,200780,Dec-16,UQ,243664,32.18
(주)비씨월드제약,200780,Dec-17,UQ,7929550,38.91
(주)비씨월드제약,200780,Dec-18,UQ,6388041,33.63
(주)비씨월드제약,200780,Dec-19,UQ,12664155,-0.57
(주)비씨월드제약,200780,Dec-20,UQ,2624356,-0.45
(주)비씨월드제약,200780,Dec-21,UQ,-1216382,0.48
(주)비씨월드제약,200780,Dec-22,UQ,5888726,0.61
(주)비아트론,141000,Dec-12,UQ,-8930497,999999999
(주)비아트론,141000,Dec-13,UQ,26385243,6.46
(주)비아트론,141000,Dec-14,UQ,9580950,0.72
(주)비아트론,141000,Dec-15,UQ,3183539,139.75
(주)비아트론,141000,Dec-16,UQ,9608335,999999999
(주)비아트론,141000,Dec-17,UQ,11817398,999999999
(주)비아트론,141000,Dec-18,UQ,29985489,999999999
(주)비아트론,141000,Dec-19,UQ,-8139431,999999999
(주)비아트론,141000,Dec-20,UQ,-2672549,999999999
(주)비아트론,141000,Dec-21,UQ,20780402,999999999
(주)비아트론,141000,Dec-22,UQ,4564884,999999999
(주)비엘,142760,Dec-16,UQ,-7696534,-89.65
(주)비엘,142760,Dec-17,UQ,-8525273,-61.33
(주)비엘,142760,Dec-18,UQ,-6198316,-2.14
(주)비엘,142760,Dec-19,UQ,-5769139,-1.37
(주)비엘,142760,Dec-20,UQ,-9605136,-1.31
(주)비엘,142760,Dec-21,UQ,-6991627,-2.36
(주)비엘,142760,Dec-22,UQ,-8570808,-4.37
(주)비엘팜텍,65170,Dec-12,UQ,650464,0.11
(주)비엘팜텍,65170,Dec-13,UQ,136644,-0.91
(주)비엘팜텍,65170,Dec-14,UQ,-1338260,0.19
(주)비엘팜텍,65170,Dec-15,UQ,147689,-7.97
(주)비엘팜텍,65170,Dec-16,UQ,-275550,0.59
(주)비엘팜텍,65170,Dec-17,UQ,32181,-0.32
(주)비엘팜텍,65170,Dec-18,UQ,-6788415,1.92
(주)비엘팜텍,65170,Dec-19,UQ,-1700617,0.8
(주)비엘팜텍,65170,Dec-20,UQ,785000,-0.52
(주)비엘팜텍,65170,Dec-21,UQ,2503507,-1.04
(주)비엘팜텍,65170,Dec-22,UQ,-12211724,-1.03
(주)비엠티,86670,Dec-12,UQ,3891523,4.7
(주)비엠티,86670,Dec-13,UQ,-533018,8.61
(주)비엠티,86670,Dec-14,UQ,2556434,7.35
(주)비엠티,86670,Dec-15,UQ,2607159,3.14
