회사명,거래소코드,회계년도,감사의견코드,[U01410000]영업활동으로 인한 현금흐름(*)(천원),이자보상배율(이자비용)
(주)팬엔터테인먼트,68050,Dec-13,UQ,218862,-0.02
(주)팬엔터테인먼트,68050,Dec-14,UQ,1092859,0.85
(주)팬엔터테인먼트,68050,Dec-15,UQ,-4412100,-6.21
(주)팬엔터테인먼트,68050,Dec-16,UQ,-3772626,3.45
(주)팬엔터테인먼트,68050,Dec-17,UQ,1306609,-0.98
(주)팬엔터테인먼트,68050,Dec-18,UQ,-2519615,-1.49
(주)팬엔터테인먼트,68050,Dec-19,UQ,-13018426,2.54
(주)팬엔터테인먼트,68050,Dec-20,UQ,9431944,5.13
(주)팬엔터테인먼트,68050,Dec-21,UQ,-1152710,1.26
(주)팬엔터테인먼트,68050,Dec-22,UQ,1170004,0.51
(주)팬젠,222110,Dec-16,UQ,-4345361,-38.48
(주)팬젠,222110,Dec-17,UQ,-657837,-3891370
(주)팬젠,222110,Dec-18,UQ,-5610441,-5.89
(주)팬젠,222110,Dec-19,UQ,-3662196,-6.57
(주)팬젠,222110,Dec-20,UQ,-4680880,-3.65
(주)팬젠,222110,Dec-21,UQ,-3323964,-11.21
(주)팬젠,222110,Dec-22,UQ,-3502571,-35.65
(주)펨트론,168360,Dec-22,UQ,3869550,9.98
(주)펩트론,87010,Dec-15,UQ,-2355853,-30.89
(주)펩트론,87010,Dec-16,UQ,-2729801,-51.71
(주)펩트론,87010,Dec-17,UQ,-5625536,999999999
(주)펩트론,87010,Dec-18,UQ,-4180120,999999999
(주)펩트론,87010,Dec-19,UQ,-9599502,999999999
(주)펩트론,87010,Dec-20,UQ,-13550208,999999999
(주)펩트론,87010,Dec-21,UQ,-10614800,-425.04
(주)펩트론,87010,Dec-22,UQ,-11719976,-54.45
(주)포메탈,119500,Dec-12,UQ,4567234,3.04
(주)포메탈,119500,Dec-13,UQ,1839353,1.31
(주)포메탈,119500,Dec-14,UQ,1869043,1.77
(주)포메탈,119500,Dec-15,UQ,1548155,1.95
(주)포메탈,119500,Dec-16,UQ,3107285,13.55
(주)포메탈,119500,Dec-17,UQ,3463229,21.73
(주)포메탈,119500,Dec-18,UQ,3286608,11.24
(주)포메탈,119500,Dec-19,UQ,3855834,9.97
(주)포메탈,119500,Dec-20,UQ,4226659,12.75
(주)포메탈,119500,Dec-21,UQ,803209,15.07
(주)포메탈,119500,Dec-22,UQ,2749914,8.84
(주)포바이포,389140,Dec-22,UQ,-1051217,-152.85
(주)포시에스,189690,Jun-15,UQ,4073902,999999999
(주)포시에스,189690,Jun-16,UQ,4397891,999999999
(주)포시에스,189690,Jun-17,UQ,2862109,999999999
(주)포시에스,189690,Jun-18,UQ,5594240,1689.54
(주)포시에스,189690,Jun-19,UQ,3279718,1226.78
(주)포시에스,189690,Jun-20,UQ,6425794,1615
(주)포시에스,189690,Jun-21,UQ,5654159,1651.3
(주)포시에스,189690,Jun-22,UQ,6354872,1604.25
(주)포시에스,189690,Jun-23,UQ,5487060,1142.65
(주)포인트모바일,318020,Dec-20,UQ,9952390,0.6
(주)포인트모바일,318020,Dec-21,QS,-2521111,-3.04
(주)포인트모바일,318020,Dec-22,UQ,-3814485,-12.74
(주)포인트엔지니어링,256630,Dec-17,UQ,,
(주)포인트엔지니어링,256630,Dec-18,UQ,,
(주)포인트엔지니어링,256630,Dec-19,UQ,7372711,10.17
(주)포인트엔지니어링,256630,Dec-20,UQ,17803884,26.01
(주)포인트엔지니어링,256630,Dec-21,UQ,9086366,7.86
(주)포인트엔지니어링,256630,Dec-22,UQ,9695576,0.45
(주)포커스에이치엔에스,331380,Dec-19,UQ,,
(주)포커스에이치엔에스,331380,Dec-20,UQ,,
(주)포커스에이치엔에스,331380,Dec-21,UQ,-3665615,12.59
(주)포커스에이치엔에스,331380,Dec-22,UQ,2118466,10.51
(주)폴라리스세원,234100,Dec-17,UQ,-503319,10.79
(주)폴라리스세원,234100,Dec-18,UQ,-4010338,1.92
(주)폴라리스세원,234100,Dec-19,UQ,4703800,1.6
(주)폴라리스세원,234100,Dec-20,UQ,964872,1.59
(주)폴라리스세원,234100,Dec-21,UQ,199829,-2.2
(주)폴라리스세원,234100,Dec-22,UQ,-5710680,1.6
(주)폴라리스오피스,41020,Dec-12,UQ,13542655,12.2
(주)폴라리스오피스,41020,Dec-13,UQ,17995234,20.79
(주)폴라리스오피스,41020,Dec-14,UQ,1314717,3.82
(주)폴라리스오피스,41020,Dec-15,UQ,-10758150,-9869.41
(주)폴라리스오피스,41020,Dec-16,UQ,-17330840,999999999
(주)폴라리스오피스,41020,Dec-17,UQ,-8746350,999999999
(주)폴라리스오피스,41020,Dec-18,UQ,-1277956,999999999
(주)폴라리스오피스,41020,Dec-19,UQ,-1595803,-172.24
(주)폴라리스오피스,41020,Dec-20,UQ,-4001622,-11.32
(주)폴라리스오피스,41020,Dec-21,UQ,1955722,3.61
(주)폴라리스오피스,41020,Dec-22,UQ,2644822,16.88
(주)폴라리스우노,114630,Dec-12,UQ,8556671,18.21
(주)폴라리스우노,114630,Dec-13,UQ,390120,5.68
(주)폴라리스우노,114630,Dec-14,UQ,7196361,16.62
(주)폴라리스우노,114630,Dec-15,UQ,9381145,18.77
(주)폴라리스우노,114630,Dec-16,UQ,3869777,144.09
(주)폴라리스우노,114630,Dec-17,UQ,2351556,999999999
(주)폴라리스우노,114630,Dec-18,UQ,2156770,22.01
(주)폴라리스우노,114630,Dec-19,UQ,-6407936,30.31
(주)폴라리스우노,114630,Dec-20,UQ,3630209,22972.97
(주)폴라리스우노,114630,Dec-21,UQ,-1138062,5.64
(주)폴라리스우노,114630,Dec-22,UQ,12716439,5.84
(주)푸드나무,290720,Dec-18,UQ,4521486,999999999
(주)푸드나무,290720,Dec-19,UQ,3059101,288.89
(주)푸드나무,290720,Dec-20,UQ,5103039,465.19
(주)푸드나무,290720,Dec-21,UQ,-8085209,95.39
(주)푸드나무,290720,Dec-22,UQ,5569192,4.73
(주)푸드웰,5670,Dec-12,UQ,1566185,2.11
(주)푸드웰,5670,Dec-13,UQ,1577177,1.98
(주)푸드웰,5670,Dec-14,UQ,4132100,1.02
(주)푸드웰,5670,Dec-15,UQ,2302950,1.45
(주)푸드웰,5670,Dec-16,UQ,4087286,2.55
(주)푸드웰,5670,Dec-17,UQ,3875445,5.16
(주)푸드웰,5670,Dec-18,UQ,5265338,2.55
(주)푸드웰,5670,Dec-19,UQ,1258948,2.08
(주)푸드웰,5670,Dec-20,UQ,6373223,3.96
(주)푸드웰,5670,Dec-21,UQ,2506511,12.95
(주)푸드웰,5670,Dec-22,UQ,532573,11.65
(주)푸른기술,94940,Dec-12,UQ,39586,43.43
(주)푸른기술,94940,Dec-13,UQ,5306399,25.01
(주)푸른기술,94940,Dec-14,UQ,-4149056,-23.29
(주)푸른기술,94940,Dec-15,UQ,-2257763,-17.72
(주)푸른기술,94940,Dec-16,UQ,910349,3.03
(주)푸른기술,94940,Dec-17,UQ,1760024,10.58
(주)푸른기술,94940,Dec-18,UQ,-1286243,6.57
(주)푸른기술,94940,Dec-19,UQ,2024358,0.56
(주)푸른기술,94940,Dec-20,UQ,1575262,-1.43
(주)푸른기술,94940,Dec-21,UQ,-1358656,-2.61
(주)푸른기술,94940,Dec-22,UQ,3574738,9.35
(주)풍강,93380,Aug-12,UQ,7477329,6.85
(주)풍강,93380,Aug-13,UQ,9262734,7.35
(주)풍강,93380,Aug-14,UQ,9847254,16.39
(주)풍강,93380,Aug-15,UQ,7936649,3.9
(주)풍강,93380,Aug-16,UQ,19506,5.58
(주)풍강,93380,Aug-17,UQ,9617204,7.97
(주)풍강,93380,Aug-18,UQ,5794330,1.62
(주)풍강,93380,Aug-19,UQ,6103872,2.7
(주)풍강,93380,Aug-20,UQ,9715369,0.7
(주)풍강,93380,Aug-21,UQ,6803204,24.2
(주)풍강,93380,Aug-22,UQ,8164359,12.92
(주)풍강,93380,Aug-23,UQ,5091226,23.1
(주)퓨쳐켐,220100,Dec-16,UQ,-2201141,-5.22
(주)퓨쳐켐,220100,Dec-17,UQ,-2814316,-4271.15
(주)퓨쳐켐,220100,Dec-18,UQ,-2922922,-2.91
(주)퓨쳐켐,220100,Dec-19,UQ,-4104321,-1.74
(주)퓨쳐켐,220100,Dec-20,UQ,-2451558,-1.87
(주)퓨쳐켐,220100,Dec-21,UQ,-4958079,-43.26
(주)퓨쳐켐,220100,Dec-22,UQ,-9421781,999999999
(주)프럼파스트,35200,Dec-12,UQ,-842419,3.34
(주)프럼파스트,35200,Dec-13,UQ,1654129,9.58
(주)프럼파스트,35200,Dec-14,UQ,3433493,11.67
(주)프럼파스트,35200,Dec-15,UQ,2866043,12.91
(주)프럼파스트,35200,Dec-16,UQ,812496,33.23
(주)프럼파스트,35200,Dec-17,UQ,5825514,74.44
(주)프럼파스트,35200,Dec-18,UQ,6526733,137.53
(주)프럼파스트,35200,Dec-19,UQ,6073646,833.67
(주)프럼파스트,35200,Dec-20,UQ,4106668,809.96
(주)프럼파스트,35200,Dec-21,UQ,1001179,326.09
(주)프럼파스트,35200,Dec-22,UQ,99946,234.27
(주)프로이천,321260,Dec-19,UQ,,
(주)프로이천,321260,Dec-20,UQ,,
(주)프로이천,321260,Dec-21,UQ,503889,65.51
(주)프로이천,321260,Dec-22,UQ,5632863,84.11
(주)프롬바이오,377220,Dec-21,UQ,-1174773,462.42
(주)프롬바이오,377220,Dec-22,UQ,1720410,347.39
(주)프리엠스,53160,Dec-12,UQ,3333738,42.83
(주)프리엠스,53160,Dec-13,UQ,3199854,186.91
(주)프리엠스,53160,Dec-14,UQ,2578581,208.64
(주)프리엠스,53160,Dec-15,UQ,2615242,596.39
(주)프리엠스,53160,Dec-16,UQ,2434764,460.78
(주)프리엠스,53160,Dec-17,UQ,-49221,4780.25
(주)프리엠스,53160,Dec-18,UQ,570989,4928.71
(주)프리엠스,53160,Dec-19,UQ,556931,-868.26
(주)프리엠스,53160,Dec-20,UQ,-429968,-657.04
(주)프리엠스,53160,Dec-21,UQ,382326,123.37
(주)프리엠스,53160,Dec-22,UQ,-1239451,28.23
(주)플라즈맵,405000,Dec-22,UQ,-14720574,-20.57
(주)플래스크,41590,Dec-12,UQ,8447115,5.81
(주)플래스크,41590,Dec-13,UQ,1018950,1.46
(주)플래스크,41590,Dec-14,UQ,4713075,4.84
(주)플래스크,41590,Dec-15,UQ,-3674202,-1.73
(주)플래스크,41590,Dec-16,UQ,-4415235,-1.97
(주)플래스크,41590,Dec-17,UQ,17156294,0.07
(주)플래스크,41590,Dec-18,UQ,-8818063,-0.87
(주)플래스크,41590,Dec-19,UQ,811754,-0.48
(주)플래스크,41590,Dec-20,UQ,4519953,0.35
(주)플래스크,41590,Dec-21,UQ,-463664,-1.37
(주)플래스크,41590,Dec-22,UQ,-7653305,-1.99
(주)플래티어,367000,Dec-21,UQ,3426451,46.71
(주)플래티어,367000,Dec-22,UQ,1599236,92.6
(주)플랜티넷,75130,Dec-12,UQ,4248407,999999999
(주)플랜티넷,75130,Dec-13,UQ,6376199,655.59
(주)플랜티넷,75130,Dec-14,UQ,5381599,-265.53
(주)플랜티넷,75130,Dec-15,UQ,3205588,999999999
(주)플랜티넷,75130,Dec-16,UQ,3249066,999999999
(주)플랜티넷,75130,Dec-17,UQ,4063063,999999999
(주)플랜티넷,75130,Dec-18,UQ,2582042,999999999
(주)플랜티넷,75130,Dec-19,UQ,2556620,503.57
(주)플랜티넷,75130,Dec-20,UQ,2859348,-98.69
(주)플랜티넷,75130,Dec-21,UQ,-176700,-229.05
(주)플랜티넷,75130,Dec-22,UQ,3713925,-161.75
(주)플레이그램,9810,Dec-12,UQ,210968,999999999
(주)플레이그램,9810,Dec-13,UQ,-980775,999999999
(주)플레이그램,9810,Dec-14,UQ,3589238,999999999
(주)플레이그램,9810,Dec-15,UQ,-8077859,1.45
(주)플레이그램,9810,Dec-16,UQ,-12946712,-1.64
(주)플레이그램,9810,Dec-17,UQ,7247971,-4.17
(주)플레이그램,9810,Dec-18,UQ,1891891,-4.49
(주)플레이그램,9810,Dec-19,UQ,328928,-26.76
(주)플레이그램,9810,Dec-20,UQ,4826508,-24.02
(주)플레이그램,9810,Dec-21,UQ,-4241295,-2.65
(주)플레이그램,9810,Dec-22,UQ,-12350225,-0.76
(주)플레이위드,23770,Dec-12,UQ,-950388,-1.58
(주)플레이위드,23770,Dec-13,UQ,-1951678,-3.77
(주)플레이위드,23770,Dec-14,UQ,-513440,5.43
(주)플레이위드,23770,Dec-15,UQ,-315495,13.8
(주)플레이위드,23770,Dec-16,UQ,1136950,8.2
(주)플레이위드,23770,Dec-17,UQ,-2190864,1.43
(주)플레이위드,23770,Dec-18,UQ,-2676926,-3.33
(주)플레이위드,23770,Dec-19,UQ,18809496,22.59
(주)플레이위드,23770,Dec-20,UQ,6280282,41.56
(주)플레이위드,23770,Dec-21,UQ,2314317,13.14
(주)플레이위드,23770,Dec-22,UQ,-3219953,-295.51
(주)플리토,300080,Dec-19,UQ,-5770432,-16.9
(주)플리토,300080,Dec-20,UQ,-1888613,-45.86
(주)플리토,300080,Dec-21,UQ,-6143841,-30.1
(주)플리토,300080,Dec-22,UQ,-5675248,-6.1
(주)피델릭스,32580,Dec-12,UQ,10012677,8.56
(주)피델릭스,32580,Dec-13,UQ,12178543,20.79
(주)피델릭스,32580,Dec-14,UQ,1841089,6.03
(주)피델릭스,32580,Dec-15,UQ,766762,-4.54
(주)피델릭스,32580,Dec-16,UQ,441993,-8.77
(주)피델릭스,32580,Dec-17,UQ,-576179,2.3
(주)피델릭스,32580,Dec-18,UQ,-3385493,3.69
(주)피델릭스,32580,Dec-19,UQ,-3701206,-0.41
(주)피델릭스,32580,Dec-20,UQ,15709978,-4.8
(주)피델릭스,32580,Dec-21,UQ,7088082,13.93
(주)피델릭스,32580,Dec-22,UQ,760729,33.04
(주)피에이치씨,57880,Dec-12,UQ,259637,-10.25
(주)피에이치씨,57880,Dec-13,UQ,2718865,-7.77
(주)피에이치씨,57880,Dec-14,UQ,-9225401,-51.66
(주)피에이치씨,57880,Dec-15,UQ,-4258795,-29.31
(주)피에이치씨,57880,Dec-16,UQ,-1007223,0.84
(주)피에이치씨,57880,Dec-17,UQ,-1078624,-2.03
(주)피에이치씨,57880,Dec-18,UQ,-2053159,-2.11
(주)피에이치씨,57880,Dec-19,UQ,-7277601,-1.44
(주)피에이치씨,57880,Dec-20,UQ,-7730130,0.66
(주)피에이치씨,57880,Dec-21,DS,-22011290,-91.64
(주)피에이치씨,57880,Dec-22,DS,-6170432,-300.6
(주)피엔에이치테크,239890,Dec-21,UQ,-58346,13.58
(주)피엔에이치테크,239890,Dec-22,UQ,2082485,3.75
(주)피엔티 엠에스,257370,Dec-18,UQ,-13097705,5.14
(주)피엔티 엠에스,257370,Dec-19,UQ,1554759,2.2
(주)피엔티 엠에스,257370,Dec-20,DS,-11363718,-13.73
(주)피엔티 엠에스,257370,Dec-21,UQ,3798981,-3.19
(주)피엔티 엠에스,257370,Dec-22,UQ,-1144877,-3.03
(주)피엔풍년,24940,Dec-12,UQ,480777,2.54
(주)피엔풍년,24940,Dec-13,UQ,1796495,3.69
(주)피엔풍년,24940,Dec-14,UQ,2981275,6.15
(주)피엔풍년,24940,Dec-15,UQ,4639321,12.38
(주)피엔풍년,24940,Dec-16,UQ,2718239,12.59
(주)피엔풍년,24940,Dec-17,UQ,396057,6.95
(주)피엔풍년,24940,Dec-18,UQ,-1638701,2.8
(주)피엔풍년,24940,Dec-19,UQ,10339974,-6.61
(주)피엔풍년,24940,Dec-20,UQ,4505168,19.73
(주)피엔풍년,24940,Dec-21,UQ,1653783,151.93
(주)피엔풍년,24940,Dec-22,UQ,-447952,177.43
(주)피엠티,147760,Dec-16,UQ,7568569,45.53
(주)피엠티,147760,Dec-17,UQ,945184,96.88
(주)피엠티,147760,Dec-18,UQ,6326749,-44.06
(주)피엠티,147760,Dec-19,UQ,2694209,-12.4
(주)피엠티,147760,Dec-20,UQ,10027565,29.67
(주)피엠티,147760,Dec-21,UQ,10126647,65.53
(주)피엠티,147760,Dec-22,UQ,-2354661,-35.98
(주)피코그램,376180,Dec-21,UQ,2123756,6.65
(주)피코그램,376180,Dec-22,UQ,4505077,5.55
(주)피플바이오,304840,Dec-20,UQ,-3493987,-183.43
(주)피플바이오,304840,Dec-21,UQ,-5827085,-5.93
(주)피플바이오,304840,Dec-22,UQ,-11109309,-3.26
(주)피피아이,62970,Dec-19,UQ,2677154,8.2
(주)피피아이,62970,Dec-20,UQ,-5152620,-25.89
(주)피피아이,62970,Dec-21,UQ,-5301824,-39
(주)피피아이,62970,Dec-22,UQ,1522638,1.78
(주)픽셀플러스,87600,Dec-15,UQ,6155488,999999999
(주)픽셀플러스,87600,Dec-16,UQ,844029,999999999
(주)픽셀플러스,87600,Dec-17,UQ,-5396516,999999999
(주)픽셀플러스,87600,Dec-18,UQ,-7616707,999999999
(주)픽셀플러스,87600,Dec-19,UQ,-1573693,-155.29
(주)픽셀플러스,87600,Dec-20,UQ,1960042,14.09
(주)픽셀플러스,87600,Dec-21,UQ,-9956121,999999999
(주)픽셀플러스,87600,Dec-22,UQ,1296653,66.14
(주)핀텔,291810,Dec-22,UQ,-2111907,-13.08
(주)핌스,347770,Dec-20,UQ,6980819,103
(주)핌스,347770,Dec-21,UQ,6198438,53.19
(주)핌스,347770,Dec-22,UQ,5862957,9.16
(주)핑거,163730,Dec-21,UQ,10325417,77.41
(주)핑거,163730,Dec-22,UQ,10809435,69.09
(주)핑거스토리,417180,Dec-22,UQ,1177183,40.94
(주)하나기술,299030,Dec-20,UQ,-11819831,999999999
(주)하나기술,299030,Dec-21,UQ,-23701015,-3.67
(주)하나기술,299030,Dec-22,UQ,8147441,999999999
(주)하이드로리튬,101670,Dec-12,UQ,-1977716,999999999
(주)하이드로리튬,101670,Dec-13,UQ,2967661,40562.95
(주)하이드로리튬,101670,Dec-14,UQ,725048,999999999
(주)하이드로리튬,101670,Dec-15,UQ,168015,999999999
(주)하이드로리튬,101670,Dec-16,UQ,1471548,999999999
(주)하이드로리튬,101670,Dec-17,UQ,3790952,999999999
(주)하이드로리튬,101670,Dec-18,UQ,453871,999999999
(주)하이드로리튬,101670,Dec-19,UQ,664130,999999999
(주)하이드로리튬,101670,Dec-20,UQ,905985,999999999
(주)하이드로리튬,101670,Dec-21,UQ,-11406979,28.04
(주)하이드로리튬,101670,Dec-22,UQ,-8984462,-2.96
(주)하이딥,365590,Dec-20,UQ,,
(주)하이딥,365590,Dec-21,UQ,,
(주)하이딥,365590,Dec-22,UQ,-3774503,-4.36
(주)하이로닉,149980,Dec-14,UQ,5207610,420.49
(주)하이로닉,149980,Dec-15,UQ,566555,91.67
(주)하이로닉,149980,Dec-16,UQ,1120653,999999999
(주)하이로닉,149980,Dec-17,UQ,2242467,65.4
(주)하이로닉,149980,Dec-18,UQ,854672,55.69
(주)하이로닉,149980,Dec-19,UQ,3536441,1356.49
(주)하이로닉,149980,Dec-20,UQ,1449205,1132.06
(주)하이로닉,149980,Dec-21,UQ,1514732,506.18
(주)하이로닉,149980,Dec-22,UQ,4466299,38.74
(주)하이소닉,106080,Dec-12,UQ,7803919,24.97
(주)하이소닉,106080,Dec-13,UQ,737527,-9.87
(주)하이소닉,106080,Dec-14,UQ,-3390528,-12.77
(주)하이소닉,106080,Dec-15,UQ,2988092,0.14
(주)하이소닉,106080,Dec-16,UQ,-303808,-3.02
(주)하이소닉,106080,Dec-17,UQ,7324310,-1.36
(주)하이소닉,106080,Dec-18,DU,-6651619,-1.25
(주)하이소닉,106080,Dec-19,UQ,-1483936,-4.67
(주)하이소닉,106080,Dec-20,UQ,-3419243,-11.12
(주)하이소닉,106080,Dec-21,UQ,-1942978,-5.94
(주)하이소닉,106080,Dec-22,UQ,-3632326,6.81
(주)하이트론씨스템즈,19490,Dec-12,UQ,8532352,-20.66
(주)하이트론씨스템즈,19490,Dec-13,UQ,-1684690,-678.26
(주)하이트론씨스템즈,19490,Dec-14,UQ,-3106664,-282.44
(주)하이트론씨스템즈,19490,Dec-15,UQ,-2814613,-61.39
(주)하이트론씨스템즈,19490,Dec-16,UQ,-8556502,-88.97
(주)하이트론씨스템즈,19490,Dec-17,UQ,-11013859,-50.34
(주)하이트론씨스템즈,19490,Dec-18,UQ,-8007474,-2.11
(주)하이트론씨스템즈,19490,Dec-19,UQ,-8869546,-15.59
(주)하이트론씨스템즈,19490,Dec-20,UQ,-10038391,-18.33
(주)하이트론씨스템즈,19490,Dec-21,DS,-17408253,-8.47
(주)하이트론씨스템즈,19490,Dec-22,UQ,-4433263,-8.15
(주)한국가구,4590,Dec-12,UQ,-792218,-1.14
(주)한국가구,4590,Dec-13,UQ,533223,-3.35
(주)한국가구,4590,Dec-14,UQ,877107,1.99
(주)한국가구,4590,Dec-15,UQ,1611127,-10.44
(주)한국가구,4590,Dec-16,UQ,2203129,-11.33
(주)한국가구,4590,Dec-17,UQ,772983,-7.77
(주)한국가구,4590,Dec-18,UQ,3600721,6.04
(주)한국가구,4590,Dec-19,UQ,1858410,-0.43
(주)한국가구,4590,Dec-20,UQ,6285677,11.94
(주)한국가구,4590,Dec-21,UQ,2452956,38.89
(주)한국가구,4590,Dec-22,UQ,5815345,17.6
(주)한국비엔씨,256840,Dec-16,UQ,,
(주)한국비엔씨,256840,Dec-17,UQ,,
(주)한국비엔씨,256840,Dec-18,UQ,,
(주)한국비엔씨,256840,Dec-19,UQ,3779634,5.59
(주)한국비엔씨,256840,Dec-20,UQ,3853347,9.07
(주)한국비엔씨,256840,Dec-21,UQ,-11274273,-4.73
(주)한국비엔씨,256840,Dec-22,UQ,-7305642,-5.87
(주)한국테크놀로지,53590,Dec-12,UQ,8802722,-47.94
(주)한국테크놀로지,53590,Dec-13,UQ,-13709500,-48.78
(주)한국테크놀로지,53590,Dec-14,UQ,-2078452,4
(주)한국테크놀로지,53590,Dec-15,UQ,-15813596,-13.88
(주)한국테크놀로지,53590,Dec-16,UQ,-5905060,-7.07
(주)한국테크놀로지,53590,Dec-17,UQ,-12792576,-4.04
(주)한국테크놀로지,53590,Dec-18,UQ,-11465031,0.27
(주)한국테크놀로지,53590,Dec-19,UQ,-4822109,-1.54
(주)한국테크놀로지,53590,Dec-20,UQ,-29059667,-4.62
(주)한국테크놀로지,53590,Dec-21,UQ,-3131387,-3.37
(주)한국테크놀로지,53590,Dec-22,DS,-7761035,-1.8
(주)한국파마,32300,Dec-20,UQ,-873839,10.57
(주)한국파마,32300,Dec-21,UQ,7192456,5.52
(주)한국파마,32300,Dec-22,UQ,8279251,1.6
(주)한국화장품제조,3350,Dec-12,UQ,-1616369,-3.77
(주)한국화장품제조,3350,Dec-13,UQ,-3053466,-0.4
(주)한국화장품제조,3350,Dec-14,UQ,-233244,6.92
(주)한국화장품제조,3350,Dec-15,UQ,7197390,21.07
(주)한국화장품제조,3350,Dec-16,UQ,11038910,29.57
(주)한국화장품제조,3350,Dec-17,UQ,-644736,10.86
(주)한국화장품제조,3350,Dec-18,UQ,1741263,17.34
(주)한국화장품제조,3350,Dec-19,UQ,5343995,2.09
(주)한국화장품제조,3350,Dec-20,UQ,-6736993,-3.59
(주)한국화장품제조,3350,Dec-21,UQ,12582952,-1.29
(주)한국화장품제조,3350,Dec-22,UQ,6312825,5.3
(주)한네트,52600,Dec-12,UQ,5622084,3.29
(주)한네트,52600,Dec-13,UQ,7770014,4.32
(주)한네트,52600,Dec-14,UQ,7023644,4.62
(주)한네트,52600,Dec-15,UQ,6486559,3.61
(주)한네트,52600,Dec-16,UQ,7780173,3.88
(주)한네트,52600,Dec-17,UQ,5441620,2.96
(주)한네트,52600,Dec-18,UQ,4708838,2.07
(주)한네트,52600,Dec-19,UQ,5730483,2.19
(주)한네트,52600,Dec-20,UQ,5983297,3.4
(주)한네트,52600,Dec-21,UQ,4431306,6.04
(주)한네트,52600,Dec-22,UQ,4560317,7.88
(주)한독크린텍,256150,Dec-19,UQ,5282602,53.8
(주)한독크린텍,256150,Dec-20,UQ,7003186,334.55
(주)한독크린텍,256150,Dec-21,UQ,3400920,999999999
(주)한독크린텍,256150,Dec-22,UQ,3060702,999999999
(주)한빛소프트,47080,Dec-12,UQ,3674778,-3.67
(주)한빛소프트,47080,Dec-13,UQ,-1103667,4.81
(주)한빛소프트,47080,Dec-14,UQ,2331535,8.6
(주)한빛소프트,47080,Dec-15,UQ,-6431978,1.28
(주)한빛소프트,47080,Dec-16,UQ,-896248,-2.84
(주)한빛소프트,47080,Dec-17,UQ,-1127670,-2.1
(주)한빛소프트,47080,Dec-18,UQ,1586204,999999999
(주)한빛소프트,47080,Dec-19,UQ,-2626340,-5.67
(주)한빛소프트,47080,Dec-20,UQ,-2190824,-45.13
(주)한빛소프트,47080,Dec-21,UQ,-6372284,-4.99
(주)한빛소프트,47080,Dec-22,UQ,850401,0.21
(주)한송네오텍,226440,Dec-15,UQ,,
(주)한송네오텍,226440,Dec-16,UQ,,
(주)한송네오텍,226440,Dec-17,UQ,,
(주)한송네오텍,226440,Dec-18,UQ,942280,8.78
(주)한송네오텍,226440,Dec-19,UQ,-869711,1.06
(주)한송네오텍,226440,Dec-20,UQ,-8046314,0.57
(주)한송네오텍,226440,Dec-21,DS,7986068,0.33
(주)한송네오텍,226440,Dec-22,DU,2195737,-4.79
(주)한일진공,123840,Dec-12,UQ,,
(주)한일진공,123840,Dec-13,UQ,5490436,23.96
(주)한일진공,123840,Dec-14,UQ,-822880,-12.78
(주)한일진공,123840,Dec-15,UQ,4903895,100.29
(주)한일진공,123840,Dec-16,UQ,-229176,-0.18
(주)한일진공,123840,Dec-17,UQ,16063,0.06
(주)한일진공,123840,Dec-18,UQ,-3040505,4.82
(주)한일진공,123840,Dec-19,UQ,3860878,-12.53
(주)한일진공,123840,Dec-20,UQ,-2050919,-27.14
(주)한일진공,123840,Dec-21,UQ,-4775133,-7.59
(주)한일진공,123840,Dec-22,UQ,-6189629,-5.36
(주)한창,5110,Dec-12,UQ,-1653323,22.68
(주)한창,5110,Dec-13,UQ,-5431599,21.02
(주)한창,5110,Dec-14,UQ,856915,3.14
(주)한창,5110,Dec-15,UQ,-205419,-8.64
(주)한창,5110,Dec-16,UQ,-3412068,-6297.04
(주)한창,5110,Dec-17,UQ,308234,-31.09
(주)한창,5110,Dec-18,UQ,-1422310,-17.35
(주)한창,5110,Dec-19,UQ,-4316708,-11.07
(주)한창,5110,Dec-20,UQ,-1592919,-0.59
(주)한창,5110,Dec-21,UQ,-7211911,-1.14
(주)한창,5110,Dec-22,UQ,-4841589,-1.03
(주)한컴위드,54920,Dec-12,UQ,3668265,48.16
(주)한컴위드,54920,Dec-13,UQ,871574,0.61
(주)한컴위드,54920,Dec-14,UQ,1453679,0.03
(주)한컴위드,54920,Dec-15,UQ,-2276352,-0.61
(주)한컴위드,54920,Dec-16,UQ,2923998,0.41
(주)한컴위드,54920,Dec-17,UQ,-278423,0.09
(주)한컴위드,54920,Dec-18,UQ,2867870,0.54
(주)한컴위드,54920,Dec-19,UQ,1954385,-0.54
(주)한컴위드,54920,Dec-20,UQ,3769883,2.38
(주)한컴위드,54920,Dec-21,UQ,6317495,1.48
(주)한컴위드,54920,Dec-22,UQ,5050935,0.14
(주)한탑,2680,Dec-12,UQ,1944741,2.38
(주)한탑,2680,Dec-13,UQ,10751899,-0.17
(주)한탑,2680,Dec-14,UQ,-2167198,-1.11
(주)한탑,2680,Dec-15,UQ,1516373,0.75
(주)한탑,2680,Dec-16,UQ,9686376,1.38
(주)한탑,2680,Dec-17,UQ,4085361,0.2
(주)한탑,2680,Dec-18,UQ,-6720953,0.14
(주)한탑,2680,Dec-19,UQ,-592987,-1.42
(주)한탑,2680,Dec-20,UQ,-4592479,-2.49
