,회사명_x,거래소코드,회계년도,종가(원)_x,현재까지 발행한 주식의 총수(주),현재까지 감소한 주식의 총수(주),발행주식의 총수 (현재 발행한 주식수 - 현재 감소한 주식수)(주),발행주식수(주),발행주식수(주).1,[U01B840000000]당기순이익(손실)(요약)(IFRS연결)(백만원),[U01C500011300]   당기순이익(총포괄손익)(요약)(IFRS연결)(백만원),[U01D101000000]   당기순손익(요약)(IFRS연결)(백만원),[U01E100099100]   당기순이익(순손실)(요약)(IFRS연결)(백만원),[U01B840000000]당기순이익(손실)(요약)(IFRS)(백만원),[U01C500011300]   당기순이익(총포괄손익)(요약)(IFRS)(백만원),[U01D101000000]   당기순손익(요약)(IFRS)(백만원),[U01E100099100]   당기순이익(순손실)(요약)(IFRS)(백만원),[U01119300]      *당기순이익(요약)(백만원),[U01218800]당기순이익(요약)(백만원),[U01219300]CPA수정후 당기순이익(요약)(백만원),[U01311400]   당기순이익(요약)(백만원),[U01410100]   당기순이익(요약)(백만원),[U01550700]   당기순이익(요약)(백만원),[U01A600000000]자본(*)(요약)(IFRS연결)(백만원),[U01A600000000]자본(*)(IFRS연결)(백만원),[U01A600000000]자본(*)(요약)(IFRS)(백만원),[U01A600000000]자본(*)(IFRS)(천원),[U01119400]자본총계(요약)(천원),[U01160000]자본(*)(연결)(천원),[U01160000]자본(*)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결)(백만원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS)(백만원),[U01410000]영업활동으로 인한 현금흐름(요약)(백만원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),[U01410000]영업활동으로 인한 현금흐름(*)(연결)(천원),[U01410000]영업활동으로 인한 현금흐름(*)(천원),[U01B100000000]매출액(수익)(요약)(IFRS연결)(백만원),[U01B100000000]매출액(수익)(요약)(IFRS)(백만원),[U01210000]매출액(요약)(백만원),[U01B100000000]매출액(수익)(*)(IFRS연결)(천원),[U01B100000000]매출액(수익)(*)(IFRS)(천원),[U01210000]매출액(영업수익)(*)(연결)(천원),[U01210000]매출액(영업수익)(*)(천원),[U01B951020000]*주당순손익(요약)(IFRS연결)(원),[U01B951020000]*주당순손익(요약)(IFRS)(원),[U01219000]주당순이익(요약)(원),[U01B951020000]*주당순손익(IFRS연결)(원),[U01B951020000]*주당순손익(IFRS)(원),[U01290400]*주당순손익(연결)(원),[U01290400]*주당순손익(원),당기순이익(천원),주당순이익(원),주당순자산(원),회사명_y,종가(원)_y
0,(주)굿센,243870,2016/12,,1345951.0,0.0,1345951.0,1345951.0,1345951.0,,,,,1168.0,741.0,1168.0,741.0,1168.0,1168.0,1168.0,741.0,1168.0,741.0,,,20868.0,20868024.0,20868.0,,20868024.0,,-5054.0,-5054.0,,-5053863.0,,-5053863.0,,28614.0,28614.0,,28614455.0,,28614455.0,,599.0,599.0,,599.0,,599.0,1167810.0,599.0,0.0,굿센,14700
1,(주)굿센,243870,2016/12,,1345951.0,0.0,1345951.0,1345951.0,1345951.0,,,,,1168.0,741.0,1168.0,741.0,1168.0,1168.0,1168.0,741.0,1168.0,741.0,,,20868.0,20868024.0,20868.0,,20868024.0,,-5054.0,-5054.0,,-5053863.0,,-5053863.0,,28614.0,28614.0,,28614455.0,,28614455.0,,599.0,599.0,,599.0,,599.0,1167810.0,599.0,0.0,굿센,14700
2,(주)굿센,243870,2016/12,,0.0,0.0,0.0,1345951.0,1345951.0,,,,,1168.0,741.0,1168.0,741.0,1168.0,1168.0,1168.0,741.0,1168.0,741.0,,,20868.0,20868024.0,20868.0,,20868024.0,,-5054.0,-5054.0,,-5053863.0,,-5053863.0,,28614.0,28614.0,,28614455.0,,28614455.0,,599.0,599.0,,599.0,,599.0,1167810.0,599.0,0.0,굿센,14700
3,(주)굿센,243870,2017/12,,1345951.0,0.0,1345951.0,1345951.0,1345951.0,,,,,13.0,13.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,13.0,,,21187.0,21186835.0,21187.0,,21186835.0,,2393.0,2393.0,,2392799.0,,2392799.0,,24112.0,24112.0,,24112320.0,,24112320.0,,10.0,10.0,,10.0,,10.0,12709.0,10.0,0.0,굿센,50500
4,(주)굿센,243870,2017/12,,0.0,0.0,0.0,1345951.0,1345951.0,,,,,13.0,13.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,13.0,,,21187.0,21186835.0,21187.0,,21186835.0,,2393.0,2393.0,,2392799.0,,2392799.0,,24112.0,24112.0,,24112320.0,,24112320.0,,10.0,10.0,,10.0,,10.0,12709.0,10.0,0.0,굿센,50500
5,(주)굿센,243870,2017/12,,1345951.0,0.0,1345951.0,1345951.0,1345951.0,,,,,13.0,13.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,13.0,,,21187.0,21186835.0,21187.0,,21186835.0,,2393.0,2393.0,,2392799.0,,2392799.0,,24112.0,24112.0,,24112320.0,,24112320.0,,10.0,10.0,,10.0,,10.0,12709.0,10.0,0.0,굿센,50500
6,(주)굿센,243870,2018/12,,1345951.0,0.0,1345951.0,1609978.0,1609978.0,,,,,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,,,9399.0,9399425.0,9399.0,,9399425.0,,-2318.0,-2318.0,,-2317675.0,,-2317675.0,,21162.0,21162.0,,21161918.0,,21161918.0,,-2719.0,-2719.0,,-2719.0,,-2719.0,-3090286.0,-2719.0,0.0,굿센,25900
7,(주)굿센,243870,2018/12,,1609978.0,0.0,1609978.0,1609978.0,1609978.0,,,,,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,,,9399.0,9399425.0,9399.0,,9399425.0,,-2318.0,-2318.0,,-2317675.0,,-2317675.0,,21162.0,21162.0,,21161918.0,,21161918.0,,-2719.0,-2719.0,,-2719.0,,-2719.0,-3090286.0,-2719.0,0.0,굿센,25900
8,(주)굿센,243870,2018/12,,264027.0,0.0,264027.0,1609978.0,1609978.0,,,,,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,-3090.0,,,9399.0,9399425.0,9399.0,,9399425.0,,-2318.0,-2318.0,,-2317675.0,,-2317675.0,,21162.0,21162.0,,21161918.0,,21161918.0,,-2719.0,-2719.0,,-2719.0,,-2719.0,-3090286.0,-2719.0,0.0,굿센,25900
9,(주)굿센,243870,2019/12,,1457951.0,0.0,1457951.0,1721978.0,1721978.0,,,,,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,,,5681.0,5680506.0,5681.0,,5680506.0,,-821.0,-821.0,,-820825.0,,-820825.0,,8116.0,8116.0,,8116126.0,,8116126.0,,-4403.0,-4403.0,,-4403.0,,-4403.0,-4161180.0,-4403.0,0.0,굿센,13250
10,(주)굿센,243870,2019/12,,264027.0,0.0,264027.0,1721978.0,1721978.0,,,,,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,,,5681.0,5680506.0,5681.0,,5680506.0,,-821.0,-821.0,,-820825.0,,-820825.0,,8116.0,8116.0,,8116126.0,,8116126.0,,-4403.0,-4403.0,,-4403.0,,-4403.0,-4161180.0,-4403.0,0.0,굿센,13250
11,(주)굿센,243870,2019/12,,1721978.0,0.0,1721978.0,1721978.0,1721978.0,,,,,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,-4161.0,,,5681.0,5680506.0,5681.0,,5680506.0,,-821.0,-821.0,,-820825.0,,-820825.0,,8116.0,8116.0,,8116126.0,,8116126.0,,-4403.0,-4403.0,,-4403.0,,-4403.0,-4161180.0,-4403.0,0.0,굿센,13250
12,(주)굿센,243870,2020/12,,264027.0,0.0,264027.0,1721978.0,1721978.0,,,,,556.0,556.0,556.0,556.0,556.0,556.0,0.0,556.0,556.0,556.0,,,5665.0,5664509.0,5665.0,,5664509.0,,1852.0,1852.0,,1852104.0,,1852104.0,,11710.0,11710.0,,11710242.0,,11710242.0,,577.0,577.0,,577.0,,577.0,556304.0,577.0,0.0,굿센,12100
13,(주)굿센,243870,2020/12,,1457951.0,0.0,1457951.0,1721978.0,1721978.0,,,,,556.0,556.0,556.0,556.0,556.0,556.0,0.0,556.0,556.0,556.0,,,5665.0,5664509.0,5665.0,,5664509.0,,1852.0,1852.0,,1852104.0,,1852104.0,,11710.0,11710.0,,11710242.0,,11710242.0,,577.0,577.0,,577.0,,577.0,556304.0,577.0,0.0,굿센,12100
14,(주)굿센,243870,2020/12,,1721978.0,0.0,1721978.0,1721978.0,1721978.0,,,,,556.0,556.0,556.0,556.0,556.0,556.0,0.0,556.0,556.0,556.0,,,5665.0,5664509.0,5665.0,,5664509.0,,1852.0,1852.0,,1852104.0,,1852104.0,,11710.0,11710.0,,11710242.0,,11710242.0,,577.0,577.0,,577.0,,577.0,556304.0,577.0,0.0,굿센,12100
15,(주)굿센,243870,2021/12,,2847832.0,0.0,2847832.0,2847832.0,2847832.0,,,,,3796.0,3796.0,3796.0,3796.0,3796.0,3796.0,0.0,3796.0,3796.0,3796.0,,,13359.0,13358642.0,13359.0,,13358642.0,,-11085.0,-11085.0,,-11085450.0,,-11085450.0,,24710.0,24710.0,,24709838.0,,24709838.0,,3192.0,3192.0,,3192.0,,3192.0,3795592.0,3192.0,0.0,굿센,16500
16,(주)굿센,243870,2021/12,,2583805.0,0.0,2583805.0,2847832.0,2847832.0,,,,,3796.0,3796.0,3796.0,3796.0,3796.0,3796.0,0.0,3796.0,3796.0,3796.0,,,13359.0,13358642.0,13359.0,,13358642.0,,-11085.0,-11085.0,,-11085450.0,,-11085450.0,,24710.0,24710.0,,24709838.0,,24709838.0,,3192.0,3192.0,,3192.0,,3192.0,3795592.0,3192.0,0.0,굿센,16500
17,(주)굿센,243870,2021/12,,264027.0,0.0,264027.0,2847832.0,2847832.0,,,,,3796.0,3796.0,3796.0,3796.0,3796.0,3796.0,0.0,3796.0,3796.0,3796.0,,,13359.0,13358642.0,13359.0,,13358642.0,,-11085.0,-11085.0,,-11085450.0,,-11085450.0,,24710.0,24710.0,,24709838.0,,24709838.0,,3192.0,3192.0,,3192.0,,3192.0,3795592.0,3192.0,0.0,굿센,16500
18,(주)굿센,243870,2022/12,,264027.0,0.0,264027.0,2847832.0,2847832.0,,,,,421.0,421.0,421.0,421.0,421.0,421.0,0.0,421.0,421.0,421.0,,,13780.0,13780029.0,13780.0,,13780029.0,,4266.0,4266.0,,4266299.0,,4266299.0,,26176.0,26176.0,,26176019.0,,26176019.0,,164.0,164.0,,164.0,,164.0,421387.0,164.0,0.0,굿센,14000
19,(주)굿센,243870,2022/12,,2583805.0,0.0,2583805.0,2847832.0,2847832.0,,,,,421.0,421.0,421.0,421.0,421.0,421.0,0.0,421.0,421.0,421.0,,,13780.0,13780029.0,13780.0,,13780029.0,,4266.0,4266.0,,4266299.0,,4266299.0,,26176.0,26176.0,,26176019.0,,26176019.0,,164.0,164.0,,164.0,,164.0,421387.0,164.0,0.0,굿센,14000
20,(주)굿센,243870,2022/12,,2847832.0,0.0,2847832.0,2847832.0,2847832.0,,,,,421.0,421.0,421.0,421.0,421.0,421.0,0.0,421.0,421.0,421.0,,,13780.0,13780029.0,13780.0,,13780029.0,,4266.0,4266.0,,4266299.0,,4266299.0,,26176.0,26176.0,,26176019.0,,26176019.0,,164.0,164.0,,164.0,,164.0,421387.0,164.0,0.0,굿센,14000
21,(주)나눔테크,244880,2016/12,,4966000.0,6000.0,4960000.0,4960000.0,4960000.0,,,,,,,,,227.0,227.0,227.0,227.0,227.0,227.0,,,,,3916.0,,3915903.0,,,961.0,,,,961484.0,,,7836.0,,,,7836029.0,,,57.0,,,,57.0,227381.0,57.0,0.0,나눔테크,790
22,(주)나눔테크,244880,2016/12,,966000.0,6000.0,960000.0,4960000.0,4960000.0,,,,,,,,,227.0,227.0,227.0,227.0,227.0,227.0,,,,,3916.0,,3915903.0,,,961.0,,,,961484.0,,,7836.0,,,,7836029.0,,,57.0,,,,57.0,227381.0,57.0,0.0,나눔테크,790
23,(주)나눔테크,244880,2016/12,,4000000.0,0.0,4000000.0,4960000.0,4960000.0,,,,,,,,,227.0,227.0,227.0,227.0,227.0,227.0,,,,,3916.0,,3915903.0,,,961.0,,,,961484.0,,,7836.0,,,,7836029.0,,,57.0,,,,57.0,227381.0,57.0,0.0,나눔테크,790
24,(주)나눔테크,244880,2017/12,,4000000.0,0.0,4000000.0,4960000.0,4960000.0,,,,,,,,,1769.0,1769.0,0.0,1769.0,1769.0,1769.0,,,,,5728.0,,5728423.0,,,2507.0,,,,2506606.0,,,10502.0,,,,10501915.0,,,442.0,,,,442.0,1769380.0,442.0,0.0,나눔테크,1525
25,(주)나눔테크,244880,2017/12,,966000.0,6000.0,960000.0,4960000.0,4960000.0,,,,,,,,,1769.0,1769.0,0.0,1769.0,1769.0,1769.0,,,,,5728.0,,5728423.0,,,2507.0,,,,2506606.0,,,10502.0,,,,10501915.0,,,442.0,,,,442.0,1769380.0,442.0,0.0,나눔테크,1525
26,(주)나눔테크,244880,2017/12,,4966000.0,6000.0,4960000.0,4960000.0,4960000.0,,,,,,,,,1769.0,1769.0,0.0,1769.0,1769.0,1769.0,,,,,5728.0,,5728423.0,,,2507.0,,,,2506606.0,,,10502.0,,,,10501915.0,,,442.0,,,,442.0,1769380.0,442.0,0.0,나눔테크,1525
27,(주)나눔테크,244880,2018/12,,966000.0,966000.0,0.0,5020000.0,5020000.0,,,,,,,,,2406.0,2406.0,2406.0,2406.0,2406.0,2406.0,,,,,7483.0,,7482816.0,,,2297.0,,,,2296635.0,,,11472.0,,,,11471634.0,,,199.0,,,,199.0,2406104.0,199.0,0.0,나눔테크,3600
28,(주)나눔테크,244880,2018/12,,5020000.0,0.0,5020000.0,5020000.0,5020000.0,,,,,,,,,2406.0,2406.0,2406.0,2406.0,2406.0,2406.0,,,,,7483.0,,7482816.0,,,2297.0,,,,2296635.0,,,11472.0,,,,11471634.0,,,199.0,,,,199.0,2406104.0,199.0,0.0,나눔테크,3600
29,(주)나눔테크,244880,2018/12,,5986000.0,966000.0,5020000.0,5020000.0,5020000.0,,,,,,,,,2406.0,2406.0,2406.0,2406.0,2406.0,2406.0,,,,,7483.0,,7482816.0,,,2297.0,,,,2296635.0,,,11472.0,,,,11471634.0,,,199.0,,,,199.0,2406104.0,199.0,0.0,나눔테크,3600
30,(주)나눔테크,244880,2019/12,,5020000.0,0.0,5020000.0,5020000.0,5020000.0,,,,,,,,,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,,,,,10388.0,,10387811.0,,,3371.0,,,,3371204.0,,,13604.0,,,,13603799.0,,,579.0,,,,579.0,2904995.0,579.0,0.0,나눔테크,3895
31,(주)나눔테크,244880,2019/12,,966000.0,966000.0,0.0,5020000.0,5020000.0,,,,,,,,,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,,,,,10388.0,,10387811.0,,,3371.0,,,,3371204.0,,,13604.0,,,,13603799.0,,,579.0,,,,579.0,2904995.0,579.0,0.0,나눔테크,3895
32,(주)나눔테크,244880,2019/12,,5986000.0,966000.0,5020000.0,5020000.0,5020000.0,,,,,,,,,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,,,,,10388.0,,10387811.0,,,3371.0,,,,3371204.0,,,13604.0,,,,13603799.0,,,579.0,,,,579.0,2904995.0,579.0,0.0,나눔테크,3895
33,(주)나눔테크,244880,2020/12,,966000.0,966000.0,0.0,5020000.0,5020000.0,,,,,,,,,1551.0,1551.0,1551.0,1551.0,1551.0,1551.0,,,,,11939.0,,11938654.0,,,1670.0,,,,1669748.0,,,8841.0,,,,8841307.0,,,309.0,,,,309.0,1550843.0,309.0,0.0,나눔테크,2295
34,(주)나눔테크,244880,2020/12,,5020000.0,0.0,5020000.0,5020000.0,5020000.0,,,,,,,,,1551.0,1551.0,1551.0,1551.0,1551.0,1551.0,,,,,11939.0,,11938654.0,,,1670.0,,,,1669748.0,,,8841.0,,,,8841307.0,,,309.0,,,,309.0,1550843.0,309.0,0.0,나눔테크,2295
35,(주)나눔테크,244880,2020/12,,5986000.0,966000.0,5020000.0,5020000.0,5020000.0,,,,,,,,,1551.0,1551.0,1551.0,1551.0,1551.0,1551.0,,,,,11939.0,,11938654.0,,,1670.0,,,,1669748.0,,,8841.0,,,,8841307.0,,,309.0,,,,309.0,1550843.0,309.0,0.0,나눔테크,2295
36,(주)나눔테크,244880,2021/12,,5020000.0,0.0,5020000.0,5020000.0,5020000.0,,,,,,,,,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,,,,,14286.0,,14285660.0,,,1846.0,,,,1846238.0,,,12773.0,,,,12772533.0,,,467.0,,,,467.0,2347006.0,467.0,0.0,나눔테크,2580
37,(주)나눔테크,244880,2021/12,,5986000.0,966000.0,5020000.0,5020000.0,5020000.0,,,,,,,,,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,,,,,14286.0,,14285660.0,,,1846.0,,,,1846238.0,,,12773.0,,,,12772533.0,,,467.0,,,,467.0,2347006.0,467.0,0.0,나눔테크,2580
38,(주)나눔테크,244880,2021/12,,966000.0,966000.0,0.0,5020000.0,5020000.0,,,,,,,,,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,,,,,14286.0,,14285660.0,,,1846.0,,,,1846238.0,,,12773.0,,,,12772533.0,,,467.0,,,,467.0,2347006.0,467.0,0.0,나눔테크,2580
39,(주)나눔테크,244880,2022/12,,5020000.0,0.0,5020000.0,5020000.0,5020000.0,,,,,,,,,3120.0,3120.0,3120.0,3120.0,3120.0,3120.0,,,,,17406.0,,17405912.0,,,2252.0,,,,2252183.0,,,14101.0,,,,14101351.0,,,621.0,,,,621.0,3120252.0,621.0,0.0,나눔테크,2895
40,(주)나눔테크,244880,2022/12,,5986000.0,966000.0,5020000.0,5020000.0,5020000.0,,,,,,,,,3120.0,3120.0,3120.0,3120.0,3120.0,3120.0,,,,,17406.0,,17405912.0,,,2252.0,,,,2252183.0,,,14101.0,,,,14101351.0,,,621.0,,,,621.0,3120252.0,621.0,0.0,나눔테크,2895
41,(주)나눔테크,244880,2022/12,,966000.0,966000.0,0.0,5020000.0,5020000.0,,,,,,,,,3120.0,3120.0,3120.0,3120.0,3120.0,3120.0,,,,,17406.0,,17405912.0,,,2252.0,,,,2252183.0,,,14101.0,,,,14101351.0,,,621.0,,,,621.0,3120252.0,621.0,0.0,나눔테크,2895
42,(주)나라소프트,288490,2018/12,,24770000.0,0.0,24770000.0,24770000.0,24770000.0,,,,,,,,,420.0,420.0,420.0,420.0,420.0,420.0,,,,,1228.0,,1227697.0,,,756.0,,,,755785.0,,,3264.0,,,,3264397.0,,,17.0,,,,17.0,420347.0,17.0,0.0,나라소프트,1005
43,(주)나라소프트,288490,2018/12,,24770000.0,0.0,24770000.0,24770000.0,24770000.0,,,,,,,,,420.0,420.0,420.0,420.0,420.0,420.0,,,,,1228.0,,1227697.0,,,756.0,,,,755785.0,,,3264.0,,,,3264397.0,,,17.0,,,,17.0,420347.0,17.0,0.0,나라소프트,1005
44,(주)나라소프트,288490,2019/12,,26410000.0,0.0,26410000.0,26410000.0,26410000.0,,,,,,,,,-3495.0,-3495.0,-3495.0,-3495.0,-3495.0,-3495.0,,,,,-667.0,,-666747.0,,,-1204.0,,,,-1204428.0,,,1778.0,,,,1777578.0,,,-140.0,,,,-140.0,-3495410.0,-140.0,0.0,나라소프트,351
45,(주)나라소프트,288490,2019/12,,26410000.0,0.0,26410000.0,26410000.0,26410000.0,,,,,,,,,-3495.0,-3495.0,-3495.0,-3495.0,-3495.0,-3495.0,,,,,-667.0,,-666747.0,,,-1204.0,,,,-1204428.0,,,1778.0,,,,1777578.0,,,-140.0,,,,-140.0,-3495410.0,-140.0,0.0,나라소프트,351
46,(주)나라소프트,288490,2020/12,,30480000.0,0.0,30480000.0,30480000.0,30480000.0,,,,,1098.0,1098.0,1098.0,1098.0,1098.0,1098.0,0.0,1098.0,1098.0,1098.0,,,4555.0,4554616.0,4555.0,,4554616.0,,-1298.0,-1298.0,,-1297725.0,,-1297725.0,,3378.0,3378.0,,3377734.0,,3377734.0,,38.0,38.0,,38.0,,38.0,1098044.0,38.0,0.0,나라소프트,266
47,(주)나라소프트,288490,2020/12,,30480000.0,0.0,30480000.0,30480000.0,30480000.0,,,,,1098.0,1098.0,1098.0,1098.0,1098.0,1098.0,0.0,1098.0,1098.0,1098.0,,,4555.0,4554616.0,4555.0,,4554616.0,,-1298.0,-1298.0,,-1297725.0,,-1297725.0,,3378.0,3378.0,,3377734.0,,3377734.0,,38.0,38.0,,38.0,,38.0,1098044.0,38.0,0.0,나라소프트,266
48,(주)나라소프트,288490,2021/12,,36897000.0,0.0,36897000.0,36897000.0,36897000.0,,,,,-2093.0,-2093.0,-2093.0,-2093.0,-2093.0,-2093.0,-2093.0,-2093.0,-2093.0,-2093.0,,,252.0,251710.0,252.0,,251710.0,,-1002.0,-1002.0,,-1001517.0,,-1001517.0,,250.0,250.0,,249573.0,,249573.0,,-66.0,-66.0,,-66.0,,-66.0,-2093406.0,-66.0,0.0,나라소프트,161
49,(주)나라소프트,288490,2021/12,,36897000.0,0.0,36897000.0,36897000.0,36897000.0,,,,,-2093.0,-2093.0,-2093.0,-2093.0,-2093.0,-2093.0,-2093.0,-2093.0,-2093.0,-2093.0,,,252.0,251710.0,252.0,,251710.0,,-1002.0,-1002.0,,-1001517.0,,-1001517.0,,250.0,250.0,,249573.0,,249573.0,,-66.0,-66.0,,-66.0,,-66.0,-2093406.0,-66.0,0.0,나라소프트,161
50,(주)나라소프트,288490,2022/12,,38147000.0,0.0,38147000.0,38147000.0,38147000.0,,,,,-863.0,-863.0,-863.0,-863.0,-863.0,-863.0,-863.0,-863.0,-863.0,-863.0,,,-361.0,-360896.0,-361.0,,-360896.0,,235.0,235.0,,235225.0,,235225.0,,1117.0,1117.0,,1116914.0,,1116914.0,,-23.0,-23.0,,-23.0,,-23.0,-862606.0,-23.0,0.0,나라소프트,48
51,(주)나라소프트,288490,2022/12,,38147000.0,0.0,38147000.0,38147000.0,38147000.0,,,,,-863.0,-863.0,-863.0,-863.0,-863.0,-863.0,-863.0,-863.0,-863.0,-863.0,,,-361.0,-360896.0,-361.0,,-360896.0,,235.0,235.0,,235225.0,,235225.0,,1117.0,1117.0,,1116914.0,,1116914.0,,-23.0,-23.0,,-23.0,,-23.0,-862606.0,-23.0,0.0,나라소프트,48
52,(주)나우코스,257990,2020/12,,7772837.0,3860242.0,3912595.0,3912595.0,3912595.0,1854.0,1844.0,1854.0,0.0,1590.0,1590.0,1590.0,1590.0,1590.0,1590.0,1590.0,1590.0,1590.0,1590.0,5331.0,5331330.0,5642.0,5641590.0,5642.0,5331330.0,5641590.0,992.0,677.0,677.0,992229.0,676654.0,992229.0,676654.0,47957.0,47762.0,47762.0,47956928.0,47761969.0,47956928.0,47761969.0,474.0,406.0,406.0,474.0,406.0,474.0,406.0,1590425.0,406.0,0.0,나우코스,8500
53,(주)나우코스,257990,2020/12,,7772837.0,3860242.0,3912595.0,3912595.0,3912595.0,1854.0,1844.0,1854.0,0.0,1590.0,1590.0,1590.0,1590.0,1590.0,1590.0,1590.0,1590.0,1590.0,1590.0,5331.0,5331330.0,5642.0,5641590.0,5642.0,5331330.0,5641590.0,992.0,677.0,677.0,992229.0,676654.0,992229.0,676654.0,47957.0,47762.0,47762.0,47956928.0,47761969.0,47956928.0,47761969.0,474.0,406.0,406.0,474.0,406.0,474.0,406.0,1590425.0,406.0,0.0,나우코스,8500
54,(주)나우코스,257990,2021/12,,7772837.0,3860242.0,3912595.0,3912595.0,3912595.0,348.0,338.0,348.0,0.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,5900.0,5900213.0,5877.0,5876737.0,5877.0,5900213.0,5876737.0,20.0,133.0,133.0,20173.0,133196.0,20173.0,133196.0,45365.0,42712.0,42712.0,45364798.0,42712313.0,45364798.0,42712313.0,0.0,22.0,22.0,0.0,22.0,0.0,22.0,84627.0,22.0,0.0,나우코스,5380
55,(주)나우코스,257990,2021/12,,7772837.0,3860242.0,3912595.0,3912595.0,3912595.0,348.0,338.0,348.0,0.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,5900.0,5900213.0,5877.0,5876737.0,5877.0,5900213.0,5876737.0,20.0,133.0,133.0,20173.0,133196.0,20173.0,133196.0,45365.0,42712.0,42712.0,45364798.0,42712313.0,45364798.0,42712313.0,0.0,22.0,22.0,0.0,22.0,0.0,22.0,84627.0,22.0,0.0,나우코스,5380
56,(주)나우코스,257990,2022/12,,9729134.0,3860242.0,5868892.0,5868892.0,5868892.0,-1236.0,-1246.0,-1236.0,0.0,-1296.0,-1296.0,-1296.0,-1296.0,-1296.0,-1296.0,-1296.0,-1296.0,-1296.0,-1296.0,16102.0,16101602.0,16001.0,16000564.0,16001.0,16101602.0,16000564.0,1542.0,1281.0,1281.0,1542124.0,1281114.0,1542124.0,1281114.0,42348.0,41565.0,41565.0,42348412.0,41565340.0,42348412.0,41565340.0,0.0,-269.0,-269.0,0.0,-269.0,0.0,-269.0,-1295518.0,-269.0,0.0,나우코스,4790
57,(주)나우코스,257990,2022/12,,9729134.0,3860242.0,5868892.0,5868892.0,5868892.0,-1236.0,-1246.0,-1236.0,0.0,-1296.0,-1296.0,-1296.0,-1296.0,-1296.0,-1296.0,-1296.0,-1296.0,-1296.0,-1296.0,16102.0,16101602.0,16001.0,16000564.0,16001.0,16101602.0,16000564.0,1542.0,1281.0,1281.0,1542124.0,1281114.0,1542124.0,1281114.0,42348.0,41565.0,41565.0,42348412.0,41565340.0,42348412.0,41565340.0,0.0,-269.0,-269.0,0.0,-269.0,0.0,-269.0,-1295518.0,-269.0,0.0,나우코스,4790
58,(주)노드메이슨,317860,2019/12,,3735058.0,0.0,3735058.0,3735058.0,3735058.0,,,,,-641.0,-641.0,-641.0,-641.0,-641.0,-641.0,-641.0,-641.0,-641.0,-641.0,,,8777.0,8776724.0,8777.0,,8776724.0,,2030.0,2030.0,,2029855.0,,2029855.0,,16894.0,16894.0,,16894407.0,,16894407.0,,-172.0,-172.0,,-172.0,,-172.0,-641258.0,-172.0,0.0,노드메이슨,6550
59,(주)노드메이슨,317860,2019/12,,3735058.0,0.0,3735058.0,3735058.0,3735058.0,,,,,-641.0,-641.0,-641.0,-641.0,-641.0,-641.0,-641.0,-641.0,-641.0,-641.0,,,8777.0,8776724.0,8777.0,,8776724.0,,2030.0,2030.0,,2029855.0,,2029855.0,,16894.0,16894.0,,16894407.0,,16894407.0,,-172.0,-172.0,,-172.0,,-172.0,-641258.0,-172.0,0.0,노드메이슨,6550
60,(주)노드메이슨,317860,2020/12,,3758258.0,0.0,3758258.0,3758258.0,3758258.0,,,,,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,,,10042.0,10041811.0,10042.0,,10041811.0,,910.0,910.0,,910288.0,,910288.0,,19471.0,19471.0,,19470825.0,,19470825.0,,336.0,336.0,,336.0,,336.0,1258965.0,336.0,0.0,노드메이슨,9980
