회사명,거래소코드,회계년도,발행주식수(주),발행주식의 총수 (현재 발행한 주식수 - 현재 감소한 주식수)(주),발행주식수(주),주당순이익(원),주당순자산(원),종가(원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),[U01410000]영업활동으로 인한 현금흐름(*)(연결)(천원),[U01410000]영업활동으로 인한 현금흐름(*)(천원),당기순이익(천원),[U01B840000000]당기순이익(손실)(IFRS연결)(천원),[U01B840000000]당기순이익(손실)(IFRS)(천원),[U01290200]당기순이익(순손실)(연결)(천원),[U01290200]당기순이익(순손실)(천원),[U01B100000000]매출액(수익)(*)(IFRS연결)(천원),[U01B100000000]매출액(수익)(*)(IFRS)(천원),[U01210000]매출액(영업수익)(*)(연결)(천원),[U01210000]매출액(영업수익)(*)(천원),[U01A600000000]자본(*)(IFRS연결)(천원),[U01A600000000]자본(*)(IFRS)(천원),[U01160000]자본(*)(연결)(천원),[U01160000]자본(*)(천원)
(주)모헨즈,006920,2018/12,10920000,10920000,10920000,180,0,5520,8085537,2293874,8085537,2293874,1966058,1539959,1966058,1539959,1966058,106914819,39439933,106914819,39439933,28636332,13547928,28636332,13547928
(주)모헨즈,006920,2018/12,10920000,10920000,10920000,180,0,5520,8085537,2293874,8085537,2293874,1966058,1539959,1966058,1539959,1966058,106914819,39439933,106914819,39439933,28636332,13547928,28636332,13547928
(주)모헨즈,006920,2019/12,10920000,10920000,10920000,60,0,5150,-4849832,-2052096,-4849832,-2052096,653725,638930,653725,638930,653725,85683500,37047844,85683500,37047844,29206311,14210037,29206311,14210037
(주)모헨즈,006920,2019/12,10920000,10920000,10920000,60,0,5150,-4849832,-2052096,-4849832,-2052096,653725,638930,653725,638930,653725,85683500,37047844,85683500,37047844,29206311,14210037,29206311,14210037
(주)모헨즈,006920,2020/12,10920000,10920000,10920000,15,0,4785,-386205,-901746,-386205,-901746,158527,177344,158527,177344,158527,70745703,31728551,70745703,31728551,29879491,14824191,29879491,14824191
(주)모헨즈,006920,2020/12,10920000,10920000,10920000,15,0,4785,-386205,-901746,-386205,-901746,158527,177344,158527,177344,158527,70745703,31728551,70745703,31728551,29879491,14824191,29879491,14824191
(주)모헨즈,006920,2021/12,10920000,10920000,10920000,-27,0,5340,2789538,596120,2789538,596120,-295838,91871,-295838,91871,-295838,72814044,29821487,72814044,29821487,29990112,14200996,29990112,14200996
(주)모헨즈,006920,2021/12,10920000,10920000,10920000,-27,0,5340,2789538,596120,2789538,596120,-295838,91871,-295838,91871,-295838,72814044,29821487,72814044,29821487,29990112,14200996,29990112,14200996
(주)모헨즈,006920,2022/12,10920000,10920000,10920000,100,0,3480,2653789,2196514,2653789,2196514,1091639,2291376,1091639,2291376,1091639,90123542,38135564,90123542,38135564,32852078,15640388,32852078,15640388
(주)모헨즈,006920,2022/12,10920000,10920000,10920000,100,0,3480,2653789,2196514,2653789,2196514,1091639,2291376,1091639,2291376,1091639,90123542,38135564,90123542,38135564,32852078,15640388,32852078,15640388
(주)무궁화인포메이션테크놀로지,038340,2012/12,10061607,10061607,10061607,-487,0,2450,-2323493,-2089733,-2323493,-2089733,-4384000,-3903627,-4384885,-3903627,-4384885,59329052,56183179,59329052,56183179,10029358,9931968,10029358,9931968
(주)무궁화인포메이션테크놀로지,038340,2012/12,10061607,10061607,10061607,-487,0,2450,-2323493,-2089733,-2323493,-2089733,-4384000,-3903627,-4384885,-3903627,-4384885,59329052,56183179,59329052,56183179,10029358,9931968,10029358,9931968
(주)무궁화인포메이션테크놀로지,038340,2013/12,12430749,12430749,12430749,-626,0,817,-11227773,-5660839,-11227773,-5660839,-6668000,-7036866,-6668094,-7036866,-6668094,135482264,116388849,135482264,116388849,5202727,5513013,5202727,5513013
(주)무궁화인포메이션테크놀로지,038340,2013/12,12430749,12430749,12430749,-626,0,817,-11227773,-5660839,-11227773,-5660839,-6668000,-7036866,-6668094,-7036866,-6668094,135482264,116388849,135482264,116388849,5202727,5513013,5202727,5513013
(주)무궁화인포메이션테크놀로지,038340,2014/12,38955477,38955477,38955477,-312,0,1995,-5731256,-4816285,-5731256,-4816285,-7468478,-11777842,-12268478,-11777842,-12268478,24706173,22104008,24706173,22104008,14091745,13205152,14091745,13205152
(주)무궁화인포메이션테크놀로지,038340,2014/12,38955477,38955477,38955477,-312,0,1995,-5731256,-4816285,-5731256,-4816285,-7468478,-11777842,-12268478,-11777842,-12268478,24706173,22104008,24706173,22104008,14091745,13205152,14091745,13205152
(주)무궁화인포메이션테크놀로지,038340,2015/12,44786952,44786952,44786952,-149,0,1750,-5077644,-6425808,-5077644,-6425808,-6465852,-6293399,-5482611,-6293399,-5482611,13792580,10582442,13792580,10582442,18290529,17899775,18290529,17899775
(주)무궁화인포메이션테크놀로지,038340,2015/12,44786952,44786952,44786952,-149,0,1750,-5077644,-6425808,-5077644,-6425808,-6465852,-6293399,-5482611,-6293399,-5482611,13792580,10582442,13792580,10582442,18290529,17899775,18290529,17899775
(주)무궁화인포메이션테크놀로지,038340,2016/12,54081666,54081666,54081666,-249,0,720,6039575,5954347,6039575,5954347,-11696382,-12044690,-11696382,-12044690,-11696382,23179702,16668766,23179702,16668766,14345894,14624238,14345894,14624238
(주)무궁화인포메이션테크놀로지,038340,2016/12,54081666,54081666,54081666,-249,0,720,6039575,5954347,6039575,5954347,-11696382,-12044690,-11696382,-12044690,-11696382,23179702,16668766,23179702,16668766,14345894,14624238,14345894,14624238
(주)무궁화인포메이션테크놀로지,038340,2017/12,11486547,11486547,11486547,-1147,0,3600,-1763945,-1798575,-1763945,-1798575,-12901318,-12992748,-12901318,-12992748,-12901318,19382735,15909320,19382735,15909320,3793413,4165400,3793413,4165400
(주)무궁화인포메이션테크놀로지,038340,2017/12,11486547,11486547,11486547,-1147,0,3600,-1763945,-1798575,-1763945,-1798575,-12901318,-12992748,-12901318,-12992748,-12901318,19382735,15909320,19382735,15909320,3793413,4165400,3793413,4165400
(주)무궁화인포메이션테크놀로지,038340,2018/12,13434453,13434453,13434453,-61,0,3600,-484697,-390389,-484697,-390389,-786005,-906769,-786005,-906769,-786005,19844787,16563714,19844787,16563714,9506155,9999416,9506155,9999416
(주)무궁화인포메이션테크놀로지,038340,2018/12,13434453,13434453,13434453,-61,0,3600,-484697,-390389,-484697,-390389,-786005,-906769,-786005,-906769,-786005,19844787,16563714,19844787,16563714,9506155,9999416,9506155,9999416
(주)무궁화인포메이션테크놀로지,038340,2019/12,33115421,33115421,33115421,-389,0,4080,-12815991,-11510675,-12815991,-11510675,-9003456,-8597032,-9003456,-8597032,-9003456,18724543,15454839,18724543,15454839,37148024,36851290,37148024,36851290
(주)무궁화인포메이션테크놀로지,038340,2019/12,33115421,33115421,33115421,-389,0,4080,-12815991,-11510675,-12815991,-11510675,-9003456,-8597032,-9003456,-8597032,-9003456,18724543,15454839,18724543,15454839,37148024,36851290,37148024,36851290
(주)무궁화인포메이션테크놀로지,038340,2020/12,37397367,37397367,37397367,-386,0,2240,-1475265,-3072302,-1475265,-3072302,-13326158,-16098401,-13326158,-16098401,-13326158,10992659,8950191,10992659,8950191,26544598,27638683,26544598,27638683
(주)무궁화인포메이션테크놀로지,038340,2020/12,37397367,37397367,37397367,-386,0,2240,-1475265,-3072302,-1475265,-3072302,-13326158,-16098401,-13326158,-16098401,-13326158,10992659,8950191,10992659,8950191,26544598,27638683,26544598,27638683
(주)무궁화인포메이션테크놀로지,038340,2021/12,12465789,12465789,12465789,-352,0,1335,-990252,-2043137,-990252,-2043137,-12192636,-7297927,-8293226,-7297927,-8293226,10076952,5671448,10076952,5671448,322154,-793508,322154,-793508
(주)무궁화인포메이션테크놀로지,038340,2021/12,12465789,12465789,12465789,-352,0,1335,-990252,-2043137,-990252,-2043137,-12192636,-7297927,-8293226,-7297927,-8293226,10076952,5671448,10076952,5671448,322154,-793508,322154,-793508
(주)무궁화인포메이션테크놀로지,038340,2022/12,12734298,12734298,12734298,-994,0,2040,-6916372,-6983462,-6916372,-6983462,-4097423,-4346315,-4097423,-4346315,-4097423,5993110,3226388,5993110,3226388,5043511,4117370,5043511,4117370
(주)무궁화인포메이션테크놀로지,038340,2022/12,12734298,12734298,12734298,-994,0,2040,-6916372,-6983462,-6916372,-6983462,-4097423,-4346315,-4097423,-4346315,-4097423,5993110,3226388,5993110,3226388,5043511,4117370,5043511,4117370
(주)미래생명자원,218150,2015/12,3530000,3530000,3530000,6,0,2025,,,,,17266,,,,,,,,,,,,
(주)미래생명자원,218150,2015/12,3530000,3530000,3530000,6,0,2025,,,,,17266,,,,,,,,,,,,
(주)미래생명자원,218150,2016/12,3530000,3530000,3530000,17,0,2040,,,,,59492,,,,,,,,,,,,
(주)미래생명자원,218150,2016/12,3530000,3530000,3530000,17,0,2040,,,,,59492,,,,,,,,,,,,
(주)미래생명자원,218150,2017/12,17101424,17101424,17101424,-507,0,3165,4183573,4549596,4183573,4549596,-1789325,-2000528,-1789325,-2000528,-1789325,40926676,27968934,40926676,27968934,24663635,24633288,24663635,24633288
(주)미래생명자원,218150,2017/12,17101424,17101424,17101424,-507,0,3165,4183573,4549596,4183573,4549596,-1789325,-2000528,-1789325,-2000528,-1789325,40926676,27968934,40926676,27968934,24663635,24633288,24663635,24633288
(주)미래생명자원,218150,2018/12,18671428,18671428,18671428,103,0,3015,-477752,1037539,-477752,1037539,1757094,1776467,1757094,1776467,1757094,35199454,23636944,35199454,23636944,28422516,28368317,28422516,28368317
(주)미래생명자원,218150,2018/12,18671428,18671428,18671428,103,0,3015,-477752,1037539,-477752,1037539,1757094,1776467,1757094,1776467,1757094,35199454,23636944,35199454,23636944,28422516,28368317,28422516,28368317
(주)미래생명자원,218150,2019/12,18671428,18671428,18671428,59,0,2890,3563831,2424356,3563831,2424356,1052412,1029761,1052412,1029761,1052412,50079355,31780152,50079355,31780152,29660968,29624944,29660968,29624944
(주)미래생명자원,218150,2019/12,18671428,18671428,18671428,59,0,2890,3563831,2424356,3563831,2424356,1052412,1029761,1052412,1029761,1052412,50079355,31780152,50079355,31780152,29660968,29624944,29660968,29624944
(주)미래생명자원,218150,2020/12,18671428,18671428,18671428,58,0,3010,848311,2547547,848311,2547547,1023375,953203,1023375,953203,1023375,47497014,32095122,47497014,32095122,30687261,30590993,30687261,30590993
(주)미래생명자원,218150,2020/12,18671428,18671428,18671428,58,0,3010,848311,2547547,848311,2547547,1023375,953203,1023375,953203,1023375,47497014,32095122,47497014,32095122,30687261,30590993,30687261,30590993
(주)미래생명자원,218150,2021/12,18671428,18671428,18671428,64,0,3975,2982495,1131495,2982495,1131495,1136165,1078926,1136165,1078926,1136165,66668151,39687874,66668151,39687874,33059270,33015015,33059270,33015015
(주)미래생명자원,218150,2021/12,18671428,18671428,18671428,64,0,3975,2982495,1131495,2982495,1131495,1136165,1078926,1136165,1078926,1136165,66668151,39687874,66668151,39687874,33059270,33015015,33059270,33015015
(주)미래생명자원,218150,2022/12,19895844,19895844,19895844,48,0,3850,1192029,1207947,1192029,1207947,893827,878147,893827,878147,893827,75635322,47914278,75635322,47914278,40834829,40785906,40834829,40785906
(주)미래생명자원,218150,2022/12,19895844,19895844,19895844,48,0,3850,1192029,1207947,1192029,1207947,893827,878147,893827,878147,893827,75635322,47914278,75635322,47914278,40834829,40785906,40834829,40785906
(주)미래아이앤지,007120,2012/12,23090245,23090245,23090245,10,0,4340,2265,-206442,2265,-206442,204000,418691,204569,418691,204569,35018015,29093225,35018015,29093225,25184964,24914662,25184964,24914662
(주)미래아이앤지,007120,2012/12,23090245,23090245,23090245,10,0,4340,2265,-206442,2265,-206442,204000,418691,204569,418691,204569,35018015,29093225,35018015,29093225,25184964,24914662,25184964,24914662
(주)미래아이앤지,007120,2013/12,23638191,23638191,23638191,-535,0,2120,-5235835,-4889169,-5235835,-4889169,-11786000,-12193462,-11785709,-12193462,-11785709,26771535,20817874,26771535,20817874,18238809,18566476,18238809,18566476
(주)미래아이앤지,007120,2013/12,23638191,23638191,23638191,-535,0,2120,-5235835,-4889169,-5235835,-4889169,-11786000,-12193462,-11785709,-12193462,-11785709,26771535,20817874,26771535,20817874,18238809,18566476,18238809,18566476
(주)미래아이앤지,007120,2014/12,53522468,53522468,53522468,-711,0,1090,-3057062,-2641181,-3057062,-2641181,-18645902,-18683618,-18645902,-18683618,-18645902,18787582,12770595,18787582,12770595,37819309,37801399,37819309,37801399
(주)미래아이앤지,007120,2014/12,53522468,53522468,53522468,-711,0,1090,-3057062,-2641181,-3057062,-2641181,-18645902,-18683618,-18645902,-18683618,-18645902,18787582,12770595,18787582,12770595,37819309,37801399,37819309,37801399
(주)미래아이앤지,007120,2015/12,58156940,58156940,58156940,28,0,2605,179548,234185,179548,234185,1495936,1178478,1495936,1178478,1495936,9161388,8987068,9161388,8987068,44999007,45298554,44999007,45298554
(주)미래아이앤지,007120,2015/12,58156940,58156940,58156940,28,0,2605,179548,234185,179548,234185,1495936,1178478,1495936,1178478,1495936,9161388,8987068,9161388,8987068,44999007,45298554,44999007,45298554
(주)미래아이앤지,007120,2016/12,63587319,63587319,63587319,-44,0,1355,-3542391,-3086646,-3542391,-3086646,-2539211,-2343831,-2539211,-2343831,-2539211,9828639,9871808,9828639,9871808,49241367,49226922,49241367,49226922
(주)미래아이앤지,007120,2016/12,63587319,63587319,63587319,-44,0,1355,-3542391,-3086646,-3542391,-3086646,-2539211,-2343831,-2539211,-2343831,-2539211,9828639,9871808,9828639,9871808,49241367,49226922,49241367,49226922
(주)미래아이앤지,007120,2017/12,103587319,103587319,103587319,-41,0,541,-1281417,-1026522,-1281417,-1026522,-2986976,-2696717,-2986976,-2696717,-2986976,7707135,8033295,7707135,8033295,65701893,65643966,65701893,65643966
(주)미래아이앤지,007120,2017/12,103587319,103587319,103587319,-41,0,541,-1281417,-1026522,-1281417,-1026522,-2986976,-2696717,-2986976,-2696717,-2986976,7707135,8033295,7707135,8033295,65701893,65643966,65701893,65643966
(주)미래아이앤지,007120,2018/12,103587319,103587319,103587319,-104,0,410,-3032397,-3026903,-3032397,-3026903,-10729311,-10844132,-10729311,-10844132,-10729311,6445366,6453616,6445366,6453616,55133482,55201008,55133482,55201008
(주)미래아이앤지,007120,2018/12,103587319,103587319,103587319,-104,0,410,-3032397,-3026903,-3032397,-3026903,-10729311,-10844132,-10729311,-10844132,-10729311,6445366,6453616,6445366,6453616,55133482,55201008,55133482,55201008
(주)미래아이앤지,007120,2019/12,129484148,129484148,129484148,107,0,325,-2201314,-2246262,-2201314,-2246262,13822110,14020545,13822110,14020545,13822110,7476808,7479208,7476808,7479208,69585331,69544461,69585331,69544461
(주)미래아이앤지,007120,2019/12,129484148,129484148,129484148,107,0,325,-2201314,-2246262,-2201314,-2246262,13822110,14020545,13822110,14020545,13822110,7476808,7479208,7476808,7479208,69585331,69544461,69585331,69544461
(주)미래아이앤지,007120,2020/12,129484148,129484148,129484148,151,0,394,2983007,2884049,2983007,2884049,19459415,19673712,19459415,19673712,19459415,5770766,5772566,5770766,5772566,89466729,89002640,89466729,89002640
(주)미래아이앤지,007120,2020/12,129484148,129484148,129484148,151,0,394,2983007,2884049,2983007,2884049,19459415,19673712,19459415,19673712,19459415,5770766,5772566,5770766,5772566,89466729,89002640,89466729,89002640
(주)미래아이앤지,007120,2021/12,129484148,129484148,129484148,-141,0,470,,2019891,,2019891,-18081303,,-18081303,,-18081303,,7807922,,7807922,,71080377,,71080377
(주)미래아이앤지,007120,2021/12,129484148,129484148,129484148,-141,0,470,,2019891,,2019891,-18081303,,-18081303,,-18081303,,7807922,,7807922,,71080377,,71080377
(주)미래아이앤지,007120,2022/12,139417924,139417924,139417924,-46,0,280,5712596,5844313,5712596,5844313,-6027838,-3042386,-6027838,-3042386,-6027838,12828359,12828959,12828359,12828959,69431663,68312587,69431663,68312587
(주)미래아이앤지,007120,2022/12,139417924,139417924,139417924,-46,0,280,5712596,5844313,5712596,5844313,-6027838,-3042386,-6027838,-3042386,-6027838,12828359,12828959,12828359,12828959,69431663,68312587,69431663,68312587
(주)미래컴퍼니,049950,2012/12,7660828,7660828,7660828,1879,0,14350,3003812,2797698,3003812,2797698,12906000,12809570,12906101,12809570,12906101,96358872,89985775,96358872,89985775,70942685,70712549,70942685,70712549
(주)미래컴퍼니,049950,2012/12,7660828,7660828,7660828,1879,0,14350,3003812,2797698,3003812,2797698,12906000,12809570,12906101,12809570,12906101,96358872,89985775,96358872,89985775,70942685,70712549,70942685,70712549
(주)미래컴퍼니,049950,2013/12,7660828,7660828,7660828,-273,0,5710,33581192,33660349,33581192,33660349,-1872000,-1151107,-1872248,-1151107,-1872248,63723303,57945937,63723303,57945937,69073870,68129541,69073870,68129541
(주)미래컴퍼니,049950,2013/12,7660828,7660828,7660828,-273,0,5710,33581192,33660349,33581192,33660349,-1872000,-1151107,-1872248,-1151107,-1872248,63723303,57945937,63723303,57945937,69073870,68129541,69073870,68129541
(주)미래컴퍼니,049950,2014/12,7660828,7660828,7660828,-955,0,6540,-2664443,-3414355,-2664443,-3414355,-6520961,-7323706,-6520961,-7323706,-6520961,44756184,37332766,44756184,37332766,61586785,61459448,61586785,61459448
(주)미래컴퍼니,049950,2014/12,7660828,7660828,7660828,-955,0,6540,-2664443,-3414355,-2664443,-3414355,-6520961,-7323706,-6520961,-7323706,-6520961,44756184,37332766,44756184,37332766,61586785,61459448,61586785,61459448
(주)미래컴퍼니,049950,2015/12,7660828,7660828,7660828,475,0,10550,-2619108,-3081787,-2619108,-3081787,3223406,3316368,3223406,3316368,3223406,62403918,55796793,62403918,55796793,64651035,64473629,64651035,64473629
(주)미래컴퍼니,049950,2015/12,7660828,7660828,7660828,475,0,10550,-2619108,-3081787,-2619108,-3081787,3223406,3316368,3223406,3316368,3223406,62403918,55796793,62403918,55796793,64651035,64473629,64651035,64473629
(주)미래컴퍼니,049950,2016/12,7660828,7660828,7660828,957,0,19400,-1178659,-2018072,-1178659,-2018072,6488535,7319794,6488535,7319794,6488535,80414537,74306879,80414537,74306879,71310313,70296452,71310313,70296452
(주)미래컴퍼니,049950,2016/12,7660828,7660828,7660828,957,0,19400,-1178659,-2018072,-1178659,-2018072,6488535,7319794,6488535,7319794,6488535,80414537,74306879,80414537,74306879,71310313,70296452,71310313,70296452
(주)미래컴퍼니,049950,2017/12,7660828,7660828,7660828,4049,0,89500,39041529,38620041,39041529,38620041,27481520,28167918,27481520,28167918,27481520,181450622,175260490,181450622,175260490,98846196,97156526,98846196,97156526
(주)미래컴퍼니,049950,2017/12,7660828,7660828,7660828,4049,0,89500,39041529,38620041,39041529,38620041,27481520,28167918,27481520,28167918,27481520,181450622,175260490,181450622,175260490,98846196,97156526,98846196,97156526
(주)미래컴퍼니,049950,2018/12,7864540,7864540,7864540,2743,0,49500,6622562,6465369,6622562,6465369,19059562,19750203,19059562,19750203,19059562,213396156,206951173,213396156,206951173,103364112,100956597,103364112,100956597
(주)미래컴퍼니,049950,2018/12,7864540,7864540,7864540,2743,0,49500,6622562,6465369,6622562,6465369,19059562,19750203,19059562,19750203,19059562,213396156,206951173,213396156,206951173,103364112,100956597,103364112,100956597
(주)미래컴퍼니,049950,2019/12,8144232,8144232,8144232,1606,0,35500,15465626,14852065,15465626,14852065,11571786,11959900,11571786,11959900,11571786,97432267,92458445,97432267,92458445,112907877,110081604,112907877,110081604
(주)미래컴퍼니,049950,2019/12,8144232,8144232,8144232,1606,0,35500,15465626,14852065,15465626,14852065,11571786,11959900,11571786,11959900,11571786,97432267,92458445,97432267,92458445,112907877,110081604,112907877,110081604
(주)미래컴퍼니,049950,2020/12,8362306,8362306,8362306,-2038,0,39700,-14852051,-15095348,-14852051,-15095348,-15151059,-14478671,-15151059,-14478671,-15151059,58944869,54225570,58944869,54225570,96754982,93230909,96754982,93230909
(주)미래컴퍼니,049950,2020/12,8362306,8362306,8362306,-2038,0,39700,-14852051,-15095348,-14852051,-15095348,-15151059,-14478671,-15151059,-14478671,-15151059,58944869,54225570,58944869,54225570,96754982,93230909,96754982,93230909
(주)미래컴퍼니,049950,2021/12,8362306,8362306,8362306,980,0,32650,24566611,24750996,24566611,24750996,7335759,6426767,7335759,6426767,7335759,116380647,110910566,116380647,110910566,104041683,101478211,104041683,101478211
(주)미래컴퍼니,049950,2021/12,8362306,8362306,8362306,980,0,32650,24566611,24750996,24566611,24750996,7335759,6426767,7335759,6426767,7335759,116380647,110910566,116380647,110910566,104041683,101478211,104041683,101478211
(주)미래컴퍼니,049950,2022/12,8586820,8586820,8586820,3646,0,17650,10680305,10045493,10680305,10045493,27895753,29293725,27895753,29293725,27895753,154857082,149558261,154857082,149558261,132881566,128829543,132881566,128829543
(주)미래컴퍼니,049950,2022/12,8586820,8586820,8586820,3646,0,17650,10680305,10045493,10680305,10045493,27895753,29293725,27895753,29293725,27895753,154857082,149558261,154857082,149558261,132881566,128829543,132881566,128829543
(주)미코,059090,2012/12,23911794,23911794,23911794,49,0,2485,9273299,3777146,9273299,3777146,1078000,4142620,1078484,4142620,1078484,130434043,76330410,130434043,76330410,50104917,55273269,50104917,55273269
(주)미코,059090,2012/12,23911794,23911794,23911794,49,0,2485,9273299,3777146,9273299,3777146,1078000,4142620,1078484,4142620,1078484,130434043,76330410,130434043,76330410,50104917,55273269,50104917,55273269
(주)미코,059090,2013/12,23911794,23911794,23911794,-842,0,2065,-7006612,410304,-7006612,410304,-19198000,-26961826,-19198189,-26961826,-19198189,123649349,65180746,123649349,65180746,43392111,41152363,43392111,41152363
(주)미코,059090,2013/12,23911794,23911794,23911794,-842,0,2065,-7006612,410304,-7006612,410304,-19198000,-26961826,-19198189,-26961826,-19198189,123649349,65180746,123649349,65180746,43392111,41152363,43392111,41152363
(주)미코,059090,2014/12,23911794,23911794,23911794,68,0,1490,2354232,-1564195,2354232,-1564195,1592660,386233,1592660,386233,1592660,135982035,45147713,135982035,45147713,55228771,41097307,55228771,41097307
(주)미코,059090,2014/12,23911794,23911794,23911794,68,0,1490,2354232,-1564195,2354232,-1564195,1592660,386233,1592660,386233,1592660,135982035,45147713,135982035,45147713,55228771,41097307,55228771,41097307
(주)미코,059090,2015/12,25935401,25935401,25935401,21,0,2540,18742514,6143915,18742514,6143915,514911,6595194,514911,6595194,514911,121532809,43616229,121532809,43616229,65007405,45706544,65007405,45706544
(주)미코,059090,2015/12,25935401,25935401,25935401,21,0,2540,18742514,6143915,18742514,6143915,514911,6595194,514911,6595194,514911,121532809,43616229,121532809,43616229,65007405,45706544,65007405,45706544
(주)미코,059090,2016/12,28061033,28061033,28061033,-56,0,3130,10715504,1402776,10715504,1402776,-1504792,5614080,-1504792,5614080,-1504792,140956669,49599720,140956669,49599720,78853978,47093311,78853978,47093311
(주)미코,059090,2016/12,28061033,28061033,28061033,-56,0,3130,10715504,1402776,10715504,1402776,-1504792,5614080,-1504792,5614080,-1504792,140956669,49599720,140956669,49599720,78853978,47093311,78853978,47093311
(주)미코,059090,2017/12,31316603,31316603,31316603,185,0,4010,35993548,11095495,35993548,11095495,5593862,19070364,5593862,19070364,5593862,183916090,71147376,183916090,71147376,116850457,57438840,116850457,57438840
(주)미코,059090,2017/12,31316603,31316603,31316603,185,0,4010,35993548,11095495,35993548,11095495,5593862,19070364,5593862,19070364,5593862,183916090,71147376,183916090,71147376,116850457,57438840,116850457,57438840
(주)미코,059090,2018/12,31316603,31316603,31316603,184,0,4680,34614739,5799715,34614739,5799715,5671199,32320310,5671199,32320310,5671199,227421583,80314284,227421583,80314284,148380626,62654865,148380626,62654865
(주)미코,059090,2018/12,31316603,31316603,31316603,184,0,4680,34614739,5799715,34614739,5799715,5671199,32320310,5671199,32320310,5671199,227421583,80314284,227421583,80314284,148380626,62654865,148380626,62654865
(주)미코,059090,2019/12,31316603,31316603,31316603,141,0,5770,44813999,7321715,44813999,7321715,4354942,21975621,4354942,21975621,4354942,236170142,81371216,236170142,81371216,168787395,66026858,168787395,66026858
(주)미코,059090,2019/12,31316603,31316603,31316603,141,0,5770,44813999,7321715,44813999,7321715,4354942,21975621,4354942,21975621,4354942,236170142,81371216,236170142,81371216,168787395,66026858,168787395,66026858
(주)미코,059090,2020/12,31316603,31316603,31316603,-200,0,15100,53411657,-1363122,53411657,-1363122,-6135895,26608500,-6135895,26608500,-6135895,280899055,46650153,280899055,46650153,234522935,52995307,234522935,52995307
(주)미코,059090,2020/12,31316603,31316603,31316603,-200,0,15100,53411657,-1363122,53411657,-1363122,-6135895,26608500,-6135895,26608500,-6135895,280899055,46650153,280899055,46650153,234522935,52995307,234522935,52995307
(주)미코,059090,2021/12,33416778,33416778,33416778,1695,0,14450,79762641,1238750,79762641,1238750,52296522,21811609,52296522,21811609,52296522,365490681,43428375,365490681,43428375,379471316,210220442,379471316,210220442
(주)미코,059090,2021/12,33416778,33416778,33416778,1695,0,14450,79762641,1238750,79762641,1238750,52296522,21811609,52296522,21811609,52296522,365490681,43428375,365490681,43428375,379471316,210220442,379471316,210220442
(주)미코,059090,2022/12,33416778,33416778,33416778,-1504,0,7330,80429298,-936289,80429298,-936289,-47636826,-31225947,-47636826,-31225947,-47636826,414832269,49553543,414832269,49553543,376300040,161330233,376300040,161330233
(주)미코,059090,2022/12,33416778,33416778,33416778,-1504,0,7330,80429298,-936289,80429298,-936289,-47636826,-31225947,-47636826,-31225947,-47636826,414832269,49553543,414832269,49553543,376300040,161330233,376300040,161330233
(주)미코바이오메드,214610,2020/12,18151744,18151744,18151744,-470,0,11250,-18678765,-18472628,-18678765,-18472628,-6853476,-5775658,-6853476,-5775658,-6853476,45671908,45721879,45671908,45721879,55942072,55618617,55942072,55618617
(주)미코바이오메드,214610,2020/12,18151744,18151744,18151744,-470,0,11250,-18678765,-18472628,-18678765,-18472628,-6853476,-5775658,-6853476,-5775658,-6853476,45671908,45721879,45671908,45721879,55942072,55618617,55942072,55618617
(주)미코바이오메드,214610,2021/12,18296767,18296767,18296767,-586,0,9100,-8600017,-8461073,-8600017,-8461073,-10703549,-10585393,-10703549,-10585393,-10703549,30302076,30302076,30302076,30302076,52233619,51611093,52233619,51611093
(주)미코바이오메드,214610,2021/12,18296767,18296767,18296767,-586,0,9100,-8600017,-8461073,-8600017,-8461073,-10703549,-10585393,-10703549,-10585393,-10703549,30302076,30302076,30302076,30302076,52233619,51611093,52233619,51611093
(주)미코바이오메드,214610,2022/12,18308101,18308101,18308101,-2041,0,4800,-14005992,-11852561,-14005992,-11852561,-37340146,-38919206,-37340146,-38919206,-37340146,16111429,16099163,16111429,16099163,17639472,17840192,17639472,17840192
(주)미코바이오메드,214610,2022/12,18308101,18308101,18308101,-2041,0,4800,-14005992,-11852561,-14005992,-11852561,-37340146,-38919206,-37340146,-38919206,-37340146,16111429,16099163,16111429,16099163,17639472,17840192,17639472,17840192
(주)미투온,201490,2016/12,30126122,30126122,30126122,81,0,12000,1760231,1344965,1760231,1344965,2004021,3096444,2004021,3096444,2004021,17042857,14145588,17042857,14145588,45505032,44601432,45505032,44601432
(주)미투온,201490,2016/12,30126122,0,30126122,81,0,12000,1760231,1344965,1760231,1344965,2004021,3096444,2004021,3096444,2004021,17042857,14145588,17042857,14145588,45505032,44601432,45505032,44601432
(주)미투온,201490,2016/12,30126122,30126122,30126122,81,0,12000,1760231,1344965,1760231,1344965,2004021,3096444,2004021,3096444,2004021,17042857,14145588,17042857,14145588,45505032,44601432,45505032,44601432
(주)미투온,201490,2017/12,31007770,0,31007770,18,0,7970,2182479,-320371,2182479,-320371,545450,3057265,545450,3057265,545450,27209665,14815586,27209665,14815586,65519695,54088061,65519695,54088061
(주)미투온,201490,2017/12,31007770,31007770,31007770,18,0,7970,2182479,-320371,2182479,-320371,545450,3057265,545450,3057265,545450,27209665,14815586,27209665,14815586,65519695,54088061,65519695,54088061
