회사명,거래소코드,회계년도,종가(원)
SGA시스템즈,232290,2016/03,3240
SGA시스템즈,232290,2016/04,5000
SGA시스템즈,232290,2016/05,4350
SGA시스템즈,232290,2016/06,4150
SGA시스템즈,232290,2016/07,4300
SGA시스템즈,232290,2016/08,3700
SGA시스템즈,232290,2016/09,3750
SGA시스템즈,232290,2016/10,3600
SGA시스템즈,232290,2016/11,3250
SGA시스템즈,232290,2016/12,3700
SGA시스템즈,232290,2017/01,3640
SGA시스템즈,232290,2017/02,3450
SGA시스템즈,232290,2017/03,3270
SGA시스템즈,232290,2017/04,3330
SGA시스템즈,232290,2017/05,3330
SGA시스템즈,232290,2017/06,3330
SGA시스템즈,232290,2017/07,3150
SGA시스템즈,232290,2017/08,2980
SGA시스템즈,232290,2017/09,2980
SGA시스템즈,232290,2017/10,2980
SGA시스템즈,232290,2017/11,2980
SGA시스템즈,232290,2017/12,2980
SK시그넷,260870,2017/08,5520
SK시그넷,260870,2017/09,9450
SK시그넷,260870,2017/10,8920
SK시그넷,260870,2017/11,10400
SK시그넷,260870,2017/12,10450
SK시그넷,260870,2018/01,18500
SK시그넷,260870,2018/02,15900
SK시그넷,260870,2018/03,16000
SK시그넷,260870,2018/04,16150
SK시그넷,260870,2018/05,14000
SK시그넷,260870,2018/06,12300
SK시그넷,260870,2018/07,12450
SK시그넷,260870,2018/08,11800
SK시그넷,260870,2018/09,11400
SK시그넷,260870,2018/10,10000
SK시그넷,260870,2018/11,11200
SK시그넷,260870,2018/12,12450
SK시그넷,260870,2019/01,11850
SK시그넷,260870,2019/02,11400
SK시그넷,260870,2019/03,13300
SK시그넷,260870,2019/04,12300
SK시그넷,260870,2019/05,11000
SK시그넷,260870,2019/06,11600
SK시그넷,260870,2019/07,10600
SK시그넷,260870,2019/08,10250
SK시그넷,260870,2019/09,9940
SK시그넷,260870,2019/10,9860
SK시그넷,260870,2019/11,7850
SK시그넷,260870,2019/12,8000
SK시그넷,260870,2020/01,10950
SK시그넷,260870,2020/02,11000
SK시그넷,260870,2020/03,7880
SK시그넷,260870,2020/04,8760
SK시그넷,260870,2020/05,9890
SK시그넷,260870,2020/06,9800
SK시그넷,260870,2020/07,10400
SK시그넷,260870,2020/08,14250
SK시그넷,260870,2020/09,13650
SK시그넷,260870,2020/10,12400
SK시그넷,260870,2020/11,24000
SK시그넷,260870,2020/12,24000
SK시그넷,260870,2021/01,26400
SK시그넷,260870,2021/02,26900
SK시그넷,260870,2021/03,37650
SK시그넷,260870,2021/04,63800
SK시그넷,260870,2021/05,60300
SK시그넷,260870,2021/06,60000
SK시그넷,260870,2021/07,60900
SK시그넷,260870,2021/08,63500
SK시그넷,260870,2021/09,58700
SK시그넷,260870,2021/10,52900
SK시그넷,260870,2021/11,51000
SK시그넷,260870,2021/12,50800
SK시그넷,260870,2022/01,49350
SK시그넷,260870,2022/02,47900
SK시그넷,260870,2022/03,51700
SK시그넷,260870,2022/04,59800
SK시그넷,260870,2022/05,55500
SK시그넷,260870,2022/06,48000
SK시그넷,260870,2022/07,53700
SK시그넷,260870,2022/08,48900
SK시그넷,260870,2022/09,39950
SK시그넷,260870,2022/10,39700
SK시그넷,260870,2022/11,44000
SK시그넷,260870,2022/12,40000
SK시그넷,260870,2023/01,40600
SK시그넷,260870,2023/02,39850
SK시그넷,260870,2023/03,43000
SK시그넷,260870,2023/04,51400
SK시그넷,260870,2023/05,53500
SK시그넷,260870,2023/06,54200
SK시그넷,260870,2023/07,50200
SK시그넷,260870,2023/08,43000
SK시그넷,260870,2023/09,39050
SK시그넷,260870,2023/10,31000
가이아코퍼레이션,296520,2023/06,5990
가이아코퍼레이션,296520,2023/07,5000
가이아코퍼레이션,296520,2023/08,5500
가이아코퍼레이션,296520,2023/09,5290
가이아코퍼레이션,296520,2023/10,5200
골프존데카,183410,2014/01,1995
골프존데카,183410,2014/02,1900
골프존데카,183410,2014/03,1610
골프존데카,183410,2014/04,1620
골프존데카,183410,2014/05,1620
골프존데카,183410,2014/06,1650
골프존데카,183410,2014/07,1500
골프존데카,183410,2014/08,1345
골프존데카,183410,2014/09,1355
골프존데카,183410,2014/10,1100
골프존데카,183410,2014/11,1265
골프존데카,183410,2014/12,850
골프존데카,183410,2015/01,701
골프존데카,183410,2015/02,622
골프존데카,183410,2015/03,1190
골프존데카,183410,2015/04,1120
골프존데카,183410,2015/05,600
골프존데카,183410,2015/06,892
골프존데카,183410,2015/07,925
골프존데카,183410,2015/08,851
골프존데카,183410,2015/09,1375
골프존데카,183410,2015/10,1100
골프존데카,183410,2015/11,1250
골프존데카,183410,2015/12,510
골프존데카,183410,2016/01,679
골프존데카,183410,2016/02,1110
골프존데카,183410,2016/03,569
골프존데카,183410,2016/04,675
골프존데카,183410,2016/05,781
골프존데카,183410,2016/06,651
골프존데카,183410,2016/07,505
골프존데카,183410,2016/08,560
골프존데카,183410,2016/09,595
골프존데카,183410,2016/10,661
골프존데카,183410,2016/11,450
골프존데카,183410,2016/12,435
골프존데카,183410,2017/01,450
골프존데카,183410,2017/02,511
골프존데카,183410,2017/03,330
골프존데카,183410,2017/04,380
골프존데카,183410,2017/05,523
골프존데카,183410,2017/06,593
골프존데카,183410,2017/07,625
골프존데카,183410,2017/08,500
골프존데카,183410,2017/09,700
골프존데카,183410,2017/10,380
골프존데카,183410,2017/11,400
골프존데카,183410,2017/12,472
골프존데카,183410,2018/01,567
골프존데카,183410,2018/02,410
골프존데카,183410,2018/03,345
골프존데카,183410,2018/04,691
골프존데카,183410,2018/05,1155
골프존데카,183410,2018/06,850
골프존데카,183410,2018/07,1150
골프존데카,183410,2018/08,860
골프존데카,183410,2018/09,1000
골프존데카,183410,2018/10,750
골프존데카,183410,2018/11,703
골프존데카,183410,2018/12,730
골프존데카,183410,2019/01,2200
골프존데카,183410,2019/02,2200
골프존데카,183410,2019/03,1950
골프존데카,183410,2019/04,2600
골프존데카,183410,2019/05,3000
골프존데카,183410,2019/06,2810
골프존데카,183410,2019/07,2100
골프존데카,183410,2019/08,1935
골프존데카,183410,2019/09,1830
골프존데카,183410,2019/10,1450
골프존데카,183410,2019/11,1430
골프존데카,183410,2019/12,1145
골프존데카,183410,2020/01,1580
골프존데카,183410,2020/02,1500
골프존데카,183410,2020/03,2095
골프존데카,183410,2020/04,1890
골프존데카,183410,2020/05,1285
골프존데카,183410,2020/06,1900
골프존데카,183410,2020/07,1630
골프존데카,183410,2020/08,1155
골프존데카,183410,2020/09,1300
골프존데카,183410,2020/10,1350
골프존데카,183410,2020/11,1600
골프존데카,183410,2020/12,1535
골프존데카,183410,2021/01,1490
골프존데카,183410,2021/02,1415
골프존데카,183410,2021/03,1555
골프존데카,183410,2021/04,1665
골프존데카,183410,2021/05,3140
골프존데카,183410,2021/06,2950
골프존데카,183410,2021/07,2580
골프존데카,183410,2021/08,2755
골프존데카,183410,2021/09,2500
골프존데카,183410,2021/10,2500
골프존데카,183410,2021/11,2450
골프존데카,183410,2021/12,2590
골프존데카,183410,2022/01,2670
골프존데카,183410,2022/02,2445
골프존데카,183410,2022/03,3980
골프존데카,183410,2022/04,6080
골프존데카,183410,2022/05,5200
골프존데카,183410,2022/06,4450
골프존데카,183410,2022/07,4385
골프존데카,183410,2022/08,4495
골프존데카,183410,2022/09,3240
골프존데카,183410,2022/10,3280
골프존데카,183410,2022/11,2700
골프존데카,183410,2022/12,2660
골프존데카,183410,2023/01,2475
골프존데카,183410,2023/02,2460
골프존데카,183410,2023/03,2250
골프존데카,183410,2023/04,2240
골프존데카,183410,2023/05,1900
골프존데카,183410,2023/06,1990
골프존데카,183410,2023/07,1650
골프존데카,183410,2023/08,1002
골프존데카,183410,2023/09,1347
골프존데카,183410,2023/10,1000
관악산업,076340,2015/05,3000
관악산업,076340,2015/06,3350
관악산업,076340,2015/07,4090
관악산업,076340,2015/08,3950
관악산업,076340,2015/09,3145
관악산업,076340,2015/10,3500
관악산업,076340,2015/11,4590
관악산업,076340,2015/12,3490
관악산업,076340,2016/01,3100
관악산업,076340,2016/02,3050
관악산업,076340,2016/03,3990
관악산업,076340,2016/04,3370
관악산업,076340,2016/05,3220
관악산업,076340,2016/06,3300
관악산업,076340,2016/07,3550
관악산업,076340,2016/08,3440
관악산업,076340,2016/09,3760
관악산업,076340,2016/10,3200
관악산업,076340,2016/11,3250
관악산업,076340,2016/12,3100
관악산업,076340,2017/01,3395
관악산업,076340,2017/02,3555
관악산업,076340,2017/03,3990
관악산업,076340,2017/04,4210
관악산업,076340,2017/05,6450
관악산업,076340,2017/06,5000
관악산업,076340,2017/07,5010
관악산업,076340,2017/08,5590
관악산업,076340,2017/09,4970
관악산업,076340,2017/10,5490
관악산업,076340,2017/11,6040
관악산업,076340,2017/12,5100
관악산업,076340,2018/01,5640
관악산업,076340,2018/02,5100
관악산업,076340,2018/03,5010
관악산업,076340,2018/04,5500
관악산업,076340,2018/05,6800
관악산업,076340,2018/06,6570
관악산업,076340,2018/07,5650
관악산업,076340,2018/08,5930
관악산업,076340,2018/09,5470
관악산업,076340,2018/10,4420
관악산업,076340,2018/11,4995
관악산업,076340,2018/12,4695
관악산업,076340,2019/01,5630
관악산업,076340,2019/02,4485
관악산업,076340,2019/03,4500
관악산업,076340,2019/04,4500
관악산업,076340,2019/05,4995
관악산업,076340,2019/06,4350
관악산업,076340,2019/07,4490
관악산업,076340,2019/08,4780
관악산업,076340,2019/09,4355
관악산업,076340,2019/10,4295
관악산업,076340,2019/11,4895
관악산업,076340,2019/12,4285
관악산업,076340,2020/01,5000
관악산업,076340,2020/02,4645
관악산업,076340,2020/03,4955
관악산업,076340,2020/04,4985
관악산업,076340,2020/05,4720
관악산업,076340,2020/06,4790
관악산업,076340,2020/07,5270
관악산업,076340,2020/08,5850
관악산업,076340,2020/09,6180
관악산업,076340,2020/10,5910
관악산업,076340,2020/11,6120
관악산업,076340,2020/12,6100
관악산업,076340,2021/01,6200
관악산업,076340,2021/02,6230
관악산업,076340,2021/03,6200
관악산업,076340,2021/04,6080
관악산업,076340,2021/05,6290
관악산업,076340,2021/06,6300
관악산업,076340,2021/07,6870
관악산업,076340,2021/08,7490
관악산업,076340,2021/09,9980
관악산업,076340,2021/10,10950
관악산업,076340,2021/11,7790
관악산업,076340,2021/12,7960
관악산업,076340,2022/01,7350
관악산업,076340,2022/02,7450
관악산업,076340,2022/03,7020
관악산업,076340,2022/04,7470
관악산업,076340,2022/05,7230
관악산업,076340,2022/06,7190
관악산업,076340,2022/07,6690
관악산업,076340,2022/08,6020
관악산업,076340,2022/09,6360
관악산업,076340,2022/10,5860
관악산업,076340,2022/11,6300
관악산업,076340,2022/12,5500
관악산업,076340,2023/01,5770
관악산업,076340,2023/02,5750
관악산업,076340,2023/03,5590
관악산업,076340,2023/04,5930
관악산업,076340,2023/05,5990
관악산업,076340,2023/06,6770
관악산업,076340,2023/07,6890
관악산업,076340,2023/08,6180
관악산업,076340,2023/09,5660
관악산업,076340,2023/10,5980
구스앤홈,329050,2019/07,14600
구스앤홈,329050,2019/08,9650
구스앤홈,329050,2019/09,9600
구스앤홈,329050,2019/10,12000
구스앤홈,329050,2019/11,13500
구스앤홈,329050,2019/12,12000
구스앤홈,329050,2020/01,12300
구스앤홈,329050,2020/02,6490
구스앤홈,329050,2020/03,3330
구스앤홈,329050,2020/04,3330
구스앤홈,329050,2020/05,3330
구스앤홈,329050,2020/06,3330
구스앤홈,329050,2020/07,3330
구스앤홈,329050,2020/08,3330
구스앤홈,329050,2020/09,3330
구스앤홈,329050,2020/10,3330
구스앤홈,329050,2020/11,3330
구스앤홈,329050,2020/12,3330
구스앤홈,329050,2021/01,3330
구스앤홈,329050,2021/02,3330
구스앤홈,329050,2021/03,3330
구스앤홈,329050,2021/04,100
굿센,243870,2016/10,28000
굿센,243870,2016/11,20000
굿센,243870,2016/12,14700
굿센,243870,2017/01,21000
굿센,243870,2017/02,17000
굿센,243870,2017/03,21350
굿센,243870,2017/04,18000
굿센,243870,2017/05,18300
굿센,243870,2017/06,39900
굿센,243870,2017/07,22150
굿센,243870,2017/08,18550
굿센,243870,2017/09,41100
굿센,243870,2017/10,27500
굿센,243870,2017/11,31050
굿센,243870,2017/12,50500
굿센,243870,2018/01,20950
굿센,243870,2018/02,21800
굿센,243870,2018/03,15350
굿센,243870,2018/04,26850
굿센,243870,2018/05,17800
굿센,243870,2018/06,24550
굿센,243870,2018/07,19200
굿센,243870,2018/08,18000
굿센,243870,2018/09,26300
굿센,243870,2018/10,24100
굿센,243870,2018/11,16250
굿센,243870,2018/12,25900
굿센,243870,2019/01,18150
굿센,243870,2019/02,12750
굿센,243870,2019/03,20550
굿센,243870,2019/04,16000
굿센,243870,2019/05,20950
굿센,243870,2019/06,12350
굿센,243870,2019/07,14450
굿센,243870,2019/08,8160
굿센,243870,2019/09,9510
굿센,243870,2019/10,10800
굿센,243870,2019/11,9960
굿센,243870,2019/12,13250
굿센,243870,2020/01,7220
굿센,243870,2020/02,9700
굿센,243870,2020/03,9800
굿센,243870,2020/04,9650
굿센,243870,2020/05,10800
굿센,243870,2020/06,8990
굿센,243870,2020/07,9440
굿센,243870,2020/08,10700
굿센,243870,2020/09,12200
굿센,243870,2020/10,14650
굿센,243870,2020/11,15000
굿센,243870,2020/12,12100
굿센,243870,2021/01,16500
굿센,243870,2021/02,16000
굿센,243870,2021/03,13000
굿센,243870,2021/04,16500
굿센,243870,2021/05,18000
굿센,243870,2021/06,21500
굿센,243870,2021/07,19000
굿센,243870,2021/08,18500
굿센,243870,2021/09,16350
굿센,243870,2021/10,13800
굿센,243870,2021/11,16500
굿센,243870,2021/12,16500
굿센,243870,2022/01,17100
굿센,243870,2022/02,17000
굿센,243870,2022/03,16350
굿센,243870,2022/04,16450
굿센,243870,2022/05,16500
굿센,243870,2022/06,15300
굿센,243870,2022/07,16000
굿센,243870,2022/08,15500
굿센,243870,2022/09,15650
굿센,243870,2022/10,14500
굿센,243870,2022/11,14000
굿센,243870,2022/12,14000
굿센,243870,2023/01,13890
굿센,243870,2023/02,12500
굿센,243870,2023/03,12000
굿센,243870,2023/04,12080
굿센,243870,2023/05,12010
굿센,243870,2023/06,12980
굿센,243870,2023/07,16200
굿센,243870,2023/08,14330
굿센,243870,2023/09,14000
굿센,243870,2023/10,13500
극동자동화,272420,2017/06,4815
극동자동화,272420,2017/07,4815
극동자동화,272420,2017/08,4815
극동자동화,272420,2017/09,4815
극동자동화,272420,2017/10,4815
극동자동화,272420,2017/11,4815
극동자동화,272420,2017/12,4815
극동자동화,272420,2018/01,4815
극동자동화,272420,2018/02,4815
극동자동화,272420,2018/03,4815
극동자동화,272420,2018/04,5500
극동자동화,272420,2018/05,5500
극동자동화,272420,2018/06,5500
극동자동화,272420,2018/07,5500
극동자동화,272420,2018/08,5500
극동자동화,272420,2018/09,5500
극동자동화,272420,2018/10,5500
극동자동화,272420,2018/11,5500
길교이앤씨,456700,2023/07,25000
길교이앤씨,456700,2023/08,25000
길교이앤씨,456700,2023/09,25000
길교이앤씨,456700,2023/10,25000
나노바이오시스,214610,2015/06,41550
나노바이오시스,214610,2015/07,33000
나노바이오시스,214610,2015/08,30500
나노바이오시스,214610,2015/09,31050
나노바이오시스,214610,2015/10,24000
나노바이오시스,214610,2015/11,22350
나노바이오시스,214610,2015/12,29000
나노바이오시스,214610,2016/01,26700
나노바이오시스,214610,2016/02,20000
나노바이오시스,214610,2016/03,22200
나노바이오시스,214610,2016/04,22500
나노바이오시스,214610,2016/05,21800
나노바이오시스,214610,2016/06,20500
나노바이오시스,214610,2016/07,21350
나노바이오시스,214610,2016/08,20000
나노바이오시스,214610,2016/09,17600
나노바이오시스,214610,2016/10,16250
나노바이오시스,214610,2016/11,14100
나노바이오시스,214610,2016/12,14800
나노바이오시스,214610,2017/01,12500
나노바이오시스,214610,2017/02,9200
나노바이오시스,214610,2017/03,9200
나노바이오시스,214610,2017/04,10050
나노바이오시스,214610,2017/05,8950
나노바이오시스,214610,2017/06,6360
나노바이오시스,214610,2017/07,7250
나노바이오시스,214610,2017/08,7250
나노바이오시스,214610,2017/09,5700
나노바이오시스,214610,2017/10,6300
나노바이오시스,214610,2017/11,8950
나노바이오시스,214610,2017/12,7000
나노바이오시스,214610,2018/01,7340
나노바이오시스,214610,2018/02,7000
나노바이오시스,214610,2018/03,6990
나노바이오시스,214610,2018/04,6500
나노바이오시스,214610,2018/05,7790
나노바이오시스,214610,2018/06,8200
나노바이오시스,214610,2018/07,8050
나노바이오시스,214610,2018/08,8740
나노바이오시스,214610,2018/09,9990
나노바이오시스,214610,2018/10,9000
나노바이오시스,214610,2018/11,8350
나노바이오시스,214610,2018/12,7000
나노바이오시스,214610,2019/01,6890
나노바이오시스,214610,2019/02,7190
나노바이오시스,214610,2019/03,8700
나노바이오시스,214610,2019/04,6800
나노바이오시스,214610,2019/05,7980
나노바이오시스,214610,2019/06,7300
나노바이오시스,214610,2019/07,7200
나노바이오시스,214610,2019/08,6950
나노바이오시스,214610,2019/09,6950
나노바이오시스,214610,2019/10,6470
나노바이오시스,214610,2019/11,6800
나노바이오시스,214610,2019/12,6740
나노바이오시스,214610,2020/01,8680
나노바이오시스,214610,2020/02,12600
나노바이오시스,214610,2020/03,9420
나노바이오시스,214610,2020/04,8840
나노바이오시스,214610,2020/05,11900
나노바이오시스,214610,2020/06,20000
나노바이오시스,214610,2020/07,28350
나노바이오시스,214610,2020/08,23950
나노바이오시스,214610,2020/09,23850
나노바이오시스,214610,2020/10,22000
나눔테크,244880,2016/06,1900
나눔테크,244880,2016/07,1435
나눔테크,244880,2016/08,1700
나눔테크,244880,2016/09,1295
나눔테크,244880,2016/10,1150
나눔테크,244880,2016/11,1090
나눔테크,244880,2016/12,790
나눔테크,244880,2017/01,608
나눔테크,244880,2017/02,1250
나눔테크,244880,2017/03,846
나눔테크,244880,2017/04,1150
나눔테크,244880,2017/05,800
나눔테크,244880,2017/06,1235
나눔테크,244880,2017/07,1255
나눔테크,244880,2017/08,921
나눔테크,244880,2017/09,1000
나눔테크,244880,2017/10,1495
나눔테크,244880,2017/11,969
나눔테크,244880,2017/12,1525
나눔테크,244880,2018/01,1710
나눔테크,244880,2018/02,1950
나눔테크,244880,2018/03,2290
나눔테크,244880,2018/04,3650
나눔테크,244880,2018/05,3500
나눔테크,244880,2018/06,3275
나눔테크,244880,2018/07,3400
나눔테크,244880,2018/08,3850
나눔테크,244880,2018/09,3600
나눔테크,244880,2018/10,3900
나눔테크,244880,2018/11,3600
나눔테크,244880,2018/12,3600
나눔테크,244880,2019/01,4500
나눔테크,244880,2019/02,4450
나눔테크,244880,2019/03,3790
나눔테크,244880,2019/04,3300
나눔테크,244880,2019/05,3275
나눔테크,244880,2019/06,2765
나눔테크,244880,2019/07,2790
나눔테크,244880,2019/08,2895
나눔테크,244880,2019/09,3030
나눔테크,244880,2019/10,2750
나눔테크,244880,2019/11,2900
나눔테크,244880,2019/12,3895
나눔테크,244880,2020/01,3800
나눔테크,244880,2020/02,3500
나눔테크,244880,2020/03,3400
나눔테크,244880,2020/04,2720
나눔테크,244880,2020/05,3590
나눔테크,244880,2020/06,3205
나눔테크,244880,2020/07,3500
나눔테크,244880,2020/08,2990
나눔테크,244880,2020/09,2995
나눔테크,244880,2020/10,2245
나눔테크,244880,2020/11,2020
나눔테크,244880,2020/12,2295
나눔테크,244880,2021/01,2855
나눔테크,244880,2021/02,2740
나눔테크,244880,2021/03,2445
나눔테크,244880,2021/04,2330
나눔테크,244880,2021/05,2570
나눔테크,244880,2021/06,2250
나눔테크,244880,2021/07,2210
나눔테크,244880,2021/08,2345
나눔테크,244880,2021/09,2485
나눔테크,244880,2021/10,2395
나눔테크,244880,2021/11,2085
나눔테크,244880,2021/12,2580
나눔테크,244880,2022/01,2900
나눔테크,244880,2022/02,2875
나눔테크,244880,2022/03,2995
나눔테크,244880,2022/04,3100
나눔테크,244880,2022/05,3265
나눔테크,244880,2022/06,3070
나눔테크,244880,2022/07,3090
나눔테크,244880,2022/08,2990
나눔테크,244880,2022/09,2940
나눔테크,244880,2022/10,2800
나눔테크,244880,2022/11,2810
나눔테크,244880,2022/12,2895
나눔테크,244880,2023/01,2760
나눔테크,244880,2023/02,3900
나눔테크,244880,2023/03,3400
나눔테크,244880,2023/04,3295
나눔테크,244880,2023/05,3540
나눔테크,244880,2023/06,3525
나눔테크,244880,2023/07,4000
나눔테크,244880,2023/08,4100
나눔테크,244880,2023/09,3250
나눔테크,244880,2023/10,3100
나라소프트,288490,2018/11,1190
나라소프트,288490,2018/12,1005
나라소프트,288490,2019/01,980
나라소프트,288490,2019/02,806
나라소프트,288490,2019/03,801
나라소프트,288490,2019/04,768
나라소프트,288490,2019/05,709
나라소프트,288490,2019/06,1130
나라소프트,288490,2019/07,680
나라소프트,288490,2019/08,549
나라소프트,288490,2019/09,479
나라소프트,288490,2019/10,490
나라소프트,288490,2019/11,447
나라소프트,288490,2019/12,351
나라소프트,288490,2020/01,350
나라소프트,288490,2020/02,259
나라소프트,288490,2020/03,280
나라소프트,288490,2020/04,191
나라소프트,288490,2020/05,194
나라소프트,288490,2020/06,236
나라소프트,288490,2020/07,445
나라소프트,288490,2020/08,410
나라소프트,288490,2020/09,328
나라소프트,288490,2020/10,305
나라소프트,288490,2020/11,272
나라소프트,288490,2020/12,266
나라소프트,288490,2021/01,254
나라소프트,288490,2021/02,233
나라소프트,288490,2021/03,161
나라소프트,288490,2021/04,161
나라소프트,288490,2021/05,161
나라소프트,288490,2021/06,161
나라소프트,288490,2021/07,161
나라소프트,288490,2021/08,161
나라소프트,288490,2021/09,161
나라소프트,288490,2021/10,161
나라소프트,288490,2021/11,161
나라소프트,288490,2021/12,161
나라소프트,288490,2022/01,161
나라소프트,288490,2022/02,161
나라소프트,288490,2022/03,174
나라소프트,288490,2022/04,123
나라소프트,288490,2022/05,147
나라소프트,288490,2022/06,139
나라소프트,288490,2022/07,150
나라소프트,288490,2022/08,117
나라소프트,288490,2022/09,89
나라소프트,288490,2022/10,72
나라소프트,288490,2022/11,51
나라소프트,288490,2022/12,48
나라소프트,288490,2023/01,71
나라소프트,288490,2023/02,51
나라소프트,288490,2023/03,49
나라소프트,288490,2023/04,62
나라소프트,288490,2023/05,57
나라소프트,288490,2023/06,49
나라소프트,288490,2023/07,113
나라소프트,288490,2023/08,53
나라소프트,288490,2023/09,55
나라소프트,288490,2023/10,57
나무기술,167380,2016/11,7450
나무기술,167380,2016/12,9000
나무기술,167380,2017/01,12300
나무기술,167380,2017/02,12900
나무기술,167380,2017/03,14100
나무기술,167380,2017/04,13250
나무기술,167380,2017/05,15500
나무기술,167380,2017/06,18150
나무기술,167380,2017/07,18150
나무기술,167380,2017/08,18150
나무기술,167380,2017/09,15800
나무기술,167380,2017/10,15800
나무기술,167380,2017/11,12800
나무기술,167380,2017/12,10700
나무기술,167380,2018/01,12500
나무기술,167380,2018/02,14800
나무기술,167380,2018/03,12050
나무기술,167380,2018/04,13900
나무기술,167380,2018/05,15900
나무기술,167380,2018/06,16000
나무기술,167380,2018/07,16000
나무기술,167380,2018/08,16800
나무기술,167380,2018/09,15950
나무기술,167380,2018/10,13300
나무기술,167380,2018/11,14700
나무기술,167380,2018/12,14700
나우코스,257990,2020/12,8500
나우코스,257990,2021/01,8990
나우코스,257990,2021/02,8440
나우코스,257990,2021/03,8590
나우코스,257990,2021/04,8310
나우코스,257990,2021/05,7320
나우코스,257990,2021/06,6890
나우코스,257990,2021/07,6940
나우코스,257990,2021/08,6900
나우코스,257990,2021/09,6790
나우코스,257990,2021/10,5890
나우코스,257990,2021/11,5800
나우코스,257990,2021/12,5380
나우코스,257990,2022/01,4695
나우코스,257990,2022/02,4895
나우코스,257990,2022/03,4875
나우코스,257990,2022/04,5990
나우코스,257990,2022/05,5550
나우코스,257990,2022/06,5950
나우코스,257990,2022/07,6390
나우코스,257990,2022/08,6850
나우코스,257990,2022/09,5900
나우코스,257990,2022/10,5380
나우코스,257990,2022/11,5090
나우코스,257990,2022/12,4790
나우코스,257990,2023/01,4690
나우코스,257990,2023/02,4995
나우코스,257990,2023/03,5220
나우코스,257990,2023/04,4855
나우코스,257990,2023/05,5210
나우코스,257990,2023/06,4990
나우코스,257990,2023/07,4650
나우코스,257990,2023/08,4785
나우코스,257990,2023/09,4950
나우코스,257990,2023/10,4840
노드메이슨,317860,2019/12,6550
노드메이슨,317860,2020/01,7650
노드메이슨,317860,2020/02,6750
노드메이슨,317860,2020/03,6000
노드메이슨,317860,2020/04,5900
노드메이슨,317860,2020/05,7200
노드메이슨,317860,2020/06,6800
노드메이슨,317860,2020/07,7840
노드메이슨,317860,2020/08,7990
노드메이슨,317860,2020/09,8000
노드메이슨,317860,2020/10,8400
노드메이슨,317860,2020/11,10500
노드메이슨,317860,2020/12,9980
노드메이슨,317860,2021/01,11000
노드메이슨,317860,2021/02,11400
노드메이슨,317860,2021/03,11300
노드메이슨,317860,2021/04,9900
노드메이슨,317860,2021/05,9940
노드메이슨,317860,2021/06,8900
노드메이슨,317860,2021/07,8880
노드메이슨,317860,2021/08,8890
노드메이슨,317860,2021/09,8950
노드메이슨,317860,2021/10,8900
노드메이슨,317860,2021/11,8900
노드메이슨,317860,2021/12,8100
노드메이슨,317860,2022/01,8400
노드메이슨,317860,2022/02,8650
노드메이슨,317860,2022/03,8400
노드메이슨,317860,2022/04,8400
노드메이슨,317860,2022/05,7250
노드메이슨,317860,2022/06,7290
노드메이슨,317860,2022/07,8190
노드메이슨,317860,2022/08,7600
노드메이슨,317860,2022/09,8550
노드메이슨,317860,2022/10,7190
노드메이슨,317860,2022/11,7190
노드메이슨,317860,2022/12,6960
노드메이슨,317860,2023/01,6000
노드메이슨,317860,2023/02,5980
노드메이슨,317860,2023/03,5990
노드메이슨,317860,2023/04,5990
노드메이슨,317860,2023/05,5750
노드메이슨,317860,2023/06,5000
노드메이슨,317860,2023/07,5500
노드메이슨,317860,2023/08,5000
노드메이슨,317860,2023/09,5000
노드메이슨,317860,2023/10,4975
노보믹스,283100,2023/04,4280
노보믹스,283100,2023/05,3790
노보믹스,283100,2023/06,3500
노보믹스,283100,2023/07,4200
노보믹스,283100,2023/08,3960
노보믹스,283100,2023/09,3825
노보믹스,283100,2023/10,4095
노브메타파마,229500,2015/10,12000
노브메타파마,229500,2015/11,17000
노브메타파마,229500,2015/12,16000
노브메타파마,229500,2016/01,15950
노브메타파마,229500,2016/02,15300
노브메타파마,229500,2016/03,17450
노브메타파마,229500,2016/04,20900
노브메타파마,229500,2016/05,22300
노브메타파마,229500,2016/06,20800
노브메타파마,229500,2016/07,22100
노브메타파마,229500,2016/08,20050
노브메타파마,229500,2016/09,19300
노브메타파마,229500,2016/10,17750
노브메타파마,229500,2016/11,17200
노브메타파마,229500,2016/12,12200
노브메타파마,229500,2017/01,10450
노브메타파마,229500,2017/02,10900
노브메타파마,229500,2017/03,10000
노브메타파마,229500,2017/04,10100
노브메타파마,229500,2017/05,12100
노브메타파마,229500,2017/06,11500
노브메타파마,229500,2017/07,11000
노브메타파마,229500,2017/08,10500
노브메타파마,229500,2017/09,10200
노브메타파마,229500,2017/10,14150
노브메타파마,229500,2017/11,17300
노브메타파마,229500,2017/12,22300
노브메타파마,229500,2018/01,55000
노브메타파마,229500,2018/02,56000
노브메타파마,229500,2018/03,83000
노브메타파마,229500,2018/04,84000
노브메타파마,229500,2018/05,76900
노브메타파마,229500,2018/06,71600
노브메타파마,229500,2018/07,60000
노브메타파마,229500,2018/08,55500
노브메타파마,229500,2018/09,54200
노브메타파마,229500,2018/10,47850
노브메타파마,229500,2018/11,44000
노브메타파마,229500,2018/12,39000
노브메타파마,229500,2019/01,54000
노브메타파마,229500,2019/02,43700
노브메타파마,229500,2019/03,47750
노브메타파마,229500,2019/04,53300
