,회사명,거래소코드,회계년도,총자본증가율(IFRS연결),유형자산증가율(IFRS연결),비유동생물자산증가율(IFRS연결),투자부동산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),총포괄이익증가율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),경영자본정상영업이익률(IFRS연결),경영자본순이익률(IFRS연결),자본금정상영업이익률(IFRS연결),자본금순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),기타손익비률(IFRS연결),금융손익비율(IFRS연결),금융비용부담률(IFRS연결),외환이익 대 매출액비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),세금과공과 대 세금과공과 차감전순이익률(IFRS연결),기업순이익률(IFRS연결),수지비율(관계기업투자손익 제외)(IFRS연결),인건비 대 총비용비율(IFRS연결),R & D 투자효율(IFRS연결),세금과공과 대 총비용비율(IFRS연결),금융비용 대 총비용비율(IFRS연결),감가상각비 대 총비용비율(IFRS연결),감가상각률(IFRS연결),누적감가상각률(IFRS연결),이자부담률(IFRS연결),지급이자율(IFRS연결),차입금평균이자율(IFRS연결),유보율(IFRS연결),적립금비율(재정비율)(IFRS연결),평균배당률(IFRS연결),자기자본배당률(IFRS연결),배당성향(IFRS연결),1주당매출액(IFRS연결)(원),1주당순이익(IFRS연결)(원),1주당 CASH FLOW(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),유동자산 대 비유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),비유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),비유동장기적합률(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),매출채권비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),"매출채권 대 상,제품비율(IFRS연결)",매입채무 대 재고자산비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),비유동부채비율(IFRS연결),비유동부채 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS연결),차입금의존도(IFRS연결),차입금비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),유보액대비율(IFRS연결),유보액 대 납입자본배율(IFRS연결),유동자산집중도(IFRS연결),비유동자산집중도(IFRS연결),투자집중도(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),정상영업이익대비이자보상배율(IFRS연결),총자본회전률(IFRS연결),경영자본회전률(IFRS연결),자기자본회전률(IFRS연결),자본금회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),재고자산회전기간(IFRS연결),"상품,제품회전률(IFRS연결)","원,부재료회전률(IFRS연결)",재공품회전률(IFRS연결),매출채권회전률(IFRS연결),매출채권회전기간(IFRS연결),비유동자산회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),1회전기간(IFRS연결),부가가치(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),부가가치(IFRS연결)(백만원).1,법인세비용차감전(계속사업)손익(IFRS연결)(백만원),인건비(IFRS연결)(백만원),금융비용(IFRS연결)(백만원),임차료(IFRS연결)(백만원),세금과공과(IFRS연결)(백만원),감가상각비(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),총자본투자효율(IFRS연결).1,기계투자효율(IFRS연결).1,부가가치율(IFRS연결).1,종업원수(IFRS연결),PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배),PER,PBR,PCR,PSR,new_feature,매출채권회전률,종업원수증가율,총자산증가율,총자산회전율,영업년수,상장년수,CROE,영업투자현금비율,영업재무현금비율,부실판단,기업수명주기
19,(주)나이벡,138610,2014,-17.04,-7.53,0.0,0.0,-13.0,-28.96,-0.3,-12.77,110.66,0.0,0.0,0.0,19.14,-63.2,-75.65,-19.19,-19.39,-23.21,-55.49,-66.42,-20.05,-24.0,-162.66,-194.7,80.86,163.2,-12.45,-10.82,10.82,0.12,5.49,0.0,-19.89,165.8,18.8,8.71,0.0,5.68,11.98,9.88,39.02,5.1,7.76,7.21,149.33,58,0.0,0.0,0.0,1175,-1042,-222,405.0,-742,22,31,28,15,78,36,64,249,218,162,42,29,17,47,0,1784,63,3,179,144,97,35,0,-30,50,139,-6,-6,22,1,77,249,292,-15,-19,-10,-28,-6,0,0,1,3,0,41,9,1,2,5,73,7,17,0,8,44,0,1,1,0,0,-214,39.0,161.0,44.0,322.0,-2,-3,-11,-4,0,0,0,-214,-3621,1715,518,142,0,1093,-5.0,-2,-11,-4,44.0,0.0,0.0,27.0,8.0,0.0,0.0,9.0,3.0,35181.0,-1932.0,-40.0,-4.0,-474.0,0.0,-6.957773512476008,5815.602050017917,-32679.347747919182,6171.458058493335,0.823409702811339,8.37,-2.22,-17.041899453788243,0.3382788252076678,20.0,13.0,-0.1397340129445392,1.3366137947964143,-1.2681171010393515,1.0,도입기
20,(주)나인테크,267320,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35,5.88,0.47,3.86,3.64,0.29,18.05,0.12,4.06,0.32,132.62,0.8,86.65,94.12,-4.62,-4.65,2.51,0.38,0.02,62.61,1.84,98.78,7.06,0.0,0.0,2.46,1.38,6.24,31.39,1.94,5.13,5.13,579.92,72,,,,2254,1,146,,133,65,46,182,35,35,20,80,666,176,93,104,57,18,39,1112,51,1615,76,396,307,63,89,678,3,35,171,2,2,18,6,104,57,145,5,12,4,6,2,1,1,3,23,1,3,132,1,2,2,174,88,52,2,5,67,2,3,0,0,0,10999,,,,,8,36,2249,12,58,42,4,10999,1118,6397,2227,0,0,1251,,8,2249,12,,8207.0,3551.0,10.0,4.0,65.0,28.0,3.0,1.0,147579.0,3930.0,5.0,2.0,100.0,38.0,2920.0,3974.897082561896,19941.588279599808,1295.203735180536,0.0747770009306789,5.42,-18.85,75.29802846609292,0.6186041398479063,7.0,7.0,0.2334013922122315,-0.4768190326072177,0.4534797917438189,0.0,성장기
21,(주)남성,4270,2022,-6.1,-17.5,0.0,3.4,3.73,-18.71,-24.4,0.81,-4.09,-63.43,-54.95,-90.49,26.96,2.59,3.23,1.21,0.91,1.13,2.13,2.68,2.13,2.65,14.03,17.63,73.04,97.41,1.47,-4.19,4.8,1.26,4.35,20.42,2.81,96.48,9.4,0.0,0.0,4.32,1.17,25.62,149.06,2.93,6.05,6.22,577.74,85,,,,2710,102,-176,,70,38,34,61,25,62,44,56,661,141,116,81,54,6,17,0,62,17,28,127,106,99,21,0,-9,34,77,0,2,39,6,117,168,109,-3,-5,-2,-4,1,0,1,1,5,1,5,77,1,1,2,152,2,0,0,9,40,1,21,0,0,0,20202,,,,,7,484,252519882,21,51,49,16,20202,3980,10261,4713,0,0,1281,,7,252519882,21,,39.0,19.0,1.0,1.0,0.0,0.0,2.0,1.0,134695.0,4076.0,7.0,2.0,113.0,33.0,18.92156862745098,584.851714988388,-10957.153394885549,712.1610229404206,0.0865959441196849,9.18,5.0,-6.09674795314855,0.3619266142660454,59.0,35.0,-0.046570674366486,1.2428524274311528,-1.5610939054899882,0.0,도입기
22,(주)네오리진,94860,2015,-49.03,-57.68,0.0,0.0,-21.32,-65.82,-28.53,-8.53,-64.11,0.0,0.0,0.0,40.43,-22.62,-27.21,-12.03,-12.29,-14.79,-24.45,-29.42,-14.3,-17.2,-22.88,-27.52,59.57,122.62,0.89,2.34,0.69,-0.29,0.43,0.0,-14.41,120.47,35.94,0.0,0.42,0.54,9.07,21.6,79.06,0.76,11.63,4.76,147.55,52,0.0,0.0,0.0,137,-81,-24,56.0,-31,42,22,72,33,58,71,29,246,82,75,188,148,86,143,46,197,0,73,41,31,0,9,34,20,8,11,-19,-30,43,1,102,82,106,-29,-104,-8,-11,-33,1,1,1,1,1,2,171,1,1,7,49,0,7,0,2,181,1,15,1,0,0,4920,95.0,8.0,0.0,257.0,32,1030,18721,40,116,-16,-69,4920,-2697,5704,86,320,67,1440,82.0,32,18721,40,60.0,0.0,0.0,31.0,5.0,0.0,0.0,12.0,2.0,48018.0,-1368.0,-11.0,-9.0,-15.0,0.0,-13.765432098765432,4532.497027779256,-23037.892391963604,4005.5023318728986,0.6304887749313272,2.02,-52.76,-49.02817976093816,0.8049396946828722,17.0,17.0,0.7639854781641914,-19.491989089989524,1.7548048699973493,1.0,쇠퇴기
23,(주)네오셈,253590,2022,47.24,32.67,0.0,-75.25,4.0,68.5,761.67,22.3,100.86,72.5,77.15,57.27,37.67,11.2,13.39,8.31,7.62,9.1,14.78,17.66,8.16,9.75,219.74,262.67,62.33,88.8,3.94,3.75,2.13,6.41,0.0,12.69,10.55,86.32,16.3,6.28,0.2,2.23,1.99,16.1,48.65,2.99,10.07,8.75,1661.24,101,,,,1942,273,345,,218,77,48,330,40,23,48,52,1620,49,46,154,81,45,22,135,150,0,14,110,104,92,6,10,27,18,37,4,8,49,17,107,40,166,6,19,3,6,5,1,1,1,20,1,15,24,1,1,3,130,0,4,10,6,65,3,5,1,0,0,25877,,,,,20,211,27145,35,45,55,39,25877,11309,11628,1590,0,143,1422,,20,27145,35,,22.0,13.0,4.0,2.0,0.0,0.0,3.0,2.0,144926.0,8069.0,11.0,4.0,210.0,18.0,13.678861788617889,2077.7024651669635,9747.090255170748,1732.881443770301,0.2832992898305805,5.63,4.59,47.24492937174291,0.5708373827703697,8.0,6.0,0.056756154007646,9.28496004017314,-1.4972789947325778,0.0,쇠퇴기
24,(주)네오크레마,311390,2022,52.8,-4.43,0.0,0.0,71.23,36.98,-23.14,17.24,-10.65,3.78,0.0,-205.21,25.28,5.32,-2.92,2.7,2.19,-1.2,3.14,-1.7,2.62,-1.44,36.98,-20.04,74.72,94.68,-10.46,-11.78,-0.72,1.05,0.35,0.0,-1.5,104.57,13.16,0.0,0.78,-0.61,4.42,8.91,39.16,-0.98,0.51,0.81,1137.85,96,,,,3345,-97,-44,,178,48,16,93,40,52,62,38,1213,83,80,136,114,20,54,61,366,106,15,61,57,95,4,18,13,35,57,10,999999999,58,11,122,120,218,3,3,1,3,0,0,0,1,7,1,37,10,1,1,4,96,7,10,0,7,50,1,1,1,0,0,4200,,,,,5,21,75,16,98,2,-19,4200,-1371,4131,-193,0,244,1389,,5,75,16,,0.0,0.0,5.0,1.0,0.0,0.0,11.0,2.0,58254.0,2898.0,12.0,23.0,363.0,20.0,-65.80357142857143,1446.688259655814,-200877.6835232824,2640.9093089651374,0.1776759174410372,7.27,0.0,52.79742945432773,0.3407006524297548,17.0,5.0,-0.0612626657545229,0.0122519591551338,-0.0134024918031384,0.0,도입기
25,(주)네오펙트,290660,2020,23.16,24.48,0.0,0.0,27.89,16.67,48.36,22.8,51.28,0.0,0.0,0.0,13.56,-76.27,-81.09,-27.05,-27.08,-28.79,-93.39,-108.54,-28.76,-30.58,-184.25,-194.67,86.44,176.27,-6.74,3.36,8.5,0.21,1.61,0.0,-25.77,157.01,50.9,8.88,0.66,4.63,8.52,18.94,20.13,4.25,6.36,6.98,61.22,65,,,,1532,-1156,-745,,-1169,40,18,66,33,60,31,69,161,195,112,86,71,51,79,0,531,139,15,224,150,73,74,0,-6,43,141,-9,-9,15,1,115,167,291,-29,-46,-20,-62,-9,0,0,1,2,1,39,9,1,1,5,67,8,20,65,5,71,1,1,0,0,0,6682,,,,,12,42,421,36,261,-161,-226,6682,-15461,17418,1583,0,226,2915,,12,421,36,,0.0,0.0,3.0,1.0,0.0,0.0,34.0,12.0,70974.0,-6752.0,-250.0,-5.0,-555.0,0.0,-4.758953168044077,3710.946211396695,-7316.301270273813,3559.494739425548,3.174804257972221,5.12,-31.43,23.16310108875712,0.3216312612287954,14.0,6.0,-0.2149225199136374,-14.065921033227516,-0.4710605547435541,1.0,쇠퇴기
26,(주)네온테크,306620,2022,22.67,85.62,0.0,-98.91,41.55,5.22,-1.83,28.32,6.03,0.0,0.0,0.0,17.26,-7.11,-15.23,-4.36,-4.58,-9.8,-9.38,-20.03,-4.89,-10.47,-92.13,-196.62,82.74,107.11,-1.92,-1.98,1.72,0.56,0.02,0.0,-8.7,108.84,14.64,0.0,0.0,1.54,2.88,10.33,45.69,2.16,5.43,5.13,1073.58,62,,,,1269,-205,-34,,-90,45,41,80,26,55,50,50,1080,111,92,113,67,24,60,365,94,183,64,101,80,80,21,213,5,22,44,-3,-4,49,11,74,81,168,-10,-23,-5,-9,-4,1,1,1,13,1,5,73,1,2,3,114,11,194,5,6,64,1,1,1,0,0,6277,,,,,7,13,158,12,137,-37,-128,6277,-4777,8611,907,0,0,1694,,7,158,12,,0.0,0.0,6.0,3.0,0.0,0.0,6.0,3.0,150000.0,-2551.0,-6.0,-2.0,-61.0,0.0,-15.534883720930232,3117.728344093961,-98999.6987870748,2656.9285195491248,0.262379911399273,5.69,-4.2,22.671306892830536,0.5842507537971098,6.0,6.0,-0.0604465905954601,0.9885817240726088,-0.5149945723631698,1.0,도입기
27,(주)네이처셀,7390,2016,14.57,15.79,0.0,0.0,32.6,-9.71,28.42,7.36,-12.33,0.0,0.0,0.0,14.68,-13.55,-12.03,-6.35,-7.36,-6.54,-11.05,-9.81,-10.89,-9.67,-14.53,-12.9,85.32,113.55,1.52,0.27,-0.16,0.14,1.16,0.0,-6.62,111.45,20.61,0.0,1.71,-0.13,1.78,5.43,45.7,-0.25,5.38,6.72,33.91,16,0.0,0.0,0.0,528,-64,-42,570.0,-72,34,32,51,23,66,65,35,134,103,85,154,105,30,56,91,226,102,25,55,34,27,21,115,12,16,25,-8,999999999,16,0,70,115,135,-3,-7,-1,-2,0,1,1,1,1,2,18,20,1,2,5,69,10,15,140,8,45,1,3,1,0,0,4927,66.0,0.0,0.0,0.0,9,46,157,18,131,-31,-65,4927,-3223,6464,-42,670,537,557,50.0,9,157,18,98.0,0.0,0.0,15.0,6.0,0.0,0.0,16.0,7.0,241595.0,-3073.0,-11.0,-7.0,-61.0,0.0,-72.734375,6952.658196820486,-110293.53107832032,8829.311114472514,0.2823561963936747,8.03,-2.0,14.56801546965191,0.5086288607654927,53.0,32.0,-0.0393368322814458,0.4396731089707841,-0.4476868450730453,1.0,도입기
28,(주)네패스아크,330860,2022,9.68,8.21,0.0,0.0,10.42,7.28,-30.82,27.58,34.72,-16.31,4.47,3.22,18.9,14.64,16.7,5.43,5.15,5.87,9.85,11.23,5.98,6.83,369.8,421.78,81.1,85.36,1.35,-1.78,1.78,-1.19,0.0,-4.4,6.49,84.86,16.58,0.0,0.0,1.98,55.24,23.06,55.63,1.31,2.18,2.47,4109.41,86,0.0,0.0,0.0,12628,2109,7309,20935.0,1849,23,1,30,23,77,56,44,4209,138,88,178,176,131,912,3,532,0,171,79,23,22,56,311,10,40,71,6,10,55,41,66,219,267,39,44,17,52,8,0,0,1,25,1,56,6,2,2,87,4,0,0,0,12,30,0,0,1,0,0,126466,49.0,0.0,0.0,0.0,28,42,43,82,18,82,20,126466,24613,22883,2735,0,0,76236,272.0,28,43,82,465.0,26.0,8.0,3.0,1.0,7.0,2.0,4.0,1.0,324360.0,98764.0,64.0,25.0,8106.0,3.0,8.534850640113797,855.2258159132293,2462.756437643247,1425.3938151595785,0.0425761776660984,12.2,148.66,9.682163062392378,0.335964773297273,5.0,4.0,-0.0285891736241478,-0.5387571875014974,1.1969531888619995,0.0,성장기
29,(주)넥스턴바이오사이언스,89140,2022,44.12,126.09,0.0,0.0,77.6,-13.7,31.21,16.76,70.81,0.0,0.0,0.0,19.38,-11.86,-16.17,1.62,-2.03,-2.76,-3.42,-4.66,-3.12,-4.25,-19.08,-26.02,80.62,111.86,-3.48,6.25,-1.64,0.83,0.56,0.0,-3.04,88.13,18.26,0.0,0.0,-1.21,4.6,16.2,107.92,-0.69,7.55,10.97,457.35,85,,,,830,-138,-34,,-98,22,16,28,18,78,54,46,557,144,87,223,188,54,85,29,144,206,59,85,18,13,67,298,12,38,70,-1,999999999,44,5,164,421,540,1,2,1,4,0,0,0,0,2,0,11,32,1,1,5,78,9,18,21,7,55,0,1,0,0,0,4065,,,,,2,14,303,14,177,-77,-115,4065,-4448,7180,-476,0,0,1808,,2,303,14,,0.0,0.0,2.0,1.0,187.0,48.0,18.0,5.0,128566.0,292.0,2.0,0.0,8.0,440.0,-35.3125,608.2352324847889,-55304.27458546601,2271.6473405249226,0.3545619461998314,6.65,-14.75,44.122718950782186,0.1447665181876051,24.0,18.0,0.0001354209315286,0.0210717776099177,-0.0248408534875803,1.0,도입기
30,(주)넥스트아이,137940,2020,-4.85,-43.16,0.0,-1.88,-22.27,2.88,81.8,48.69,-60.46,0.0,0.0,0.0,17.47,-29.76,120.39,-5.81,-6.08,24.59,-8.91,43.56,-7.36,29.77,-130.62,541.49,82.53,129.76,177.31,17.63,2.33,-0.56,0.57,18.41,25.07,51.01,20.18,0.0,0.0,1.51,1.91,11.49,50.03,1.5,4.93,3.58,1413.82,94,,,,451,570,-200,,-134,75,5,298,71,25,73,27,1487,35,34,294,279,125,110,8,268,120,41,38,35,100,3,4,49,15,21,-8,64,69,14,353,137,396,-24,-43,-7,-31,-13,0,0,0,4,1,6,60,0,0,7,54,8,65,151,3,137,1,2,0,0,0,63954,,,,,39,620,14753,184,17,83,66,63954,51338,10785,809,0,0,1022,,39,14753,184,,3.0,1.0,2.0,0.0,0.0,0.0,9.0,2.0,133588.0,-7278.0,-40.0,-6.0,-94.0,0.0,2.328190743338008,1061.237893993422,-8319.134094947276,3679.2926987998976,0.4319770641972393,2.66,-8.87,-4.845185779945717,0.2094748865389095,26.0,13.0,0.3866739365723522,-0.5424589664734141,0.9619658140496452,1.0,쇠퇴기
31,(주)넥스틴,348210,2022,59.51,36.9,0.0,0.0,30.81,67.42,59.72,51.82,101.27,156.09,140.17,141.4,67.97,49.16,37.77,57.73,57.31,44.03,68.38,52.53,62.01,47.64,1150.84,884.15,32.03,50.84,-0.87,-0.6,-0.3,-1.01,0.08,21.79,43.69,53.18,21.1,0.0,0.0,-0.54,3.05,19.77,103.45,-2.15,4.77,6.1,2004.47,100,,,,11711,4433,5208,,5757,82,29,464,58,18,82,18,2001,22,21,493,351,246,26,36,226,0,11,22,20,47,1,2,66,1,2,795,999999999,82,20,69,16,98,143,2064,25,27,0,1,1,1,23,7,51,7,1,2,5,75,0,16,7,12,30,6,11,1,0,0,70386,,,,,58,737,1013764,61,19,81,62,70386,55501,13304,-342,0,0,1923,,58,1013764,61,,17.0,9.0,8.0,4.0,15.0,8.0,7.0,4.0,448585.0,58421.0,51.0,870.0,5952.0,8.0,11.174624523649406,4981.451681393327,9710.734503080448,4318.146759580764,0.1871179417351266,12.13,49.15,59.50553766558775,0.9484389995362388,14.0,4.0,0.2011671144989659,-14.55919911561016,-5.156217696421645,0.0,성숙기
32,(주)노랑풍선,104620,2021,10.5,-27.6,0.0,259.25,5.51,18.21,0.0,-11.9,-85.33,0.0,0.0,0.0,0.0,-502.55,-351.21,-17.22,-17.57,-12.28,-31.7,-21.95,-20.05,-14.01,-308.81,-213.85,0.0,602.55,66.44,42.91,38.49,-0.52,17.11,0.0,-10.93,265.49,49.37,0.0,0.0,5.5,11.64,15.49,55.86,3.02,4.51,4.96,508.29,83,,,,205,-713,-992,,-1029,42,0,73,42,58,49,51,608,117,115,85,85,9,4445,0,0,0,0,102,100,99,2,0,-8,36,72,-10,-10,41,5,1166,1695,2477,-41,-58,-21,-620,-13,0,0,0,1,0,0,0,0,0,203,2,0,0,0,4,94,0,0,0,0,0,988,,,,,1,4,385,34,1023,-923,-1041,988,-12771,10114,1127,134,0,2384,,1,385,34,,0.0,0.0,14.0,5.0,0.0,0.0,200.0,69.0,233778.0,-12258.0,-489.0,-9.0,-857.0,0.0,-20.43847241867044,4748.668826003731,-14564.219041938262,70546.02408231505,6.742324210139969,3.88,-33.03,10.501476739267831,0.0332954633672544,23.0,5.0,-0.1097135528247589,12.377134176402272,-1.0483456962279123,1.0,도입기
33,(주)노바렉스,194700,2022,6.26,2.61,0.0,0.0,-1.3,15.95,7.13,29.68,1.04,-16.08,-24.3,-18.21,14.35,8.94,7.08,9.69,9.59,7.59,15.68,12.46,10.15,8.04,362.93,287.99,85.65,91.06,-0.33,-0.24,0.35,0.18,0.1,21.89,7.97,91.46,14.84,0.7,0.5,0.38,2.99,7.02,20.58,0.96,2.69,2.95,1831.45,95,,,,15517,1206,1108,,1387,48,38,92,29,52,67,33,1931,78,71,179,110,37,75,87,126,452,59,49,40,68,9,29,21,17,25,20,26,64,18,43,50,92,25,48,8,8,26,1,1,2,41,3,8,45,2,4,6,62,33,10,43,7,52,2,2,1,0,0,72791,,,,,27,57,198,26,53,47,27,72791,24245,38531,975,0,1285,7755,,27,198,26,,40.0,9.0,5.0,1.0,40.0,9.0,3.0,1.0,210493.0,33088.0,12.0,27.0,1823.0,6.0,8.38150289017341,1049.5933088464242,9467.417634304727,675.8199036485289,0.0518835150147938,6.99,7.57,6.263235762415535,1.0410001963402395,16.0,6.0,-0.0814875508274611,-0.8610593490528021,1.798775954254437,0.0,성장기
34,(주)노바텍,285490,2022,4.39,97.42,0.0,0.0,46.57,-4.54,-57.92,9.1,22.09,-19.66,-59.06,-57.99,40.71,23.96,12.91,19.14,18.57,10.01,20.57,13.51,19.72,10.62,512.56,321.49,59.29,76.04,-4.6,0.61,-0.72,2.2,0.03,33.31,9.45,82.15,18.84,0.9,0.0,-0.81,2.54,12.15,17.52,-5.77,3.61,4.26,2540.42,102,,,,10448,1639,4131,,2503,75,5,308,72,25,91,9,2425,27,26,1167,1110,418,110,5,215,178,51,10,7,49,3,3,69,0,0,2212,999999999,95,26,102,27,122,259,9962,23,30,0,1,1,1,21,8,24,15,1,1,12,30,27,22,0,17,22,4,5,1,0,0,41644,,,,,29,189,729,38,45,55,34,41644,21388,18553,-800,0,0,2503,,29,729,38,,55.0,23.0,8.0,3.0,16.0,6.0,23.0,9.0,203711.0,5705.0,28.0,180.0,539.0,36.0,24.698795180722893,1631.8123126032976,4962.32546506866,1962.132925461976,0.6194747855009883,16.6,8.11,4.387260135227223,0.7588773471480932,17.0,6.0,-0.2213929407278402,-1.2490351877414747,-3.2351365318281777,0.0,성숙기
35,(주)노블엠앤비,106520,2017,-4.76,-7.39,8.39,0.0,-7.56,4.46,3.86,-5.33,-5.26,0.0,0.0,0.0,-2.48,-26.84,-43.25,-13.32,-13.36,-21.54,-25.19,-41.36,-17.76,-28.62,-117.69,-175.77,102.48,126.84,-20.96,-7.77,5.38,-0.98,0.09,0.0,-18.86,143.88,16.19,0.0,0.0,3.43,7.9,17.34,89.33,5.7,8.43,8.36,231.07,86,,,,2174,-954,-659,,-583,26,33,34,17,74,51,49,331,145,117,70,47,11,125,0,369,288,34,95,71,70,24,0,-11,33,65,-5,-8,37,3,49,152,155,-26,-39,-13,-25,-5,1,1,1,4,1,12,30,2,3,6,59,12,22,27,5,74,1,2,1,0,0,-2819,,,,,-2,-8,-9,-5,0,0,0,-2819,-28832,15304,3244,0,0,7466,,-2,-9,-5,,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,76564.0,-7375.0,-13.0,-3.0,-266.0,0.0,-1.3300270513976555,836.6270932033699,-2770.6753908058645,839.8115281491073,0.1717548800236465,4.9,-56.73,-4.763732761857122,0.5104032555369411,24.0,12.0,0.2233547179909187,3.8583023053265606,-0.8679444970591345,1.0,도입기
36,(주)녹원씨엔아이,65560,2014,73.17,-6.75,0.0,0.0,87.49,63.12,647.04,106.63,-66.41,0.0,0.0,0.0,7.59,-88.16,-99.17,-25.31,-25.85,-29.08,-48.24,-52.08,-27.43,-30.85,-53.38,-55.99,92.41,188.16,-10.63,-12.52,11.71,2.21,0.91,0.0,-25.64,154.11,17.89,0.0,0.0,4.16,3.98,15.25,29.94,7.4,12.67,16.17,27.06,20,,,,350,-352,-562,,-309,55,16,124,46,45,58,42,118,77,64,181,152,31,60,36,91,305,66,73,53,57,20,47,25,25,43,-7,-7,15,0,193,148,409,-80,-137,-34,-147,-8,0,0,1,1,1,4,95,1,1,5,79,16,6,0,3,108,1,2,0,0,0,-1680,,,,,-8,-54,-94,-33,0,0,0,-1680,-5007,2551,594,0,0,567,,-8,-94,-33,,0.0,0.0,4.0,1.0,0.0,0.0,15.0,4.0,29351.0,-2862.0,-88.0,-4.0,-198.0,0.0,-6.951672862453532,3034.490104139713,-4725.540307344385,7577.808669470399,1.045984343020404,3.39,-50.0,73.1669530210952,0.2312747785279141,37.0,21.0,0.2451816533475062,30.82248381579397,-0.9726943320569712,1.0,도입기
37,(주)누리플랜,69140,2014,-35.83,-3.46,0.0,-0.83,-8.21,-52.13,-22.0,-36.59,-22.26,0.0,0.0,0.0,2.05,-24.29,-32.1,-16.69,-17.31,-22.88,-34.61,-45.73,-18.32,-24.21,-327.55,-432.82,97.95,124.29,-7.47,-2.56,2.56,0.0,0.2,0.0,-21.05,130.31,8.88,0.0,0.0,1.87,1.2,8.97,60.25,3.65,11.33,7.99,668.8,91,0.0,0.0,0.0,6742,-2219,-277,3565.0,-1638,47,8,88,43,53,50,50,734,107,104,96,88,14,409,0,308,2170,133,101,99,0,3,0,-2,28,56,-7,-11,45,7,79,61,103,-2,-4,-1,-1,-10,1,1,1,13,1,16,23,1,1,20,18,65,29,0,4,93,2,2,1,0,0,-4725,46.0,184.0,8.0,415.0,-14,-32,-760,-15,0,0,0,-4725,-9721,3711,783,0,0,503,-58.0,-14,-760,-15,81.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,26050.0,-6933.0,-23.0,-7.0,-1527.0,0.0,-1.8882379450202795,1141.0038035963762,-15143.428531625515,621.4495848742617,0.2634315786963374,3.92,-24.3,-35.82829478279069,0.911681708869359,30.0,14.0,-0.3377630511322263,-0.1387504074364567,0.1569180095483538,1.0,쇠퇴기
