회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치,총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,PER,PBR,PCR,PSR,쭈피처,영업투자현금비율,영업재무현금비율,부실판단,도입기,성숙기,성장기,쇠퇴기
(주)CMG제약,58820,2022,19,79,2,6,617,520,15,12,3,53,20,63,87,-0.21,-0.24,-0.47,2.4,1.45,3.63,-2.37,-0.0194056142486561,7.072078214313208,7.07,7.64,6.1,18.31,22.79,15933,7,107,19,-2,-4,0.3854321723600449,4.04,1,2,1,0,1,1,23.0,23.0,-716.6666666666666,1614.5631613520873,60479.04823242296,3632.9408019060456,0.4613291829998049,-0.4543208999575726,0.8772956930059409,0.0,0,0,1,0
(주)ES큐브,50120,2020,3,270,3,24,62,60,929,754,1,-28,2,45,10,-39.39,-4.61,-31.35,1.76,1.75,12.79,4.05,-0.1622352868971078,54.08478724872655,54.08,-10.26,274.24,84.57,69.21,3768,1,13,5,-671,-113,0.112845967597423,0.39,0,3,0,0,0,0,47.0,22.0,-0.2018083182640144,1089.0644224677037,-2022.6276406796253,938.209085843149,0.1532839768596717,-207.94443580026007,0.594467157070449,1.0,0,0,0,1
(주)MH에탄올,23150,2022,6,9,5,19,28,23,369,200,51,-31,8,12,21,7.71,2.73,10.75,5.02,4.88,19.8,10.0,0.0269755491370851,-0.8905199360497233,-0.89,1.27,-1.17,8.48,-2.46,54043,12,14,49,22,73,0.2474573172430802,10.27,3,0,0,0,0,2,46.0,28.0,8.717067583046964,588.5945569751364,3407.740634970497,507.1293780277636,0.0800493359093759,-0.9797703331597452,-1.4582300697619837,0.0,0,1,0,0
(주)강원에너지,114190,2018,-16,-28,-7,-8,162,161,87,87,26,29,45,75,54,4.19,2.1,1.99,0.79,0.37,0.4,1.51,0.1594992695127637,0.7149456241365983,0.71,3.66,-7.26,4.72,-4.03,11600,12,126,14,15,40,0.9153906732907686,1.97,1,6,1,1,4,1,48.0,15.0,21.07692307692308,838.6889645420008,-4138.891500464215,490.13580281045313,0.0624045308462399,12.699545227005752,-0.6093983743402358,1.0,1,0,0,0
(주)고려시멘트,198440,2022,0,7,0,0,402,335,25,9,1,22,38,29,80,-6.85,-6.35,-11.1,-8.75,-8.9,-18.07,-0.18,-0.1128157734746747,-6.554052413468948,-6.55,-17.68,-1.08,6.44,4.23,2503,2,4,4,-310,-199,0.5096463501787742,3.45,2,1,1,0,1,2,10.0,10.0,-9.794238683127572,696.1421529900705,-5781.496641425133,1088.8003884486398,0.037850897000013,-0.8789124854908915,14.43612757488198,0.0,0,0,0,1
(주)고바이오랩,348150,2022,-51,-105,-12,-125,1146,1135,30,9,11,75,117,83,77,-26.11,-21.43,-201.51,-15.84,-17.71,-174.84,-3.89,-0.0406613068369385,17.708481630538305,17.71,3.91,221.77,301.12,250.68,-15851,-13,-104,-137,0,0,0.0936462775813307,25.76,0,1,0,0,1,0,10.0,4.0,-12.585421412300684,2188.553540959991,-12618.276768126789,18000.66810120686,1.6494359061882058,0.2678355316661964,-0.4559669930051903,1.0,1,0,0,0
(주)골드앤에스,35290,2014,-2,-3,-1,-2,60,48,285,207,50,-21,1,32,26,-90.29,-19.51,-29.79,-6.24,-6.29,-9.84,6.92,0.132063792627082,-9.552472221171966,-9.55,-4.56,-11.76,-20.89,-3.55,4010,9,18,13,-232,-39,0.6724313159292523,6.26,3,1,1,1,1,2,30.0,25.0,-4.253164556962025,3380.234324986276,-41204.35896401159,1305.3928227460922,0.3411898671920281,0.5617675813074366,-0.3352279376004881,1.0,1,0,0,0
(주)광무,29480,2019,-5,-8,-3,-5,109,107,176,158,38,5,48,62,36,-38.68,-15.46,-17.6,-5.83,-6.58,-8.26,1.9,0.0392668544565557,122.07511476255344,122.08,127.19,114.12,58.11,-53.29,6253,10,164,17,-103,-67,0.5778282101045018,5.34,1,6,1,1,2,1,52.0,28.0,-6.451612903225806,2663.936263341616,-24985.95201143054,1668.000220041789,0.2626545623830225,0.1418003352677435,-0.070472722613718,1.0,1,0,0,0
(주)구영테크,53270,2022,13,21,8,7,74,46,188,147,39,-13,7,38,35,4.98,1.83,1.45,3.38,3.32,2.81,1.54,0.0068573465523261,7.729369198375123,7.73,20.42,1.27,34.81,1.8,58146,24,45,21,7,46,1.1419635290152856,9.61,5,2,1,1,2,3,35.0,22.0,18.73949579831933,705.5272412662382,2661.520552408217,214.651142962751,0.1317536480440364,-1.2952577685255855,-3.124708402720887,0.0,0,1,0,0
(주)국순당,43650,2017,-6,-98,0,-2,709,592,9,6,0,31,295,36,91,4.88,6.42,15.44,-0.93,-1.87,-6.79,-2.86,0.0607042435569895,13.706226221695411,13.71,1.63,21.77,-9.96,-10.56,31047,13,53,49,31,45,0.259130055684821,7.28,1,1,0,0,0,1,41.0,24.0,10.161001788908766,457.8654383106792,-41891.91944672279,1616.207283107044,0.4449152378064369,-0.1561279179675155,3.3787309215428536,1.0,0,0,0,1
(주)국영지앤엠,6050,2022,-16,-34,-4,-5,193,177,38,34,13,23,54,48,73,3.95,3.2,2.92,3.4,3.2,3.34,0.18,0.1395013221098961,-0.1866588783499133,-0.19,5.62,-4.92,15.57,-2.56,10672,16,39,17,17,36,0.9613939517096788,7.83,2,2,1,1,2,2,55.0,30.0,27.09090909090909,1082.9864295909535,-12514.010610716714,817.5217961107193,0.0478539741400157,4.641374117773225,-11.932383687535898,0.0,1,0,0,0
(주)국전약품,307750,2022,-6,-10,-3,-6,202,174,112,77,30,37,30,73,47,9.77,5.0,8.56,2.32,1.79,3.38,0.74,0.0311846589500448,83.28754650866726,0.0,0.0,0.0,0.0,0.0,24947,13,77,24,36,53,0.5288741053724312,4.73,1,2,1,1,2,1,6.0,6.0,37.40112994350282,3518.4937970133115,-53966.03447069974,3132.1566614047283,0.1536458782508737,0.0785470764863512,-0.0707325055199959,0.0,1,0,0,0
(주)그린플러스,186230,2022,8,10,4,5,156,124,75,51,35,16,45,46,57,-4.46,-3.76,-4.24,3.62,3.46,4.33,1.7,0.042163560714882,4.244663682543359,4.24,-22.01,45.5,-0.28,50.28,11708,11,29,14,-30,18,0.7832747681079876,5.02,2,2,1,1,2,2,27.0,5.0,-37.05035971223022,2010.9003015022213,14165.326273356242,1470.995848897313,0.0688098256221895,-0.3888808910842624,1.623300050112211,0.0,0,0,1,0
(주)기가레인,49080,2017,-3,-4,-1,-2,93,62,105,87,37,-3,10,40,49,-1.88,-0.62,-0.92,3.22,3.1,5.23,2.47,0.1551918804105992,16.628791450142717,16.63,56.78,-0.28,32.72,-7.8,23652,13,36,24,-4,44,0.5512973351688103,6.21,2,1,1,1,1,2,24.0,11.0,-294.5,1614.200161068474,-46819.94953261734,1429.421307301068,0.1114758147358351,0.272598112480214,-0.2241917499843793,1.0,1,0,0,0
(주)기산텔레콤,35460,2017,-2,0,-1,-1,232,147,100,72,0,47,62,83,50,-13.79,-8.26,-8.73,-4.14,-4.48,-5.09,0.41,-0.0836820014369389,-5.48798744341276,-5.49,-7.29,4.6,7.26,-6.62,5297,8,264,8,-105,-65,0.9049043762552782,3.24,2,29,1,1,6,1,30.0,25.0,-19.96551724137931,1206.020486122165,69132.86880425399,664.9283929741458,0.235280026542127,-1.6034478229805833,-2.894461329830867,1.0,0,1,0,0
(주)나노,187790,2017,-2,-2,-1,-1,113,58,104,84,34,5,13,47,49,-0.15,0.11,0.12,1.93,1.9,2.27,2.32,0.6359019545180287,9.747956409474282,9.75,24.86,-0.8,51.72,-1.75,12356,13,30,17,1,51,0.7981387865300954,6.79,4,2,1,1,1,2,11.0,10.0,-13.513513513513514,874.5634460358078,-25584.218121406582,537.286036373153,0.1275973063580865,0.2922163839549184,-0.1834528225326929,1.0,1,0,0,0
(주)나노브릭,286750,2021,-2,-5,-1,-7,116,103,166,156,30,9,17,68,38,-21.28,-11.04,-40.32,-5.69,-5.93,-23.34,3.87,-0.2063527124964104,49.14873584102485,49.15,95.22,-0.51,-19.04,-2.54,965,3,10,14,-293,-189,0.2122903432964999,4.49,0,1,0,0,1,0,17.0,5.0,-10.944444444444445,2953.305877772148,-12695.277140418551,5232.383701640264,0.6116343473694851,0.3217098950817114,-0.2534991545233768,1.0,1,0,0,0
(주)나노신소재,121600,2022,101,174,7,19,1356,1042,7,6,4,71,262,76,93,12.84,12.33,24.0,11.19,10.04,21.05,-1.99,0.051012397791977,76.29957150473719,76.3,96.66,32.01,30.86,43.31,39807,19,128,50,48,55,0.3738388157070679,8.41,1,2,1,0,2,1,24.0,13.0,43.17548746518106,4769.063745747448,48845.10200200594,11869.800806000128,0.2148622253203004,-0.2571545908383428,0.2740467680283895,0.0,0,0,1,0
(주)나이벡,138610,2014,-15,-19,-10,-28,42,29,179,144,50,-30,17,22,36,-66.42,-24.0,-75.65,-19.19,-19.39,-63.2,10.82,-0.1397340129445392,-17.041899453788243,-17.04,-28.96,-13.0,110.66,-7.53,-214,-2,-3,-4,0,0,0.3382788252076678,8.37,2,1,0,0,0,1,20.0,13.0,-6.957773512476008,5815.602050017917,-32679.347747919182,6171.458058493335,0.823409702811339,1.3366137947964143,-1.2681171010393515,1.0,1,0,0,0
(주)나인테크,267320,2022,5,12,4,6,104,57,396,307,35,3,18,65,20,0.12,0.32,0.47,3.86,3.64,5.88,2.51,0.2334013922122315,75.29802846609292,0.0,0.0,0.0,0.0,0.0,10999,8,36,12,4,42,0.6186041398479063,5.42,2,3,1,1,2,1,7.0,7.0,2920.0,3974.897082561896,19941.588279599808,1295.203735180536,0.0747770009306789,-0.4768190326072177,0.4534797917438189,0.0,0,0,1,0
(주)남성,4270,2022,-3,-5,-2,-4,81,54,127,106,34,-9,6,38,44,2.68,2.65,3.23,1.21,0.91,2.59,4.8,-0.046570674366486,-6.09674795314855,-6.1,-18.71,3.73,-4.09,-17.5,20202,7,484,21,16,49,0.3619266142660454,9.18,1,21,1,0,1,1,59.0,35.0,18.92156862745098,584.851714988388,-10957.153394885549,712.1610229404206,0.0865959441196849,1.2428524274311528,-1.5610939054899882,0.0,1,0,0,0
(주)네오리진,94860,2015,-29,-104,-8,-11,188,148,41,31,8,20,86,42,71,-29.42,-17.2,-27.21,-12.03,-12.29,-22.62,0.69,0.7639854781641914,-49.02817976093816,-49.03,-65.82,-21.32,-64.11,-57.68,4920,32,1030,40,-69,-16,0.8049396946828722,2.02,1,15,1,1,1,1,17.0,17.0,-13.765432098765432,4532.497027779256,-23037.892391963604,4005.5023318728986,0.6304887749313272,-19.491989089989524,1.7548048699973493,1.0,0,0,0,1
(주)네오셈,253590,2022,6,19,3,6,154,81,110,104,18,27,45,77,48,17.66,9.75,13.39,8.31,7.62,11.2,2.13,0.056756154007646,47.24492937174291,47.24,68.5,4.0,100.86,32.67,25877,20,211,35,39,55,0.5708373827703697,5.63,1,5,1,1,3,1,8.0,6.0,13.678861788617889,2077.7024651669635,9747.090255170748,1732.881443770301,0.2832992898305805,9.28496004017314,-1.4972789947325778,0.0,0,0,0,1
(주)네오크레마,311390,2022,3,3,1,3,136,114,61,57,35,13,20,48,62,-1.7,-1.44,-2.92,2.7,2.19,5.32,-0.72,-0.0612626657545229,52.79742945432773,52.8,36.98,71.23,-10.65,-4.43,4200,5,21,16,-19,2,0.3407006524297548,7.27,1,1,0,0,1,1,17.0,5.0,-65.80357142857143,1446.688259655814,-200877.6835232824,2640.9093089651374,0.1776759174410372,0.0122519591551338,-0.0134024918031384,0.0,1,0,0,0
(주)네오펙트,290660,2020,-29,-46,-20,-62,86,71,224,150,43,-6,51,40,31,-108.54,-30.58,-81.09,-27.05,-27.08,-76.27,8.5,-0.2149225199136374,23.16310108875712,23.16,16.67,27.89,51.28,24.48,6682,12,42,36,-226,-161,0.3216312612287954,5.12,1,1,0,0,1,1,14.0,6.0,-4.758953168044077,3710.946211396695,-7316.301270273813,3559.494739425548,3.174804257972221,-14.065921033227516,-0.4710605547435541,1.0,0,0,0,1
(주)네온테크,306620,2022,-10,-23,-5,-9,113,67,101,80,22,5,24,45,50,-20.03,-10.47,-15.23,-4.36,-4.58,-7.11,1.72,-0.0604465905954601,22.671306892830536,22.67,5.22,41.55,6.03,85.62,6277,7,13,12,-128,-37,0.5842507537971098,5.69,2,1,1,1,1,1,6.0,6.0,-15.534883720930232,3117.728344093961,-98999.6987870748,2656.9285195491248,0.262379911399273,0.9885817240726088,-0.5149945723631698,1.0,1,0,0,0
(주)네이처셀,7390,2016,-3,-7,-1,-2,154,105,55,34,16,12,30,34,65,-9.81,-9.67,-12.03,-6.35,-7.36,-13.55,-0.16,-0.0393368322814458,14.56801546965191,14.57,-9.71,32.6,-12.33,15.79,4927,9,46,18,-65,-31,0.5086288607654927,8.03,2,3,1,1,1,1,53.0,32.0,-72.734375,6952.658196820486,-110293.53107832032,8829.311114472514,0.2823561963936747,0.4396731089707841,-0.4476868450730453,1.0,1,0,0,0
(주)네패스아크,330860,2022,39,44,17,52,178,176,79,23,40,10,131,23,56,11.23,6.83,16.7,5.43,5.15,14.64,1.78,-0.0285891736241478,9.682163062392378,9.68,7.28,10.42,34.72,8.21,126466,28,42,82,20,82,0.335964773297273,12.2,2,0,0,0,0,2,5.0,4.0,8.534850640113797,855.2258159132293,2462.756437643247,1425.3938151595785,0.0425761776660984,-0.5387571875014974,1.1969531888619995,0.0,0,0,1,0
(주)넥스턴바이오사이언스,89140,2022,1,2,1,4,223,188,85,18,38,12,54,22,54,-4.66,-4.25,-16.17,1.62,-2.03,-11.86,-1.64,0.0001354209315286,44.122718950782186,44.12,-13.7,77.6,70.81,126.09,4065,2,14,14,-115,-77,0.1447665181876051,6.65,1,1,0,0,0,1,24.0,18.0,-35.3125,608.2352324847889,-55304.27458546601,2271.6473405249226,0.3545619461998314,0.0210717776099177,-0.0248408534875803,1.0,1,0,0,0
(주)넥스트아이,137940,2020,-24,-43,-7,-31,294,279,38,35,15,49,125,75,73,43.56,29.77,120.39,-5.81,-6.08,-29.76,2.33,0.3866739365723522,-4.845185779945717,-4.85,2.88,-22.27,-60.46,-43.16,63954,39,620,184,66,83,0.2094748865389095,2.66,0,2,0,0,1,0,26.0,13.0,2.328190743338008,1061.237893993422,-8319.134094947276,3679.2926987998976,0.4319770641972393,-0.5424589664734141,0.9619658140496452,1.0,0,0,0,1
(주)넥스틴,348210,2022,143,2064,25,27,493,351,22,20,1,66,246,82,82,52.53,47.64,37.77,57.73,57.31,49.16,-0.3,0.2011671144989659,59.50553766558775,59.51,67.42,30.81,101.27,36.9,70386,58,737,61,62,81,0.9484389995362388,12.13,2,11,1,1,6,1,14.0,4.0,11.174624523649406,4981.451681393327,9710.734503080448,4318.146759580764,0.1871179417351266,-14.55919911561016,-5.156217696421645,0.0,0,1,0,0
(주)노랑풍선,104620,2021,-41,-58,-21,-620,85,85,102,100,36,-8,9,42,49,-21.95,-14.01,-351.21,-17.22,-17.57,-502.55,38.49,-0.1097135528247589,10.501476739267831,10.5,18.21,5.51,-85.33,-27.6,988,1,4,34,-1041,-923,0.0332954633672544,3.88,0,0,0,0,0,0,23.0,5.0,-20.43847241867044,4748.668826003731,-14564.219041938262,70546.02408231505,6.742324210139969,12.377134176402272,-1.0483456962279123,1.0,1,0,0,0
(주)노바렉스,194700,2022,25,48,8,8,179,110,49,40,17,21,37,48,67,12.46,8.04,7.08,9.69,9.59,8.94,0.35,-0.0814875508274611,6.263235762415535,6.26,15.95,-1.3,1.04,2.61,72791,27,57,26,27,47,1.0410001963402395,6.99,4,2,1,1,2,2,16.0,6.0,8.38150289017341,1049.5933088464242,9467.417634304727,675.8199036485289,0.0518835150147938,-0.8610593490528021,1.798775954254437,0.0,0,0,1,0
(주)노바텍,285490,2022,259,9962,23,30,1167,1110,10,7,0,69,418,75,91,13.51,10.62,12.91,19.14,18.57,23.96,-0.72,-0.2213929407278402,4.387260135227223,4.39,-4.54,46.57,22.09,97.42,41644,29,189,38,34,55,0.7588773471480932,16.6,1,5,1,1,4,1,17.0,6.0,24.698795180722893,1631.8123126032976,4962.32546506866,1962.132925461976,0.6194747855009883,-1.2490351877414747,-3.2351365318281777,0.0,0,1,0,0
(주)노블엠앤비,106520,2017,-26,-39,-13,-25,70,47,95,71,33,-11,11,26,51,-41.36,-28.62,-43.25,-13.32,-13.36,-26.84,5.38,0.2233547179909187,-4.763732761857122,-4.76,4.46,-7.56,-5.26,-7.39,-2819,-2,-8,-5,0,0,0.5104032555369411,4.9,3,2,1,1,1,2,24.0,12.0,-1.3300270513976555,836.6270932033699,-2770.6753908058645,839.8115281491073,0.1717548800236465,3.8583023053265606,-0.8679444970591345,1.0,1,0,0,0
(주)녹원씨엔아이,65560,2014,-80,-137,-34,-147,181,152,73,53,25,25,31,55,58,-52.08,-30.85,-99.17,-25.31,-25.85,-88.16,11.71,0.2451816533475062,73.1669530210952,73.17,63.12,87.49,-66.41,-6.75,-1680,-8,-54,-33,0,0,0.2312747785279141,3.39,1,2,0,0,1,1,37.0,21.0,-6.951672862453532,3034.490104139713,-4725.540307344385,7577.808669470399,1.045984343020404,30.82248381579397,-0.9726943320569712,1.0,1,0,0,0
(주)누리플랜,69140,2014,-2,-4,-1,-1,96,88,101,99,28,-2,14,47,50,-45.73,-24.21,-32.1,-16.69,-17.31,-24.29,2.56,-0.3377630511322263,-35.82829478279069,-35.83,-52.13,-8.21,-22.26,-3.46,-4725,-14,-32,-15,0,0,0.911681708869359,3.92,1,2,1,1,2,1,30.0,14.0,-1.8882379450202795,1141.0038035963762,-15143.428531625515,621.4495848742617,0.2634315786963374,-0.1387504074364567,0.1569180095483538,1.0,0,0,0,1
(주)뉴보텍,60260,2022,-6,-10,-4,-5,62,45,209,182,40,-22,12,37,32,-18.27,-5.71,-5.87,1.48,1.35,1.55,3.83,0.2977013601850133,-2.059131035352958,-2.06,-25.63,20.1,-2.1,31.31,9918,19,36,22,-27,7,0.8779161242911985,6.44,3,2,1,1,2,2,34.0,22.0,-14.181818181818182,1814.3903788481985,-58081.38304223947,668.5093313351235,0.2140784411006069,0.0674735768818209,-0.3204169971122587,1.0,1,0,0,0
(주)뉴인텍,12340,2014,-5,-8,-4,-3,102,64,196,175,45,1,5,61,34,-18.06,-6.05,-5.74,-7.56,-7.72,-7.66,2.27,-0.0203278612445824,-5.944859496827997,-5.94,-3.25,-9.79,2.81,-6.24,11023,20,62,19,-30,11,1.0400109660104369,4.24,3,3,1,1,3,2,47.0,27.0,-7.0,1571.1577089711932,-6835.289726589558,511.023912589632,0.0908094123086607,-8.390427685046262,-2.3893563329146,1.0,0,0,0,1
(주)뉴트리,270870,2022,10,21,3,2,240,208,48,35,15,33,113,57,67,4.98,3.84,2.39,3.94,3.08,2.29,-0.01,-0.1897229668618334,-1.0226293022811002,-1.02,-15.13,26.47,-19.73,28.88,20670,14,75,10,23,42,1.3542501745210562,32.56,3,8,2,1,3,2,23.0,6.0,15.988372093023257,1024.426936415601,-27854.50503997382,509.4581753755691,0.7284643446939125,0.4020479002344397,2.1566504854945228,0.0,0,1,0,0
(주)뉴파워프라즈마,144960,2022,7,14,4,8,119,90,138,97,30,8,27,48,42,11.79,4.01,5.74,2.83,2.42,4.0,0.81,-0.0428280347723954,18.426176531222254,18.43,30.8,8.82,13.81,13.17,116489,18,57,33,17,41,0.5572241794800609,5.84,2,2,1,1,1,1,25.0,8.0,4.916666666666667,581.676995854582,4333.550880328802,438.3145282157018,0.3052660282925666,-0.851151632040925,0.9336858636286358,0.0,0,0,1,0
(주)다산네트웍스,39560,2017,-3,-7,-1,-2,129,107,111,98,21,13,19,59,47,-1.3,-0.89,-0.81,0.3,0.01,0.01,0.97,0.2735576987205619,-6.923710140837779,-6.92,-5.65,-8.74,37.81,-30.16,57470,17,136,19,-4,16,0.8886111651934003,4.15,2,6,1,1,2,1,31.0,24.0,125.55555555555556,1055.0821331422312,19248.221194102105,561.6504369362372,0.3579771419580497,-0.2436959151011499,0.4590178840272148,1.0,0,0,1,0
(주)대림제지,17650,2022,62,413,11,17,388,354,20,8,3,20,99,27,83,9.89,10.53,13.03,10.08,9.82,15.58,-0.3,-0.0021795294077004,12.766948986815994,0.0,0.0,0.0,0.0,0.0,51367,17,34,27,48,76,0.6298390516537804,6.86,3,1,1,1,1,2,40.0,30.0,3.21285140562249,320.72866312578714,2521.594094477572,422.7308911959807,0.0716204339893036,-1.357668650503763,-2.9878186900390133,0.0,0,1,0,0
(주)대성미생물연구소,36480,2022,6,8,3,7,270,161,68,27,34,28,36,44,60,4.49,2.83,6.68,-0.18,-0.51,-1.28,1.17,0.0212929028243607,3.975106072188654,3.98,20.94,-6.37,6.26,-6.82,12813,20,42,50,13,41,0.3916500874951744,8.46,2,1,0,0,1,1,58.0,24.0,22.991071428571427,1007.7911992586528,33875.47948430338,1534.8980482990926,0.2008262724036193,-0.9973577195419128,-1.7877519569358076,0.0,0,1,0,0
(주)대창솔루션,96350,2014,-6,-8,-4,-7,74,47,136,91,44,-10,21,29,42,-17.16,-8.23,-15.56,-4.19,-4.33,-8.43,3.15,-0.1675864824785992,-8.387764723813927,-8.39,-14.7,-5.59,-13.21,-2.14,7544,5,8,9,-171,-93,0.5378165592516706,5.98,3,1,1,1,1,2,47.0,17.0,-2.0045045045045047,458.619068599944,-11439.13796394514,361.8113886813289,0.0952828799414083,2.9804131927065933,-0.8555013986828688,1.0,1,0,0,0
(주)대한과학,131220,2022,29,139,7,6,327,147,34,27,5,45,42,66,75,13.62,11.45,8.64,12.84,12.63,10.0,-0.09,0.0134034573236606,8.25369440614874,8.25,7.37,9.98,9.05,12.14,20512,35,112,28,30,47,1.2157496710161808,12.21,4,4,1,1,4,2,31.0,13.0,13.43811394891945,1147.651068706445,11299.47753831371,705.4362437203658,0.1861900211198946,-1.0303345259759389,-6.270221449027261,0.0,0,1,0,0
(주)더 미동,161570,2022,-14,-21,-5,-22,48,41,60,60,25,-20,22,18,62,-33.21,-62.93,-69.42,-6.34,-6.97,-30.02,11.87,-0.0370014563758608,-9.295958618427887,-9.3,-46.27,6.94,-28.35,0.01,-1888,-6,-1482,-25,0,0,0.2439914367931204,13.77,1,0,1,0,0,1,15.0,11.0,-6.169590643274854,853.6906643862652,-7909.247798360889,2180.2442832178244,0.0153043838384215,0.4900088238906545,-0.6814022186431193,0.0,1,0,0,0
(주)더블유에스아이,299170,2022,27,59,9,19,235,211,51,46,16,41,77,72,66,12.31,8.78,15.9,7.76,6.71,13.58,-1.54,-0.125513035867112,9.692031254008608,9.69,-13.73,244.02,-2.33,350.62,9661,17,283,36,45,59,0.4720962036941873,2.95,1,3,1,0,3,1,6.0,6.0,12.72108843537415,1474.4197767318008,12241.919858047486,2069.837134975706,0.2275844032431163,-0.2873478481327313,-301.49112659392665,0.0,0,1,0,0
(주)더코디,224060,2018,1,1,0,1,111,105,66,66,31,4,51,44,60,-21.71,-33.55,-33.2,-13.47,-13.82,-29.25,1.13,-0.1037171593842222,54.075066073605626,54.08,48.08,59.16,-50.23,88.21,-2705,-3,-35,-7,0,0,0.3895389819929379,4.84,1,6,1,0,1,1,25.0,9.0,-6.87962962962963,1864.5723777671144,76421.17894462278,2875.2362101164385,0.2326595674537228,-0.0377234645534277,0.0344337951369046,1.0,0,0,1,0
(주)덕산테코피아,317330,2022,18,24,6,15,415,261,47,8,23,18,161,24,68,8.91,7.6,13.56,3.63,3.41,8.34,-0.43,-0.0250083174532578,22.17880858610852,22.18,-31.35,61.89,-1.23,65.65,47691,16,39,43,32,52,0.3718431582844507,11.21,2,1,1,0,1,1,18.0,5.0,16.129032258064516,1220.424480174009,20246.87605811527,2234.9894830527683,0.1868652680749355,-0.2422477179237894,0.5221867966080619,0.0,0,0,1,0
(주)덕성,4830,2022,20,29,7,6,268,222,50,33,23,37,31,59,67,2.99,2.47,1.89,4.95,4.19,3.94,-0.16,-0.0484592295045842,-0.0953238820305164,-0.1,-2.12,2.95,15.73,-3.41,19979,16,85,15,13,39,1.0649138521069177,5.87,2,5,1,1,3,2,58.0,37.0,15.822784810126585,1023.3834976677502,8756.587187849107,640.3707596658456,0.0818289180214939,-2.008757011678008,42.8491239483424,0.0,0,0,1,0
(주)덱스터스튜디오,206560,2021,23,44,8,17,187,187,52,40,18,23,53,49,66,-1.63,-0.74,-1.04,0.02,-0.7,-1.32,-1.0,0.0465567589076645,38.145962382031016,38.15,13.11,75.41,63.41,320.78,21349,23,156,50,-2,20,0.4542330994993062,4.26,1,5,1,1,1,1,13.0,9.0,-616.6666666666666,12064.085772595714,-490121.0110042834,17474.866890540146,1.0852382181450877,0.350249049511262,-0.3376011429730901,1.0,1,0,0,0
(주)덴티스,261200,2022,2,4,2,3,94,67,306,259,42,-4,9,60,25,4.03,0.26,0.35,4.57,4.52,6.41,3.02,0.0053263254035606,13.058835501048971,13.06,11.98,14.7,32.47,7.78,33947,26,85,39,1,24,0.6644317759897862,2.76,2,2,1,1,2,1,8.0,7.0,43.475935828877006,3720.3331900579215,23203.77631541541,1377.719502682922,0.3920693947557872,-1.124153941042792,4.323558160633135,0.0,0,0,1,0
(주)동방선기,99410,2014,1,1,0,1,74,55,122,72,47,-8,4,24,45,-4.39,-2.34,-4.42,-1.98,-2.17,-5.0,5.37,0.1778919122974313,-11.37353954959685,-11.37,-32.8,-1.51,46.59,56.09,8509,11,16,24,-18,20,0.4604626678222843,4.36,2,1,1,0,1,2,30.0,15.0,-1.6075845012366037,614.4273547066109,-32992.24635243207,601.5399138726722,0.0774053072332975,-0.0814178813603832,0.0578280122523282,1.0,0,0,0,1
(주)동운아나텍,94170,2019,-20,-30,-11,-11,235,142,119,69,37,43,63,75,46,29.12,16.69,12.06,-4.35,-4.57,-4.0,2.06,0.6247566140736698,29.68253257102992,29.68,40.62,5.43,17.27,78.88,20004,37,2790,37,33,56,1.0133779702998875,5.05,3,98,1,1,4,2,18.0,9.0,13.686131386861314,4580.8658465093295,-15200.0917453725,2068.0888585007,0.3216573408569909,-1.0078266589280167,-4.098915069325101,1.0,0,0,0,1
(주)동일기연,32960,2022,76,363,5,12,2011,1533,7,4,1,77,75,81,94,1.81,1.8,3.92,3.2,1.66,4.13,-3.68,-0.1196106547616994,0.2450050823090192,0.25,5.04,-16.36,2.26,-1.34,13987,21,358,52,7,8,0.4019327745678375,7.25,1,6,0,0,2,1,38.0,27.0,19.185185185185187,757.3263524136322,12876.46724795393,1763.1559077017218,0.3057524339095687,-0.4936571044777812,-13.816738473167044,0.0,0,1,0,0
(주)듀오백,73190,2015,-19,-250,-3,-3,345,286,17,15,1,32,54,45,85,-8.71,-10.5,-9.92,-8.22,-8.64,-11.15,-0.45,0.0087274509549434,-6.871615763129217,-6.87,-10.52,-3.61,-16.46,-5.11,5934,14,64,17,-58,-22,0.8033752758956412,8.69,2,4,1,1,1,2,37.0,20.0,-8.21875,850.7581764325141,-16831.21019585112,903.3124844454118,0.3433226227094489,-1.349735768220878,,1.0,0,0,0,1
