,회사명,거래소코드,회계년도,매출채권회전률,종업원수증가율,총자산증가율,총자산회전율,영업년수,상장년수,CROE
10343,풍원정밀(주),371950,2020,14.46,0.0,13.18029420807342,0.7000978166663681,28,2,0.18002366226693173
10344,풍원정밀(주),371950,2021,17.65,0.0,25.11514583378523,0.6324620548886802,28,2,0.07469323431447845
10345,풍원정밀(주),371950,2022,9.63,35.47,63.17381164137269,0.4149555433643212,28,2,0.0100431183671474
10346,(주)윤성에프앤씨,372170,2022,,,,0.7575591210874549,24,2,
10347,(주)아이티아이즈,372800,2018,,,,3.965829236108435,12,3,
10348,(주)아이티아이즈,372800,2019,22.11,0.0,73.35842596823893,4.613951291668393,12,3,
10349,(주)아이티아이즈,372800,2020,21.02,0.0,169.979833995366,2.5158238690419763,12,3,-0.18268378334746205
10350,(주)아이티아이즈,372800,2021,29.17,0.0,140.86673051078793,1.361833029086903,12,3,-0.9662556842796767
10351,(주)아이티아이즈,372800,2022,16.2,4.78,-15.200602200773503,1.309569249564659,12,3,-0.2196446455352799
10352,하인크코리아(주),373200,2020,,,,,4,3,
10353,하인크코리아(주),373200,2021,,,,,4,3,
10354,하인크코리아(주),373200,2022,14.95,0.0,,0.5638653320513887,4,3,
10355,(주)피코그램,376180,2012,6.97,0.0,,1.3568446252789772,22,3,
10356,(주)피코그램,376180,2013,6.18,0.0,9.304490569161693,1.3317870917359684,22,3,
10357,(주)피코그램,376180,2014,6.19,0.0,5.788175679324501,1.2643249237706085,22,3,-0.46692304311544325
10358,(주)피코그램,376180,2015,8.71,0.0,6.057582773032615,1.2465546439264088,22,3,-0.14602993629512953
10359,(주)피코그램,376180,2016,11.06,0.0,85.57386686409055,0.6289638854956032,22,3,-0.043427130592556706
10360,(주)피코그램,376180,2017,9.27,0.0,35.79582445113027,0.45533581384657484,22,3,-0.07278820051038734
10361,(주)피코그램,376180,2018,7.97,0.0,-16.32755236038429,0.5414409704405799,22,3,-0.01809173908489444
10362,(주)피코그램,376180,2019,9.14,0.0,0.23804813235235694,0.5344972861390896,22,3,-0.039398492314742045
10363,(주)피코그램,376180,2020,12.88,0.0,6.4518982598842385,0.6450406874641706,22,3,0.14870944644975986
10364,(주)피코그램,376180,2021,10.18,0.0,33.52299344253268,0.5260650351507844,22,3,-0.033031262865085065
10365,(주)피코그램,376180,2022,9.79,3.06,2.6661857905034507,0.5694485695925096,22,3,-0.019479544022171613
10366,노을(주),376930,2020,,,,0.018972950514079927,9,2,
10367,노을(주),376930,2021,4.06,0.0,28.265342172263523,0.07390912194214333,9,2,
10368,노을(주),376930,2022,1.42,23.4,29.508822199473556,0.020961290550683225,9,2,-4.347702145684185
10369,(주)원티드랩,376980,2020,,,,1.0146614755581087,9,3,
10370,(주)원티드랩,376980,2021,18.02,0.0,215.59118017860027,0.6934942886809774,9,3,
10371,(주)원티드랩,376980,2022,23.98,30.43,24.471558435915792,0.883925272443849,9,3,-1.3439652178137707
10372,(주)맥스트,377030,2020,,,,0.284969722527529,14,3,
10373,(주)맥스트,377030,2021,4.55,0.0,166.7566273607855,0.12755009591559535,14,3,
10374,(주)맥스트,377030,2022,10.17,59.49,260.53872974378095,0.04328456875957334,14,3,-0.12600418024405524
10375,(주)프롬바이오,377220,2016,,,,1.8103824784470326,18,3,
10376,(주)프롬바이오,377220,2017,12.44,0.0,-5.985460029632894,2.8354101254440662,18,3,
10377,(주)프롬바이오,377220,2018,17.34,0.0,28.922144710269905,3.0742843883657858,18,3,0.7308872511749063
10378,(주)프롬바이오,377220,2019,18.4,0.0,66.68826476027938,2.6605023400516017,18,3,0.1255827541926694
10379,(주)프롬바이오,377220,2020,23.97,0.0,92.88893202708068,2.4013956175543556,18,3,-1.074388224435099
10380,(주)프롬바이오,377220,2021,31.68,0.0,114.29042746141282,1.4012764396102027,18,3,0.6399330881655111
10381,(주)프롬바이오,377220,2022,46.4,0.82,-2.6872864842475033,1.058694207741131,18,3,-0.19342134398513658
10382,(주)이지트로닉스,377330,2015,,,,0.2530179848888346,16,2,
10383,(주)이지트로닉스,377330,2016,2.69,0.0,6.932175583587709,0.3594552036985563,16,2,
10384,(주)이지트로닉스,377330,2017,3.44,0.0,10.359413268701939,0.5841906083164491,16,2,0.042287280398894386
10385,(주)이지트로닉스,377330,2018,3.17,0.0,68.86527339000912,0.533941830522014,16,2,0.016746923751929807
10386,(주)이지트로닉스,377330,2019,3.48,0.0,21.822858649073027,0.5473402337309459,16,2,0.10671330683265251
10387,(주)이지트로닉스,377330,2020,5.29,0.0,4.174100641571768,0.4476133049738985,16,2,0.0005282595024087289
10388,(주)이지트로닉스,377330,2021,4.77,0.0,5.858875387020808,0.4889361833542748,16,2,-0.18939684743736124
10389,(주)이지트로닉스,377330,2022,2.62,4.62,92.96446019555292,0.30850727110501563,16,2,-0.061991724325759966
10390,(주)리파인,377450,2016,,,,1.6347594425979493,22,3,
10391,(주)리파인,377450,2017,44.05,0.0,34.427974349981824,1.513827702101097,22,3,
10392,(주)리파인,377450,2018,47.95,0.0,14.122878654133741,1.5967763009842781,22,3,-0.09629164707973162
10393,(주)리파인,377450,2019,50.94,0.0,57.203716687468265,1.4362227980658848,22,3,-0.04150144008084927
10394,(주)리파인,377450,2020,7.8,0.0,64.8432146057961,1.0959000921196438,22,3,0.46073269827276786
10395,(주)리파인,377450,2021,8.68,0.0,197.75472000122048,0.39938280776429425,22,3,-0.3946617346289739
10396,(주)리파인,377450,2022,8.62,1.35,3.428339885257435,0.36186232934854656,22,3,-0.06859945245356547
10397,(주)마음에이아이,377480,2017,,,,0.43715123644189463,10,3,
10398,(주)마음에이아이,377480,2018,3.23,0.0,15.83045290359855,0.5852070856255224,10,3,
10399,(주)마음에이아이,377480,2019,4.05,0.0,49.99320737411884,0.3027574376362683,10,3,-0.41272367583822933
10400,(주)마음에이아이,377480,2020,8.19,0.0,-16.88354717635243,0.5001909863734113,10,3,1.790015014554973
10401,(주)마음에이아이,377480,2021,6.6,0.0,56.74458754185897,0.23298739904888371,10,3,-1.5307549982838011
10402,(주)마음에이아이,377480,2022,11.76,-25.69,6.792650931689938,0.21815289742462554,10,3,-0.05291860602190755
10403,(주)바이오노트,377740,2014,,,,0.7971293972861908,21,2,
10404,(주)바이오노트,377740,2015,8.21,0.0,53.3178036452843,0.668288606791349,21,2,
10405,(주)바이오노트,377740,2016,7.14,0.0,33.99971186856894,0.61837585763698,21,2,-0.06395876640069553
10406,(주)바이오노트,377740,2017,6.56,0.0,46.17943375942077,0.5628514615380302,21,2,-0.0053626511165829616
10407,(주)바이오노트,377740,2018,5.34,0.0,33.7869016032567,0.4367351927666022,21,2,-0.04701555422952855
10408,(주)바이오노트,377740,2019,4.93,0.0,45.7527039809251,0.3489217773905467,21,2,0.0029292206077748545
10409,(주)바이오노트,377740,2020,2.03,0.0,643.5766186016118,0.7399518391955876,21,2,1.3210173767022153
10410,(주)바이오노트,377740,2021,3.15,0.0,73.80672639713339,0.4195644577919119,21,2,-0.7291667774642389
10411,(주)바이오노트,377740,2022,9.56,0.0,18.449325390545283,0.27299750021992863,21,2,-0.49025737652513424
10412,(주)샤페론,378800,2018,,,,0.0,16,2,
10413,(주)샤페론,378800,2019,0.0,0.0,-29.059329442179738,0.0,16,2,
10414,(주)샤페론,378800,2020,0.0,0.0,187.42434870735232,0.0,16,2,1.604086238936132
10415,(주)샤페론,378800,2021,0.0,0.0,-14.275409834401575,0.019346207419583584,16,2,0.4178771663309029
