,회사명,거래소코드,회계년도,new_feature
406,(주)엘리비젼,276240,2014/12,0.2999285948534336
407,(주)엘리비젼,276240,2015/12,0.247013372615631
408,(주)엘리비젼,276240,2016/12,0.19612229327126557
409,(주)엘리비젼,276240,2017/12,0.26885538272524623
410,(주)엘리비젼,276240,2018/12,0.49498119321974715
411,(주)엘리비젼,276240,2019/12,0.6530885815033245
412,(주)엘리비젼,276240,2020/12,0.4252069823170663
413,(주)엘리비젼,276240,2021/12,0.3049939910660733
414,(주)엘리비젼,276240,2022/12,0.37112195627283795
415,(주)엘에이티,311060,2016/12,0.18820836581541142
416,(주)엘에이티,311060,2017/12,0.11205235800507052
417,(주)엘에이티,311060,2018/12,0.12317983020324158
418,(주)엘에이티,311060,2019/12,0.18877992628995816
419,(주)엘에이티,311060,2020/12,0.21967506088201635
420,(주)엘에이티,311060,2021/12,0.2649468912947648
421,(주)엘에이티,311060,2022/12,0.18709535343855352
422,(주)원포유,122830,2019/12,0.39519449470934054
423,(주)원포유,122830,2020/12,0.20599706579129828
424,(주)원포유,122830,2021/12,0.21995574692690092
425,(주)원포유,122830,2022/12,0.31314955592294175
426,(주)유엑스엔,337840,2017/12,3.8442150286171457
427,(주)유엑스엔,337840,2018/12,52.06241737488197
429,(주)유엑스엔,337840,2020/12,118.1224
430,(주)유엑스엔,337840,2021/12,54.33395429706905
431,(주)유엑스엔,337840,2022/12,49.693199813693525
432,(주)이노벡스,279060,2017/12,0.5069716922789093
433,(주)이노벡스,279060,2018/12,0.9164840020378768
434,(주)이노벡스,279060,2019/12,0.20777725946224113
435,(주)이노벡스,279060,2020/12,0.4642094932256336
436,(주)이노벡스,279060,2021/12,1.0244031346643017
437,(주)이노벡스,279060,2022/12,0.469866762262657
438,(주)이앤에치,341310,2018/12,0.11563027015826544
439,(주)이앤에치,341310,2019/12,0.15688514775017978
440,(주)이앤에치,341310,2020/12,0.08082585910323872
441,(주)이앤에치,341310,2021/12,0.20089064174848323
