,회사명,거래소코드,회계년도,영업투자현금비율,영업재무현금비율
4381,(주)에스피시스템스,317830,2014/12,-4.050502539648317,-11.074205963938974
4382,(주)에스피시스템스,317830,2015/12,2.4969674549216982,-2.4459438313292705
4383,(주)에스피시스템스,317830,2016/12,-29.83620604095676,-0.5527316074624304
4384,(주)에스피시스템스,317830,2017/12,-3.9419634195081583,-5.8708753210827895
4385,(주)에스피시스템스,317830,2018/12,-4.178511589386394,1.679330821895595
4386,(주)에스피시스템스,317830,2019/12,0.36504784213920477,-0.2194171413324366
4387,(주)에스피시스템스,317830,2020/12,-13.417638822917937,-1.0848975356888277
4388,(주)에스피시스템스,317830,2021/12,-0.14397494621057882,0.14553138306730695
4389,(주)에스피시스템스,317830,2022/12,-8.265909525907924,0.570255373586973
4390,(주)에이디칩스,54630,2012/12,-4.520851192130109,-2.168481990438003
4391,(주)에이디칩스,54630,2013/12,-0.8299078116045592,-1.8106485584659655
4392,(주)에이디칩스,54630,2014/12,-2.7361998332159367,-4.866303326577704
4393,(주)에이디칩스,54630,2015/12,-1.8323386719617294,-1.4654237350035608
4394,(주)에이디칩스,54630,2016/12,0.2614112935855623,-0.1720412822856819
4395,(주)에이디칩스,54630,2017/12,0.010211763740915309,-0.0020061403191199726
4396,(주)에이디칩스,54630,2018/12,0.2992478970709883,-0.5177239439589698
4397,(주)에이디칩스,54630,2019/12,1.7547422393542556,-0.3411099729771934
4398,(주)에이디칩스,54630,2020/12,0.4806601683335499,-0.5874304726832316
4399,(주)에이디칩스,54630,2021/12,0.3003460478991636,-0.31463230969894485
4400,(주)에이디칩스,54630,2022/12,0.0015146829321566982,-0.0015162740896463931
4401,(주)에이디테크놀로지,200710,2012/12,-3.0657059043928827,10.009659254276274
4402,(주)에이디테크놀로지,200710,2013/12,-1.2500369081514289,-0.4077025110603363
4403,(주)에이디테크놀로지,200710,2014/12,-0.5393814014075902,0.992800267017631
4404,(주)에이디테크놀로지,200710,2015/12,1.7509097196080854,-0.5851671208652748
4405,(주)에이디테크놀로지,200710,2016/12,-13.70831500542506,-0.3731157084936064
4406,(주)에이디테크놀로지,200710,2017/12,-18.624726596324685,725.922
4407,(주)에이디테크놀로지,200710,2018/12,-1.6769842346906951,-1.0802862164829556
4408,(주)에이디테크놀로지,200710,2019/12,-1.833254719496259,1.0925391288321273
4409,(주)에이디테크놀로지,200710,2020/12,-0.12361015777681351,0.1266368418851189
4410,(주)에이디테크놀로지,200710,2021/12,0.3603160562688339,-0.29646969187510375
4411,(주)에이디테크놀로지,200710,2022/12,-1.0631198194963858,13.173527435481601
4412,(주)에이루트,96690,2012/12,-0.4737454572363802,3.9468338310871247
4413,(주)에이루트,96690,2013/12,-3.1393174974264246,28.4350698014884
4414,(주)에이루트,96690,2014/12,-1.2746859473694663,-1.8355212188568901
4415,(주)에이루트,96690,2015/12,2.7939455257449812,2.0912598350124174
4416,(주)에이루트,96690,2016/12,0.15503815837776608,-0.08821052169760212
4417,(주)에이루트,96690,2017/12,-0.33504644987634613,-1.081921978485814
4418,(주)에이루트,96690,2018/12,-0.16807109544265936,-5.194550587378199
4419,(주)에이루트,96690,2019/12,0.17861699084235846,-0.1437305704248391
4420,(주)에이루트,96690,2020/12,0.11331656537616569,-0.11762350310149543
4421,(주)에이루트,96690,2021/12,1.69524971327286,-0.337766498983805
4422,(주)에이루트,96690,2022/12,-2.8537083723019787,-1.832342251466598
4423,(주)에이비프로바이오,195990,2012/12,2.399966927087564,-2.600908505406913
4424,(주)에이비프로바이오,195990,2013/12,-8.695517636002123,0.6850986021911598
4425,(주)에이비프로바이오,195990,2014/12,-0.019556812004031247,0.021300504893373578
4426,(주)에이비프로바이오,195990,2015/12,0.007738425313993663,-0.01670191349583269
4427,(주)에이비프로바이오,195990,2016/12,-4.107966932446314,-0.4351405361374168
4428,(주)에이비프로바이오,195990,2017/12,-6.554972843042537,-2.761633538982019
4429,(주)에이비프로바이오,195990,2018/12,-0.32396109637488946,0.31070065248003903
4430,(주)에이비프로바이오,195990,2019/12,-0.027376964737428584,0.0258518498450447
4431,(주)에이비프로바이오,195990,2020/12,-6.800707483261321,0.2957827557984818
4432,(주)에이비프로바이오,195990,2021/12,-0.26592326741746064,-0.10934289608954485
4433,(주)에이비프로바이오,195990,2022/12,0.5835951986536695,3.6939604815962697
4434,(주)에이스토리,241840,2012/12,15.746638053301057,-1.0959090439276487
4435,(주)에이스토리,241840,2013/12,3.2705781016290207,-0.628935646334639
4436,(주)에이스토리,241840,2016/12,9.603909151799305,15.950346361935582
4437,(주)에이스토리,241840,2017/12,18.868138529304794,-0.5608174792973656
4438,(주)에이스토리,241840,2018/12,2.205801243568495,1.8214057142857143
4439,(주)에이스토리,241840,2019/12,0.3778706348159771,-0.31114869445371257
4440,(주)에이스토리,241840,2020/12,1.8293017821293176,-3.8428433074331565
4441,(주)에이스토리,241840,2021/12,3.8624335820211644,-0.9550403528119621
4442,(주)에이스토리,241840,2022/12,-10.429369818316216,-45.86369719963519
4443,(주)에이치시티,72990,2012/12,-2.4647335341830257,-2.732696423867786
4444,(주)에이치시티,72990,2013/12,-1.1928893019758668,-5.074352306542849
4445,(주)에이치시티,72990,2014/12,-1.3224562647203613,6.500774020594405
4446,(주)에이치시티,72990,2015/12,-1.599408213834611,-2.0222558022979324
4447,(주)에이치시티,72990,2016/12,-0.11082970375480126,0.07004059819566663
4448,(주)에이치시티,72990,2017/12,-0.30110445015198023,1.019403264708416
4449,(주)에이치시티,72990,2018/12,-0.9918504398753331,5.781873923527385
4450,(주)에이치시티,72990,2019/12,-1.3232076527816024,-15.990910117753367
4451,(주)에이치시티,72990,2020/12,-0.9119405272753005,-9.637565613636404
4452,(주)에이치시티,72990,2021/12,-0.45273541808198214,0.626379501030836
4453,(주)에이치시티,72990,2022/12,-0.8138880627759487,-7.792807196619192
4454,(주)에이치알에스,36640,2012/12,-0.5419062048630634,-0.7002485795159512
4455,(주)에이치알에스,36640,2013/12,-0.6186720579626608,0.9966741134877
4456,(주)에이치알에스,36640,2014/12,-1.253970474119696,-5.729148524751918
4457,(주)에이치알에스,36640,2015/12,-1.6813855283850379,-361.4809078014184
4458,(주)에이치알에스,36640,2016/12,-1.2467123769826203,0.5873108197029517
4459,(주)에이치알에스,36640,2017/12,-7.2337579011824635,-5.054458922276543
4460,(주)에이치알에스,36640,2018/12,-152.1212373994591,-1.623996870528523
4461,(주)에이치알에스,36640,2019/12,5.127238960094518,-1.2086345766103026
4462,(주)에이치알에스,36640,2020/12,-0.8114318611861032,-1.078849149770976
4463,(주)에이치알에스,36640,2021/12,-0.290631469717601,-0.39668694437129454
4464,(주)에이치알에스,36640,2022/12,-4.772844464070015,-1.5878271408260924
4465,(주)에이치앤비디자인,227100,2017/12,-0.8365265820396806,64.19204972364824
4466,(주)에이치앤비디자인,227100,2018/12,2.1563742839864264,-0.6758240641466674
4467,(주)에이치앤비디자인,227100,2019/12,5.428437687237867,-0.8353680498128561
4468,(주)에이치앤비디자인,227100,2020/12,-0.4042230916730191,0.6936084775715581
4469,(주)에이치앤비디자인,227100,2021/12,0.032580200230819034,-0.0026964033692500884
4470,(주)에이치앤비디자인,227100,2022/12,0.08139602968862673,-0.18573701739080847
4471,(주)에이치엘사이언스,239610,2013/12,-0.4971278617505644,0.8658415789473685
4472,(주)에이치엘사이언스,239610,2014/12,-2.6755505611215717,-2.5687455555555556
4473,(주)에이치엘사이언스,239610,2015/12,-5.25196261682243,-3.231160930042814
4474,(주)에이치엘사이언스,239610,2016/12,-0.18045365339815314,0.18680969164990638
4475,(주)에이치엘사이언스,239610,2017/12,-0.6956653403078941,-4.092399472860671
4476,(주)에이치엘사이언스,239610,2018/12,-1.8008255321691191,-13.75056784882708
4477,(주)에이치엘사이언스,239610,2019/12,-1.5249667031452645,-14.003221762583802
4478,(주)에이치엘사이언스,239610,2020/12,-0.969178861994428,-3.0829524492291256
4479,(주)에이치엘사이언스,239610,2021/12,-0.7218831779665681,-5.011553648142004
4480,(주)에이치엘사이언스,239610,2022/12,2.9348480631718785,-0.8506058968062139
4481,(주)에이치케이,44780,2012/12,-4.658265343241698,-0.7403831302433033
4482,(주)에이치케이,44780,2013/12,-0.06207068498015002,0.05686989025876583
4483,(주)에이치케이,44780,2014/12,0.336263770840626,-0.22479492603980478
4484,(주)에이치케이,44780,2015/12,-0.584481435930826,1.3144833056372127
4485,(주)에이치케이,44780,2016/12,-18.22496884209055,-1.0205678234467284
4486,(주)에이치케이,44780,2017/12,-61.20083079268293,-3.4606306373089866
4487,(주)에이치케이,44780,2018/12,0.3587666994152497,-0.5085770879042844
4488,(주)에이치케이,44780,2019/12,-9.963154331325946,-1.4947357391295981
4489,(주)에이치케이,44780,2020/12,-9.562647673796743,-4.947247638506411
