회사명,거래소코드,회계년도,감사의견코드,[U01410000]영업활동으로 인한 현금흐름(*)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),이자보상배율(이자비용),이자보상배율(순금융비용)
(유)현디앤씨,097037,2019/12,NA,0,,,1.28,1.28
(유)현디앤씨,097037,2020/12,UQ,3155365,,,-4.23,-3.55
(주)주안디앤씨,078662,2015/12,NA,-807394,,,259.73,999999999
(주)주안디앤씨,078662,2016/12,QS,984537,,,64.16,999999999
(주)주안디앤씨,078662,2019/12,UQ,-3125175,,,-9.06,999999999
(주)주안디앤씨,078662,2020/12,NA,-850178,,,-9.15,-25.76
(주)주안디앤씨,078662,2021/12,UQ,285992,,,-2.64,-32.62
(주)주영디벨로퍼,105971,2021/12,NA,44630,,,-1.27,999999999
(주)주영디벨로퍼,105971,2022/12,UQ,-173001,,,0,999999999
(주)주은,064953,2012/12,UQ,314957,,,999999999,999999999
(주)주은,064953,2013/12,UQ,279681,,,999999999,999999999
(주)주은,064953,2014/12,UQ,283189,,,999999999,999999999
(주)주은,064953,2015/12,UQ,324377,,,999999999,999999999
(주)주은,064953,2016/12,UQ,402911,,,999999999,999999999
(주)주은,064953,2017/12,UQ,173630,,,999999999,999999999
(주)주은,064953,2018/12,UQ,411223,,,999999999,999999999
(주)주은,064953,2019/12,UQ,6486,,,999999999,999999999
(주)주은,064953,2020/12,UQ,444107,,,999999999,999999999
(주)주은,064953,2021/12,UQ,352232,,,999999999,999999999
(주)주은,064953,2022/12,UQ,-291495,,,-146.93,-78.53
(주)죽전,085748,2017/12,NA,-23773309,,,-0.06,-0.09
(주)죽전,085748,2018/12,UQ,-890871,,,-0.15,-0.19
(주)죽전,085748,2019/12,UQ,-12654587,,,-0.15,-0.15
(주)죽전,085748,2020/12,UQ,-3462798,,,4.1,4.51
(주)죽전,085748,2021/12,UQ,-6676433,,,4.01,5.09
(주)죽전,085748,2022/12,UQ,8592473,,,-0.1,-0.05
(주)중경,081188,2016/12,NA,-1817774,,,1.12,1.12
(주)중경,081188,2017/12,UQ,3311117,,,13.36,13.37
(주)중경,081188,2018/12,NA,-4067023,,,3.8,3.34
(주)중경,081188,2019/12,UQ,1419239,,,1.27,1.26
(주)중경,081188,2020/12,NA,2533513,,,-0.06,-0.06
(주)중경,081188,2021/12,UQ,-573239,,,-1.12,-0.3
(주)중경,081188,2022/12,UQ,-103208,,,0.53,1.08
(주)중경미드타운,074488,2014/12,NA,10505,,,-2.81,-2.96
(주)중경미드타운,074488,2015/12,UQ,-1545506,,,-2.79,-3.12
(주)중경미드타운,074488,2016/12,UQ,-909614,,,-1.07,-1.26
(주)중경미드타운,074488,2017/12,UQ,-283454,,,-0.17,0.18
(주)중경미드타운,074488,2018/12,UQ,-968619,,,-0.09,-0.42
(주)중경미드타운,074488,2019/12,UQ,1556670,,,-0.18,-0.38
(주)중앙공영,078565,2015/12,NA,-12150794,,,999999999,999999999
(주)중앙공영,078565,2016/12,QS,394928,,,-49.18,-73.56
(주)중앙공영,078565,2017/12,DU,-414718,,,999999999,999999999
(주)중인엔터프라이즈,063794,2012/12,UQ,-199169,,,8.87,9.22
(주)중인엔터프라이즈,063794,2013/12,UQ,355397,,,9.12,9.49
(주)중인엔터프라이즈,063794,2014/12,UQ,189220,,,6.64,7.06
(주)중인엔터프라이즈,063794,2015/12,UQ,-360933,,,4.97,5.48
(주)중인엔터프라이즈,063794,2016/12,UQ,266350,,,6.96,7.39
(주)중인엔터프라이즈,063794,2017/12,UQ,245189,,,9.24,10.05
(주)중인엔터프라이즈,063794,2018/12,UQ,216366,,,999999999,999999999
(주)중현씨앤씨,077537,2015/12,NA,-15704657,,,-19.31,-19.35
