회사명,거래소코드,회계년도,총자본증가율,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,제품비율(매출채권 대 상),매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,제품회전률(상품),부재료회전률(원),재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수
(주)가겐투안,043566,2022/12,-4.93,-45.08,-32.42,0,,0,0,-1.94,-20.1,0,0,0.97,0,0,10.34,-5.29,,-1.95,-1.84,-4.29,,-1.58,-5.32,,-1.95,-145.01,,-53.31,0,,,-4.03,-26.69,-9.81,89.66,105.29,3.03,-3.03,0,2.56,102.19,7.61,0.02,-2.87,0.05,27.53,1087.95,-12.7,0,0,0,96.3,96.3,0,0,0,136960.27,-2665,,-8449.63,135043.97,2601.01,0,-7250.39,12.57,2.04,14.37,12.31,87.43,81.97,18.03,2701.01,106.66,98.44,112.42,110.13,36.35,0,3136.2,18.43,0,3136.2,0,21.99,13.64,0,8.36,493.45,1.39,0,0,999999999,999999999,78.94,26.01,18.74,104.67,16.71,-7.56,0,-1.36,-1.64,0,0.81,5.04,1,27.39,4.2,0,0,5.34,5.38,649.76,0.56,649.76,0,0,10.15,35.96,0.96,1085.99,2.86,0,0.03,538.81,0,0,,0,0,0,0,0,3.27,6025.48,0,3.93,203.86,-103.86,-49.47,538.81,-309.44,1098.42,-414.67,154.29,2.88,7.34,0,3.27,0,3.93,0
(주)가나티엠,102513,2021/12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,-0.47,,-0.27,-7.47,-7.48,,-4.28,-22.83,,-13.05,-54.9,,-31.4,115.71,,,-4.23,-7.48,-4.28,0,100.47,0.2,0,0,0.14,100.27,65.53,1.96,0,0.09,86.42,196.08,0.07,4.77,9.55,0,58.42,58.42,0,0,0,585680.48,-785,,1332.61,24051.07,140.51,0,-2745.01,94.64,0,1765.82,94.64,5.36,32.78,67.22,240.51,16.35,16.35,140.8,140.8,28.78,0,0,0,0,0,0,205.05,205.05,0,0,0,27.42,0.67,2.05,-116.79,-84.44,19.15,1.41,5.93,0.34,12.53,1.35,135.34,0.91,0.11,-149.4,15.97,15.97,48.7,117.14,23.75,0,0,16.87,16.87,0,0,0,0,0,22.28,16.38,297.89,1600.01,9.86,0.04,0.06,7952.86,0,0,,0,0,0,0,0,541.99,54315.64,0,67.89,97,3,-0.39,7952.86,-31.4,7714.26,0.37,27.22,231.27,11.14,0,541.99,0,67.89,0
(주)가나티엠,102513,2022/12,30.66,167.88,31.63,0,,0,0,-66.44,15.15,0,0,13.62,0,0,0,-1.02,,-0.84,-8.12,-8.12,,-6.73,-42.78,,-35.45,-68.71,,-56.93,190.33,,,-6.7,-8.12,-6.73,0,101.02,0.17,0,0,0.13,100.84,66.22,1.76,0,0.12,41.13,120.22,0.03,5.07,5.07,0,-23.88,-23.88,0,0,0,337192.19,-2847,,2863.59,4036.01,-19.28,0,-3435.71,95.34,0,2045.77,95.34,4.66,8.42,91.58,80.72,55.35,55.35,104.11,104.11,21.12,0,0,0,0,0,0,1087.6,1087.6,0,0,0,3.76,0.51,6.11,-274.99,-279.23,-2.01,-0.19,11.92,0.62,14.21,4.02,716.05,3.68,0.52,-338.22,7.97,7.97,41.99,67.44,9.84,0,0,8.39,8.39,0,0,0,0,0,11.11,32.84,160.57,500.8,4.53,0.09,0.03,9192.35,0,0,,0,0,0,0,0,479.45,23436.29,0,68.15,98.19,1.81,-1.24,9192.35,-113.87,9026.38,0.41,22.67,239.93,16.83,0,479.45,0,68.15,0
(주)가엘에스앤에스,095714,2019/12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2.26,,2.05,26.74,25.6,,23.28,50.53,,45.95,116.59,,106.02,49.86,,,22.51,25.6,23.28,0,97.74,-0.05,-0.07,0,0.05,97.8,86.32,1.92,-0.07,0.23,150.86,484.73,-1.57,0,0,100,53.76,56.65,0,0,0,258415.31,2650,,6308.27,23070.61,130.71,0,5829.37,84.28,0,536.09,84.28,15.72,50.66,49.34,230.71,31.03,32.69,162.35,162.35,83.39,0,0,0,0,0,0,97.4,102.47,0,-5.08,-7.94,32.37,0,0,70.14,999999999,28.7,1.31,7.43,1.39,17.62,14.04,0,6.93,1.22,0,11.35,11.35,22.4,51.68,23,0,0,13.47,13.47,0,0,0,0,0,37.26,9.79,72.19,2766.5,8.33,0.03,0.1,11578.51,0,0,,0,0,0,0,0,508.49,123955.06,1157850541,89.61,94.56,5.44,2.29,11578.51,284.7,10948.75,-8.8,81.25,243.93,28.68,0,508.49,1157850541,89.61,0
(주)가엘에스앤에스,095714,2020/12,37.38,474.47,31.01,44.72,,69.5,0,43.77,25.27,0,0,71.48,0,0,0,2.61,,2.78,16.83,15.61,,16.62,30,,31.95,84.36,,89.85,42.78,,,15.4,16.24,17.3,0,97.39,0.31,-0.2,0,0.04,97.1,86.6,1.99,-0.21,0.1,28.87,288.99,-2.55,0,0,100,67.96,69.98,0,0,0,161853.54,4493,,6228.91,16584,231.68,0,4218.06,80.38,0,409.59,80.38,19.62,53.02,46.98,331.68,37.01,36.93,171.51,171.51,88.42,0,0,0,0,0,0,88.62,88.39,0,0.23,0.36,33.51,0,0,999999999,999999999,37.03,2.32,13.7,3,18.02,31.92,0,15,2.9,0,5.99,6.23,11.51,32.37,12.48,0,0,7.3,7.3,0,0,0,0,0,19.79,18.44,33.31,513.81,4.57,0.05,0.05,14518.38,0,0,,0,0,0,0,0,464.13,27055.9,1451838300,89.7,94.12,5.88,3.09,14518.38,471.4,13664.45,-33.02,86.36,313.72,15.47,0,464.13,1451838300,89.7,0
(주)가엘에스앤에스,095714,2021/12,28,42.76,27.77,31.75,,11.21,0,30.13,18.51,0,0,28.91,0,0,0,2.9,,2.6,16,15.58,,14.01,29.12,,26.18,111.14,,99.92,46.41,,,13.6,16.3,14.65,0,97.1,0.03,-0.08,0,0.08,97.08,81.89,1.98,-0.08,0.17,35.21,212.1,-0.89,0,0,100,75.38,76.93,0,0,0,191806.98,4996,,10831.37,21569.82,331.6,0,5557.18,80.24,0,406,80.24,19.76,53.9,46.1,431.6,36.67,36.6,174.42,174.42,115.89,0,0,0,0,0,0,85.53,85.35,0,0.19,0.29,34.24,0,0,999999999,999999999,41.41,3.32,14.93,3.66,20.35,46.21,0,21.31,4.45,0,5.38,5.62,10.05,38.36,11.57,0,0,6.7,6.7,0,0,0,0,0,22.53,16.2,27.3,294.48,4.25,0.04,0.06,16305.24,0,0,,0,0,0,0,0,407.24,21284.21,1630523697,85.01,93.69,6.31,3.06,16305.24,562.03,15276.08,-14.68,80.27,370.19,31.35,0,407.24,1630523697,85.01,0
(주)가엘에스앤에스,095714,2022/12,10.93,-52.64,0.64,31.57,,35.88,0,31.56,-2.02,0,0,52.71,0,0,0,3.89,,3.61,17.4,17.32,,16.08,29.26,,27.17,146.23,,135.77,35.7,,,15.99,17.75,16.48,0,96.11,0.04,-0.02,0,0.1,96.08,82.44,1.75,-0.02,0.15,30.8,239.58,-0.22,0,0,0,81.21,82.39,0,0,0,187935.99,6789,,5810.38,28381.97,467.79,0,7311.53,72.79,0,267.56,72.79,27.21,63.92,36.08,567.79,42.56,42.56,201.77,201.77,139.19,0,0,0,0,0,0,56.44,56.44,0,0,0,36.72,0,0,999999999,999999999,52.66,4.68,17.15,5.32,23.06,51.93,0,18.74,4.43,0,4.45,4.56,7.52,37.59,10.9,0,0,5.83,5.83,0,0,0,0,0,26.6,13.72,18.8,332.96,3.8,0.04,0.07,16103.92,0,0,,0,0,0,0,0,362.6,44388.29,1610392364,85.69,92.77,7.23,4.22,16103.92,739.45,14939.06,-3.78,86.35,316.26,26.58,0,362.6,1610392364,85.69,0
(주)가장맛있는족발,090173,2018/12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,60.6,,49.38,70.51,68.02,,55.42,78.3,,63.8,162227.41,,132192.63,22.06,,,52.93,68.02,55.42,0,39.4,2.19,-2.22,0,0.81,38.58,29.11,1.45,-5.63,11.9,82.51,122.14,-18.99,0,0,0,99.95,99.95,0,0,0,1338581.48,330482,,762268.39,2071840.85,207084.08,0,811137.04,93.72,0,1493.05,93.72,6.28,86.86,13.14,207184.08,7.23,7.23,713.52,713.52,138.24,0,0,0,959.48,0,0,15.12,15.12,0,0,0,80.59,0,0,999999999,999999999,86.82,2070.84,83.5,5.59,178.18,121.65,0,15.98,28.47,0,1.12,1.12,1.29,2677.16,8.55,358.32,1.02,1.2,1.2,0,0,0,0,0,37.35,9.77,17.88,29.93,1.05,0,0.11,7467.13,0,0,,0,0,0,0,0,44.72,1192.69,1432.77,79.69,14.41,85.59,61.96,7467.13,5882.77,1075.8,-208.19,223.4,53.7,439.64,0,44.72,1432.77,79.69,0
(주)가장맛있는족발,090173,2019/12,34.09,-42.09,38.31,23.06,,21.92,0,38.9,32.16,0,0,-28.96,0,0,0,56.42,,45.55,37.34,35.76,,28.87,40.34,,32.56,99821.08,,80587.74,23.21,,,27.28,35.76,28.87,0,43.58,2.28,-2.5,0,1.16,42.73,28.18,1.41,-5.71,5.32,33.63,210.99,-13.96,0,0,0,99.97,99.97,0,0,0,884554.84,402939,,456572.61,1438859.14,287671.83,0,499105.39,96.67,0,2906.77,96.67,3.33,89.98,10.02,287771.83,3.7,3.67,1031.46,1031.46,133.52,0,0,0,3687.14,0,0,11.14,10.42,0,0.72,0.74,87.3,0,0,999999999,999999999,89.95,2876.72,150.56,7.24,180.78,261.4,0,26.19,47.35,0,0.63,0.63,0.71,1769.11,5.58,368.2,0.99,0.66,0.66,0,0,0,0,0,23.51,15.53,13.82,25.05,0.6,0,0.07,9175.28,0,0,,0,0,0,0,0,40.98,2530.5,3547.05,74.09,16.66,83.34,61.48,9175.28,7269.98,1528.44,-309.55,321.46,76.28,288.67,0,40.98,3547.05,74.09,0
(주)가장맛있는족발,090173,2020/12,19.42,-56.95,19.72,-14.99,,-15.2,0,23.75,-10.82,0,0,10.55,0,0,0,53.79,,43.32,26.11,24.19,,19.48,26.36,,21.23,84862.38,,68338.23,25.06,,,17.55,24.19,19.48,0,46.21,3.18,-4.28,0,4.7,45.4,30.11,1.76,-9.03,2.25,25.47,473.11,-23.33,0,0,0,99.97,99.97,0,0,0,788802.53,341691,,316654.82,1780550.3,356010.06,0,424311.89,96.92,0,3148.05,96.92,3.08,93.24,6.76,356110.06,3.3,3.26,1757.05,1757.05,187.47,0,0,0,2503.77,0,0,7.25,5.92,0,1.33,1.36,91.41,0,0,999999999,999999999,93.22,3560.1,215.31,7.1,242.09,299.62,0,20.25,49.01,0,0.45,0.45,0.49,1577.61,5.45,644.05,0.57,0.46,0.46,0,0,0,0,0,21.32,17.12,14.09,42.58,0.43,0,0.06,7920.49,0,0,,0,0,0,0,0,29.63,5073.71,8259.2,71.72,19.89,80.11,60.4,7920.49,6291.29,1575.27,-472.34,316.39,92.07,117.8,0,29.63,8259.2,71.72,0
