회사명,거래소코드,회계년도,감사의견코드,[U01410000]영업활동으로 인한 현금흐름(*)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),이자보상배율(이자비용),이자보상배율(순금융비용)
(유)나눔디앤씨,102441,2021/12,NA,0,,,1.43,1.23
(유)나눔디앤씨,102441,2022/12,QS,-16024367,,,1.53,1.58
(유)대흥주택산업,099046,2020/12,NA,2338357,,,2.72,2.79
(유)대흥주택산업,099046,2021/12,UQ,-3708194,,,-2.83,-3.91
(유)더밸류디프리마,106693,2021/12,NA,-47429207,,,-47.71,999999999
(유)더밸류디프리마,106693,2022/12,UQ,-8112658,,,-16.65,-18.67
(유)명지개발,093897,2019/12,NA,-12864280,,,-0.53,-0.84
(유)명지개발,093897,2020/12,UQ,-13442932,,,23.05,23.41
(유)명지개발,093897,2021/12,UQ,16900613,,,0.69,0.71
(유)명지개발,093897,2022/12,UQ,3796144,,,0.26,999999999
(유)미르디앤씨,097915,2020/12,NA,0,,,2.22,2.2
(유)미르디앤씨,097915,2021/12,UQ,2863128,,,-0.93,-0.47
(유)비티투자,054082,2012/12,UQ,-313618,,,0.03,-0.29
(유)비티투자,054082,2013/12,UQ,-958000,,,0.01,-2.58
(유)비티투자,054082,2014/12,UQ,-479326,,,-0.13,0.16
(유)비티투자,054082,2015/12,UQ,-786442,,,0.04,2.21
(유)비티투자,054082,2019/12,UQ,4751974,,,2.95,999999999
(유)비티투자,054082,2021/12,NA,-4147226,,,1.96,999999999
(유)비티투자,054082,2022/12,UQ,-2380208,,,2.82,999999999
(유)삼현개발,097520,2020/12,NA,17799638,,,4.15,4.24
(유)삼현개발,097520,2021/12,UQ,7169309,,,50.66,50.96
(유)신흥개발,097040,2019/12,NA,0,,,4.17,4.66
(유)신흥개발,097040,2020/12,DS,-7800285,,,-7.75,-7.42
(유)연세,093779,2019/12,NA,4044019,,,21.56,23.88
(유)연세,093779,2020/12,UQ,-2874011,,,0.08,-5.16
(유)유맥에프앤알,014534,2012/12,UQ,1733195,,,4.84,10.53
(유)유맥에프앤알,014534,2013/12,UQ,2569596,,,8.28,17.94
(유)유맥에프앤알,014534,2014/12,UQ,2310221,,,9.58,19.77
(유)유맥에프앤알,014534,2015/12,UQ,3155154,,,6.68,14.3
(유)유맥에프앤알,014534,2016/12,UQ,4542811,,,10.63,17.86
(유)유맥에프앤알,014534,2017/12,UQ,5273956,,,18.66,25.5
(유)유맥에프앤알,014534,2018/12,NA,127933,,,52.24,106.57
(유)유맥에프앤알,014534,2019/12,UQ,659394,,,3.77,4.57
(유)유맥에프앤알,014534,2021/12,NA,926635,,,-3.18,7.12
(유)유맥에프앤알,014534,2022/12,UQ,3073047,,,10.74,23.81
(주)88스테이,081962,2016/12,NA,-48663,,,999999999,999999999
(주)88스테이,081962,2017/12,UQ,1155,,,999999999,999999999
(주)88스테이,081962,2018/12,UQ,-70482,,,999999999,999999999
(주)88스테이,081962,2019/12,UQ,-78992,,,999999999,999999999
(주)88스테이,081962,2020/12,UQ,-54863,,,999999999,999999999
(주)88스테이,081962,2021/12,UQ,-73371,,,999999999,999999999
(주)88스테이,081962,2022/12,UQ,-78258,,,999999999,999999999
(주)DSGlobal,101458,2020/12,NA,-174500,,,0.04,0.04
(주)DSGlobal,101458,2021/12,QG,-23841,,,0.75,0.75
(주)DSGlobal,101458,2022/12,UQ,-496751,,,1.04,1.04
(주)GH건설,101742,2021/12,NA,-14752063,,,1.06,1.06
(주)GH건설,101742,2022/12,UQ,-11362009,,,1.01,1.02
(주)Good프라임City,100710,2020/12,NA,-337306,,,4.52,5.89
(주)Good프라임City,100710,2021/12,UQ,-4007787,,,5.19,5.21
(주)LF스퀘어씨사이드,086240,2017/12,NA,-33918,,,999999999,999999999
(주)LF스퀘어씨사이드,086240,2018/12,UQ,-8486,,,999999999,999999999
(주)LF스퀘어씨사이드,086240,2019/12,UQ,-27646,,,-34.15,-92.55
(주)LF스퀘어씨사이드,086240,2020/12,UQ,-124533,,,999999999,999999999
(주)LF스퀘어씨사이드,086240,2021/12,UQ,-857168,,,999999999,999999999
(주)LF스퀘어씨사이드,086240,2022/12,UQ,-1651953,,,999999999,999999999
(주)가경개발,060723,2012/12,UQ,-30277488,-30277488,,-31.38,-43.11
(주)가경개발,060723,2013/12,UQ,28224133,28224133,,-1.43,-0.98
(주)가경개발,060723,2014/12,UQ,1136540,1136540,,-7.91,-1.44
(주)가든파이브라이프,073254,2014/12,NA,1037525,,,999999999,999999999
(주)가든파이브라이프,073254,2015/12,UQ,1919903,,,999999999,999999999
(주)가든파이브라이프,073254,2016/12,UQ,1922078,,,999999999,999999999
(주)가든파이브라이프,073254,2017/12,UQ,-512981,,,999999999,999999999
(주)가든파이브라이프,073254,2018/12,UQ,3321949,,,999999999,999999999
(주)가든파이브라이프,073254,2019/12,UQ,2297858,,,999999999,999999999
(주)가든파이브라이프,073254,2020/12,UQ,1571128,,,999999999,999999999
(주)가든파이브라이프,073254,2021/12,UQ,935790,,,999999999,999999999
(주)가든파이브라이프,073254,2022/12,UQ,533357,,,999999999,999999999
(주)가리온,085096,2017/12,NA,-7607073,,,999999999,999999999
(주)가리온,085096,2018/12,UQ,-19065748,,,-4.27,-4.5
(주)가리온,085096,2019/12,UQ,15210492,,,3.75,4.24
(주)가리온,085096,2020/12,UQ,4102633,,,-3.89,-0.46
(주)가림산업,090395,2018/12,NA,-1115,,,999999999,999999999
(주)가림산업,090395,2019/12,UQ,-2758017,,,-0.34,-21.61
(주)가림산업,090395,2020/12,UQ,-728772,,,-0.02,19.2
(주)가산디앤씨,088143,2017/12,NA,-8699048,,,-3.87,-3.88
(주)가산디앤씨,088143,2018/12,UQ,-458591,,,2.4,3.45
(주)가산디앤씨,088143,2019/12,UQ,9475324,,,0.6,0.9
(주)가산디앤씨,088143,2020/12,UQ,-611442,,,10.36,57.13
(주)가산디앤씨,088143,2021/12,UQ,-1808944,,,16.43,446.23
(주)가산디앤씨,088143,2022/12,UQ,-2768495,,,11.99,189.99
(주)가산아이윌,098022,2020/12,NA,-381633,,,-10.09,-10.1
(주)가산아이윌,098022,2021/12,UQ,-3559929,,,-12.65,-12.96
(주)가산아이윌,098022,2022/12,UQ,-5959761,,,-23.44,-24.17
(주)가온인베스트먼트,087062,2017/12,NA,-2346,,,999999999,999999999
(주)가온인베스트먼트,087062,2018/12,UQ,747009,,,999999999,999999999
(주)가온인베스트먼트,087062,2019/12,UQ,553571,,,21.82,21.99
(주)가온인베스트먼트,087062,2020/12,UQ,265033,,,2.72,2.69
(주)가온인베스트먼트,087062,2021/12,UQ,620162,,,7.06,7.06
(주)가원,076266,2015/12,NA,-15758452,,,999999999,999999999
(주)가원,076266,2016/12,UQ,-2374994,,,999999999,999999999
(주)가원,076266,2017/12,UQ,-3420407,,,999999999,999999999
(주)가이아,088561,2018/12,NA,-18368470,,,-7.05,-9.59
(주)가이아,088561,2019/12,UQ,7520497,,,2.21,2.2
(주)가이아,088561,2020/12,UQ,-34830183,,,-1.58,-2.06
(주)가이아,088561,2021/12,UQ,-12807885,,,1.05,1.41
(주)가이아,088561,2022/12,UQ,-15349799,,,1.1,1.49
(주)가이야씨앤지,089645,2018/12,NA,-885560,,,101.05,999999999
(주)가이야씨앤지,089645,2019/12,UQ,-863013,,,-7.54,999999999
(주)가인행복,101225,2020/12,NA,1048223,,,4.42,2.45
(주)가인행복,101225,2021/12,UQ,-6945478,,,-2.74,-1.26
(주)가인행복,101225,2022/12,UQ,8152967,,,8.72,4.46
(주)가화개발,100047,2020/12,NA,-23910479,,,999999999,999999999
(주)가화개발,100047,2021/12,UQ,8618675,,,3.05,2.4
(주)가화개발,100047,2022/12,UQ,35823,,,-58.16,999999999
(주)감성홀딩스,104827,2021/12,NA,-32296,,,0.49,0.34
(주)감성홀딩스,104827,2022/12,UQ,93432,,,0.29,-0.07
(주)감정평가법인삼일,093094,2019/12,NA,-283072,,,-86.24,999999999
(주)감정평가법인삼일,093094,2020/12,UQ,2289475,,,28.83,999999999
(주)감정평가법인삼일,093094,2021/12,UQ,-770427,,,96.19,999999999
(주)감정평가법인삼일,093094,2022/12,UQ,790180,,,65.39,999999999
(주)강남타워,086396,2017/12,NA,-4067613,,,-4.75,-4.85
(주)강남타워,086396,2018/12,UQ,-6776183,,,11.28,12.09
(주)강남타워,086396,2019/12,UQ,5032277,,,15.95,16.01
(주)강남터미널지하쇼핑몰,065136,2012/12,DS,37215943,,,999999999,999999999
(주)강남터미널지하쇼핑몰,065136,2013/12,DU,3296387,,,-0.35,3.04
(주)강남터미널지하쇼핑몰,065136,2014/12,DU,-1649243,,,-132.08,999999999
(주)강남터미널지하쇼핑몰,065136,2017/12,UQ,-1381144,,,-18.03,-20.35
(주)강남터미널지하쇼핑몰,065136,2018/12,UQ,-121791,,,18.43,19.59
(주)강남터미널지하쇼핑몰,065136,2019/12,UQ,5287208,,,31.13,999999999
(주)강남터미널지하쇼핑몰,065136,2020/12,UQ,-2218935,,,999999999,999999999
(주)강남터미널지하쇼핑몰,065136,2021/12,UQ,1114133,,,999999999,999999999
(주)강남터미널지하쇼핑몰,065136,2022/12,UQ,2392837,,,999999999,999999999
(주)강릉아이앤디,049072,2021/12,NA,-946760,,,-44.65,999999999
(주)강릉아이앤디,049072,2022/12,UQ,29849,,,999999999,999999999
(주)강앤파트너스,042501,2012/12,UQ,7272305,,,3.07,5.04
(주)강앤파트너스,042501,2013/12,UQ,-393739,,,-12.27,999999999
(주)강앤파트너스,042501,2014/12,UQ,179680,,,999999999,999999999
(주)강앤파트너스,042501,2015/12,UQ,-48980,,,-36.68,999999999
(주)강앤파트너스,042501,2016/12,UQ,-17178,,,999999999,999999999
(주)강앤파트너스,042501,2017/12,UQ,-361179,,,999999999,999999999
(주)강앤파트너스,042501,2018/12,UQ,-200900,,,999999999,999999999
(주)강앤파트너스,042501,2019/12,UQ,-91648,,,999999999,999999999
(주)강호디오알,057027,2012/12,DU,-179775,,,-0.01,-0.03
(주)거인,091673,2018/12,NA,-380526,,,0.54,0.55
(주)거인,091673,2019/12,UQ,-232875,,,0.69,0.29
(주)거인,091673,2020/12,UQ,-360276,,,-0.42,-0.85
(주)거인,091673,2021/12,UQ,-625704,,,-1.63,-1.69
(주)거인,091673,2022/12,QG,-129318,,,-0.87,-0.85
(주)거택디엠씨,078309,2015/12,NA,819631,,,37.57,37.93
(주)거택디엠씨,078309,2016/12,QS,6933182,,,12.49,12.53
(주)거택디엠씨,078309,2017/12,UQ,1262333,,,461.93,999999999
(주)거택디엠씨,078309,2018/12,UQ,-2958858,,,265.97,999999999
(주)거택디엠씨,078309,2019/12,UQ,-8347238,,,1.97,2.98
(주)거택디엠씨,078309,2020/12,UQ,-7496205,,,-1.37,-1.17
(주)거택디엠씨,078309,2021/12,UQ,-6409133,,,0.93,1.03
(주)거택디엠씨,078309,2022/12,UQ,23610707,,,4.29,4.5
(주)건덕상사,021729,2012/12,UQ,646442,,,999999999,999999999
(주)건덕상사,021729,2013/12,UQ,-1258733,,,999999999,999999999
(주)건덕상사,021729,2014/12,UQ,799709,,,5.82,999999999
(주)건덕상사,021729,2015/12,UQ,607785,,,6.71,999999999
(주)건덕상사,021729,2016/12,UQ,839260,,,4.02,999999999
(주)건덕상사,021729,2017/12,UQ,1620574,,,1.12,999999999
(주)건덕상사,021729,2018/12,UQ,-595341,,,0.94,999999999
(주)건덕상사,021729,2019/12,UQ,630049,,,-2.39,999999999
(주)건덕상사,021729,2020/12,NA,910962,,,-0.26,999999999
(주)건덕상사,021729,2021/12,UQ,3578857,,,0.23,999999999
(주)건덕상사,021729,2022/12,UQ,966163,,,-8.5,999999999
(주)건물과사람들,082011,2016/12,NA,1110916,,,18.79,36.69
(주)건물과사람들,082011,2017/12,UQ,2770724,,,15.73,16.71
(주)건물과사람들,082011,2018/12,UQ,-2979350,,,13.44,38
(주)건물과사람들,082011,2019/12,UQ,166629,,,7.13,20.2
(주)건물과사람들,082011,2020/12,UQ,-132618,,,7.02,9.36
(주)건물과사람들,082011,2021/12,UQ,9283886,,,13.27,999999999
(주)건물과사람들,082011,2022/12,UQ,4188242,,,7.04,999999999
(주)건설개발,060704,2012/12,UQ,303494,,,999999999,999999999
(주)건설개발,060704,2013/12,UQ,307999,,,999999999,999999999
(주)건설개발,060704,2014/12,UQ,299773,,,999999999,999999999
(주)건설개발,060704,2015/12,UQ,288147,,,999999999,999999999
(주)건설개발,060704,2016/12,UQ,250530,,,999999999,999999999
(주)건설개발,060704,2017/12,UQ,18202,,,999999999,999999999
(주)건설개발,060704,2018/12,UQ,64442,,,999999999,999999999
(주)건설개발,060704,2019/12,UQ,16255,,,999999999,999999999
(주)건설투자,060705,2012/12,UQ,532559,,,999999999,999999999
(주)건설투자,060705,2013/12,UQ,726117,,,999999999,999999999
(주)건설투자,060705,2014/12,UQ,471683,,,999999999,999999999
(주)건설투자,060705,2015/12,UQ,350051,,,999999999,999999999
(주)건설투자,060705,2016/12,UQ,467331,,,999999999,999999999
(주)건설투자,060705,2017/12,UQ,-258983,,,999999999,999999999
(주)건설투자,060705,2018/12,UQ,517260,,,999999999,999999999
(주)건설투자,060705,2019/12,UQ,247093,,,999999999,999999999
(주)건영산업,063195,2012/12,UQ,-1132772,,,-1.3,-1.34
(주)건영산업,063195,2013/12,UQ,479457,,,0.65,0.82
(주)건영산업,063195,2014/12,UQ,562361,,,1.15,1.29
(주)건영산업,063195,2015/12,UQ,278053,,,1.61,2.03
(주)건영산업,063195,2016/12,UQ,403108,,,2.29,2.61
(주)건영산업,063195,2017/12,UQ,151829,,,1.88,2.11
(주)건영산업,063195,2018/12,UQ,-153106,,,-1.59,30.14
(주)건영산업,063195,2019/12,UQ,-2514438,,,-3.02,-4.03
(주)건영산업,063195,2020/12,UQ,-1400891,,,-2.71,-2.86
(주)건영산업,063195,2021/12,UQ,-332118,,,-1.76,-1.75
(주)건영산업,063195,2022/12,UQ,-462607,,,-1.93,-1.54
(주)건우,090932,2018/12,NA,-4771192,,,-2.96,-2.98
(주)건우,090932,2019/12,UQ,4719549,,,5.38,5.53
(주)건우피엠,044044,2012/12,UQ,-1857367,,,-3880.95,999999999
(주)건우피엠,044044,2013/12,UQ,-1523224,,,-51.26,999999999
(주)건우피엠,044044,2014/12,UQ,-194387,,,999999999,999999999
(주)건우피엠,044044,2015/12,UQ,-406448,,,999999999,999999999
(주)건우피엠,044044,2016/12,UQ,396077,,,999999999,999999999
(주)건우피엠,044044,2017/12,UQ,-104807,,,999999999,999999999
(주)건축과디자인,045504,2012/12,DU,-340876,,,4.69,4.73
(주)건한홀딩스,092383,2018/12,NA,-8687,,,999999999,999999999
(주)건한홀딩스,092383,2019/12,UQ,214408,,,2.39,2.4
(주)건화,017441,2012/12,UQ,321218,,,7.36,999999999
(주)건화,017441,2013/12,UQ,3270439,,,7.07,999999999
(주)건화,017441,2014/12,UQ,503654,,,9.59,999999999
(주)건화,017441,2015/12,UQ,827959,,,3.35,999999999
(주)건화,017441,2016/12,UQ,2086201,,,2.33,999999999
(주)건화,017441,2017/12,UQ,1706513,,,1.06,999999999
(주)건화,017441,2018/12,UQ,-467668,,,-1.18,999999999
(주)건화,017441,2019/12,UQ,-6141868,,,-0.29,999999999
(주)건화,017441,2020/12,UQ,130700,,,-1.73,999999999
(주)건화,017441,2021/12,UQ,-309165,,,-2.95,999999999
(주)건화,017441,2022/12,UQ,-336322,,,-2.05,999999999
(주)경남이앤지,087566,2017/12,NA,-16650,,,0.95,0.95
(주)경남이앤지,087566,2018/12,QS,-1058001,,,-0.19,-2.19
(주)경남홀딩스,107122,2021/12,NA,-42644025,,,-3.99,-3.99
(주)경남홀딩스,107122,2022/12,UQ,-7516510,,,-2.06,-2.57
(주)경덕디벨로퍼스,060786,2012/12,QG,177139,,,1.32,1.32
(주)경덕디벨로퍼스,060786,2013/12,UQ,258412,,,1.65,1.65
(주)경덕디벨로퍼스,060786,2014/12,UQ,285257,,,1.88,1.88
(주)경덕디벨로퍼스,060786,2015/12,UQ,312083,,,2.56,2.56
(주)경덕디벨로퍼스,060786,2016/12,UQ,206966,,,2.06,2.06
(주)경덕디벨로퍼스,060786,2017/12,UQ,250322,,,1.75,1.75
(주)경덕디벨로퍼스,060786,2018/12,UQ,168517,,,1.53,1.53
(주)경덕디벨로퍼스,060786,2019/12,UQ,255180,,,1.79,1.79
(주)경도디앤씨,072675,2014/12,NA,-2482707,,,-27,-27.49
(주)경도디앤씨,072675,2015/12,QS,57505,,,-81.56,-94.26
(주)경도디앤씨,072675,2016/12,UQ,-632655,,,76.62,76.05
(주)경도이엔씨,081084,2016/12,NA,-6307489,,,-0.92,-0.93
(주)경도이엔씨,081084,2017/12,UQ,-4685644,,,2.6,2.6
(주)경도이엔씨,081084,2018/12,UQ,11000512,,,-0.13,0.14
(주)경복,073815,2014/12,NA,-13053195,,,999999999,999999999
(주)경복,073815,2015/12,UQ,6597491,,,4.43,4.46
(주)경복,073815,2016/12,UQ,-34022677,,,-1.92,-1.68
(주)경복,073815,2017/12,UQ,21728292,,,4.91,5.29
(주)경복,073815,2018/12,UQ,15622391,,,12.75,14.17
(주)경복,073815,2019/12,UQ,19890686,,,45.13,80.23
(주)경복,073815,2020/12,UQ,1066373,,,84.56,999999999
(주)경복,073815,2021/12,UQ,-15605247,,,64.95,999999999
(주)경복,073815,2022/12,UQ,-60915530,,,-0.41,0.01
(주)경안개발,076026,2015/12,NA,-795507,,,999999999,999999999
(주)경안개발,076026,2016/12,UQ,-327854,,,999999999,999999999
(주)경안개발,076026,2017/12,UQ,1236105,,,-9.15,-9.16
(주)경언씨앤씨,070061,2013/12,NA,-11108208,,,3.73,3.8
(주)경언씨앤씨,070061,2014/12,UQ,3962974,,,0.16,0.16
(주)경언씨앤씨,070061,2015/12,UQ,-674729,,,0.09,0.29
(주)경언씨앤씨,070061,2016/12,UQ,-2458743,,,3.55,10.46
(주)경언씨앤씨,070061,2017/12,UQ,1839304,,,2.27,5.67
(주)경언씨앤씨,070061,2018/12,UQ,196594,,,1.76,2.62
(주)경언씨앤씨,070061,2019/12,UQ,220776,,,-0.3,-0.63
(주)경운,087666,2017/12,NA,-8489634,,,-0.13,-0.13
(주)경운,087666,2018/12,UQ,112016,,,0.39,0.39
(주)경운,087666,2019/12,UQ,-2762509,,,-0.06,-0.06
(주)경운,087666,2020/12,UQ,-1028903,,,2.06,2.1
(주)경운,087666,2021/12,UQ,-1340710,,,1.34,1.37
(주)경운,087666,2022/12,UQ,-311149,,,-1.91,-1.89
(주)경주디앤씨,105009,2021/12,NA,-39736526,,,-2.36,-2.37
(주)경주디앤씨,105009,2022/12,UQ,5562547,,,4.97,5.03
(주)경지2,085409,2017/12,NA,-11486971,,,3.27,3.32
(주)경지2,085409,2018/12,UQ,33250,,,8.44,8.52
(주)경지2,085409,2019/12,UQ,27336953,,,6.83,6.89
(주)경지2,085409,2020/12,UQ,853686,,,999999999,999999999
(주)경진인터내셔날,052086,2012/12,UQ,-2547460,,,0.73,0.8
(주)경진인터내셔날,052086,2013/12,UQ,5956466,,,2.35,2.58
(주)경진인터내셔날,052086,2014/12,UQ,5019439,,,4.37,4.73
(주)경진인터내셔날,052086,2015/12,UQ,3887794,,,-3.83,-2.25
(주)경진인터내셔날,052086,2016/12,UQ,-1069716,,,-0.78,-0.76
(주)경진인터내셔날,052086,2017/12,UQ,7467722,,,3.56,3.56
(주)경진인터내셔날,052086,2018/12,UQ,365468,,,-1.73,-1.34
(주)경진인터내셔날,052086,2019/12,QU,-229070,,,-1.08,-1.09
(주)경진인터내셔날,052086,2020/12,DU,-563628,,,-1.98,-1.93
(주)계도실업,072803,2014/12,NA,-558862,,,1.59,1.61
(주)계도실업,072803,2015/12,UQ,2128003,,,4.05,4.06
(주)계도실업,072803,2016/12,UQ,1619576,,,5.33,5.92
