회사명,거래소코드,회계년도,총자본증가율,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,제품비율(매출채권 대 상),매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,제품회전률(상품),부재료회전률(원),재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수
공주메디컬센터(주),077285,2020/12,-4.84,0,2.51,-4.65,,0,0,-9.41,-2.73,0,0,-5.25,0,0,67.09,62.86,,-10.75,2.53,2.53,,-0.43,57.76,,-9.88,41.05,,-7.02,0,,,2.53,46.88,-8.02,32.91,37.14,-73.61,73.61,0,0,110.75,0,0,66.45,0,0,0,3.09,3.18,3.1,0,-47.17,-47.17,0,0,0,3265.28,-351,,3686.54,3378.24,-32.44,0,2052.57,5.59,0,5.93,5.59,94.41,4.26,95.74,67.56,2214.22,99.37,112.07,112.07,6.68,0,0,0,0,0,0,2245.42,117.07,5.02,2128.35,15057.88,0.6,95.54,2240.89,0.85,0.85,-2.05,-0.32,134.08,2354.23,135.74,4.58,4.59,4.38,106.38,0.85,0.04,0.75,0.92,0.65,0.04,0,0,0.75,0.75,0,0,0,0,0,0,0,0.04,0,0.39,0,0,1198.1,0,0,,0,0,0,0,0,2.59,0,0,62.86,0,0,-17.1,1198.1,-204.9,0,1403,0,0,0,0,2.59,0,62.86,0
공주메디컬센터(주),077285,2021/12,-5.15,0,-1.26,0.32,,0,0,-9.77,0.87,0,0,-5.38,0,0,66.81,62.52,,-10.02,2.67,2.67,,-0.43,64.08,,-10.27,41.18,,-6.6,0,,,2.67,46.75,-7.49,33.19,37.48,-72.54,72.54,0,0,110.02,0,0,65.92,0,0,0,3.23,3.32,3.24,0,-63.11,-63.11,0,0,0,3293.8,-330,,3770.27,3048.23,-39.04,0,2059.18,5.82,0,6.18,5.82,94.18,4.06,95.94,60.96,2321.85,98.05,147.33,147.33,9.3,0,0,0,0,0,0,2365.43,97.45,3.91,2267.98,4917.03,1.87,95.73,2360.2,0.86,0.86,-2.6,-0.39,133.72,2209.86,132.87,5.17,5.18,4.96,113.19,0.86,0.04,0.75,1.03,0.66,0.04,0,0,0.75,0.75,0,0,0,0,0,0,0,0.05,0,0.42,0,0,1201.95,0,0,,0,0,0,0,0,2.74,0,0,62.52,0,0,-16.03,1201.95,-192.62,0,1394.58,0,0,0,0,2.74,0,62.52,0
공주메디컬센터(주),077285,2022/12,-2.82,0,47.54,10.38,,0,0,-9.79,8.32,0,0,-5.93,0,0,67.84,63.7,,-8.37,3.07,3.07,,-0.4,78.4,,-10.3,45.46,,-5.97,0,,,3.07,41.96,-5.51,32.16,36.3,-72.07,72.07,0,0,108.36,0,0,66.42,0,0,0,3.61,3.73,3.65,0,-80.82,-80.82,0,0,0,3567.95,-299,,4761.97,2749.68,-45.01,0,2272.92,8.84,0,9.7,8.84,91.16,3.77,96.23,54.99,2421.21,97.85,129.22,129.22,44.57,0,0,0,0,0,0,2556.04,181.72,5.56,2374.31,4471.29,2,94.66,2514.22,0.88,0.88,-3.08,-0.45,151.82,1924.79,180.97,6.07,6.17,5.84,119.57,0.88,0.05,0.66,1.23,0.71,0.05,0,0,0.66,0.66,0,0,0,0,0,0,0,0.05,0,0.38,0,0,1326.71,0,0,,0,0,0,0,0,3.11,0,0,63.7,0,0,-13.13,1326.71,-174.26,0,1500.97,0,0,0,0,3.11,0,63.7,0
공주환경(주),043848,2012/12,-3.27,-52.09,32.06,27.82,0,0,0,0,1.82,0,0,-6.71,0,0,44.85,44.02,0,-14.19,12.83,11.51,0,-3.71,0,0,0,140.74,0,-45.37,0,0,0,11.53,14.55,-4.69,55.15,55.98,-58.21,58.27,0,0,113.5,0,0,48.84,16.3,6.91,0.32,13.75,15.69,15.55,0,0,0,0,0,0,15985.23,-2269,0,1451.76,0,0,0,7037.15,12.11,0,13.78,12.11,87.89,0,112.88,0,0,0,147.73,147.73,0,0,0,0,0,0,0,0,0,2.43,0,2674.87,3.91,107.29,0,0.7,0.76,0,0,40.01,342.34,298.42,1.12,1.18,1.27,4.77,0.76,0.26,0.33,0,3.2,0.24,0,0,2.5,2.5,0,0,0,0,0,0,0,0.29,1229.78,1.53,0,0,1660.44,0,0,0,0,0,0,0,0,16.89,120584.17,0,63.52,0,0,-22.34,1660.44,-370.95,,1523.08,,,508.31,,16.89,,63.52,
공주환경(주),043848,2013/12,-2.44,-59.99,32.58,5.6,0,0,0,0,9.56,0,0,-7.26,0,0,43.16,42.43,0,-9.6,13.81,12.52,0,-2.83,0,0,0,148.63,0,-33.62,0,0,0,12.52,15.7,-3.55,56.84,57.57,-52.03,52.03,0,0,109.19,0,0,45.64,15.55,7.42,0.35,13.41,15.71,15.51,0,0,0,0,0,0,17514,-1681,0,956.1,0,0,0,7431.32,16.46,0,19.7,16.46,83.54,0,116.07,0,0,0,135.83,135.83,0,0,0,0,0,0,0,0,0,3.12,0,2394.21,4.34,107.3,0,0.75,0.82,0,0,48.34,290.66,268.19,1.77,1.91,2.05,6.87,0.82,0.29,0.37,0,3.5,0.26,0,0,2.07,2.07,0,0,0,0,0,0,0,0.34,2970.84,1.21,0,0,1722.83,0,0,0,0,0,0,0,0,17.97,312674.05,0,60.16,0,0,-15.95,1722.83,-274.88,0,1490.07,0,0,507.64,0,17.97,0,60.16,0
공주환경(주),043848,2014/12,-0.7,-65.52,35.93,14.59,0,0,0,0,5.12,0,0,-7.92,0,0,46.93,46.25,0,-1.98,15.82,14.57,0,-0.62,0,0,0,170.31,0,-7.3,0,0,0,14.57,18.06,-0.77,53.07,53.75,-48.24,48.24,0,0,101.91,0,0,45.53,15.9,8,0.39,13.05,15.77,15.52,0,0,0,0,0,0,18410.52,-365,0,3792.04,0,0,0,8515.34,22.53,0,29.08,22.53,77.47,0,116.81,0,0,0,152.02,152.02,0,0,0,0,0,0,0,0,0,2.57,0,1322.79,7.71,104.68,0,0.89,0.96,0,0,61.85,255.56,257.12,3.49,3.89,4.08,12.9,0.96,0.32,0.39,0,3.68,0.27,0,0,1.62,1.62,0,0,0,0,0,0,0,0.39,8125.48,0.96,0,0,1899.63,0,0,0,0,0,0,0,0,19.95,999803.16,0,63.1,0,0,-3.14,1899.63,-59.7,0,1452.15,0,0,507.18,0,19.95,0,63.1,0
공주환경(주),043848,2015/12,-10.81,-85.79,-18.06,-69.11,0,0,0,0,0.01,0,0,-8.7,0,0,14.96,14.29,0,-32.68,6.02,4.78,0,-10.92,0,0,0,52.61,0,-120.36,0,0,0,4.78,5.9,-13.49,85.04,85.71,-46.97,46.97,0,0,131.51,0,0,34.43,12.34,8.7,0.43,12.74,15.72,15.51,0,0,0,0,0,0,18412.07,-6018,0,-2233.65,0,0,0,2630.33,20.7,0,26.1,20.7,79.3,0,130.43,0,0,0,87.56,87.56,0,0,0,0,0,0,0,0,0,6.61,0,0,-2.94,114.35,0,0.28,0.3,0,0,64.82,234.35,227.39,1.15,1.31,1.5,4.23,0.3,0.33,0.41,0,3.68,0.27,0,0,1.54,1.54,0,0,0,0,0,0,0,0.43,27748.76,0.82,0,0,937.11,0,0,0,0,0,0,0,0,11.03,3470788.89,0,31.13,0,0,-105.01,937.11,-984.05,0,1414.18,0,0,506.98,0,11.03,0,31.13,0
공주환경(주),043848,2016/12,-10.65,0,-14.52,208.19,0,0,0,0,-4.39,0,0,-9.65,0,0,46.75,46.05,0,-1.03,17.78,16.49,0,-0.37,0,0,0,162.13,0,-3.61,0,0,0,16.49,20.5,-0.46,53.25,53.95,-47.08,47.08,0,0,100.99,0,0,44.99,16.82,9.52,0.47,12.74,16.09,15.54,0,0,0,0,0,0,17603.36,-181,0,2369.21,0,0,0,8106.4,19.8,0,24.7,19.8,80.2,0,134.45,0,0,0,79.01,79.01,0,0,0,0,0,0,0,0,0,8.49,0,0,-5.26,119.53,0,0.91,0.98,0,0,56.64,222.69,211.37,0.11,0.12,0.15,0.39,0.98,0.36,0.45,0,3.52,0.27,0,0,1.77,1.77,0,0,0,0,0,0,0,0.45,106611.15,0.8,0,0,1832.4,0,0,0,0,0,0,0,0,24.15,6786648.15,0,63.66,0,0,-1.61,1832.4,-29.55,0,1355.13,0,0,506.82,0,24.15,0,63.66,0
공주환경(주),043848,2017/12,-11.35,0,-13.51,-14.52,0,0,0,0,1.42,0,0,-10.82,0,0,39.5,38.81,0,-4.17,17.17,15.83,0,-1.7,0,0,0,138.59,0,-14.88,0,0,0,15.83,19.78,-2.12,60.5,61.19,-42.98,42.98,0,0,104.04,0,0,40,16.15,10.53,0.52,12.76,16.27,15.55,0,0,0,0,0,0,17853.78,-744,0,2011.52,0,0,0,6929.27,19.32,0,23.95,19.32,80.68,0,140.67,0,0,0,63.08,63.08,0,0,0,0,0,0,0,0,0,10.82,0,0,-11.31,123.39,0,0.84,0.9,0,0,48,197.16,184.09,3.79,4.32,5.32,12.27,0.9,0.41,0.51,0,3.57,0.3,0,0,2.08,2.08,0,0,0,0,0,0,0,0.51,108127.78,0.86,0,0,1639.91,0,0,0,0,0,0,0,0,24.38,6073740.74,0,56.17,0,0,-7.42,1639.91,-121.69,0,1254.78,0,0,506.82,0,24.38,0,56.17,0
교육나눔터주식회사,051599,2012/12,-5.23,0,-15.33,-4.08,0,0,0,-4.26,-2.27,0,0,-4.12,0,0,80.05,78.62,0,-5.32,5.92,5.91,0,-0.4,64.43,0,-4.36,54.66,0,-3.7,0,0,0,5.93,63.08,-4.26,19.95,21.38,-83.94,84.1,0,0,105.31,0,0,79.72,0,0,0,6.97,7.5,7.33,0,-19.8,-19.8,0,0,0,69.52,-4,0,18.24,82.99,-17.01,0,54.66,8.83,0,9.69,8.83,91.17,9.23,90.77,82.99,988.03,94.58,244.91,244.91,136,0,0,0,0,0,0,983.78,39.1,3.85,944.68,1667.48,5.23,86.71,939.7,0.93,0.94,-1.89,-0.17,124.65,1204.85,114.3,2.49,2.61,2.26,29.23,0.93,0.08,0.8,0.82,0.7,0.08,0,0,0.8,0.8,0,0,0,0,0,0,0,0.08,0,0.53,0,0,1966.2,0,0,0,0,0,0,0,0,6.09,0,0,78.79,0,0,-6.75,1966.2,-132.66,,2098.86,,,,,6.09,,78.79,
교육나눔터주식회사,051599,2013/12,-4.36,0,16.18,-39.31,0,0,0,-9.86,-25.71,0,0,-6.36,0,0,66.63,64.23,0,-15.85,3.77,3.77,0,-0.93,42.05,0,-10.38,33.17,0,-8.19,0,0,0,3.77,38.62,-9.53,33.37,35.77,-80.08,80.08,0,0,115.84,0,0.01,69.08,0,0,0,5.16,5.56,5.43,0,-32.91,-32.91,0,0,0,51.64,-8,0,40.13,74.8,-25.2,0,33.17,10.73,0,12.02,10.73,89.27,8.7,91.3,74.8,1026.49,93.68,227.95,227.95,120.22,0,0,0,0,0,0,1049.9,54.14,5.16,995.76,1437.47,6.02,86.53,994.99,0.8,0.8,-2.93,-0.25,166.31,1537.25,178.75,3.72,3.92,3.39,56.52,0.8,0.06,0.6,0.65,0.52,0.06,0,0,0.6,0.6,0,0,0,0,0,0,0,0.07,0,0.42,0,0,1191.02,0,0,0,0,0,0,0,0,3.86,0,0,64.24,0,0,-24.67,1191.02,-293.87,0,1484.76,0,0.13,0,0,3.86,0,64.24,0
교육나눔터주식회사,051599,2014/12,-4.1,0,10.89,-4.72,0,0,0,-6.56,-8.55,0,0,-5.9,0,0,69.24,66.93,0,-10.39,3.76,3.75,0,-0.58,43.69,0,-6.78,31.61,0,-4.91,0,0,0,3.75,32.47,-5.04,30.76,33.07,-77.31,77.32,0,0,110.37,0,0.01,69.93,0,0,0,4.74,5.18,5.05,0,-42.24,-42.24,0,0,0,47.23,-5,0,46.62,69.9,-30.1,0,31.61,12.41,0,14.17,12.41,87.59,8.47,91.53,69.9,1033.75,92.31,242.78,242.78,135.03,0,0,0,0,0,0,1080.2,60.32,5.68,1019.87,1184.14,7.3,85.57,1009.91,0.86,0.87,-3.65,-0.3,206.11,1577.94,216.75,5.75,6.15,5.26,91.85,0.87,0.06,0.49,0.65,0.47,0.06,0,0,0.49,0.49,0,0,0,0,0,0,0,0.06,0,0.34,0,0,1134.83,0,0,0,0,0,0,0,0,3.83,0,0,66.94,0,0,-15.52,1134.83,-176.1,0,1310.81,0,0.13,0,0,3.83,0,66.94,0
교육나눔터주식회사,051599,2015/12,-4.61,0,8.81,-7,0,0,0,-7.76,-2.37,0,0,-6.51,0,0,66.62,63.76,0,-11.77,3.66,3.65,0,-0.67,43.75,0,-8.07,29.39,0,-5.42,0,0,0,3.65,27.5,-5.08,33.38,36.24,-75.52,75.52,0,0,111.75,0,0.01,67.48,0,0,0,4.71,5.24,5.09,0,-54.21,-54.21,0,0,0,46.11,-5,0,47.43,64.47,-35.53,0,29.39,14.15,0,16.49,14.15,85.85,8.19,91.81,64.47,1047.78,90.89,254.9,254.9,147.12,0,0,0,0,0,0,1120.53,67.77,6.25,1052.76,1002.79,8.6,84.61,1032.72,0.84,0.84,-4.52,-0.36,231.8,1516.16,241.57,6.51,7.06,5.98,102,0.84,0.06,0.43,0.69,0.46,0.06,0,0,0.43,0.43,0,0,0,0,0,0,0,0.07,0,0.31,0,0,1055.4,0,0,0,0,0,0,0,0,3.74,0,0,63.76,0,0,-18.45,1055.4,-194.75,0,1250.02,0,0.13,0,0,3.74,0,63.76,0
교육나눔터주식회사,051599,2016/12,-2.56,0,25.94,-4.86,0,0,0,-8.13,-4.65,0,0,-7.26,0,0,65.91,63.61,0,-11.93,3.61,3.6,0,-0.68,45.22,0,-8.48,27.97,0,-5.24,0,0,0,3.6,22.23,-4.17,34.09,36.39,-75.54,75.54,0,0,111.91,0,0.01,67.41,0,0,0,4.65,5.24,5.12,0,-67.86,-67.86,0,0,0,43.96,-5,0,58.04,59.23,-40.77,0,27.97,18.29,0,22.39,18.29,81.71,7.72,92.28,59.23,1057.78,87.83,262.35,262.35,170.42,0,0,0,0,0,0,1194.62,90.27,6.8,1104.34,753.49,11.32,82.76,1071.47,0.84,0.84,-5.32,-0.41,286.21,1480.79,319.06,7.45,8.31,6.88,119.95,0.84,0.06,0.35,0.71,0.44,0.06,0,0,0.35,0.35,0,0,0,0,0,0,0,0.07,0,0.25,0,0,1004.24,0,0,0,0,0,0,0,0,3.65,0,0,63.63,0,0,-18.75,1004.24,-188.28,0,1192.27,0,0.25,0,0,3.65,0,63.63,0
교육나눔터주식회사,051599,2017/12,-5.32,0,7.31,-7.25,0,0,0,-8.79,-3.87,0,0,-8.14,0,0,63.88,61.38,0,-12.31,3.48,3.48,0,-0.7,45.81,0,-9.19,25.94,0,-5.2,0,0,0,3.48,17.84,-3.58,36.12,38.62,-73.69,73.69,0,0,112.3,0,0.01,65.53,0,0,0,4.52,5.27,5.09,0,-84.03,-84.03,0,0,0,42.26,-5,0,50.71,54.02,-45.98,0,25.94,20.73,0,26.16,20.73,79.27,7.44,92.56,54.02,1065.24,87.29,225.6,225.6,148.95,0,0,0,0,0,0,1243.88,123.51,9.74,1120.37,722.2,11.54,81.56,1096.11,0.83,0.83,-6.33,-0.46,344.05,1422.04,356.19,8.09,9.18,7.49,128.67,0.83,0.06,0.29,0.75,0.42,0.06,0,0,0.29,0.29,0,0,0,0,0,0,0,0.07,0,0.21,0,0,931.36,0,0,0,0,0,0,0,0,3.57,0,0,61.39,0,0,-20.06,931.36,-186.81,0,1118.05,0,0.13,0,0,3.57,0,61.39,0
교육나눔터주식회사,051599,2018/12,-8.39,0,-4.44,-14.35,,0,0,-9,-7.42,0,0,-9.43,0,0,59.59,56.78,,-12.42,3.21,3.19,,-0.7,43.06,,-9.42,22.22,,-4.86,0,,,3.31,15.1,-3.3,40.41,43.22,-69.21,71.25,0,0,112.15,0,0.01,62.13,0,0,0,4.33,5.23,4.96,0,-102.23,-102.23,0,0,0,39.13,-5,,48.3,49.16,-50.84,0,22.22,21.63,0,27.6,21.63,78.37,7.39,92.61,49.16,1060.23,84.71,288.98,288.98,181.1,0,0,0,0,0,0,1252.83,101.25,8.92,1151.58,601.83,14.14,80.38,1087.44,0.79,0.83,-7.64,-0.51,376.17,1401.43,367.63,8.04,9.26,7.44,126.53,0.8,0.06,0.27,0.76,0.39,0.06,0,0,0.27,0.27,0,0,0,0,0,0,0,0.07,0,0.19,0,0,826.43,0,0,,0,0,0,0,0,3.46,0,0,58.83,0,0,-21.12,826.43,-174.52,0,1000.82,0,0.13,0,0,3.46,0,58.83,0
교육나눔터주식회사,051599,2019/12,-7.14,0,5.58,-5.28,,0,0,-9.38,4.9,0,0,-10.66,0,0,53.94,51.27,,-11.23,3.3,3.28,,-0.72,44.92,,-9.84,21.05,,-4.61,0,,,3.28,14.23,-3.12,46.06,48.73,-62.51,62.51,0,0,111.21,0,0.01,56.08,0,0,0,4.32,5.29,5.04,0,-123.16,-123.16,0,0,0,41.05,-5,,53.72,44.55,-55.45,0,21.05,24.59,0,32.61,24.59,75.41,7.21,92.79,44.55,1045.29,82.33,292.31,292.31,185.09,0,0,0,0,0,0,1286.19,116.62,10.23,1169.57,521.48,16.18,78.84,1092.91,0.82,0.82,-8.98,-0.55,360.23,1202.22,370.02,8.9,10.48,8.26,124.29,0.82,0.06,0.28,0.88,0.41,0.07,0,0,0.28,0.28,0,0,0,0,0,0,0,0.08,0,0.21,0,0,755.67,0,0,,0,0,0,0,0,3.41,0,0,51.28,0,0,-21.9,755.67,-165.52,0,921.06,0,0.13,0,0,3.41,0,51.28,0
교육나눔터주식회사,051599,2020/12,-7.46,0,7.68,-9.45,,0,0,-9.23,-12.85,0,0,-12.39,0,0,56.3,53.27,,-11.5,3.21,3.21,,-0.69,44.84,,-9.68,19.06,,-4.11,0,,,3.28,12.08,-2.61,43.7,46.73,-64.77,65.96,0,0,111.35,0,0.01,58.46,0,0,0,4.27,5.41,5.12,0,-145.86,-145.86,0,0,0,35.77,-4,,59.33,40.44,-59.56,0,19.06,28.61,0,40.08,28.61,71.39,7.08,92.92,40.44,1008.88,78.88,301.21,301.21,194.67,0,0,0,0,0,0,1313.29,134.26,11.95,1179.03,436.44,19.11,76.48,1080.92,0.81,0.83,-10.42,-0.6,440.88,1221.21,457.18,10.64,12.93,9.89,158.03,0.81,0.06,0.23,0.84,0.36,0.06,0,0,0.23,0.23,0,0,0,0,0,0,0,0.08,0,0.17,0,0,699.48,0,0,,0,0,0,0,0,3.41,0,0,54.47,0,0,-21.11,699.48,-147.67,0,847.02,0,0.13,0,0,3.41,0,54.47,0
교육나눔터주식회사,051599,2021/12,-9.49,0,3.48,-11.25,,0,0,-10.39,11.2,0,0,-14.69,0,0,45.45,42.52,,-10.56,3.11,3.11,,-0.77,44.12,,-10.96,16.91,,-4.2,0,,,3.13,10.17,-2.52,54.55,57.48,-53.08,53.36,0,0,110.53,0,0,48.13,0,0,0,4.19,5.52,5.17,0,-174.35,-174.35,0,0,0,39.77,-4,,55.68,36.24,-63.76,0,16.91,32.71,0,48.62,32.71,67.29,7.01,92.99,36.24,960.44,75.57,298.51,298.51,192.56,0,0,0,0,0,0,1327.41,156.43,14.19,1170.98,377.08,21.76,74.41,1062.11,0.8,0.8,-12.33,-0.64,418.3,950.36,425.44,11.95,14.94,11.12,144.57,0.8,0.07,0.24,1.04,0.4,0.08,0,0,0.24,0.24,0,0,0,0,0,0,0,0.11,0,0.18,0,0,611.09,0,0,,0,0,0,0,0,3.29,0,0,42.8,0,0,-24.67,611.09,-150.78,0,761.87,0,0,0,0,3.29,0,42.8,0
교육나눔터주식회사,051599,2022/12,-6.88,0,15.72,-15.27,,0,0,-11.8,-9.45,0,0,-17.88,0,0,43.14,39.79,,-11.87,2.9,2.87,,-0.86,42.03,,-12.54,14.33,,-4.28,0,,,2.87,7.85,-2.34,56.86,60.21,-51.66,51.66,0,0,111.83,0,0,46.03,0,0,0,4,5.45,5.14,0,-211.06,-211.06,0,0,0,36.02,-4,,65.09,31.96,-68.04,0,14.33,40.66,0,68.51,40.66,59.34,6.64,93.36,31.96,894.3,68.28,310.6,310.6,211.62,0,0,0,0,0,0,1406.99,197.26,16.45,1209.73,291.2,27.57,71.43,1076.47,0.76,0.77,-14.13,-0.68,506.78,879.98,543.71,13.43,17.55,12.54,167.66,0.77,0.07,0.2,1.06,0.36,0.08,0,0,0.2,0.2,0,0,0,0,0,0,0,0.11,0,0.15,0,0,514.46,0,0,,0,0,0,0,0,2.98,0,0,39.79,0,0,-29.84,514.46,-153.53,0,667.99,0,0,0,0,2.98,0,39.79,0
그로웰지씨엠주식회사,102555,2021/12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,83.82,,0.09,3.46,3.44,,0,34.52,,0.04,4833.28,,5.13,46.16,,,3.44,3.46,0,0,16.18,-83.69,83.69,0,0,99.87,0,0.04,83.51,13.03,13.12,6.56,3.82,1.93,3.85,0,0.02,99.29,0,0,0,288306.45,169,,76808.3,1400256.37,13902.56,0,241663.86,1.65,0,1.68,1.65,98.35,9.98,90.02,14002.56,985.8,99.66,125.08,125.08,94.65,0,0,0,0,0,0,902.35,13.23,0.99,889.12,26794.74,0.33,89.59,898.05,1,1,9.91,139.03,40.19,2393.94,4838.69,0.3,0.31,0.27,13.32,1,0.04,0.04,0.41,57.66,0.05,0,0,2.49,2.49,0,0,0,0,0,0,0,0.04,0.04,1.38,0,0,2794.06,0,0,,0,0,0,0,0,1.99,2.04,0,96.91,0,0,0.09,2794.06,3.7,0,2412.73,0,1.06,376.56,0,1.99,0,96.91,0
그로웰지씨엠주식회사,102555,2022/12,-0.18,-0.39,11.96,121.89,,6305.78,0,258.26,125.45,0,0,-0.39,0,0,0,82.5,,2.53,3.84,3.82,,0.12,16.71,,0.51,2344.67,,71.81,72.52,,,3.75,3.84,0.12,0,17.5,-79.35,78.36,0,0,96.86,0,6.22,80.68,10.21,10.92,16.84,4.71,5.78,4.77,0,0.33,99.29,0,0,0,142107.56,6167,,30721.6,1096753.92,13936.24,0,117233.26,1.85,0,1.89,1.85,98.15,35.81,64.19,14036.24,274.1,100.03,98.48,98.48,68.14,0,0,0,0,0,0,179.28,5.25,1.36,174.02,0,-0.03,63.17,176.42,1.05,1.04,35.55,139.36,37.79,2119.57,2155.23,1.21,1.23,0.78,16.72,1.05,0.05,0.05,0.2,28.42,0.06,0,0,2.65,2.65,0,0,0,0,0,0,0,0.05,0.05,1.38,0,0,6346.61,0,0,,0,0,0,0,0,4.53,4.62,0,97.64,0,0,2.59,6346.61,204.61,0,5093.57,11.06,392.99,644.38,0,4.53,0,97.64,0
그린산업주식회사,013173,2019/12,0,0,0,0,,0,0,0,0,0,0,0,0,0,9.2,1.83,,1.78,5.21,3.89,,3.79,9.41,,9.17,74.86,,72.94,19.67,,,3.19,4.66,4.55,90.8,98.17,0.1,-0.28,0,0.05,98.08,6.27,0.29,-0.28,6.84,24.81,185.82,-1.02,3.24,3.24,0,65.63,87.43,27,3.4,37.02,408925.78,7294,,30680.64,76823.25,695.23,0,7485.72,36.54,0,57.57,36.54,63.46,41.31,58.69,795.23,153.64,125.59,73.86,73.86,28.46,0,0,0,1437.74,0,0,142.09,119.75,58.77,22.34,0,-12.93,22.38,54.18,5.36,999999999,36.11,6.95,17.2,29.88,39.25,27.15,71.21,15.94,7.5,0,2.12,2.55,5.14,40.89,3.62,152.86,2.39,5.81,5.81,0,0,0,0,0,10.63,34.33,3.35,4.87,2.47,0,0.03,4477.22,0,0,,0,0,0,0,0,31.86,73.08,0,15,41.37,58.63,11.89,4477.22,577.18,1852.42,-84.13,24.42,85.7,2021.62,0,31.86,0,15,0
그린산업주식회사,013173,2020/12,-7.42,-15.18,-3.27,15.96,,61.09,0,11.38,1.14,0,0,-9.8,0,0,8.66,2.1,,2.84,6.24,4.68,,6.34,10.33,,13.98,86.81,,117.5,15.3,,,5.2,5.77,7.81,91.34,97.9,0.99,-0.51,0,0.04,96.95,5.61,0.27,-0.52,6.67,26.43,242.97,-2.08,2.69,2.15,0,69.15,88.71,42,4.74,35.74,413573.96,11750,,32068.04,84356.4,785.74,0,8680.6,38.17,0,61.74,38.17,61.83,49.69,50.31,885.74,124.42,99.18,101.36,101.36,10.81,0,0,0,436.63,0,0,101.23,75.78,21.09,25.45,2462.15,0.51,16.03,32.26,11.28,999999999,44.08,7.86,16.73,28.09,33.99,34.99,109.81,17.6,7.59,0,2.23,2.75,4.92,41.36,4.08,76.55,4.77,5.98,5.98,0,0,0,0,0,11.18,32.64,3.56,5.33,2.75,0,0.04,4525.3,0,0,,0,0,0,0,0,34.78,93.52,0,14.99,36.79,63.21,18.96,4525.3,933.15,1664.73,-154.15,24,79.58,1977.99,0,34.78,0,14.99,0
